,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
20,20,2017-04-30_17-14-35,2017-04-30 17:14:35,https://instagram.fyvr3-1.fna.fbcdn.net/vp/474040f4a09b3b9cbd560ee85b929a0d/5AF02798/t51.2885-15/e35/19425177_1404324176320013_8266247263660015616_n.jpg,"Sons de tambours s'il-vous-plaît! Allez, vous pouvez faire mieux! * Sons de tambours plus puissants* C'est notre e message!!!!!!! Très approprié puisque nous célébrons également Cette année sera très occupée. Assurez-vous de planifier vos vacances à l’avance, ou mieux encore, visitez-nous lors des saisons intermédiaires! Superbe photo prise au par ",Sons de tambours il vous Allez vous pouvez faire mieux Sons de tambours plus puissants nC est notre 150e message puisque nous brons galement Canada150 nCette sera Assurez vous de planifier vos vacances avance ou mieux encore visitez nous lors des saisons diaires nSuperbe photo prise au pnBanff par coldclearwater nature photographie conservation voyage jouerdehors aventure paysage parcscanada explorecanada canada150 canada,"[""canada150"",""pnbanff"",""nature"",""photographie"",""conservation"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""explorecanada"",""canada150"",""canada""]",1,255,256,Environmental,fr,0.6000000000000001,parcs.canada_instagram,"['parc', 'nature', 'air', 'water', 'conservation', 'or']",positive
59,59,2017-04-16_16-23-59,2017-04-16 16:23:59,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b7251f5e19264b9a9c5f80f0720effbe/5AEE4BCE/t51.2885-15/e35/19367085_478951942455064_8383915254307880960_n.jpg,"Le parc national Elk Island n'est jamais ennuyant. Étendez votre couverture, allongez-vous et contemplez le coucher de soleil, ou visitez les coulisses d’une installation de rassemblement des bisons et découvrez comment ce magnifique animal au bord de l’extinction a pu être sauvé. Photo par ",Le parc national Elk Island est jamais ennuyant tendez votre couverture allongez vous et contemplez le coucher de soleil ou visitez les coulisses une installation de rassemblement des bisons et couvrez comment ce magnifique animal au bord de extinction pu nPhoto par Calsnape nature photographie animaux sauvage animal voyage jouerdehors aventure paysage parcscanada explorecanada canada150 canada bison elkisland pnelkisland alberta explorealberta coucherdesoleil,"[""nature"",""photographie"",""animaux"",""sauvage"",""animal"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""explorecanada"",""canada150"",""canada"",""bison"",""elkisland"",""pnelkisland"",""alberta"",""explorealberta"",""coucherdesoleil""]",2,205,207,Environmental,fr,0.3,parcs.canada_instagram,"['or', 'parc', 'vert', 'nature']",positive
96,96,2017-04-12_13-25-13,2017-04-12 13:25:13,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c077bacc3d4d005a4ae0f3670b2e7cb2/5AE7FB44/t51.2885-15/e35/19367611_1150688125036141_8706972519535476736_n.jpg,"Cette photo étonnante a été prise à la réserve de parc national Pacific Rim par la talentueuse . Pour la , nous encourageons tous les visiteurs à s'informer avant de visiter nos sites. Nous avons tous un rôle à jouer! ",Cette photo tonnante prise la serve de parc national Pacific Rim par la talentueuse cristinamittermeier Pour la SemaineDeLaFaune nous encourageons tous les visiteurs informer avant de visiter nos sites Nous avons tous un le jouer semainedelafaune nature photographie animaux sauvage animal voyage jouerdehors aventure paysage parcscanada canada150 canada conservation explorecanada rpnpacificrim pacificrim ocean eau tofino plage surf hellobc explorebc colombiebritannique,"[""semainedelafaune"",""semainedelafaune"",""nature"",""photographie"",""animaux"",""sauvage"",""animal"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""conservation"",""explorecanada"",""rpnpacificrim"",""pacificrim"",""ocean"",""eau"",""tofino"",""plage"",""surf"",""hellobc"",""explorebc"",""colombiebritannique""]",4,187,191,Environmental,fr,0.0,parcs.canada_instagram,"['parc', 'nature', 'conservation', 'mer', 'eau', 'or', 'faune']",neutral
101,101,2017-04-22_17-54-30,2017-04-22 17:54:30,https://instagram.fyvr3-1.fna.fbcdn.net/vp/accdc2b1e33ba40d479042f66a886c64/5AFBBD97/t51.2885-15/e35/19367838_100485927247265_4320361165583548416_n.jpg,"Chaque fois que je fais un portage entre La Routine et La Magie, je me retrouve à Banff, le premier parc national de l’ancien Dominion, là où les chèvres cabriolent entre les parois rocheuses, quelque part, dans ces montagnes vénérablement élégantes, et je deviens dingue, dément, gaga à l’idée d’une ascension, assoiffé de Victoire – ce vin de raisins sauvages, ce saké de riz sauvage, ce scotch de chardon – couronnement de l’Inspiration .-Extrait du poème « Beat Meditations: Beach / Mountain » par le poète parlementaire George Elliott Clarke .Participez à notre éfiParcs sur la poésie! Plus d’info sur nos comptes Twitter et Facebook Magnifique photo par  Écosystème ème ésie ète éfiparcs",Chaque fois que je fais un portage entre La Routine et La Magie nje retrouve Banff le premier parc nde ancien Dominion les vres cabriolent entre les parois rocheuses quelque part ndans ces montagnes rablement gantes net je deviens dingue ment ngaga une ascension de Victoire nce vin de raisins sauvages ce de riz sauvage ce scotch de chardon ncouronnement de Inspiration Extrait du Beat Meditations Beach Mountain par le te parlementaire George Elliott Clarke nParticipez notre fiParcs sur la sie Plus info sur nos comptes Twitter et Facebook nMagnifique photo par calsnape Banff pnBanff Nature Conservation ExploreCanada Canada150 ParcsCanada ExploreAlberta Canada Aventure VieAuCanada ImagesDuCanada sie te fiparcs JourDeLaTerre,"[""défiparcs"",""banff"",""pnbanff"",""nature"",""écosystème"",""conservation"",""explorecanada"",""canada150"",""parcscanada"",""explorealberta"",""canada"",""aventure"",""vieaucanada"",""imagesducanada"",""poème"",""poésie"",""poète"",""défiparcs"",""jourdelaterre""]",4,183,187,Environmental,fr,0.375,parcs.canada_instagram,"['parc', 'nature', 'air', 'conservation', 'eau', 'or']",positive
118,118,2017-04-26_13-48-52,2017-04-26 13:48:52,https://instagram.fyvr3-1.fna.fbcdn.net/vp/005d21087f3239d8b097e55334d0a6e9/5AEFC687/t51.2885-15/e35/19379771_730381313815685_4203750531459448832_n.jpg,"À notre humble avis, il s’agit d’une des plus belles régions au monde. Elorez la Cabot Trail lors de votre visite au parc national des Hautes-Terres-du-Cap-Breton. Vous ne le regretterez pas! Belle photo de  écosse",notre humble avis il agit une des plus belles gions au monde Explorez la Cabot Trail lors de votre visite au parc national des Hautes Terres du Cap Breton Vous ne le regretterez pas nBelle photo de faune nature photographie voyage jouerdehors aventure paysage parcscanada canada150 canada conservation explorecanada sentierCabot halifax cosse imagesducanada capebreton pnCapeBreton,"[""faune"",""nature"",""photographie"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""conservation"",""explorecanada"",""sentiercabot"",""halifax"",""nouvelleécosse"",""imagesducanada"",""capebreton"",""pncapebreton""]",3,176,179,Environmental,fr,0.5333333333333333,parcs.canada_instagram,"['parc', 'nature', 'conservation', 'or', 'faune', 'terres']",positive
120,120,2017-04-23_16-46-10,2017-04-23 16:46:10,https://instagram.fyvr3-1.fna.fbcdn.net/vp/219eb618794cab7a71145b18644ff322/5AF91274/t51.2885-15/e35/19367131_1317599221622637_3879847179149377536_n.jpg,"Des côtes accidentées et des forêts tempérées luxuriantes : découvrez le meilleur des deux mondes dans la réserve de parc national Pacific Rim! Cet été sera occupé, alors assurez-vous de planifier votre voyage à l’avance pour en profiter pleinement. ",Des tes es et des es luxuriantes couvrez le meilleur des deux mondes dans la serve de parc national Pacific Rim Cet sera alors assurez vous de planifier votre voyage avance pour en profiter pleinement faune nature photographie animaux sauvage animal voyage jouerdehors aventure paysage parcscanada canada150 canada conservation explorecanada rpnpacificrim pacificrim ocean eau tofino plage surf hellobc explorebc colombiebritannique,"[""faune"",""nature"",""photographie"",""animaux"",""sauvage"",""animal"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""conservation"",""explorecanada"",""rpnpacificrim"",""pacificrim"",""ocean"",""eau"",""tofino"",""plage"",""surf"",""hellobc"",""explorebc"",""colombiebritannique""]",3,175,178,Environmental,fr,0.03333333333333333,parcs.canada_instagram,"['parc', 'nature', 'conservation', 'eau', 'or', 'faune']",positive
129,129,2017-04-28_20-03-40,2017-04-28 20:03:40,https://instagram.fyvr3-1.fna.fbcdn.net/vp/441ce3e694fdf994397bf331255af8bc/5ADA734A/t51.2885-15/e35/19367299_110827169534538_5621763744062242816_n.jpg,"Fathom Five offre mystère et divertissement, écologie et culture... et une incroyable escapade dans la nature. Plantez votre tente sous le ciel étoilé de l’île Flowerpot et profitez des eaux cristallines du lac Huron! Superbe photo par ",Fathom Five offre et divertissement cologie et culture et une incroyable escapade dans la nature Plantez votre tente sous le ciel de le Flowerpot et profitez des eaux cristallines du lac Huron nSuperbe photo par ileflowerpot peninsulebruce flowerpot nature photographie animaux sauvage animal voyage jouerdehors aventure paysage parcscanada explorecanada canada150 canada fathomfive airemarine conservation ontario exploreON,"[""ileflowerpot"",""peninsulebruce"",""flowerpot"",""nature"",""photographie"",""animaux"",""sauvage"",""animal"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""explorecanada"",""canada150"",""canada"",""fathomfive"",""airemarine"",""conservation"",""ontario"",""exploreon""]",4,170,174,Environmental,fr,0.06666666666666668,parcs.canada_instagram,"['parc', 'vert', 'nature', 'eau', 'air', 'conservation', 'marine', 'or']",positive
176,176,2017-04-24_13-17-04,2017-04-24 13:17:04,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fad9101a365dd603eead446f223db98d/5AED22CD/t51.2885-15/e35/19379212_241591533009072_7074709557770977280_n.jpg,"Découvrez des espèces etiques (pour le Canada) dans le luxuriant parc national de la Pointe-Pelée. Comme il se situe à la limite la plus au sud du territoire continental canadien, vous verrez que le parc est plus chaud que le reste du pays! Photo de ",couvrez des ces exotiques pour le Canada dans le luxuriant parc national de la Pointe Comme il se situe la limite la plus au sud du territoire continental canadien vous verrez que le parc est plus chaud que le reste du pays nPhoto de faune nature photographie animaux sauvage animal voyage jouerdehors aventure paysage parcscanada canada150 canada conservation explorecanada ontario pointepelee PNpointepelee,"[""faune"",""nature"",""photographie"",""animaux"",""sauvage"",""animal"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""conservation"",""explorecanada"",""ontario"",""pointepelee"",""pnpointepelee""]",2,156,158,Environmental,fr,0.328125,parcs.canada_instagram,"['conservation', 'parc', 'or', 'faune', 'nature']",positive
178,178,2017-04-25_12-21-57,2017-04-25 12:21:57,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1ffbf50dc1a6ee62050ce7c45c06e296/5ADB3705/t51.2885-15/e35/19379478_141738159733461_8419167654383714304_n.jpg,Le premier est né pour le ! Nous avons le plaisir d’annoncer la naissance d'un bisonneau dans l’arrière-pays du Parc national de Banff pour la première fois en plus de ans. Ses premiers pas s’inscrivent dans un vaste projet qui vise le rétablissement du bison sauvage dans le premier parc national du Canada. .Photos par Adam Zier-Vogel. Écosystème,Le premier BisonDeBanff est pour le JourDeLaTerre Nous avons le plaisir annoncer la naissance un bisonneau dans pays du Parc national de Banff pour la fois en plus de 140 ans Ses premiers pas inscrivent dans un vaste projet qui vise le tablissement du bison sauvage dans le premier parc national du Canada nPhotos par Adam Zier Vogel Bison VieSauvage Faune Banff pnBanff Nature Conservation ExploreCanada Canada150 ParcsCanada ExploreAlberta Canada Aventure VieAuCanada ImagesDuCanada nature photographie animaux sauvage animal voyage jouerdehors aventure paysage alberta explorealberta,"[""bisondebanff"",""jourdelaterre"",""bison"",""viesauvage"",""faune"",""banff"",""pnbanff"",""nature"",""écosystème"",""conservation"",""explorecanada"",""canada150"",""parcscanada"",""explorealberta"",""canada"",""aventure"",""vieaucanada"",""imagesducanada"",""nature"",""photographie"",""animaux"",""sauvage"",""animal"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""alberta"",""explorealberta""]",1,157,158,Environmental,fr,0.0,parcs.canada_instagram,"['parc', 'nature', 'conservation', 'eau', 'or', 'faune']",neutral
183,183,2017-04-29_18-05-31,2017-04-29 18:05:31,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2f276260fe332612f1fcaab66f3d9b6f/5AE2A988/t51.2885-15/e35/19367903_451272195223159_1374097399634460672_n.jpg,"En plein cœur de la chaîne Columbia, le parc national des Glaciers et ses km2 de pics, de glaciers et de forêts chevauchent la crête de la chaîne Selkirk, région réputée pour ses chutes de neige légendaires. Si vous prévoyez vous rendre dans l’arrière-pays du parc national des Glaciers, sachez que l’accès peut être restreint ou interdit dans de nombreux secteurs du parc pour la prévention des avalanches. Superbe photo soumise par pour notre éfiParcs sur les levers de soleil! Suivez nos comptes jeudi prochain pour votre prochain défi!  èrepays",En plein ur de la ne Columbia le parc national des Glaciers et ses 349 km2 de pics de glaciers et de chevauchent la de la ne Selkirk gion pour ses chutes de neige gendaires Si vous voyez vous rendre dans pays du parc national des Glaciers sachez que peut restreint ou interdit dans de nombreux secteurs du parc pour la vention des avalanches nSuperbe photo soumise par jorunswild pour notre fiParcs sur les levers de soleil Suivez nos comptes jeudi prochain pour votre prochain fi explorebc selkirks passerogers glaciers PNglaciers repays ski nature photographie voyage jouerdehors aventure paysage parcscanada explorecanada canada150 canada conservation,"[""défiparcs"",""explorebc"",""selkirks"",""passerogers"",""glaciers"",""pnglaciers"",""arrièrepays"",""ski"",""nature"",""photographie"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""explorecanada"",""canada150"",""canada"",""conservation""]",0,156,156,Environmental,fr,0.0,parcs.canada_instagram,"['air', 'conservation', 'parc', 'or', 'nature']",neutral
