,id,date_published,link,caption_original,caption_cleaned,hashtags,category,Reactions_SUM,average_sentiment_score,language,account_name
0,908396226344837121,2017-09-14 18:25:12,['https://t.co/sjPPtHpw3p'],Collision impliq. traversier et plaisancier en C-B en 2000 conduit à mesures de sécurité par @GCC_CCG et @BCFerries  https://t.co/sjPPtHpw3p,Collision impliq traversier et plaisancier en en 2000 conduit mesures de par et BCFerries https co sjPPtHpw3p,[],Social,1,0.0,fr,BSTCanada_tweeter
1,911348154968285184,2017-09-22 21:55:06,['https://t.co/UMEMwcY6Q'],Enverra une équipe demain à un accident de petit aéronef survenu à Goderich (ON) https://t.co/UMEMwcY6Qu,Enverra une quipe demain un accident de petit ronef survenu Goderich https co UMEMwcY6Qu,[],Social,1,0.0,fr,BSTCanada_tweeter
2,905068273309552640,2017-09-05 14:01:06,['https://t.co/uFpL3tJwnm'],"Conf. de presse, rapport sur l’accident mortel d’un appareil DHC-2 survenu en août 2015 près de Tadoussac (QC) https://t.co/uFpL3tJwnm",Conf de presse rapport sur accident mortel un appareil DHC survenu en 2015 de Tadoussac QC https co uFpL3tJwnm,[],Environmental,1,0.0,fr,BSTCanada_tweeter
3,910222928658206720,2017-09-19 19:23:51,['https://t.co/i0xVzdNFfl'],Envoie une équipe à Port-Cartier (QC) suite à un incident maritime survenu le 15 sept 2017 https://t.co/i0xVzdNFfl,Envoie une quipe Port Cartier QC suite un incident maritime survenu le 15 sept 2017 https co i0xVzdNFfl,[],Environmental,1,0.0,fr,BSTCanada_tweeter
4,911953648376320002,2017-09-24 14:01:07,['https://t.co/Q7aM3bZbaK'],"Fiers de célébrer la Journée mondiale de la mer 2017 « Connecter navires, ports et personnes » avec @IMOHQ XXX https://t.co/Q7aM3bZbaK",Fiers de brer la mondiale de la mer 2017 Connecter navires ports et personnes avec IMOHQ XXX https co Q7aM3bZbaK,[],Economical,1,0.0,fr,BSTCanada_tweeter
5,909784521628938241,2017-09-18 14:21:47,['https://t.co/d9gaqPjpKL'],"Voici 10 enjeux auxquels il faut remédier pour rendre le transport canadien plus sécuritaire
https://t.co/d9gaqPjpKL",Voici 10 enjeux auxquels il faut dier pour rendre le transport canadien plus curitaire https co d9gaqPjpKL,[],Environmental,0,0.0,fr,BSTCanada_tweeter
6,913449561372446720,2017-09-28 17:05:21,['https://t.co/9lh2Eb2Ydz'],"Rappel : Blogue - Journée mondiale de la mer 2017 - « Connecter navires, ports et personnes » https://t.co/9lh2Eb2Ydz",Rappel Blogue mondiale de la mer 2017 Connecter navires ports et personnes https co 9lh2Eb2Ydz,[],Economical,0,0.0,fr,BSTCanada_tweeter
7,913487279146094592,2017-09-28 19:35:13,['https://t.co/vKhgIayjjs'],Un défaut mécanique  à bord d'un hélico en C-B en 2005 a entraîné des mesures de sécurité  https://t.co/vKhgIayjjs,Un faut canique bord un lico en en 2005 des mesures de https co vKhgIayjjs,[],Environmental,0,0.0,fr,BSTCanada_tweeter
8,913759061027557377,2017-09-29 13:35:11,['https://t.co/3RjQtfUXTB'],Journée de la mer : M-A Poisson explique comment @MAIIFMaritime favorise sécurité et prévention de la pollution https://t.co/3RjQtfUXTB,de la mer Poisson explique comment MAIIFMaritime favorise et vention de la pollution https co 3RjQtfUXTB,[],Environmental,0,0.0,fr,BSTCanada_tweeter
9,913837100805558272,2017-09-29 18:45:17,['https://t.co/eGamhHosmi'],"C'est quoi travailler au BST?  Voyez le profil vidéo de Wendy Jolliffe, enquêteure principale maritime https://t.co/eGamhHosmi",est quoi travailler au BST Voyez le profil de Wendy Jolliffe principale maritime https co eGamhHosmi,[],Social,0,0.0,fr,BSTCanada_tweeter
10,913426281814949888,2017-09-28 15:32:50,['https://t.co/T34SCPRtW5'],Publié auj.: rapport d’enquête sur un écrasement d’avion mortel près de Pickle Lake (ON) en déc. 2015 https://t.co/T34SCPRtW5,auj rapport sur un crasement avion mortel de Pickle Lake en 2015 https co T34SCPRtW5,[],Environmental,0,0.0,fr,BSTCanada_tweeter
11,913119895344369664,2017-09-27 19:15:22,['https://t.co/lsIJFrbvOz'],Nos enquêteurs en aviation ont une grande expérience de l'industrie aéronautique. Plus d'info sur ce secteur du BST https://t.co/lsIJFrbvOz,Nos en aviation ont une grande rience de industrie ronautique Plus info sur ce secteur du BST https co lsIJFrbvOz,[],Economical,0,0.0,fr,BSTCanada_tweeter
12,913025715624345600,2017-09-27 13:01:08,['https://t.co/HqadhU8mOp'],Voyez notre rapport d’enquête sur un accident à l’atterrissage à Gander (T.-N.-L.) en avril 2016 https://t.co/HqadhU8mOp,Voyez notre rapport sur un accident atterrissage Gander en avril 2016 https co HqadhU8mOp,[],Environmental,0,0.0,fr,BSTCanada_tweeter
13,913025606270451712,2017-09-27 13:00:42,['https://t.co/4jgNp35vM'],"Un accident à l’atterrissage à l’aéroport de Gander en avril 2016 attribuable aux rafales de vent, et la poudrerie https://t.co/4jgNp35vMu",Un accident atterrissage roport de Gander en avril 2016 attribuable aux rafales de vent et la poudrerie https co 4jgNp35vMu,[],Environmental,0,0.0,fr,BSTCanada_tweeter
14,908760665531265024,2017-09-15 18:33:21,['https://t.co/V9UY4vUWt7'],Envoie une équipe d’enquêteurs sur les lieux d’un déraillement de train survenu près de Saskatoon (Saskatchewan) https://t.co/V9UY4vUWt7,Envoie une quipe sur les lieux un raillement de train survenu de Saskatoon Saskatchewan https co V9UY4vUWt7,[],Social,0,0.0,fr,BSTCanada_tweeter
15,908766165694107649,2017-09-15 18:55:12,['https://t.co/avXeUmj2ce'],Diminuez les effets d’une forte turbulence. Bouclez votre ceinture pour vous protéger contre les forces de la nature https://t.co/avXeUmj2ce,Diminuez les effets une forte turbulence Bouclez votre ceinture pour vous ger contre les forces de la nature https co avXeUmj2ce,[],Environmental,0,0.0,fr,BSTCanada_tweeter
16,910150287511482369,2017-09-19 14:35:12,['https://t.co/mEPV9ZwdMB'],En août 2017 nous avons dépêché des équipes sur 9 sites d’accident. Détails : https://t.co/mEPV9ZwdMB,En 2017 nous avons des quipes sur sites accident tails https co mEPV9ZwdMB,[],Social,0,0.0,fr,BSTCanada_tweeter
17,909848294452547585,2017-09-18 18:35:12,['https://t.co/plqH2aKalk'],#LSV : Le BST collabore avec ses homologues étrangers sur plusieurs fronts https://t.co/plqH2aKalk,LSV Le BST collabore avec ses homologues trangers sur plusieurs fronts https co plqH2aKalk,['#LSV'],Environmental,0,0.0,fr,BSTCanada_tweeter
18,908690673989234688,2017-09-15 13:55:13,['https://t.co/aewRDpjSQg'],Comment les choses ont-elles changé au BST depuis sa création? Demandez à quelqu'un qui est là depuis le début  https://t.co/aewRDpjSQg,Comment les choses ont elles au BST depuis sa ation Demandez quelqu un qui est depuis le https co aewRDpjSQg,[],Social,0,0.0,fr,BSTCanada_tweeter
19,910213223084969985,2017-09-19 18:45:17,['https://t.co/BRKC620DAf'],Demeurez à l’affût des enquêtes menées dans votre région en consultant notre carte des enquêtes en cours  https://t.co/BRKC620DAf,Demeurez des es dans votre gion en consultant notre carte des en cours https co BRKC620DAf,[],Social,0,0.0,fr,BSTCanada_tweeter
20,910500131086233600,2017-09-20 13:45:22,['https://t.co/WASL2UP5zE'],"Voyez comment notre mission diffère des autres intervenants dans le domaine des transports
https://t.co/WASL2UP5zE",Voyez comment notre mission des autres intervenants dans le domaine des transports https co WASL2UP5zE,[],Economical,0,0.0,fr,BSTCanada_tweeter
21,910576874518122497,2017-09-20 18:50:19,['https://t.co/132lBhY7cQ'],Nous avons diverses façons de communiquer les lacunes de sécurité. Plus d'info : https://t.co/132lBhY7cQ,Nous avons diverses ons de communiquer les lacunes de Plus info https co 132lBhY7cQ,[],Social,0,0.0,fr,BSTCanada_tweeter
22,910866441028677632,2017-09-21 14:00:57,['https://t.co/RUn3hhy0Nz'],Environ 3200 événements de transport sont signalés au BST annuellement. Voyez comment nous procédons : https://t.co/RUn3hhy0Nz,Environ 3200 nements de transport sont au BST annuellement Voyez comment nous dons https co RUn3hhy0Nz,[],Economical,0,0.0,fr,BSTCanada_tweeter
23,910930447235977217,2017-09-21 18:15:17,['https://t.co/F8YdBGwAlM'],Collision au Nunavut en 2012 a entrainé une recommendation sur les systèmes de retenue pour enfants dans les avions https://t.co/F8YdBGwAlM,Collision au Nunavut en 2012 une recommendation sur les mes de retenue pour enfants dans les avions https co F8YdBGwAlM,[],Social,0,0.0,fr,BSTCanada_tweeter
24,911226133072490497,2017-09-22 13:50:14,['https://t.co/YSyHXUXpVp'],Savez-vous qui a été le 1er président de l'histoire du BST? Jetez un coup d’œil : https://t.co/YSyHXUXpVp,Savez vous qui le 1er sident de histoire du BST Jetez un coup il https co YSyHXUXpVp,[],Social,0,0.0,fr,BSTCanada_tweeter
25,911296779928424448,2017-09-22 18:30:58,['https://t.co/L6dDhBSd6X'],Voyez le BST en action grâce à notre compte #Flickr https://t.co/L6dDhBSd6X,Voyez le BST en action ce notre compte Flickr https co L6dDhBSd6X,['#Flickr'],Social,0,0.1,fr,BSTCanada_tweeter
26,912314559070965761,2017-09-25 13:55:15,['https://t.co/UuTut77wXJ'],Que savez-vs sur notre Laboratoire? Découvrez le travail de nos experts en ingénierie : visite guidée #vidéo https://t.co/UuTut77wXJ,Que savez vs sur notre Laboratoire couvrez le travail de nos experts en nierie visite https co UuTut77wXJ,['#vid'],Environmental,0,0.0,fr,BSTCanada_tweeter
27,912669381372661760,2017-09-26 13:25:11,['https://t.co/ouIwpy4F5T'],Processus d'enquête : Il y a 3 phases entre le moment où un accident survient et la publication de notre rapport https://t.co/ouIwpy4F5T,Processus Il phases entre le moment un accident survient et la publication de notre rapport https co ouIwpy4F5T,[],Environmental,0,0.0,fr,BSTCanada_tweeter
28,913427522783780864,2017-09-28 15:37:46,['https://t.co/QPw4rwHPak'],Perte de maîtrise et collision avec relief près de Pickle Lake (ON) en 2015 dues au vol dans conditions de givrage https://t.co/QPw4rwHPak,Perte de trise et collision avec relief de Pickle Lake en 2015 dues au vol dans conditions de givrage https co QPw4rwHPak,[],Environmental,0,0.0,fr,BSTCanada_tweeter
29,908314738060394497,2017-09-14 13:01:23,['https://t.co/VLHjL2t4up'],Croisement rapproché dans le port d’Halifax (N.- É.) en juin 2016 dû à un enjeu sur notre Liste de surveillance https://t.co/VLHjL2t4up,Croisement dans le port Halifax en juin 2016 un enjeu sur notre Liste de surveillance https co VLHjL2t4up,[],Environmental,0,0.0,fr,BSTCanada_tweeter
30,908315243151052800,2017-09-14 13:03:24,['https://t.co/GzKDewrKcH'],Voyez notre rapport d'enquête sur un croisement en situation rapprochée dans le port d’Halifax (N.-É.) en juin 2016 https://t.co/GzKDewrKcH,Voyez notre rapport sur un croisement en situation dans le port Halifax en juin 2016 https co GzKDewrKcH,[],Environmental,0,0.0,fr,BSTCanada_tweeter
31,908038908092567552,2017-09-13 18:45:20,['https://t.co/thUO9x9xWp'],Visitez le laboratoire d'ingénierie du BST et voyez comment les experts travaillent avec diligence en arrière-scène https://t.co/thUO9x9xWp,Visitez le laboratoire nierie du BST et voyez comment les experts travaillent avec diligence en ne https co thUO9x9xWp,[],Environmental,0,0.0,fr,BSTCanada_tweeter
32,906231994719358980,2017-09-08 19:05:19,['https://t.co/voeoF8XdIS'],Merci d'avoir partagé nos gazouillis et parlé de nous! Ns cherchons sans cesse à améliorer la sécurité des transp. https://t.co/voeoF8XdIS,Merci avoir nos gazouillis et de nous Ns cherchons sans cesse liorer la des transp https co voeoF8XdIS,[],Environmental,0,0.0,fr,BSTCanada_tweeter
33,905808139345375233,2017-09-07 15:01:04,['https://t.co/oM9rbaguoq'],Le BST rec. système d’avertissement de décrochage après enquête collision avec le sol de 2015 près de Tadoussac (QC) https://t.co/oM9rbaguoq,Le BST rec avertissement de crochage collision avec le sol de 2015 de Tadoussac QC https co oM9rbaguoq,[],Environmental,0,0.0,fr,BSTCanada_tweeter
34,905808155317334017,2017-09-07 15:01:07,['https://t.co/zGqFYB1Ih'],Comms de sécurité de l’enquête (A15Q0120) accident mortel - Havilland DHC-2 en août 2015 près de Tadoussac (Québec) https://t.co/zGqFYB1Ih9,Comms de de A15Q0120 accident mortel Havilland DHC en 2015 de Tadoussac bec https co zGqFYB1Ih9,[],Environmental,0,0.0,fr,BSTCanada_tweeter
35,905808249533992961,2017-09-07 15:01:30,['https://t.co/hy6uE5C58x'],Faits établis enquête (A15Q0120) sur l’accident d’un appareil Havilland DHC-2 en août 2015 près de Tadoussac (Qc) https://t.co/hy6uE5C58x,Faits tablis A15Q0120 sur accident un appareil Havilland DHC en 2015 de Tadoussac Qc https co hy6uE5C58x,[],Social,0,0.0,fr,BSTCanada_tweeter
