,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
18,18,431918433581020_908942102545315,2016-10-12 14:58:17,https://www.facebook.com/YourMoneyMattersCanada/videos/908942102545315/,,,[],85,32,27,74,8,3,0,0,0,0,144,unknown,tl,0.0,YourMoneyMattersCanada_facebook,,neutral
21,21,431918433581020_902119349894257,2016-10-03 10:45:52,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/902119349894257/?type=3,"Did you know that as of July 2016, the Guaranteed Income Supplement (GIS) top-up was increased by up to $947 annually for our most vulnerable seniors?

The GIS provides a monthly non-taxable benefit to low-income seniors receiving the Old Age Security pension. Learn more about the GIS: http://www.esdc.gc.ca/en/cpp/oas/gis/index.page","Did you know that as of July , the Guaranteed Income Supplement (GIS) top-up was increased by up to $947 annually for our most vulnerable seniors? The GIS provides a monthly non-taxable benefit to low-income seniors receiving the Old Age Security pension. Learn more about the GIS:",[],69,8,55,66,2,0,0,1,0,0,132,Economical,en,0.0,YourMoneyMattersCanada_facebook,"['tax', 'income']",neutral
22,22,431918433581020_913140022125523,2016-10-17 17:45:30,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/913140022125523/?type=3,"Got an email warning you that your account will be frozen within 24 hours? 

Don’t take the bait! It could be a cyber threat. #DYK that 80,000 people fall for a scam EVERY DAY and share their personal information? Find out how to recognize a scam: http://ow.ly/vKFy305chVA","Got an email warning you that your account will be frozen within hours? Don’t take the bait! It could be a cyber threat. that ,000 people fall for a scam EVERY DAY and share their personal information? Find out how to recognize a scam:",['#DYK'],33,5,93,27,0,1,0,1,4,0,131,Environmental,en,0.0,YourMoneyMattersCanada_facebook,['or'],neutral
28,28,431918433581020_908010652638460,2016-10-11 10:46:03,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/908010652638460/?type=3,"To lease or to buy—that is the question! 

Before making a decision to either buy or lease a vehicle, compare the costs using our calculator to find out which option is right for you and your wallet:
http://ow.ly/JstB304VWZV","To lease or to buy—that is the question! Before making a decision to either buy or lease a vehicle, compare the costs using our calculator to find out which option is right for you and your wallet:",[],60,10,38,60,0,0,0,0,0,0,108,Environmental,en,0.0,YourMoneyMattersCanada_facebook,['or'],neutral
64,64,431918433581020_907163936056465,2016-10-10 10:45:44,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/907163936056465/?type=3,"It’s turkey time yet again, and we Canadians can’t get enough of our favourite festive bird.

According to the Turkey Farmers of Canada, Canadians purchased 2.5 million turkeys at this same time last year—a whopping 34% of turkeys sold in 2015!","It’s turkey time yet again, and we Canadians can’t get enough of our favourite festive bird. According to the Turkey Farmers of Canada, Canadians purchased million turkeys at this same time last year—a whopping % of turkeys sold in !",[],55,4,6,54,0,1,0,0,0,0,65,Environmental,en,0.0,YourMoneyMattersCanada_facebook,"['mer', 'bird', 'or']",neutral
66,66,431918433581020_903635389742653,2016-10-05 10:46:02,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/903635389742653/?type=3,"The Canadian Retirement Income Calculator can help you get retirement income information, including the Old Age Security pension and Canada Pension Plan retirement benefits.

It takes about 30 minutes to estimate your retirement income from different sources and compare them to your income goals. Get started today: http://www.esdc.gc.ca/en/cpp/cric.page","The Canadian Retirement Income Calculator can help you get retirement income information, including the Old Age Security pension and Canada Pension Plan retirement benefits. It takes about minutes to estimate your retirement income from different sources and compare them to your income goals. Get started today:",[],32,2,30,30,1,1,0,0,0,0,64,Economical,en,0.0,YourMoneyMattersCanada_facebook,['income'],neutral
72,72,431918433581020_904351006337758,2016-10-06 10:45:55,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/904351006337758/?type=3,"Ransomware is a type of malicious software that restricts access to your computer or your files and displays a message demanding that payment be made for you to regain access.

Do not pay the ransom! This threat is meant to scare and intimidate you. Even if you submit payment, there is no guarantee that you will regain access to your system or files.

Learn more about protecting yourself from ransomware: http://www.getcybersafe.gc.ca/cnt/rsks/cmmn-thrts-en.aspx#s05b","Ransomware is a type of malicious software that restricts access to your computer or your files and displays a message demanding that payment be made for you to regain access. Do not pay the ransom! This threat is meant to scare and intimidate you. Even if you submit payment, there is no guarantee that you will regain access to your system or files. Learn more about protecting yourself from ransomware:",['#s05b'],31,0,27,30,0,1,0,0,0,0,58,Environmental,en,0.0,YourMoneyMattersCanada_facebook,['or'],neutral
78,78,431918433581020_914757971963728,2016-10-19 10:45:55,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/914757971963728/?type=3,"Teaching kids to save at an early age can help them avoid an overreliance on credit cards and debt problems in the future. A hands-on approach to banking can also help your children better understand how deposits and withdrawals work. 

Check out these great ideas for teaching kids how to save money: http://ow.ly/FCe1305c94r",Teaching kids to save at an early age can help them avoid an overreliance on credit cards and debt problems in the future. A hands-on approach to banking can also help your children better understand how deposits and withdrawals work. Check out these great ideas for teaching kids how to save money:,[],23,3,30,21,1,0,1,0,0,0,56,Social,en,0.0,YourMoneyMattersCanada_facebook,"['future', 'kids', 'children', 'futur']",neutral
100,100,431918433581020_922397574533101,2016-10-28 10:45:37,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/922397574533101/?type=3,"Haunted by debt? 

Take control and fight back with Six Steps to Get Out of Debt, which include tips and links to help map out a plan for taking control of your debt: http://ow.ly/nEQ4305pTY3","Haunted by debt? Take control and fight back with Six Steps to Get Out of Debt, which include tips and links to help map out a plan for taking control of your debt:",[],25,5,18,23,1,1,0,0,0,0,48,Environmental,en,0.0,YourMoneyMattersCanada_facebook,['or'],neutral
117,117,431918433581020_916502735122585,2016-10-21 17:45:30,http://ow.ly/unOc305c9Rv,"#DYK the Wireless Code applies to all wireless services, making it easier for customers to understand their contracts? 

Know your rights: http://ow.ly/unOc305c9Rv","the Wireless Code applies to all wireless services, making it easier for customers to understand their contracts? Know your rights:",['#DYK'],21,4,19,21,0,0,0,0,0,0,44,Environmental,en,0.0,YourMoneyMattersCanada_facebook,"['or', 'ice', 'mer']",neutral
