,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
10,10,2017-09-14_15-42-31,2017-09-14 15:42:31,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8bd22638bb9f470cd17580d15d82abb0/5AEE743F/t51.2885-15/e35/21576543_990656984409493_1463348138600300544_n.jpg,Vous serez fasciné par les eaux envoûtantes du parc marin du Saguenay–Saint-Laurent. Profitez de votre visite et elorez-le en kayak ou allez faire de la plongée! Planifiez votre visite à l’un des meilleurs endroits au monde pour observer les baleines. : ..... ébec,Vous serez par les eaux tantes du parc marin du Saint Laurent Profitez de votre visite et explorez le en kayak ou allez faire de la Planifiez votre visite un des meilleurs endroits au monde pour observer les baleines gablw FjordSaguenay FleuveSaintLaurent bec Canada Saguenay Tadoussac mer baleine PetitRorqual parcscanada explorecanada canada150 parc sauvage nature photographie,"[""fjordsaguenay"",""fleuvesaintlaurent"",""québec"",""canada"",""saguenay"",""tadoussac"",""mer"",""baleine"",""petitrorqual"",""parcscanada"",""explorecanada"",""canada150"",""parc"",""sauvage"",""nature"",""photographie""]",0,274,274,Environmental,fr,0.0,parcs.canada_instagram,"['parc', 'nature', 'fleuve', 'air', 'mer', 'eau', 'or']",neutral
16,16,2017-09-24_17-03-58,2017-09-24 17:03:58,https://instagram.fyvr3-1.fna.fbcdn.net/vp/78b5b489e846c933faf628a5dcc31c4e/5AED05AE/t51.2885-15/e35/21980168_151033488819409_4078603241812656128_n.jpg,Peut-on prendre un moment pour admirer ces couleurs magnifiques? ️ Prenez un moment pour apprécier cette beauté : rendez-vous dans les îles pittoresques de granit et de forêts de pins balayées par les vents au parc national des Mille-Îles! : .j.fernandez.....,Peut prendre un moment pour admirer ces couleurs magnifiques Prenez un moment pour cier cette rendez vous dans les les pittoresques de granit et de de pins es par les vents au parc national des Mille les eric fernandez discoveron ontario milesiles nature photographie sauvage voyage jouerdehors aventure paysage parcscanada canada150 canada explorecanada conservation,"[""discoveron"",""ontario"",""milesiles"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""explorecanada"",""conservation""]",0,264,264,Environmental,fr,0.0,parcs.canada_instagram,"['conservation', 'parc', 'or', 'nature']",neutral
27,27,2017-09-02_18-44-41,2017-09-02 18:44:41,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c25ff3e93e0c5b2740d4bf4c3dcf6c23/5ADE4058/t51.2885-15/e35/21294304_463672650672875_7516374745764331520_n.jpg,Laissez-vous guider par l'aventure et découvrez un endroit complètement nouveau! Qu'il s'agisse de faire une randonnée qui semble impossible ou de faire un voyage dans un parc que vous avez toujours rêvé de visiter... suivez la voix de l’elorateur en vous! ️ : Parc national du Mont-Revelstoke : ..... ,Laissez vous guider par aventure et couvrez un endroit tement nouveau Qu il agisse de faire une qui semble impossible ou de faire un voyage dans un parc que vous avez toujours de visiter suivez la voix de explorateur en vous Parc national du Mont Revelstoke toquesandboots montrevelstoke pnmontrevelstoke colombiebritannique parc sauvage nature photographie parcscanada parkscanada explorecanada canada pleinair,"[""montrevelstoke"",""pnmontrevelstoke"",""colombiebritannique"",""parc"",""sauvage"",""nature"",""photographie"",""parcscanada"",""parkscanada"",""explorecanada"",""canada"",""pleinair""]",1,245,246,Environmental,fr,0.1,parcs.canada_instagram,"['parc', 'nature', 'park', 'air', 'eau', 'or']",positive
30,30,2017-09-23_20-29-18,2017-09-23 20:29:18,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f1352a3175d268b724fd56071e1e0fd5/5AEEDD22/t51.2885-15/e35/21909193_176065756300916_4703308927960350720_n.jpg,"Des ciels roses, des plages de sable blanc et des eaux turquoise vous attendent au parc national Kejimkujik, un vrai trésor de la côte atlantique! : .....",Des ciels roses des plages de sable blanc et des eaux turquoise vous attendent au parc national Kejimkujik un vrai sor de la te atlantique joannabond kejimkujik atlantique nature photographie sauvage voyage jouerdehors aventure paysage parcscanada canada150 canada explorecanada conservation,"[""kejimkujik"",""atlantique"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""explorecanada"",""conservation""]",0,238,238,Environmental,fr,0.0,parcs.canada_instagram,"['eau', 'conservation', 'parc', 'or', 'nature']",neutral
31,31,2017-09-16_15-23-50,2017-09-16 15:23:50,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3d24768605818b18b9f2f3582c777aba/5AF3D8AE/t51.2885-15/e35/21688740_181670312403593_8238654340756144128_n.jpg,"Contemplez le ciel étoilé, loin des lumières de la ville. ⭐Faisant partie de la réserve de ciel étoilé des Collines-Beaver, le parc national Elk Island est l’endroit parfait pour observer les étoiles. : .....",Contemplez le ciel loin des res de la ville Faisant partie de la serve de ciel des Collines Beaver le parc national Elk Island est endroit parfait pour observer les toiles markjasonlacson PNElkIsland parcscanada Canada150 canada parc explorecanada nature photographie sauvage voyage jouerdehors aventure paysage conservation partagezlachaise,"[""pnelkisland"",""parcscanada"",""canada150"",""canada"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""conservation"",""partagezlachaise""]",1,236,237,Environmental,fr,0.26,parcs.canada_instagram,"['lacs', 'conservation', 'parc', 'or', 'nature']",positive
32,32,2017-09-07_16-25-29,2017-09-07 16:25:29,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6b11673757f95f965f2e0170b2163afb/5AE59E1A/t51.2885-15/e35/21479996_310707362731843_5994070282581573632_n.jpg,Vous rêvassez au week-end? Voici de l'inspiration! Imaginez-vous perché sur une falaise au parc national Forillon ... : ,Vous au week end Voici de inspiration Imaginez vous sur une falaise au parc national Forillon Montry75 Forillon PNForillon parc sauvage nature photographie parcscanada explorecanada canada Canada150,"[""forillon"",""pnforillon"",""parc"",""sauvage"",""nature"",""photographie"",""parcscanada"",""explorecanada"",""canada"",""canada150""]",2,235,237,Environmental,fr,0.5,parcs.canada_instagram,"['parc', 'or', 'nature']",positive
35,35,2017-09-13_18-03-10,2017-09-13 18:03:10,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0d3d362cfa82c98833aa8d90828a796d/5AE6B494/t51.2885-15/e35/21688859_177502342819720_6606378442550149120_n.jpg,Les cieux électrisants du parc national des Monts-Torngat vous en mettront plein la vue. Est-ce que ce parc exceptionnel figure sur votre liste? : .....,Les cieux lectrisants du parc national des Monts Torngat vous en mettront plein la vue Est ce que ce parc exceptionnel figure sur votre liste davebrosha MontsTorngat Torngat ParcsCanada Canada150 canada parc explorecanada nature photographie sauvage voyage jouerdehors aventure paysage conservation,"[""montstorngat"",""torngat"",""parcscanada"",""canada150"",""canada"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""conservation""]",0,232,232,Environmental,fr,0.0,parcs.canada_instagram,"['conservation', 'parc', 'or', 'nature']",neutral
36,36,2017-09-17_17-29-48,2017-09-17 17:29:48,https://instagram.fyvr3-1.fna.fbcdn.net/vp/040e00c16be7f75599275fa23406a182/5AED1A9C/t51.2885-15/e35/21827601_314306252367339_3324265963678859264_n.jpg,Le littoral de kilomètres du parc national Pukaskwa vous fera vivre d'innombrables aventures. Ce trésor ontarien est parfait pour ceux qui aiment relever des défis. : .....,Le littoral de 135 tres du parc national Pukaskwa vous fera vivre innombrables aventures Ce sor ontarien est parfait pour ceux qui aiment relever des fis pukaskwa parcscanada Canada150 canada parc explorecanada nature photographie sauvage voyage jouerdehors aventure paysage canada150 conservation ontario,"[""pukaskwa"",""parcscanada"",""canada150"",""canada"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""canada150"",""conservation"",""ontario""]",1,229,230,Environmental,fr,0.2,parcs.canada_instagram,"['conservation', 'parc', 'or', 'nature']",positive
39,39,2017-09-04_16-02-36,2017-09-04 16:02:36,https://instagram.fyvr3-1.fna.fbcdn.net/vp/83dd956ca572412ac0961d89f31ddb2d/5ADF9D32/t51.2885-15/e35/21372494_324381634638514_5886460469685780480_n.jpg,"Cette vue panoramique du parc national des Hautes-Terres-du-Cap-Breton est vraiment incroyable! Avec ses falaises escarpées et balayées par les vagues, ses anses abritées et ses longues plages ondulées, cet endroit mérite une photo à chaque virage! : . . . . .",Cette vue panoramique du parc national des Hautes Terres du Cap Breton est vraiment incroyable Avec ses falaises es et es par les vagues ses anses es et ses longues plages es cet endroit rite une photo chaque virage madveganchef hautesterresducapbreton capbreton NouvelleEcosse ocean parc sauvage nature photographie parcscanada parkscanada explorecanada canada pleinair,"[""hautesterresducapbreton"",""capbreton"",""nouvelleecosse"",""ocean"",""parc"",""sauvage"",""nature"",""photographie"",""parcscanada"",""parkscanada"",""explorecanada"",""canada"",""pleinair""]",0,226,226,Environmental,fr,0.0,parcs.canada_instagram,"['parc', 'nature', 'park', 'air', 'or', 'terres']",neutral
49,49,2017-09-20_17-28-07,2017-09-20 17:28:07,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fbf4186b6cbb2c59646b8dbe0e2d5796/5AFD9152/t51.2885-15/e35/21827221_116535832350927_4973739542298230784_n.jpg,Passez une nuit sous les étoiles et laissez la magie du ciel nocturne vous enchanter! : Parc national des Prairies : .finnan.....,Passez une nuit sous les toiles et laissez la magie du ciel nocturne vous enchanter Parc national des Prairies jake finnan nature photographie sauvage voyage jouerdehors aventure paysage parcscanada canada150 canada explorecanada conservation saskatchewan exploresaskatoon,"[""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""explorecanada"",""conservation"",""saskatchewan"",""exploresaskatoon""]",1,216,217,Environmental,fr,0.6000000000000001,parcs.canada_instagram,"['air', 'conservation', 'parc', 'or', 'nature']",positive
