,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
22,22,2017-11-27_11-12-42,2017-11-27 11:12:42,https://instagram.fyvr3-1.fna.fbcdn.net/vp/48edf17b775f10625c8ad2bf09ad0235/5AE141D8/t51.2885-15/e35/24175257_831629296997323_5724719809568964608_n.jpg,"Forum de Yellowknife sur les éosciences : félicitations à Benjamin Neil, qui a gagné le prix du meilleur eé de l’Association des ingénieurs et géoscientifiques des Territoires du Nord-Ouest pour ses travaux d’étudiant dans le cadre du Programme de géocartographie de l’énergie et des minéraux.",Forum 2017 de Yellowknife sur les osciences licitations Benjamin Neil qui le prix du meilleur de Association des nieurs et oscientifiques des Territoires du Nord Ouest pour ses travaux tudiant dans le cadre du Programme de ocartographie de nergie et des raux,"[""géosciences""]",0,5,5,Social,fr,0.0,ressourcenaturellescanada_instagram,"['ami', 'nord']",neutral
40,40,2017-11-30_12-13-24,2017-11-30 12:13:24,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b6433a5390ac1904bec45a2a48f2bdca/5AD973D6/t51.2885-15/e35/24274289_794784210727494_2768836042726309888_n.jpg,"étro Le travail de terrain amène nos scientifiques dans les coins les plus reculés, comme l’île Axel Heiberg, inhabitée, au Nunavut.",tro Le travail de terrain ne nos scientifiques dans les coins les plus comme le Axel Heiberg au Nunavut,"[""jeudirétro""]",0,4,4,unknown,fr,0.0,ressourcenaturellescanada_instagram,,neutral
41,41,2017-11-30_12-17-43,2017-11-30 12:17:43,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b5c5961d4335fa32853523081772548e/5AF09DBC/t51.2885-15/e35/24327550_1119963871472258_7882510906632962048_n.jpg,"La microsonde ionique à haute résolution a aidé à la datation du gneiss d’Acasta, la plus vieille roche au monde",La microsonde ionique haute solution la datation du gneiss Acasta la plus vieille roche au monde CGC175,"[""cgc175""]",0,4,4,unknown,fr,0.0,ressourcenaturellescanada_instagram,,neutral
37,37,2017-11-16_13-13-46,2017-11-16 13:13:46,https://instagram.fyvr3-1.fna.fbcdn.net/vp/24816f6aa15f6f78baee5b761eb99ce6/5AE48CD9/t51.2885-15/e35/23507384_153003338649880_1177690396319285248_n.jpg,"étro Au soleil couchant, un hélicoptère mis sous bâche, rotors attachés pour la nuit, au lac Carnesluck, au Nunavut, .",tro Au soleil couchant un mis sous che rotors pour la nuit au lac Carnesluck au Nunavut 1952,"[""jeudirétro""]",0,4,4,Environmental,fr,0.0,ressourcenaturellescanada_instagram,['or'],neutral
90,90,2017-11-28_10-29-38,2017-11-28 10:29:38,https://instagram.fyvr3-1.fna.fbcdn.net/vp/790a23b0e47b288e1922fcf2bb4abd92/5AF5AB6F/t51.2885-15/e35/24177507_502742606791246_7899080744432041984_n.jpg,Le ministre Carr discute la bioéconomie et son rôle dans l’émergence du Canada comme chef de file en lors de la conférence,Le ministre Carr discute la conomie et son le dans mergence du Canada comme chef de file en CroissancePropre lors de la rence ScalingUp2017,"[""croissancepropre"",""scalingup2017""]",0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['propre', 'or', 'mer']",neutral
93,93,2017-11-01_11-07-37,2017-11-01 11:07:37,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1ad962de1f8ca31ced05c44e578e6b1f/5AFA5342/t51.2885-15/e35/23101840_1432009730248151_1440576668673507328_n.jpg,Le paneliste Perry Bellegarde fait part de ses observations sur le forum énÉnergie,Le paneliste Perry Bellegarde fait part de ses observations sur le forum nergie,"[""génénergie""]",0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,['or'],neutral
100,100,2017-11-09_06-46-29,2017-11-09 06:46:29,https://instagram.fyvr3-1.fna.fbcdn.net/vp/df0d73ef2a580ff5e232884548a3bf5b/5AF77333/t51.2885-15/e35/23421267_386172221813485_1480179668756725760_n.jpg,"étro Sharon Smith, de la CGC, à l’entrée d’une caverne de glace sous une combe à neige à Alert, au Nunavut, en août . ️",tro Sharon Smith de la CGC une caverne de glace sous une combe neige Alert au Nunavut en 2001,"[""jeudirétro""]",0,2,2,unknown,fr,0.0,ressourcenaturellescanada_instagram,,neutral
111,111,2017-11-23_12-19-24,2017-11-23 12:19:24,https://instagram.fyvr3-1.fna.fbcdn.net/vp/326d02dbd7eccd267e5372a90701c9e8/5A63F1BE/t51.2885-15/e15/23967390_520386688323474_6018820985107513344_n.jpg,"Nous investissons millions $ pour la en énergie, eloitation minière, foresterie",Nous investissons 155 millions pour la CroissancePropre en nergie exploitation foresterie,"[""croissancepropre""]",0,2,2,Economical,fr,0.0,ressourcenaturellescanada_instagram,"['invest', 'croissance']",neutral
171,171,2017-11-08_11-23-46,2017-11-08 11:23:46,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0e08ec49b14acf1494eafa22759b5abc/5AFD36AB/t51.2885-15/e35/23421772_554142444978091_8138161194180542464_n.jpg,"Du au novembre, nous vous invitons à célébrer avec nous la éo et à consulter l’un des eerts de notre . Rendez-vous à rncan.gc.ca.",Du 12 au 18 novembre nous vous invitons brer avec nous la et consulter un des experts de notre BiblioVivante Rendez vous rncan gc ca,"[""semainegéo"",""bibliovivante""]",0,1,1,unknown,fr,0.0,ressourcenaturellescanada_instagram,,neutral
175,175,2017-11-29_12-51-18,2017-11-29 12:51:18,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ec5c60e76bb1967ca8a74b96bc75aaba/5AFC6959/t51.2885-15/e35/24175287_190612724827444_2114408388321345536_n.jpg,Les volumes de Decade of North American Geology (1988-1998) sont un des best-sellers de la CGC,Les volumes Decade of North American Geology 1988 1998 best sellers CGC CGC175,"[""cgc175""]",0,1,1,Environmental,en,0.0,ressourcenaturellescanada_instagram,"['or', 'mer']",neutral
173,173,2017-11-15_08-33-39,2017-11-15 08:33:39,https://instagram.fyvr3-1.fna.fbcdn.net/vp/28b61a80defc6f93b7f35c9c7b5ac249/5ADE9816/t51.2885-15/e35/23596302_211726786037003_5152204053446393856_n.jpg,à la ville de Medicine Hat! Nous sommes fiers d’appuyer votre transition vers l’économie de l’avenir,Bravo la ville de Medicine Hat Nous sommes fiers appuyer votre transition vers conomie BasCarbone de avenir,"[""bravo"",""bascarbone""]",0,1,1,Social,fr,0.0,ressourcenaturellescanada_instagram,['avenir'],neutral
169,169,2017-11-14_11-59-11,2017-11-14 11:59:11,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2cc111c3e76a825f19c79eab9408924e/5AD8C425/t51.2885-15/e35/23498986_1888092161520289_1711331222329753600_n.jpg,"Saviez-vous que le méthane représente environ % des émissions de GES du Canada, et que la production de pétrole et de gaz en est la principale source?C’est pourquoi le Canada investit ,3 millions de dollars dans des projets de technologies propres pour réduire les émissions de méthane imputables à la production de pétrole et de gaz.",Saviez vous que le thane sente environ 15 des missions de GES du Canada et que la production de trole et de gaz en est la principale source est pourquoi le Canada investit millions de dollars dans des projets de technologies propres pour duire les missions de thane imputables la production de trole et de gaz,[],0,1,1,Economical,fr,0.0,ressourcenaturellescanada_instagram,"['invest', 'technologies', 'technologie']",neutral
168,168,2017-11-03_07-24-47,2017-11-03 07:24:47,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f3caaa2bc5ad13e3b68a147d44e42c03/5AE1D0C4/t51.2885-15/e35/23101676_1376643522461379_981556917996355584_n.jpg,L’avenir énergétique du Canada est important! La conversation d’une génération se poursuit énÉnergie,avenir tique du Canada est important La conversation une ration se poursuit nergie,"[""génénergie""]",0,1,1,Social,fr,0.0,ressourcenaturellescanada_instagram,['avenir'],neutral
164,164,2017-11-08_08-10-54,2017-11-08 08:10:54,https://instagram.fyvr3-1.fna.fbcdn.net/vp/03e857a279ae5e4253b6a0df0a2cef88/5A646B53/t51.2885-15/e15/23279881_143508149602552_4593842800134455296_n.jpg,Le ministre Carr fait une annonce au sujet de la réunion ministérielle sur l’énergie propre et de la ème réunion ministérielle de Mission Innovation de,Le ministre Carr fait une annonce au sujet de la union rielle sur nergie propre et de la union rielle de Mission Innovation de 2019,[],0,1,1,Economical,fr,0.0,ressourcenaturellescanada_instagram,"['ministre', 'innovation']",neutral
223,223,2017-11-23_11-49-35,2017-11-23 11:49:35,https://instagram.fyvr3-1.fna.fbcdn.net/vp/07cbd0872a64718f509aa1abf876c64e/5AF8C3B9/t51.2885-15/e35/23825093_353056928491474_5533929120238403584_n.jpg,"En , lors d’une eédition majeure, on a gravi le mont Logan pour célébrer le e de la CGC",En 1992 lors une dition majeure gravi le mont Logan pour brer le 150e de la CGC CGC175,"[""cgc175""]",0,0,0,Environmental,fr,0.0,ressourcenaturellescanada_instagram,['or'],neutral
228,228,2017-11-23_11-35-24,2017-11-23 11:35:24,https://instagram.fyvr3-1.fna.fbcdn.net/vp/489f43b78e9791711162ff8371d97c3d/5AF33BED/t51.2885-15/e35/23967440_136114847108605_2516409780969406464_n.jpg,"étro Des géologues prospecteurs voyagent en traîneaux à chiens sur l’inlet de l'Amirauté à l’île de Baffin, au Nunavut, mai .",tro Des ologues prospecteurs voyagent en neaux chiens sur inlet de le de Baffin au Nunavut mai 1994,"[""jeudirétro""]",0,0,0,Environmental,fr,0.0,ressourcenaturellescanada_instagram,['eau'],neutral
229,229,2017-11-21_11-35-51,2017-11-21 11:35:51,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8d9603196797c50bc3e183f3e5715cc4/5AE4BD92/t51.2885-15/e35/23734320_303730846787103_7398077336249171968_n.jpg,"Au milieu des années , la recherche de diamants a elosé au Canada, surtout dans l’Arctique",Au milieu des es 1990 la recherche de diamants au Canada surtout dans Arctique CGC175,"[""cgc175""]",0,0,0,unknown,fr,0.0,ressourcenaturellescanada_instagram,,neutral
230,230,2017-11-20_07-34-57,2017-11-20 07:34:57,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4e47c7c2401b2fdc494552bc0e38b075/5AE6EA1F/t51.2885-15/e35/23667958_303517983497416_2262807948008882176_n.jpg,"Pour marquer son e anniversaire en , la CGC a tenu des activités toute l’année et dans tout le pays",Pour marquer son 150e anniversaire en 1992 la CGC tenu des toute et dans tout le pays CGC175,"[""cgc175""]",0,0,0,Environmental,fr,0.0,ressourcenaturellescanada_instagram,['air'],neutral
233,233,2017-11-17_06-55-43,2017-11-17 06:55:43,https://instagram.fyvr3-1.fna.fbcdn.net/vp/063bb6891662579892c551f03bb1fa9f/5ADDE488/t51.2885-15/e35/23596464_551755991832235_1892622071066787840_n.jpg,"Les roches volcaniques du parc provincial du mont-Edziza, en C.-B., ont de ans à ,5 millions d’années",Les roches volcaniques du parc provincial du mont Edziza en ont de 2000 ans millions es CGC175,"[""cgc175""]",0,0,0,Environmental,fr,0.0,ressourcenaturellescanada_instagram,['parc'],neutral
236,236,2017-11-28_07-53-58,2017-11-28 07:53:58,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fc69d1124d00c34bb63bc1a4115524ac/5AF0DC23/t51.2885-15/e35/24125744_1763889873904924_170230028049580032_n.jpg,La chute d’une météorite à Saint-Robert n’est que la e enregistrée au Canada depuis,La chute une orite Saint Robert est que la 12e au Canada depuis 1877 CGC175,"[""cgc175""]",0,0,0,Environmental,fr,0.0,ressourcenaturellescanada_instagram,['or'],neutral
