,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
56,56,2017-03-16_09-45-10,2017-03-16 09:45:10,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0173f9f2a643560d3f86a57835f05e02/5AEE1CD4/t51.2885-15/e35/25011335_153513915273146_7881555568467378176_n.jpg,"Une bande de 🦌aperçue par des biologistes qui voyageaient sur la route d’hiver entre Tibbitt et Contwoyto. Ils vont à la station pour faire l’entretien des dispositifs d’enregistrements des chants.Non seulement ces dispositifs d’enregistrement automatisés captent les chants d’oiseaux, mais ils enregistrent également les sons émis par des caribous, des orignaux, des ours et d’autres espèces sauvages! Certaines de ces stations d’enregistrement sont également dotées d’un appareil photo actionné par le mouvement!........",Une bande de ue par des biologistes qui voyageaient sur la route hiver entre Tibbitt et Contwoyto Ils vont la station pour faire entretien des dispositifs enregistrements des chants nNon seulement ces dispositifs enregistrement captent les chants oiseaux mais ils enregistrent galement les sons mis par des caribous des orignaux des et autres ces sauvages Certaines de ces stations enregistrement sont galement es un appareil photo par le mouvement ServiceCanadienDeLaFaune FauneCanadienne EnvironnementCan EnvironnementCanada,"[""servicecanadiendelafaune"",""faunecanadienne"",""environnementcan"",""environnementcanada""]",0,13,13,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'oiseau', 'ice', 'air', 'oiseaux', 'eau', 'or', 'faune']",neutral
57,57,2017-03-31_12-12-05,2017-03-31 12:12:05,https://instagram.fyvr3-1.fna.fbcdn.net/vp/32ba8761f0b1a42d4ef5ef09f1ae5c97/5AFEC3AA/t51.2885-15/e35/25009147_408671982869164_5517791287429824512_n.jpg,"Qui n’aime pas les Lagopèdes? De vraies petites boules, tellement duveteuses et mignonnes! Voici un Lagopède des saules. On voit bien ses pattes plumées. Non seulement les plumes gardent ses pattes au chaud, mais elles lui permettent aussi de marcher sur la neige!......",Qui aime pas les des De vraies petites boules tellement duveteuses et mignonnes Voici un de des saules voit bien ses pattes es Non seulement les plumes gardent ses pattes au chaud mais elles lui permettent aussi de marcher sur la neige ServiceCanadienDeLaFaune ECcan150 Faune Biologistes ObservationDoiseaux EnvironnementCanada,"[""servicecanadiendelafaune"",""eccan150"",""faune"",""biologistes"",""observationdoiseaux"",""environnementcanada""]",0,13,13,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'oiseau', 'ice', 'oiseaux', 'eau', 'faune']",neutral
64,64,2017-03-26_06-31-55,2017-03-26 06:31:55,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e75238e72fff645e53ca01c4c64ec60d/5AEABBA2/t51.2885-15/s1080x1080/e35/25007070_1781756508564302_5064536710008799232_n.jpg,"Certains de nos employés travaillant à partir des stations météorologiques d'Eureka et de l'île de Sable ont participé à l'heure de la Terre hier soir et nous ont envoyé des photos exclusives!Sur l'île de Sable, ils ont éteint toutes les lumières dans le bureau (il y avait des gens qui y travaillait) et la résidence, et ont fermé tout l'excédent électronique qu'ils pouvaient. L'équipement de surveillance essentiel et les lumières extérieures sur les minuteries automatiques ont dû être laissés allumés. Les étoiles étaient superbes. Ils en ont donc profité pour aller les contempler!À la Station météorologique d'Eureka dans le Haut-Arctique (80 ° Nord), quelques membres de l'équipe sont sorties célébrer l'heure de la Terre. Pas de bougies étaient nécessaires là-bas, il fera bientôt clair h/24 ( dès le avril)Chaque jour, ils contribuent tous à recueillir des données météorologiques et climatiques importantes qui seront utilisées pour prévoir les conditions météorologiques et surveiller le changement climatique dans l'Arctique!",Certains de nos travaillant partir des stations orologiques Eureka et de le de Sable ont heure de la Terre hier soir et nous ont des photos exclusives nSur le de Sable ils ont teint toutes les res dans le bureau il avait des gens qui travaillait et la sidence et ont tout dent lectronique qu ils pouvaient quipement de surveillance essentiel et les res rieures sur les minuteries automatiques ont Les toiles taient superbes Ils en ont donc pour aller les contempler la Station orologique Eureka dans le Haut Arctique 80 Nord quelques membres de quipe sont sorties brer heure de la Terre Pas de bougies taient cessaires bas il fera clair 24h 24 le 14 avril nChaque jour ils contribuent tous recueillir des es orologiques et climatiques importantes qui seront es pour voir les conditions orologiques et surveiller le changement climatique dans Arctique,[],0,13,13,Environmental,fr,0.0,environnementcan_instagram,"['or', 'eau', 'changement climatique', 'climat', 'air']",neutral
87,87,2017-03-15_07-00-44,2017-03-15 07:00:44,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1f0d306ad889784ec22af2917883a528/5AE660AF/t51.2885-15/e35/24838277_1974174006190744_2097370618130333696_n.jpg,"Deux loups arctiques se reposent après un festin près de la station météorologique Eureka, au Nunavut.Le « Un jour, alors que je conduisais vers la décharge de la station, je suis tombé sur ces deux loups en train de se reposer près de la piste après leur repas. C’était vraiment impressionnant de voir la tache sur la fourrure d’un des loups. » – Braden, équipe du Service météorologique du Canada.....étéo  Braden Bunce",Deux loups arctiques se reposent un festin de la station orologique Eureka au Nunavut nLe Un jour alors que je conduisais vers la charge de la station je suis sur ces deux loups en train de se reposer de la piste leur repas tait vraiment impressionnant de voir la tache sur la fourrure un des loups Braden quipe du Service orologique du Canada EnvironnementCanada Nunavut Canada Aventures ExploreCanada Braden Bunce,"[""météo"",""environnementcanada"",""nunavut"",""canada"",""aventures"",""explorecanada""]",0,11,11,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'or', 'ice']",neutral
92,92,2017-03-07_08-19-32,2017-03-07 08:19:32,https://instagram.fyvr3-1.fna.fbcdn.net/vp/53be8f1807d61a85078e969065d122f0/5AEF2C30/t51.2885-15/e35/25006161_1972263426432794_8789606599388823552_n.jpg,"À l’occasion du recensement des oiseaux de Noël, à Amherst, en Nouvelle-Écosse, nos biologistes se sont rendus dans les milieux humides gelés de la Réserve nationale de faune John Lusby Marsh. Lors d’une courte promenade, ils ont pu observer espèces d’oiseaux, dont près de la moitié étaient des oiseaux migrateurs qui nichent en Arctique et se rendent dans les provinces atlantiques l’hiver. Parmi ces espèces, le Bruant des neiges (surnommé le « flocon de neige »), le Bruant lapon, la Buse pattue, le Goéland bourgmestre et le Goéland arctique. Durant cette visite rapide, l’équipe a eu le grand bonheur et la surprise d’apercevoir trois Hiboux des marais volant ensemble en groupe. ... éDesOiseaux",occasion du recensement des oiseaux de Amherst en Nouvelle cosse nos biologistes se sont rendus dans les milieux humides de la serve nationale de faune John Lusby Marsh Lors une courte promenade ils ont pu observer 15 ces oiseaux dont de la taient des oiseaux migrateurs qui nichent en Arctique et se rendent dans les provinces atlantiques hiver Parmi ces ces le Bruant des neiges le flocon de neige le Bruant lapon la Buse pattue le land bourgmestre et le land arctique Durant cette visite rapide quipe eu le grand bonheur et la surprise apercevoir trois Hiboux des marais volant ensemble en groupe Biologistes Oiseaux HiverCanadien ServiceCanadienDeLaFaune EnvironnementCan EnvironnementCanada Aventures DesOiseaux,"[""biologistes"",""oiseaux"",""hivercanadien"",""servicecanadiendelafaune"",""environnementcan"",""environnementcanada"",""aventures"",""relevédesoiseaux""]",0,10,10,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'milieux humides', 'oiseau', 'ice', 'oiseaux', 'eau', 'or', 'faune']",neutral
93,93,2017-03-24_13-40-12,2017-03-24 13:40:12,https://instagram.fyvr3-1.fna.fbcdn.net/vp/720c7ce80526ac4dc12461d8e37716e4/5AE20F95/t51.2885-15/e35/25006157_133484577429119_2747849239085187072_n.jpg,"Un bureau typique du Centre de prévision de tempêtes des Prairies et de l’Arctique. Les météorologistes travaillent en tout temps, à l’année longue. Pendant chaque quart de travail, nos météorologistes effectuent une analyse complète des conditions actuelles et surveillent les conditions changeantes. Ils sont toujours prêts à émettre des avis ou des veilles météorologiques. ️️️.....étéo évisions étéorologie",Un bureau typique du Centre de vision de des Prairies et de Arctique Les orologistes travaillent en tout temps longue Pendant chaque quart de travail nos orologistes effectuent une analyse te des conditions actuelles et surveillent les conditions changeantes Ils sont toujours mettre des avis ou des veilles orologiques visions orologie EnvironnementCanada,"[""météo"",""prévisions"",""météorologie"",""environnementcanada""]",0,10,10,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'eau', 'or', 'air']",neutral
94,94,2017-03-01_08-37-28,2017-03-01 08:37:28,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8d14c277aafd2f33bbe9b473e4b17e4c/5ADD4E0E/t51.2885-15/e35/25008990_1762675017372167_6505369165459619840_n.jpg,"Cet inukshuk construit par des mains eertes accueille Paul et Bailey sur les rives de la rivière Churchill, à Happy Valley-Goose Bay.",Cet inukshuk construit par des mains expertes accueille Paul et Bailey sur les rives de la Churchill Happy Valley Goose Bay,[],0,10,10,unknown,fr,0.0,environnementcan_instagram,,neutral
106,106,2017-03-17_06-52-31,2017-03-17 06:52:31,https://instagram.fyvr3-1.fna.fbcdn.net/vp/864e346ad3ed9eb2d3143ade2e765d21/5AF7687A/t51.2885-15/e35/25005985_154554091967518_3011323402267918336_n.jpg,Voyez-vous le dans ce nid de Bécasseau sanderling? Cet oiseau migrateur pond ses œufs au Nunavut chaque printemps. Bonne !......èfleà4feuilles,Voyez vous le dans ce nid de casseau sanderling Cet oiseau migrateur pond ses ufs au Nunavut chaque printemps Bonne StPatrick 4feuilles Chance Arctique ServiceCanadienDeLaFaune EnvironnementCanada EnvironnementCan,"[""stpatrick"",""trèfleà4feuilles"",""chance"",""arctique"",""servicecanadiendelafaune"",""environnementcanada"",""environnementcan""]",0,10,10,Environmental,fr,0.0,environnementcan_instagram,"['oiseau', 'environnement', 'eau', 'faune', 'ice']",neutral
127,127,2017-03-06_08-51-30,2017-03-06 08:51:30,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ad8bf080d9d04e2f769dad56d77c06cc/5AE0703C/t51.2885-15/e35/24845241_291867864674069_1188083740434235392_n.jpg,"En ce matin froid, le soleil le qui se levait illuminait la brume sur la rivière, à Happy Valley-Goose Bay. éDesOiseaux",En ce matin froid le soleil le qui se levait illuminait la brume sur la Happy Valley Goose Bay Biologistes Oiseaux HiverCanadien ServiceCanadienDeLaFaune EnvironnementCan EnvironnementCanada Aventures DesOiseaux,"[""biologistes"",""oiseaux"",""hivercanadien"",""servicecanadiendelafaune"",""environnementcan"",""environnementcanada"",""aventures"",""relevédesoiseaux""]",0,9,9,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'oiseau', 'ice', 'oiseaux', 'eau', 'faune']",neutral
140,140,2017-03-09_12-44-44,2017-03-09 12:44:44,https://instagram.fyvr3-1.fna.fbcdn.net/vp/04841ae93935360eb6289f7ce1c788e2/5AEE299A/t51.2885-15/e35/24332134_1957004121233818_219126577152131072_n.jpg,"« C’est MON rocher! » . . « Non. C’est à MOI! VA-T-EN! . . Ce ne sont que deux Fulmars boréaux qui se disputent leur petit coin de repos sur l’île Prince Leopold… tout comme un couple d’humains! Le refuge d’ de l’île Prince-Leopold abrite un grand nombre d’ nicheurs, dont le Guillemot de Brünnich, le Fulmar boréal, la Mouette tridactyle et le Guillemot à miroir. On y trouve l’une des plus grandes colonies multi-espèces d’oiseaux marins. Ce refuge est également très important pour la recherche sur les oiseaux marins et des activités de surveillance y sont en cours depuis , produisant l’un des plus importants ensembles de données sur la surveillance des oiseaux marins en . VIVE LA CONSERVATION DES OISEAUX!",est MON rocher Non est MOI VA EN nCe ne sont que deux Fulmars aux qui se disputent leur petit coin de repos sur le Prince tout comme un couple humains nLe refuge OiseauxMigrateurs de le Prince Leopold abrite un grand nombre OiseauxDeMer nicheurs dont le Guillemot de le Fulmar al la Mouette tridactyle et le Guillemot miroir trouve une des plus grandes colonies multi ces oiseaux marins Ce refuge est galement important pour la recherche sur les oiseaux marins et des de surveillance sont en cours depuis 1975 produisant un des plus importants ensembles de es sur la surveillance des oiseaux marins en Arctique VIVE LA CONSERVATION DES OISEAUX Canada150,"[""oiseauxmigrateurs"",""oiseauxdemer"",""arctique"",""canada150""]",0,8,8,Environmental,fr,0.0,environnementcan_instagram,"['oiseau', 'conservation', 'oiseaux', 'mer', 'eau', 'or']",neutral
