comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
10155987397152888_10156018746752888,377625007887_10155987397152888,,François Oli Pouch,2018-01-11 17:48:15,1,0,0,0,1,0,0,0
10155985286837888_10155986243657888,377625007887_10155985286837888,,Hayat Mektane ? 😱,2017-12-29 18:12:31,0,0,0,0,0,0,0,0
10155985286837888_10155986267352888,377625007887_10155985286837888,,"Moi j’ai la GLE 400,j’espère que tout est correct.
Merci beauté.",2017-12-29 18:26:42,1,1,0,0,0,0,0,0
10155979129422888_10155980399357888,377625007887_10155979129422888,,Zachary Bellerose respecte la loi!,2017-12-27 10:01:44,0,0,0,0,0,0,0,0
10155979129422888_10155980701067888,377625007887_10155979129422888,,Justyn Leger,2017-12-27 12:32:55,0,0,0,0,0,0,0,0
10155979129422888_10155981152287888,377625007887_10155979129422888,,Anthony Beaulieu,2017-12-27 15:55:05,1,1,0,0,0,0,0,0
10155979129422888_10155985031762888,377625007887_10155979129422888,,Maxime Fortin,2017-12-29 07:46:38,0,0,0,0,0,0,0,0
10155977755587888_10155979591052888,377625007887_10155977755587888,,"Stephanie Thibault tssay 
—> E",2017-12-27 00:39:19,0,0,0,0,0,0,0,0
10155973851452888_10155973882557888,377625007887_10155973851452888,,Un très Joyeux Temps des Fêtes et un très Joyeux Noêl!  Happy Holidays!! Merry Christmas!! Good bye! 🎄🐧🎁🎀❄️☃️ [[PHOTO]],2017-12-24 20:11:09,0,0,0,0,0,0,0,0
10155973851452888_10155974120317888,377625007887_10155973851452888,,Cami Choux hahahha,2017-12-24 22:10:11,1,1,0,0,0,0,0,0
10155973851452888_10155975975252888,377625007887_10155973851452888,10155973851452888_10155974120317888,Ahaha xD,2017-12-25 13:58:54,0,0,0,0,0,0,0,0
10155963065217888_10155973618502888,377625007887_10155963065217888,,"Non mais ok as Ussi le culot de faire des appelle a nos fraits 
.",2017-12-24 18:07:15,0,0,0,0,0,0,0,0
10155972231752888_10155972358477888,377625007887_10155972231752888,,Odrey Lane Blais,2017-12-24 08:57:24,0,0,0,0,0,0,0,0
10155972231752888_10155999834372888,377625007887_10155972231752888,,Camille Laflamme Robert,2018-01-04 00:37:25,0,0,0,0,0,0,0,0
10155970037967888_10155970412572888,377625007887_10155970037967888,,hhhhhhhhhh c'est drole,2017-12-23 12:37:52,0,0,0,0,0,0,0,0
10155970037967888_10155973806172888,377625007887_10155970037967888,,Laaaa bessaho,2017-12-24 19:40:20,0,0,0,0,0,0,0,0
10155968658392888_10155970763402888,377625007887_10155968658392888,,Moi jprendrai pu lavion du canada depuis que certain individus on le droit davoir un certain couteau religieux sur eux dans les avions,2017-12-23 15:43:13,0,0,0,0,0,0,0,0
10155965912767888_10155966050977888,377625007887_10155965912767888,,Jimy Gilbert,2017-12-21 19:42:18,1,1,0,0,0,0,0,0
10155965912767888_10155966133212888,377625007887_10155965912767888,,Karl Isabel,2017-12-21 20:21:15,1,1,0,0,0,0,0,0
10155965912767888_10155966139212888,377625007887_10155965912767888,10155965912767888_10155966133212888,Merci mec👍🏽,2017-12-21 20:22:59,1,1,0,0,0,0,0,0
10155965912767888_10155966140637888,377625007887_10155965912767888,10155965912767888_10155966133212888,fais plaisir faut pas tu te plante encore big ej tien a toer 💪🏻❤️😉,2017-12-21 20:23:28,1,1,0,0,0,0,0,0
10155965912767888_10155966141957888,377625007887_10155965912767888,10155965912767888_10155966133212888,Moi tou mon pot❤️,2017-12-21 20:23:51,1,1,0,0,0,0,0,0
10155965912767888_10155966145567888,377625007887_10155965912767888,10155965912767888_10155966133212888,va falloir rider jai mais passe de trail on sorganise  dequoi soon 😉,2017-12-21 20:25:27,1,1,0,0,0,0,0,0
10155965912767888_10155966148322888,377625007887_10155965912767888,10155965912767888_10155966133212888,C sur;),2017-12-21 20:26:24,1,1,0,0,0,0,0,0
10155965912767888_10155966139437888,377625007887_10155965912767888,,Keven Bolduc,2017-12-21 20:23:05,0,0,0,0,0,0,0,0
10155965912767888_10155966166657888,377625007887_10155965912767888,,Luc Gauthier,2017-12-21 20:33:25,0,0,0,0,0,0,0,0
10155965912767888_10155966203702888,377625007887_10155965912767888,,"Sylvain Roy, Stephane Dionne",2017-12-21 20:44:18,0,0,0,0,0,0,0,0
10155965912767888_10155967074647888,377625007887_10155965912767888,10155965912767888_10155966203702888,Non le mien est correct ya pas sa ces un 2008😉,2017-12-22 06:22:55,0,0,0,0,0,0,0,0
10155965912767888_10155966221572888,377625007887_10155965912767888,,Olivier Bourg,2017-12-21 20:50:11,1,1,0,0,0,0,0,0
10155965912767888_10155966980607888,377625007887_10155965912767888,10155965912767888_10155966221572888,C tu ben vrai côlisse ?,2017-12-22 05:09:41,0,0,0,0,0,0,0,0
10155965912767888_10155966986067888,377625007887_10155965912767888,10155965912767888_10155966221572888,Merci Marilyne !!! 😘,2017-12-22 05:13:01,1,1,0,0,0,0,0,0
10155965912767888_10155967253202888,377625007887_10155965912767888,10155965912767888_10155966221572888,Olivier Bourg sa l’air pas mal vrai lol,2017-12-22 08:16:59,1,1,0,0,0,0,0,0
10155965912767888_10155967334412888,377625007887_10155965912767888,10155965912767888_10155966221572888,Marilyne Dumaresq oui j ai vu ca 😩😩😩,2017-12-22 09:00:47,0,0,0,0,0,0,0,0
10155965912767888_10155967334752888,377625007887_10155965912767888,10155965912767888_10155966221572888,modit c plate sa!,2017-12-22 09:01:05,1,1,0,0,0,0,0,0
10155965912767888_10155967335567888,377625007887_10155965912767888,10155965912767888_10155966221572888,C ptetre pour ca j ai flye lot jour ???,2017-12-22 09:01:39,0,0,0,0,0,0,0,0
10155965912767888_10155967336217888,377625007887_10155965912767888,10155965912767888_10155966221572888,Sa ma passer par la tete cette conclusion la haha on sais jamais!!,2017-12-22 09:02:26,1,1,0,0,0,0,0,0
10155965912767888_10155968447142888,377625007887_10155965912767888,10155965912767888_10155966221572888,Marilyne Dumaresq non non c moi qui ai besoin d’un recall lol,2017-12-22 18:00:55,1,0,0,0,1,0,0,0
10155965912767888_10155968448507888,377625007887_10155965912767888,10155965912767888_10155966221572888,Pis j ai appele on est dans le recall pis on doit pas conduire plus de 30 km h d ici a 3 ou 4 mois que bombardier soit pret avec lea pieces cool hein 😩😩 ca c est encore ma chamce 😂😂,2017-12-22 18:02:02,0,0,0,0,0,0,0,0
10155965912767888_10155968450387888,377625007887_10155965912767888,10155965912767888_10155966221572888,Chu en bo calvaire hahahha j aurai du acheter une luge a place 😂😂😂,2017-12-22 18:03:05,0,0,0,0,0,0,0,0
10155965912767888_10155968682532888,377625007887_10155965912767888,10155965912767888_10155966221572888,Olivier Bourg hahaha modite mardeeee,2017-12-22 20:08:07,1,1,0,0,0,0,0,0
10155965912767888_10155968833607888,377625007887_10155965912767888,10155965912767888_10155966221572888,Marilyne Dumaresq 😂😂😂 oui calisse,2017-12-22 21:22:34,0,0,0,0,0,0,0,0
10155965912767888_10155966248622888,377625007887_10155965912767888,,Keven Julien? lol,2017-12-21 20:58:57,1,1,0,0,0,0,0,0
10155965912767888_10155966282517888,377625007887_10155965912767888,,Good to know mais reçu aucune rappelle  sur le miens,2017-12-21 21:19:24,0,0,0,0,0,0,0,0
10155965912767888_10155966307912888,377625007887_10155965912767888,,Simon Deschamps jte l’avais de pas acheter des brp son neuf pis son déjà briser 😂,2017-12-21 21:40:16,1,1,0,0,0,0,0,0
