status_id,comment_id,parent_id,comment_published,num_reactions_comment,num_likes_comment,num_loves_comment,num_wows_comment,num_hahas_comment,num_sads_comment,num_angrys_comment,num_special_comment,comment_message_cleaned,hashtags_comment,urls_comment,text_filtered_comment,text_tokenized_comment,text_stemmed_comment,text_original_comment,text_sentiment_original_scores,text_sentiment_original_scores_type,link_name,status_type,status_link,status_published,num_reactions_post,num_comments,num_shares,num_likes_post,num_loves_post,num_wows_post,num_hahas_post,num_sads_post,num_angrys_post,num_special_post,status_message_cleaned,hashtags_post,urls_post,text_filtered_post,text_tokenized_post,text_stemmed_post,text_original_post,category
401846167974_10155368018762975,10155368018762975_10156184547652975,,2018-01-15 23:23:39,0,0,0,0,0,0,0,0,Ashley Marie Murphy,[],[],Ashley Marie Murphy,"['Ashley', 'Marie', 'Murphy']","[u'ashley', u'mari', u'murphi']",Ashley Marie Murphy,0.0,Neutral,Timeline Photos,photo,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10155368018762975/?type=3,2017-05-04 10:45:07,17,127,420,13,0,2,2,0,0,0,"Recall: Ford Elorer SUVs originally sold or currently registered in AB, SK and MB. Mud could pack into the rear toe link attachment and cause link to break.",[],['http://www.tc.gc.ca/0vj7w'],Recall Ford Explorer SUVs originally sold currently registered AB SK MB Mud could pack rear toe link attachment cause link break http www tc gc ca 0vj7w,"['Recall', 'Ford', 'Explorer', 'SUVs', 'originally', 'sold', 'currently', 'registered', 'AB', 'SK', 'MB', 'Mud', 'could', 'pack', 'rear', 'toe', 'link', 'attachment', 'cause', 'link', 'break', 'http', 'www', 'tc', 'gc', 'ca', '0vj7w']","[u'recal', u'ford', u'explor', u'suv', u'origin', u'sold', u'current', u'regist', 'ab', 'sk', 'mb', u'mud', u'could', u'pack', u'rear', u'toe', u'link', u'attach', u'caus', u'link', u'break', u'http', u'www', 'tc', 'gc', 'ca', u'0vj7w']","Recall: Ford Explorer SUVs originally sold or currently registered in AB, SK and MB. Mud could pack into the rear toe link attachment and cause link to break. http://www.tc.gc.ca/0vj7w",Environmental
401846167974_10155368018762975,10155368018762975_10156184566332975,10155368018762975_10156184547652975,2018-01-15 23:39:04,0,0,0,0,0,0,0,0,Nick Humber is this what we have our car booked in for already?,[],[],Nick Humber car booked already,"['Nick', 'Humber', 'car', 'booked', 'already']","[u'nick', u'humber', u'car', u'book', u'alreadi']",Nick Humber is this what we have our car booked in for already?,0.0,Neutral,Timeline Photos,photo,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10155368018762975/?type=3,2017-05-04 10:45:07,17,127,420,13,0,2,2,0,0,0,"Recall: Ford Elorer SUVs originally sold or currently registered in AB, SK and MB. Mud could pack into the rear toe link attachment and cause link to break.",[],['http://www.tc.gc.ca/0vj7w'],Recall Ford Explorer SUVs originally sold currently registered AB SK MB Mud could pack rear toe link attachment cause link break http www tc gc ca 0vj7w,"['Recall', 'Ford', 'Explorer', 'SUVs', 'originally', 'sold', 'currently', 'registered', 'AB', 'SK', 'MB', 'Mud', 'could', 'pack', 'rear', 'toe', 'link', 'attachment', 'cause', 'link', 'break', 'http', 'www', 'tc', 'gc', 'ca', '0vj7w']","[u'recal', u'ford', u'explor', u'suv', u'origin', u'sold', u'current', u'regist', 'ab', 'sk', 'mb', u'mud', u'could', u'pack', u'rear', u'toe', u'link', u'attach', u'caus', u'link', u'break', u'http', u'www', 'tc', 'gc', 'ca', u'0vj7w']","Recall: Ford Explorer SUVs originally sold or currently registered in AB, SK and MB. Mud could pack into the rear toe link attachment and cause link to break. http://www.tc.gc.ca/0vj7w",Environmental
401846167974_10155368018762975,10155368018762975_10156184567477975,10155368018762975_10156184547652975,2018-01-15 23:39:37,0,0,0,0,0,0,0,0,Ashley Marie Murphy ours is but yes,[],[],Ashley Marie Murphy yes,"['Ashley', 'Marie', 'Murphy', 'yes']","[u'ashley', u'mari', u'murphi', u'yes']",Ashley Marie Murphy  ours is 2011 but yes,0.0,Neutral,Timeline Photos,photo,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10155368018762975/?type=3,2017-05-04 10:45:07,17,127,420,13,0,2,2,0,0,0,"Recall: Ford Elorer SUVs originally sold or currently registered in AB, SK and MB. Mud could pack into the rear toe link attachment and cause link to break.",[],['http://www.tc.gc.ca/0vj7w'],Recall Ford Explorer SUVs originally sold currently registered AB SK MB Mud could pack rear toe link attachment cause link break http www tc gc ca 0vj7w,"['Recall', 'Ford', 'Explorer', 'SUVs', 'originally', 'sold', 'currently', 'registered', 'AB', 'SK', 'MB', 'Mud', 'could', 'pack', 'rear', 'toe', 'link', 'attachment', 'cause', 'link', 'break', 'http', 'www', 'tc', 'gc', 'ca', '0vj7w']","[u'recal', u'ford', u'explor', u'suv', u'origin', u'sold', u'current', u'regist', 'ab', 'sk', 'mb', u'mud', u'could', u'pack', u'rear', u'toe', u'link', u'attach', u'caus', u'link', u'break', u'http', u'www', 'tc', 'gc', 'ca', u'0vj7w']","Recall: Ford Explorer SUVs originally sold or currently registered in AB, SK and MB. Mud could pack into the rear toe link attachment and cause link to break. http://www.tc.gc.ca/0vj7w",Environmental
401846167974_10155656023722975,10155656023722975_10156153105122975,,2018-01-04 18:46:09,0,0,0,0,0,0,0,0,Yuki Echizen,[],[],Yuki Echizen,"['Yuki', 'Echizen']","[u'yuki', u'echizen']",Yuki Echizen,0.0,Neutral,Timeline Photos,photo,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10155656023722975/?type=3,2017-07-20 17:01:03,12,11,83,11,0,0,1,0,0,0,"Recall: Honda CR-V SUVs. The connection between the feed pipe & fuel hose could separate, resulting in a fuel leak.",[],['http://ow.ly/2juM30dN0ie'],Recall Honda CR SUVs connection feed pipe fuel hose could separate resulting fuel leak http ow ly 2juM30dN0ie,"['Recall', 'Honda', 'CR', 'SUVs', 'connection', 'feed', 'pipe', 'fuel', 'hose', 'could', 'separate', 'resulting', 'fuel', 'leak', 'http', 'ow', 'ly', '2juM30dN0ie']","[u'recal', u'honda', 'cr', u'suv', u'connect', u'feed', u'pipe', u'fuel', u'hose', u'could', u'separ', u'result', u'fuel', u'leak', u'http', 'ow', 'ly', u'2jum30dn0i']","Recall: Honda CR-V SUVs. The connection between the feed pipe & fuel hose could separate, resulting in a fuel leak. http://ow.ly/2juM30dN0ie",Social
401846167974_10156105735727975,10156105735727975_10156115520882975,,2017-12-22 23:12:02,3,3,0,0,0,0,0,0,Just like everything else that comes out of his face... a lie,[],[],like everything else comes face lie,"['like', 'everything', 'else', 'comes', 'face', 'lie']","[u'like', u'everyth', u'els', u'come', u'face', u'lie']",Just like everything else that comes out of his face... a lie,0.0,Neutral,Santa,video,https://www.facebook.com/TransportandInfrastructureinCanada/videos/10156105735727975/,2017-12-19 10:59:33,403,48,706,287,81,3,29,0,3,0,Uh oh. Prime Minister Justin Trudeau can’t reach Santa. Maybe Minister Garneau knows why he’s not texting back and can help solve the mystery,[],[],Uh oh Prime Minister Justin Trudeau reach Santa Maybe Minister Garneau knows texting back help solve mystery,"['Uh', 'oh', 'Prime', 'Minister', 'Justin', 'Trudeau', 'reach', 'Santa', 'Maybe', 'Minister', 'Garneau', 'knows', 'texting', 'back', 'help', 'solve', 'mystery']","['uh', 'oh', u'prime', u'minist', u'justin', u'trudeau', u'reach', u'santa', u'mayb', u'minist', u'garneau', u'know', u'text', u'back', u'help', u'solv', u'mysteri']",Uh oh. Prime Minister Justin Trudeau can’t reach Santa. Maybe Minister Garneau knows why he’s not texting back and can help solve the mystery,Economical
401846167974_10156105735727975,10156105735727975_10156116312697975,,2017-12-23 07:45:37,1,1,0,0,0,0,0,0,,[],[],,['nan'],[u'nan'],,0.0,Neutral,Santa,video,https://www.facebook.com/TransportandInfrastructureinCanada/videos/10156105735727975/,2017-12-19 10:59:33,403,48,706,287,81,3,29,0,3,0,Uh oh. Prime Minister Justin Trudeau can’t reach Santa. Maybe Minister Garneau knows why he’s not texting back and can help solve the mystery,[],[],Uh oh Prime Minister Justin Trudeau reach Santa Maybe Minister Garneau knows texting back help solve mystery,"['Uh', 'oh', 'Prime', 'Minister', 'Justin', 'Trudeau', 'reach', 'Santa', 'Maybe', 'Minister', 'Garneau', 'knows', 'texting', 'back', 'help', 'solve', 'mystery']","['uh', 'oh', u'prime', u'minist', u'justin', u'trudeau', u'reach', u'santa', u'mayb', u'minist', u'garneau', u'know', u'text', u'back', u'help', u'solv', u'mysteri']",Uh oh. Prime Minister Justin Trudeau can’t reach Santa. Maybe Minister Garneau knows why he’s not texting back and can help solve the mystery,Economical
401846167974_10156105735727975,10156105735727975_10156116320657975,,2017-12-23 07:50:50,1,0,0,0,1,0,0,0,Rxmeen Rxzwan,[],[],Rxmeen Rxzwan,"['Rxmeen', 'Rxzwan']","[u'rxmeen', u'rxzwan']",Rxmeen Rxzwan,0.0,Neutral,Santa,video,https://www.facebook.com/TransportandInfrastructureinCanada/videos/10156105735727975/,2017-12-19 10:59:33,403,48,706,287,81,3,29,0,3,0,Uh oh. Prime Minister Justin Trudeau can’t reach Santa. Maybe Minister Garneau knows why he’s not texting back and can help solve the mystery,[],[],Uh oh Prime Minister Justin Trudeau reach Santa Maybe Minister Garneau knows texting back help solve mystery,"['Uh', 'oh', 'Prime', 'Minister', 'Justin', 'Trudeau', 'reach', 'Santa', 'Maybe', 'Minister', 'Garneau', 'knows', 'texting', 'back', 'help', 'solve', 'mystery']","['uh', 'oh', u'prime', u'minist', u'justin', u'trudeau', u'reach', u'santa', u'mayb', u'minist', u'garneau', u'know', u'text', u'back', u'help', u'solv', u'mysteri']",Uh oh. Prime Minister Justin Trudeau can’t reach Santa. Maybe Minister Garneau knows why he’s not texting back and can help solve the mystery,Economical
401846167974_10156105735727975,10156105735727975_10156116634767975,10156105735727975_10156116320657975,2017-12-23 10:21:01,0,0,0,0,0,0,0,0,Hehe.,[],[],Hehe,['Hehe'],[u'hehe'],Hehe.,0.0,Neutral,Santa,video,https://www.facebook.com/TransportandInfrastructureinCanada/videos/10156105735727975/,2017-12-19 10:59:33,403,48,706,287,81,3,29,0,3,0,Uh oh. Prime Minister Justin Trudeau can’t reach Santa. Maybe Minister Garneau knows why he’s not texting back and can help solve the mystery,[],[],Uh oh Prime Minister Justin Trudeau reach Santa Maybe Minister Garneau knows texting back help solve mystery,"['Uh', 'oh', 'Prime', 'Minister', 'Justin', 'Trudeau', 'reach', 'Santa', 'Maybe', 'Minister', 'Garneau', 'knows', 'texting', 'back', 'help', 'solve', 'mystery']","['uh', 'oh', u'prime', u'minist', u'justin', u'trudeau', u'reach', u'santa', u'mayb', u'minist', u'garneau', u'know', u'text', u'back', u'help', u'solv', u'mysteri']",Uh oh. Prime Minister Justin Trudeau can’t reach Santa. Maybe Minister Garneau knows why he’s not texting back and can help solve the mystery,Economical
401846167974_10156105735727975,10156105735727975_10156116452952975,,2017-12-23 08:55:06,5,5,0,0,0,0,0,0,Can Santa bring back all the money JT blew these past years?,[],[],Santa bring back money JT blew past years,"['Santa', 'bring', 'back', 'money', 'JT', 'blew', 'past', 'years']","[u'santa', u'bring', u'back', u'money', 'jt', u'blew', u'past', u'year']",Can Santa bring back all the money JT blew these past 2 years?,-0.125,Neutral,Santa,video,https://www.facebook.com/TransportandInfrastructureinCanada/videos/10156105735727975/,2017-12-19 10:59:33,403,48,706,287,81,3,29,0,3,0,Uh oh. Prime Minister Justin Trudeau can’t reach Santa. Maybe Minister Garneau knows why he’s not texting back and can help solve the mystery,[],[],Uh oh Prime Minister Justin Trudeau reach Santa Maybe Minister Garneau knows texting back help solve mystery,"['Uh', 'oh', 'Prime', 'Minister', 'Justin', 'Trudeau', 'reach', 'Santa', 'Maybe', 'Minister', 'Garneau', 'knows', 'texting', 'back', 'help', 'solve', 'mystery']","['uh', 'oh', u'prime', u'minist', u'justin', u'trudeau', u'reach', u'santa', u'mayb', u'minist', u'garneau', u'know', u'text', u'back', u'help', u'solv', u'mysteri']",Uh oh. Prime Minister Justin Trudeau can’t reach Santa. Maybe Minister Garneau knows why he’s not texting back and can help solve the mystery,Economical
401846167974_10156105735727975,10156105735727975_10156117048277975,,2017-12-23 12:52:46,3,3,0,0,0,0,0,0,Not even Santa wants to talk to trudumb.,[],[],even Santa wants talk trudumb,"['even', 'Santa', 'wants', 'talk', 'trudumb']","[u'even', u'santa', u'want', u'talk', u'trudumb']",Not even Santa wants to talk to trudumb. 😂😂😂,0.2,Neutral,Santa,video,https://www.facebook.com/TransportandInfrastructureinCanada/videos/10156105735727975/,2017-12-19 10:59:33,403,48,706,287,81,3,29,0,3,0,Uh oh. Prime Minister Justin Trudeau can’t reach Santa. Maybe Minister Garneau knows why he’s not texting back and can help solve the mystery,[],[],Uh oh Prime Minister Justin Trudeau reach Santa Maybe Minister Garneau knows texting back help solve mystery,"['Uh', 'oh', 'Prime', 'Minister', 'Justin', 'Trudeau', 'reach', 'Santa', 'Maybe', 'Minister', 'Garneau', 'knows', 'texting', 'back', 'help', 'solve', 'mystery']","['uh', 'oh', u'prime', u'minist', u'justin', u'trudeau', u'reach', u'santa', u'mayb', u'minist', u'garneau', u'know', u'text', u'back', u'help', u'solv', u'mysteri']",Uh oh. Prime Minister Justin Trudeau can’t reach Santa. Maybe Minister Garneau knows why he’s not texting back and can help solve the mystery,Economical
