status_id,comment_id,parent_id,comment_published,num_reactions_comment,num_likes_comment,num_loves_comment,num_wows_comment,num_hahas_comment,num_sads_comment,num_angrys_comment,num_special_comment,comment_message_cleaned,hashtags_comment,urls_comment,text_filtered_comment,text_tokenized_comment,text_stemmed_comment,text_original_comment,text_sentiment_original_scores,text_sentiment_original_scores_type,link_name,status_type,status_link,status_published,num_reactions_post,num_comments,num_shares,num_likes_post,num_loves_post,num_wows_post,num_hahas_post,num_sads_post,num_angrys_post,num_special_post,status_message_cleaned,hashtags_post,urls_post,text_filtered_post,text_tokenized_post,text_stemmed_post,text_original_post,category
134615279898518_1856278807732148,1856278807732148_1986032424756785,,2018-01-08 08:01:53,0,0,0,0,0,0,0,0,Myriam Bousquet Mylène Albert,[],[],Myriam Bousquet ne Albert,"['Myriam', 'Bousquet', 'ne', 'Albert']","[u'myriam', u'bousquet', 'ne', u'albert']",Myriam Bousquet Mylène Albert,0.0,Neutral,,video,https://www.facebook.com/ParcsCanada/videos/1856278807732148/,2017-09-08 13:48:35,190,41,456,172,16,2,0,0,0,0,"Appel à toutes les classes de re, e et e secondaire/7e, e et e années!! Avez-vous envie de relever un nouveau défi? Aimez-vous la nature, l’histoire, la culture et la découverte de nouveaux endroits? Cette année, vous pourriez gagner un INCROYABLE voyage dans des sites de Parcs Canada! Nous sommes emballés d'annoncer le concours -2018 La sortie scolaire la plus cool au Canada! Pour en savoir plus : Canadian Geographic EducationFédération canadienne de la faune Historica Canada",[],['http://concours.monpasseportparcs.ca/'],Appel toutes les classes de 1re 2e et 3e secondaire 7e 8e et 9e es Avez vous envie de relever un nouveau fi Aimez vous la nature histoire la culture et la couverte de nouveaux endroits Cette vous pourriez gagner un INCROYABLE voyage dans des sites de Parcs Canada Nous sommes annoncer le concours 2017 2018 La sortie scolaire la plus cool au Canada Pour en savoir plus http concours monpasseportparcs ca Canadian Geographic ration canadienne de la faune Historica Canada,"['Appel', 'toutes', 'les', 'classes', 'de', '1re', '2e', 'et', '3e', 'secondaire', '7e', '8e', 'et', '9e', 'es', 'Avez', 'vous', 'envie', 'de', 'relever', 'un', 'nouveau', 'fi', 'Aimez', 'vous', 'la', 'nature', 'histoire', 'la', 'culture', 'et', 'la', 'couverte', 'de', 'nouveaux', 'endroits', 'Cette', 'vous', 'pourriez', 'gagner', 'un', 'INCROYABLE', 'voyage', 'dans', 'des', 'sites', 'de', 'Parcs', 'Canada', 'Nous', 'sommes', 'annoncer', 'le', 'concours', '2017', '2018', 'La', 'sortie', 'scolaire', 'la', 'plus', 'cool', 'au', 'Canada', 'Pour', 'en', 'savoir', 'plus', 'http', 'concours', 'monpasseportparcs', 'ca', 'Canadian', 'Geographic', 'ration', 'canadienne', 'de', 'la', 'faune', 'Historica', 'Canada']","[u'appel', u'tout', u'les', u'class', 'de', u'1re', '2e', 'et', '3e', u'secondair', '7e', '8e', 'et', '9e', 'es', u'avez', u'vous', u'envi', 'de', u'relev', 'un', u'nouveau', 'fi', u'aimez', u'vous', 'la', u'natur', u'histoir', 'la', u'cultur', 'et', 'la', u'couvert', 'de', u'nouveaux', u'endroit', u'cett', u'vous', u'pourriez', u'gagner', 'un', u'incroy', u'voyag', u'dan', u'des', u'site', 'de', u'parc', u'canada', u'nous', u'somm', u'annonc', 'le', u'concour', u'2017', u'2018', 'la', u'sorti', u'scolair', 'la', u'plus', u'cool', 'au', u'canada', u'pour', 'en', u'savoir', u'plus', u'http', u'concour', u'monpasseportparc', 'ca', u'canadian', u'geograph', u'ration', u'canadienn', 'de', 'la', u'faun', u'historica', u'canada']","Appel à toutes les classes de 1re, 2e et 3e secondaire/7e, 8e et 9e années!!
Avez-vous envie de relever un nouveau défi? Aimez-vous la nature, l’histoire, la culture et la découverte de nouveaux endroits? Cette année, vous pourriez gagner un INCROYABLE voyage dans des sites de Parcs Canada! Nous sommes emballés d'annoncer le concours 2017-2018 La sortie scolaire la plus cool au Canada! Pour en savoir plus : http://concours.monpasseportparcs.ca/  Canadian Geographic EducationFédération canadienne de la faune Historica Canada",Environmental
134615279898518_1856278807732148,1856278807732148_1989757097717651,,2018-01-11 14:06:47,0,0,0,0,0,0,0,0,Annie Morin!!!!,[],[],Annie Morin,"['Annie', 'Morin']","[u'anni', u'morin']",Annie Morin!!!!,0.0,Neutral,,video,https://www.facebook.com/ParcsCanada/videos/1856278807732148/,2017-09-08 13:48:35,190,41,456,172,16,2,0,0,0,0,"Appel à toutes les classes de re, e et e secondaire/7e, e et e années!! Avez-vous envie de relever un nouveau défi? Aimez-vous la nature, l’histoire, la culture et la découverte de nouveaux endroits? Cette année, vous pourriez gagner un INCROYABLE voyage dans des sites de Parcs Canada! Nous sommes emballés d'annoncer le concours -2018 La sortie scolaire la plus cool au Canada! Pour en savoir plus : Canadian Geographic EducationFédération canadienne de la faune Historica Canada",[],['http://concours.monpasseportparcs.ca/'],Appel toutes les classes de 1re 2e et 3e secondaire 7e 8e et 9e es Avez vous envie de relever un nouveau fi Aimez vous la nature histoire la culture et la couverte de nouveaux endroits Cette vous pourriez gagner un INCROYABLE voyage dans des sites de Parcs Canada Nous sommes annoncer le concours 2017 2018 La sortie scolaire la plus cool au Canada Pour en savoir plus http concours monpasseportparcs ca Canadian Geographic ration canadienne de la faune Historica Canada,"['Appel', 'toutes', 'les', 'classes', 'de', '1re', '2e', 'et', '3e', 'secondaire', '7e', '8e', 'et', '9e', 'es', 'Avez', 'vous', 'envie', 'de', 'relever', 'un', 'nouveau', 'fi', 'Aimez', 'vous', 'la', 'nature', 'histoire', 'la', 'culture', 'et', 'la', 'couverte', 'de', 'nouveaux', 'endroits', 'Cette', 'vous', 'pourriez', 'gagner', 'un', 'INCROYABLE', 'voyage', 'dans', 'des', 'sites', 'de', 'Parcs', 'Canada', 'Nous', 'sommes', 'annoncer', 'le', 'concours', '2017', '2018', 'La', 'sortie', 'scolaire', 'la', 'plus', 'cool', 'au', 'Canada', 'Pour', 'en', 'savoir', 'plus', 'http', 'concours', 'monpasseportparcs', 'ca', 'Canadian', 'Geographic', 'ration', 'canadienne', 'de', 'la', 'faune', 'Historica', 'Canada']","[u'appel', u'tout', u'les', u'class', 'de', u'1re', '2e', 'et', '3e', u'secondair', '7e', '8e', 'et', '9e', 'es', u'avez', u'vous', u'envi', 'de', u'relev', 'un', u'nouveau', 'fi', u'aimez', u'vous', 'la', u'natur', u'histoir', 'la', u'cultur', 'et', 'la', u'couvert', 'de', u'nouveaux', u'endroit', u'cett', u'vous', u'pourriez', u'gagner', 'un', u'incroy', u'voyag', u'dan', u'des', u'site', 'de', u'parc', u'canada', u'nous', u'somm', u'annonc', 'le', u'concour', u'2017', u'2018', 'la', u'sorti', u'scolair', 'la', u'plus', u'cool', 'au', u'canada', u'pour', 'en', u'savoir', u'plus', u'http', u'concour', u'monpasseportparc', 'ca', u'canadian', u'geograph', u'ration', u'canadienn', 'de', 'la', u'faun', u'historica', u'canada']","Appel à toutes les classes de 1re, 2e et 3e secondaire/7e, 8e et 9e années!!
Avez-vous envie de relever un nouveau défi? Aimez-vous la nature, l’histoire, la culture et la découverte de nouveaux endroits? Cette année, vous pourriez gagner un INCROYABLE voyage dans des sites de Parcs Canada! Nous sommes emballés d'annoncer le concours 2017-2018 La sortie scolaire la plus cool au Canada! Pour en savoir plus : http://concours.monpasseportparcs.ca/  Canadian Geographic EducationFédération canadienne de la faune Historica Canada",Environmental
134615279898518_1938433366183358,1938433366183358_1956932577666770,,2017-12-13 12:34:34,0,0,0,0,0,0,0,0,Caroline Montpetit j’aimerais TELLLLEMENT ça!,[],[],Caroline Montpetit aimerais TELLLLEMENT,"['Caroline', 'Montpetit', 'aimerais', 'TELLLLEMENT']","[u'carolin', u'montpetit', u'aimerai', u'tellllement']",Caroline Montpetit j’aimerais TELLLLEMENT ça!,0.0,Neutral,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1938432736183421/?type=3,2017-12-13 12:00:00,20,6,2,17,3,0,0,0,0,0,"Du camping l’hiver??? Bien sûr, nous sommes Canadiens! L’hiver est l’occasion parfaite de se rapprocher de la nature et de découvrir votre côté aventurier. Dès janvier, une visite de notre site Web vous permettra de voir quels parcs offrent du camping d’hiver et de réserver votre eérience de : D Canada Elorez sans fin",['#camping2018'],['http://ow.ly/y3fK30gQcY'],Du camping hiver Bien nous sommes Canadiens hiver est occasion parfaite de se rapprocher de la nature et de couvrir votre aventurier janvier une visite de notre site Web vous permettra de voir quels parcs offrent du camping hiver et de server votre rience de camping2018 http ow ly y3fK30gQcYD Canada Explorez sans fin,"['Du', 'camping', 'hiver', 'Bien', 'nous', 'sommes', 'Canadiens', 'hiver', 'est', 'occasion', 'parfaite', 'de', 'se', 'rapprocher', 'de', 'la', 'nature', 'et', 'de', 'couvrir', 'votre', 'aventurier', 'janvier', 'une', 'visite', 'de', 'notre', 'site', 'Web', 'vous', 'permettra', 'de', 'voir', 'quels', 'parcs', 'offrent', 'du', 'camping', 'hiver', 'et', 'de', 'server', 'votre', 'rience', 'de', 'camping2018', 'http', 'ow', 'ly', 'y3fK30gQcYD', 'Canada', 'Explorez', 'sans', 'fin']","['du', u'camp', u'hiver', u'bien', u'nous', u'somm', u'canadien', u'hiver', u'est', u'occas', u'parfait', 'de', 'se', u'rapproch', 'de', 'la', u'natur', 'et', 'de', u'couvrir', u'votr', u'aventuri', u'janvier', u'une', u'visit', 'de', u'notr', u'site', u'web', u'vous', u'permettra', 'de', u'voir', u'quel', u'parc', u'offrent', 'du', u'camp', u'hiver', 'et', 'de', u'server', u'votr', u'rienc', 'de', u'camping2018', u'http', 'ow', 'ly', u'y3fk30gqcyd', u'canada', u'explorez', u'san', u'fin']","Du camping l’hiver??? Bien sûr, nous sommes Canadiens! ⛺

L’hiver est l’occasion parfaite de se rapprocher de la nature et de découvrir votre côté aventurier.

Dès janvier, une visite de notre site Web vous permettra de voir quels parcs offrent du camping d’hiver et de réserver votre expérience de #camping2018 : http://ow.ly/y3fK30gQcYD Canada Explorez sans fin",Environmental
134615279898518_1938433366183358,1938433366183358_1956937827666245,1938433366183358_1956932577666770,2017-12-13 12:40:08,0,0,0,0,0,0,0,0,Go les girls! ️,[],[],Go les girls,"['Go', 'les', 'girls']","['go', u'les', u'girl']",Go les girls! ⛄️,0.0,Neutral,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1938432736183421/?type=3,2017-12-13 12:00:00,20,6,2,17,3,0,0,0,0,0,"Du camping l’hiver??? Bien sûr, nous sommes Canadiens! L’hiver est l’occasion parfaite de se rapprocher de la nature et de découvrir votre côté aventurier. Dès janvier, une visite de notre site Web vous permettra de voir quels parcs offrent du camping d’hiver et de réserver votre eérience de : D Canada Elorez sans fin",['#camping2018'],['http://ow.ly/y3fK30gQcY'],Du camping hiver Bien nous sommes Canadiens hiver est occasion parfaite de se rapprocher de la nature et de couvrir votre aventurier janvier une visite de notre site Web vous permettra de voir quels parcs offrent du camping hiver et de server votre rience de camping2018 http ow ly y3fK30gQcYD Canada Explorez sans fin,"['Du', 'camping', 'hiver', 'Bien', 'nous', 'sommes', 'Canadiens', 'hiver', 'est', 'occasion', 'parfaite', 'de', 'se', 'rapprocher', 'de', 'la', 'nature', 'et', 'de', 'couvrir', 'votre', 'aventurier', 'janvier', 'une', 'visite', 'de', 'notre', 'site', 'Web', 'vous', 'permettra', 'de', 'voir', 'quels', 'parcs', 'offrent', 'du', 'camping', 'hiver', 'et', 'de', 'server', 'votre', 'rience', 'de', 'camping2018', 'http', 'ow', 'ly', 'y3fK30gQcYD', 'Canada', 'Explorez', 'sans', 'fin']","['du', u'camp', u'hiver', u'bien', u'nous', u'somm', u'canadien', u'hiver', u'est', u'occas', u'parfait', 'de', 'se', u'rapproch', 'de', 'la', u'natur', 'et', 'de', u'couvrir', u'votr', u'aventuri', u'janvier', u'une', u'visit', 'de', u'notr', u'site', u'web', u'vous', u'permettra', 'de', u'voir', u'quel', u'parc', u'offrent', 'du', u'camp', u'hiver', 'et', 'de', u'server', u'votr', u'rienc', 'de', u'camping2018', u'http', 'ow', 'ly', u'y3fk30gqcyd', u'canada', u'explorez', u'san', u'fin']","Du camping l’hiver??? Bien sûr, nous sommes Canadiens! ⛺

L’hiver est l’occasion parfaite de se rapprocher de la nature et de découvrir votre côté aventurier.

Dès janvier, une visite de notre site Web vous permettra de voir quels parcs offrent du camping d’hiver et de réserver votre expérience de #camping2018 : http://ow.ly/y3fK30gQcYD Canada Explorez sans fin",Environmental
134615279898518_1938433366183358,1938433366183358_1956933601000001,,2017-12-13 12:35:51,0,0,0,0,0,0,0,0,"Ouiii, mais je suis pas équipée!",[],[],Ouiii mais je suis pas,"['Ouiii', 'mais', 'je', 'suis', 'pas']","[u'ouiii', u'mai', 'je', u'sui', u'pas']","Ouiii, mais je suis pas équipée!",0.0,Neutral,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1938432736183421/?type=3,2017-12-13 12:00:00,20,6,2,17,3,0,0,0,0,0,"Du camping l’hiver??? Bien sûr, nous sommes Canadiens! L’hiver est l’occasion parfaite de se rapprocher de la nature et de découvrir votre côté aventurier. Dès janvier, une visite de notre site Web vous permettra de voir quels parcs offrent du camping d’hiver et de réserver votre eérience de : D Canada Elorez sans fin",['#camping2018'],['http://ow.ly/y3fK30gQcY'],Du camping hiver Bien nous sommes Canadiens hiver est occasion parfaite de se rapprocher de la nature et de couvrir votre aventurier janvier une visite de notre site Web vous permettra de voir quels parcs offrent du camping hiver et de server votre rience de camping2018 http ow ly y3fK30gQcYD Canada Explorez sans fin,"['Du', 'camping', 'hiver', 'Bien', 'nous', 'sommes', 'Canadiens', 'hiver', 'est', 'occasion', 'parfaite', 'de', 'se', 'rapprocher', 'de', 'la', 'nature', 'et', 'de', 'couvrir', 'votre', 'aventurier', 'janvier', 'une', 'visite', 'de', 'notre', 'site', 'Web', 'vous', 'permettra', 'de', 'voir', 'quels', 'parcs', 'offrent', 'du', 'camping', 'hiver', 'et', 'de', 'server', 'votre', 'rience', 'de', 'camping2018', 'http', 'ow', 'ly', 'y3fK30gQcYD', 'Canada', 'Explorez', 'sans', 'fin']","['du', u'camp', u'hiver', u'bien', u'nous', u'somm', u'canadien', u'hiver', u'est', u'occas', u'parfait', 'de', 'se', u'rapproch', 'de', 'la', u'natur', 'et', 'de', u'couvrir', u'votr', u'aventuri', u'janvier', u'une', u'visit', 'de', u'notr', u'site', u'web', u'vous', u'permettra', 'de', u'voir', u'quel', u'parc', u'offrent', 'du', u'camp', u'hiver', 'et', 'de', u'server', u'votr', u'rienc', 'de', u'camping2018', u'http', 'ow', 'ly', u'y3fk30gqcyd', u'canada', u'explorez', u'san', u'fin']","Du camping l’hiver??? Bien sûr, nous sommes Canadiens! ⛺

L’hiver est l’occasion parfaite de se rapprocher de la nature et de découvrir votre côté aventurier.

Dès janvier, une visite de notre site Web vous permettra de voir quels parcs offrent du camping d’hiver et de réserver votre expérience de #camping2018 : http://ow.ly/y3fK30gQcYD Canada Explorez sans fin",Environmental
134615279898518_1938433366183358,1938433366183358_1956961040997257,,2017-12-13 13:13:30,0,0,0,0,0,0,0,0,Emmanuel Delariviere ?,[],[],Emmanuel Delariviere,"['Emmanuel', 'Delariviere']","[u'emmanuel', u'delarivier']",Emmanuel Delariviere ?,0.0,Neutral,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1938432736183421/?type=3,2017-12-13 12:00:00,20,6,2,17,3,0,0,0,0,0,"Du camping l’hiver??? Bien sûr, nous sommes Canadiens! L’hiver est l’occasion parfaite de se rapprocher de la nature et de découvrir votre côté aventurier. Dès janvier, une visite de notre site Web vous permettra de voir quels parcs offrent du camping d’hiver et de réserver votre eérience de : D Canada Elorez sans fin",['#camping2018'],['http://ow.ly/y3fK30gQcY'],Du camping hiver Bien nous sommes Canadiens hiver est occasion parfaite de se rapprocher de la nature et de couvrir votre aventurier janvier une visite de notre site Web vous permettra de voir quels parcs offrent du camping hiver et de server votre rience de camping2018 http ow ly y3fK30gQcYD Canada Explorez sans fin,"['Du', 'camping', 'hiver', 'Bien', 'nous', 'sommes', 'Canadiens', 'hiver', 'est', 'occasion', 'parfaite', 'de', 'se', 'rapprocher', 'de', 'la', 'nature', 'et', 'de', 'couvrir', 'votre', 'aventurier', 'janvier', 'une', 'visite', 'de', 'notre', 'site', 'Web', 'vous', 'permettra', 'de', 'voir', 'quels', 'parcs', 'offrent', 'du', 'camping', 'hiver', 'et', 'de', 'server', 'votre', 'rience', 'de', 'camping2018', 'http', 'ow', 'ly', 'y3fK30gQcYD', 'Canada', 'Explorez', 'sans', 'fin']","['du', u'camp', u'hiver', u'bien', u'nous', u'somm', u'canadien', u'hiver', u'est', u'occas', u'parfait', 'de', 'se', u'rapproch', 'de', 'la', u'natur', 'et', 'de', u'couvrir', u'votr', u'aventuri', u'janvier', u'une', u'visit', 'de', u'notr', u'site', u'web', u'vous', u'permettra', 'de', u'voir', u'quel', u'parc', u'offrent', 'du', u'camp', u'hiver', 'et', 'de', u'server', u'votr', u'rienc', 'de', u'camping2018', u'http', 'ow', 'ly', u'y3fk30gqcyd', u'canada', u'explorez', u'san', u'fin']","Du camping l’hiver??? Bien sûr, nous sommes Canadiens! ⛺

L’hiver est l’occasion parfaite de se rapprocher de la nature et de découvrir votre côté aventurier.

Dès janvier, une visite de notre site Web vous permettra de voir quels parcs offrent du camping d’hiver et de réserver votre expérience de #camping2018 : http://ow.ly/y3fK30gQcYD Canada Explorez sans fin",Environmental
134615279898518_1938433366183358,1938433366183358_1957007974325897,1938433366183358_1956961040997257,2017-12-13 14:08:26,0,0,0,0,0,0,0,0,Vs aurez bien chaud!,[],[],Vs aurez bien chaud,"['Vs', 'aurez', 'bien', 'chaud']","['vs', u'aurez', u'bien', u'chaud']",Vs aurez bien chaud!,0.0,Neutral,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1938432736183421/?type=3,2017-12-13 12:00:00,20,6,2,17,3,0,0,0,0,0,"Du camping l’hiver??? Bien sûr, nous sommes Canadiens! L’hiver est l’occasion parfaite de se rapprocher de la nature et de découvrir votre côté aventurier. Dès janvier, une visite de notre site Web vous permettra de voir quels parcs offrent du camping d’hiver et de réserver votre eérience de : D Canada Elorez sans fin",['#camping2018'],['http://ow.ly/y3fK30gQcY'],Du camping hiver Bien nous sommes Canadiens hiver est occasion parfaite de se rapprocher de la nature et de couvrir votre aventurier janvier une visite de notre site Web vous permettra de voir quels parcs offrent du camping hiver et de server votre rience de camping2018 http ow ly y3fK30gQcYD Canada Explorez sans fin,"['Du', 'camping', 'hiver', 'Bien', 'nous', 'sommes', 'Canadiens', 'hiver', 'est', 'occasion', 'parfaite', 'de', 'se', 'rapprocher', 'de', 'la', 'nature', 'et', 'de', 'couvrir', 'votre', 'aventurier', 'janvier', 'une', 'visite', 'de', 'notre', 'site', 'Web', 'vous', 'permettra', 'de', 'voir', 'quels', 'parcs', 'offrent', 'du', 'camping', 'hiver', 'et', 'de', 'server', 'votre', 'rience', 'de', 'camping2018', 'http', 'ow', 'ly', 'y3fK30gQcYD', 'Canada', 'Explorez', 'sans', 'fin']","['du', u'camp', u'hiver', u'bien', u'nous', u'somm', u'canadien', u'hiver', u'est', u'occas', u'parfait', 'de', 'se', u'rapproch', 'de', 'la', u'natur', 'et', 'de', u'couvrir', u'votr', u'aventuri', u'janvier', u'une', u'visit', 'de', u'notr', u'site', u'web', u'vous', u'permettra', 'de', u'voir', u'quel', u'parc', u'offrent', 'du', u'camp', u'hiver', 'et', 'de', u'server', u'votr', u'rienc', 'de', u'camping2018', u'http', 'ow', 'ly', u'y3fk30gqcyd', u'canada', u'explorez', u'san', u'fin']","Du camping l’hiver??? Bien sûr, nous sommes Canadiens! ⛺

L’hiver est l’occasion parfaite de se rapprocher de la nature et de découvrir votre côté aventurier.

Dès janvier, une visite de notre site Web vous permettra de voir quels parcs offrent du camping d’hiver et de réserver votre expérience de #camping2018 : http://ow.ly/y3fK30gQcYD Canada Explorez sans fin",Environmental
134615279898518_1938433366183358,1938433366183358_1957023804324314,1938433366183358_1956961040997257,2017-12-13 14:26:54,1,1,0,0,0,0,0,0,"mdr, on va commencer par une découverte en été",[],[],mdr va commencer par une couverte en,"['mdr', 'va', 'commencer', 'par', 'une', 'couverte', 'en']","[u'mdr', 'va', u'commenc', u'par', u'une', u'couvert', 'en']","mdr, on va commencer par une découverte en été 😉",0.0,Neutral,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1938432736183421/?type=3,2017-12-13 12:00:00,20,6,2,17,3,0,0,0,0,0,"Du camping l’hiver??? Bien sûr, nous sommes Canadiens! L’hiver est l’occasion parfaite de se rapprocher de la nature et de découvrir votre côté aventurier. Dès janvier, une visite de notre site Web vous permettra de voir quels parcs offrent du camping d’hiver et de réserver votre eérience de : D Canada Elorez sans fin",['#camping2018'],['http://ow.ly/y3fK30gQcY'],Du camping hiver Bien nous sommes Canadiens hiver est occasion parfaite de se rapprocher de la nature et de couvrir votre aventurier janvier une visite de notre site Web vous permettra de voir quels parcs offrent du camping hiver et de server votre rience de camping2018 http ow ly y3fK30gQcYD Canada Explorez sans fin,"['Du', 'camping', 'hiver', 'Bien', 'nous', 'sommes', 'Canadiens', 'hiver', 'est', 'occasion', 'parfaite', 'de', 'se', 'rapprocher', 'de', 'la', 'nature', 'et', 'de', 'couvrir', 'votre', 'aventurier', 'janvier', 'une', 'visite', 'de', 'notre', 'site', 'Web', 'vous', 'permettra', 'de', 'voir', 'quels', 'parcs', 'offrent', 'du', 'camping', 'hiver', 'et', 'de', 'server', 'votre', 'rience', 'de', 'camping2018', 'http', 'ow', 'ly', 'y3fK30gQcYD', 'Canada', 'Explorez', 'sans', 'fin']","['du', u'camp', u'hiver', u'bien', u'nous', u'somm', u'canadien', u'hiver', u'est', u'occas', u'parfait', 'de', 'se', u'rapproch', 'de', 'la', u'natur', 'et', 'de', u'couvrir', u'votr', u'aventuri', u'janvier', u'une', u'visit', 'de', u'notr', u'site', u'web', u'vous', u'permettra', 'de', u'voir', u'quel', u'parc', u'offrent', 'du', u'camp', u'hiver', 'et', 'de', u'server', u'votr', u'rienc', 'de', u'camping2018', u'http', 'ow', 'ly', u'y3fk30gqcyd', u'canada', u'explorez', u'san', u'fin']","Du camping l’hiver??? Bien sûr, nous sommes Canadiens! ⛺

L’hiver est l’occasion parfaite de se rapprocher de la nature et de découvrir votre côté aventurier.

Dès janvier, une visite de notre site Web vous permettra de voir quels parcs offrent du camping d’hiver et de réserver votre expérience de #camping2018 : http://ow.ly/y3fK30gQcYD Canada Explorez sans fin",Environmental
134615279898518_1938433366183358,1938433366183358_1957085687651459,,2017-12-13 15:43:36,0,0,0,0,0,0,0,0,Geneviève Grondin ?,[],[],Grondin,['Grondin'],[u'grondin'],Geneviève Grondin ?,0.0,Neutral,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1938432736183421/?type=3,2017-12-13 12:00:00,20,6,2,17,3,0,0,0,0,0,"Du camping l’hiver??? Bien sûr, nous sommes Canadiens! L’hiver est l’occasion parfaite de se rapprocher de la nature et de découvrir votre côté aventurier. Dès janvier, une visite de notre site Web vous permettra de voir quels parcs offrent du camping d’hiver et de réserver votre eérience de : D Canada Elorez sans fin",['#camping2018'],['http://ow.ly/y3fK30gQcY'],Du camping hiver Bien nous sommes Canadiens hiver est occasion parfaite de se rapprocher de la nature et de couvrir votre aventurier janvier une visite de notre site Web vous permettra de voir quels parcs offrent du camping hiver et de server votre rience de camping2018 http ow ly y3fK30gQcYD Canada Explorez sans fin,"['Du', 'camping', 'hiver', 'Bien', 'nous', 'sommes', 'Canadiens', 'hiver', 'est', 'occasion', 'parfaite', 'de', 'se', 'rapprocher', 'de', 'la', 'nature', 'et', 'de', 'couvrir', 'votre', 'aventurier', 'janvier', 'une', 'visite', 'de', 'notre', 'site', 'Web', 'vous', 'permettra', 'de', 'voir', 'quels', 'parcs', 'offrent', 'du', 'camping', 'hiver', 'et', 'de', 'server', 'votre', 'rience', 'de', 'camping2018', 'http', 'ow', 'ly', 'y3fK30gQcYD', 'Canada', 'Explorez', 'sans', 'fin']","['du', u'camp', u'hiver', u'bien', u'nous', u'somm', u'canadien', u'hiver', u'est', u'occas', u'parfait', 'de', 'se', u'rapproch', 'de', 'la', u'natur', 'et', 'de', u'couvrir', u'votr', u'aventuri', u'janvier', u'une', u'visit', 'de', u'notr', u'site', u'web', u'vous', u'permettra', 'de', u'voir', u'quel', u'parc', u'offrent', 'du', u'camp', u'hiver', 'et', 'de', u'server', u'votr', u'rienc', 'de', u'camping2018', u'http', 'ow', 'ly', u'y3fk30gqcyd', u'canada', u'explorez', u'san', u'fin']","Du camping l’hiver??? Bien sûr, nous sommes Canadiens! ⛺

L’hiver est l’occasion parfaite de se rapprocher de la nature et de découvrir votre côté aventurier.

Dès janvier, une visite de notre site Web vous permettra de voir quels parcs offrent du camping d’hiver et de réserver votre expérience de #camping2018 : http://ow.ly/y3fK30gQcYD Canada Explorez sans fin",Environmental
134615279898518_1938433366183358,1938433366183358_1958364314190263,,2017-12-14 17:18:16,1,1,0,0,0,0,0,0,Katheryn Leclerc,[],[],Katheryn Leclerc,"['Katheryn', 'Leclerc']","[u'katheryn', u'leclerc']",Katheryn Leclerc,0.0,Neutral,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1938432736183421/?type=3,2017-12-13 12:00:00,20,6,2,17,3,0,0,0,0,0,"Du camping l’hiver??? Bien sûr, nous sommes Canadiens! L’hiver est l’occasion parfaite de se rapprocher de la nature et de découvrir votre côté aventurier. Dès janvier, une visite de notre site Web vous permettra de voir quels parcs offrent du camping d’hiver et de réserver votre eérience de : D Canada Elorez sans fin",['#camping2018'],['http://ow.ly/y3fK30gQcY'],Du camping hiver Bien nous sommes Canadiens hiver est occasion parfaite de se rapprocher de la nature et de couvrir votre aventurier janvier une visite de notre site Web vous permettra de voir quels parcs offrent du camping hiver et de server votre rience de camping2018 http ow ly y3fK30gQcYD Canada Explorez sans fin,"['Du', 'camping', 'hiver', 'Bien', 'nous', 'sommes', 'Canadiens', 'hiver', 'est', 'occasion', 'parfaite', 'de', 'se', 'rapprocher', 'de', 'la', 'nature', 'et', 'de', 'couvrir', 'votre', 'aventurier', 'janvier', 'une', 'visite', 'de', 'notre', 'site', 'Web', 'vous', 'permettra', 'de', 'voir', 'quels', 'parcs', 'offrent', 'du', 'camping', 'hiver', 'et', 'de', 'server', 'votre', 'rience', 'de', 'camping2018', 'http', 'ow', 'ly', 'y3fK30gQcYD', 'Canada', 'Explorez', 'sans', 'fin']","['du', u'camp', u'hiver', u'bien', u'nous', u'somm', u'canadien', u'hiver', u'est', u'occas', u'parfait', 'de', 'se', u'rapproch', 'de', 'la', u'natur', 'et', 'de', u'couvrir', u'votr', u'aventuri', u'janvier', u'une', u'visit', 'de', u'notr', u'site', u'web', u'vous', u'permettra', 'de', u'voir', u'quel', u'parc', u'offrent', 'du', u'camp', u'hiver', 'et', 'de', u'server', u'votr', u'rienc', 'de', u'camping2018', u'http', 'ow', 'ly', u'y3fk30gqcyd', u'canada', u'explorez', u'san', u'fin']","Du camping l’hiver??? Bien sûr, nous sommes Canadiens! ⛺

L’hiver est l’occasion parfaite de se rapprocher de la nature et de découvrir votre côté aventurier.

Dès janvier, une visite de notre site Web vous permettra de voir quels parcs offrent du camping d’hiver et de réserver votre expérience de #camping2018 : http://ow.ly/y3fK30gQcYD Canada Explorez sans fin",Environmental
