status_id,comment_id,parent_id,comment_published,num_reactions_comment,num_likes_comment,num_loves_comment,num_wows_comment,num_hahas_comment,num_sads_comment,num_angrys_comment,num_special_comment,comment_message_cleaned,hashtags_comment,urls_comment,text_filtered_comment,text_tokenized_comment,text_stemmed_comment,text_original_comment,text_sentiment_original_scores,text_sentiment_original_scores_type,link_name,status_type,status_link,status_published,num_reactions_post,num_comments,num_shares,num_likes_post,num_loves_post,num_wows_post,num_hahas_post,num_sads_post,num_angrys_post,num_special_post,status_message_cleaned,hashtags_post,urls_post,text_filtered_post,text_tokenized_post,text_stemmed_post,text_original_post,category
431918433581020_1045063055599885,1045063055599885_1045163435589847,,2017-03-22 15:48:05,6,6,0,0,0,0,0,0,Well this is great news cause all the middle class will require affordable housing due to the liberals destroying the economy,[],[],Well great news cause middle class require affordable housing due liberals destroying economy,"['Well', 'great', 'news', 'cause', 'middle', 'class', 'require', 'affordable', 'housing', 'due', 'liberals', 'destroying', 'economy']","[u'well', u'great', u'news', u'caus', u'middl', u'class', u'requir', u'afford', u'hous', u'due', u'liber', u'destroy', u'economi']",Well this is great news cause all the middle class will require affordable housing due to the liberals destroying the economy,0.11875,Neutral,The Minister of Finance tables #Budget2017,video,https://www.facebook.com/YourMoneyMattersCanada/videos/1045063055599885/,2017-03-22 14:54:37,190,324,52,77,23,6,9,1,74,0,"The Minister of Finance, Bill Morneau, tables in the House of Commons – March , in Ottawa",['#Budget2017'],[],Minister Finance Bill Morneau tables Budget2017 House Commons March 22 2017 Ottawa,"['Minister', 'Finance', 'Bill', 'Morneau', 'tables', 'Budget2017', 'House', 'Commons', 'March', '22', '2017', 'Ottawa']","[u'minist', u'financ', u'bill', u'morneau', u'tabl', u'budget2017', u'hous', u'common', u'march', '22', u'2017', u'ottawa']","The Minister of Finance, Bill Morneau, tables #Budget2017 in the House of Commons – March 22, 2017 in Ottawa",Economical
431918433581020_1045063055599885,1045063055599885_1045171295589061,,2017-03-22 15:56:57,0,0,0,0,0,0,0,0,Why do we need more Defences? just pay the debt to NATO and reduce the military. On our border to the south is the United States. one of the Largest armies in the world is housed there...,[],[],need Defences pay debt NATO reduce military border south United States one Largest armies world housed,"['need', 'Defences', 'pay', 'debt', 'NATO', 'reduce', 'military', 'border', 'south', 'United', 'States', 'one', 'Largest', 'armies', 'world', 'housed']","[u'need', u'defenc', u'pay', u'debt', u'nato', u'reduc', u'militari', u'border', u'south', u'unit', u'state', u'one', u'largest', u'armi', u'world', u'hous']",Why do we need more Defences? just pay the debt to NATO and reduce the military. On our border to the south is the United States. one of the Largest armies in the world is housed there...,0.2,Neutral,The Minister of Finance tables #Budget2017,video,https://www.facebook.com/YourMoneyMattersCanada/videos/1045063055599885/,2017-03-22 14:54:37,190,324,52,77,23,6,9,1,74,0,"The Minister of Finance, Bill Morneau, tables in the House of Commons – March , in Ottawa",['#Budget2017'],[],Minister Finance Bill Morneau tables Budget2017 House Commons March 22 2017 Ottawa,"['Minister', 'Finance', 'Bill', 'Morneau', 'tables', 'Budget2017', 'House', 'Commons', 'March', '22', '2017', 'Ottawa']","[u'minist', u'financ', u'bill', u'morneau', u'tabl', u'budget2017', u'hous', u'common', u'march', '22', u'2017', u'ottawa']","The Minister of Finance, Bill Morneau, tables #Budget2017 in the House of Commons – March 22, 2017 in Ottawa",Economical
431918433581020_1045063055599885,1045063055599885_1045199752252882,1045063055599885_1045171295589061,2017-03-22 16:40:28,0,0,0,0,0,0,0,0,trump says if countries dont spend a certain % of thier GDP on national defence the US along wont protect them n theyll be kicked from NATO..considering the original NATO contract also called for countries to spend a certain ammount on defence wich most countries have been ignoring of late...that huge army next door might be useless,[],[],trump says countries dont spend certain thier GDP national defence US along wont protect theyll kicked NATO considering original NATO contract also called countries spend certain ammount defence wich countries ignoring late huge army next door might useless,"['trump', 'says', 'countries', 'dont', 'spend', 'certain', 'thier', 'GDP', 'national', 'defence', 'US', 'along', 'wont', 'protect', 'theyll', 'kicked', 'NATO', 'considering', 'original', 'NATO', 'contract', 'also', 'called', 'countries', 'spend', 'certain', 'ammount', 'defence', 'wich', 'countries', 'ignoring', 'late', 'huge', 'army', 'next', 'door', 'might', 'useless']","[u'trump', u'say', u'countri', u'dont', u'spend', u'certain', u'thier', u'gdp', u'nation', u'defenc', 'us', u'along', u'wont', u'protect', u'theyll', u'kick', u'nato', u'consid', u'origin', u'nato', u'contract', u'also', u'call', u'countri', u'spend', u'certain', u'ammount', u'defenc', u'wich', u'countri', u'ignor', u'late', u'huge', u'armi', u'next', u'door', u'might', u'useless']",trump says if countries dont spend a certain % of thier GDP on national defence the US along wont protect them n theyll be kicked from NATO..considering the original NATO contract also called for countries to spend a certain ammount on defence wich most countries have been ignoring of late...that huge army next door might be useless,0.17193877551020412,Neutral,The Minister of Finance tables #Budget2017,video,https://www.facebook.com/YourMoneyMattersCanada/videos/1045063055599885/,2017-03-22 14:54:37,190,324,52,77,23,6,9,1,74,0,"The Minister of Finance, Bill Morneau, tables in the House of Commons – March , in Ottawa",['#Budget2017'],[],Minister Finance Bill Morneau tables Budget2017 House Commons March 22 2017 Ottawa,"['Minister', 'Finance', 'Bill', 'Morneau', 'tables', 'Budget2017', 'House', 'Commons', 'March', '22', '2017', 'Ottawa']","[u'minist', u'financ', u'bill', u'morneau', u'tabl', u'budget2017', u'hous', u'common', u'march', '22', u'2017', u'ottawa']","The Minister of Finance, Bill Morneau, tables #Budget2017 in the House of Commons – March 22, 2017 in Ottawa",Economical
431918433581020_1045063055599885,1045063055599885_1045201188919405,1045063055599885_1045171295589061,2017-03-22 16:41:23,1,1,0,0,0,0,0,0,"also we need our own defence we cant just lean on nato, if every nato country thought like that none would have a big army wed jsut rely on someone else to spend on an army for us",[],[],also need defence cant lean nato every nato country thought like none would big army wed jsut rely someone else spend army us,"['also', 'need', 'defence', 'cant', 'lean', 'nato', 'every', 'nato', 'country', 'thought', 'like', 'none', 'would', 'big', 'army', 'wed', 'jsut', 'rely', 'someone', 'else', 'spend', 'army', 'us']","[u'also', u'need', u'defenc', u'cant', u'lean', u'nato', u'everi', u'nato', u'countri', u'thought', u'like', u'none', u'would', u'big', u'armi', u'wed', u'jsut', u'reli', u'someon', u'els', u'spend', u'armi', 'us']","also we need our own defence we cant just lean on nato, if every nato country thought like that none would have a big army wed jsut rely on someone else to spend on an army for us",0.3,Neutral,The Minister of Finance tables #Budget2017,video,https://www.facebook.com/YourMoneyMattersCanada/videos/1045063055599885/,2017-03-22 14:54:37,190,324,52,77,23,6,9,1,74,0,"The Minister of Finance, Bill Morneau, tables in the House of Commons – March , in Ottawa",['#Budget2017'],[],Minister Finance Bill Morneau tables Budget2017 House Commons March 22 2017 Ottawa,"['Minister', 'Finance', 'Bill', 'Morneau', 'tables', 'Budget2017', 'House', 'Commons', 'March', '22', '2017', 'Ottawa']","[u'minist', u'financ', u'bill', u'morneau', u'tabl', u'budget2017', u'hous', u'common', u'march', '22', u'2017', u'ottawa']","The Minister of Finance, Bill Morneau, tables #Budget2017 in the House of Commons – March 22, 2017 in Ottawa",Economical
431918433581020_1045063055599885,1045063055599885_1045357182237139,1045063055599885_1045171295589061,2017-03-22 21:13:25,0,0,0,0,0,0,0,0,"Are you serious?? We have the largest oceanic borders in the world... We have Russia to our North.. It would be kind of nice if no one just walked in up there.. Duh.. Or east coast? West coast...? Or by air?? Look how many planes we landed when -11 hit.. Don't you think that if another strong ""ugly - evil"" country started flying in we would be ""virtuously powerless"" to stop them ON OUR OWN ... Or are you going to 'ask them nicely to not land here' geeze.... Come on..we need to protect our country ...",[],[],serious largest oceanic borders world Russia North would kind nice one walked Duh east coast West coast air Look many planes landed 11 hit think another strong ugly evil country started flying would virtuously powerless stop going ask nicely land geeze Come need protect country,"['serious', 'largest', 'oceanic', 'borders', 'world', 'Russia', 'North', 'would', 'kind', 'nice', 'one', 'walked', 'Duh', 'east', 'coast', 'West', 'coast', 'air', 'Look', 'many', 'planes', 'landed', '11', 'hit', 'think', 'another', 'strong', 'ugly', 'evil', 'country', 'started', 'flying', 'would', 'virtuously', 'powerless', 'stop', 'going', 'ask', 'nicely', 'land', 'geeze', 'Come', 'need', 'protect', 'country']","[u'serious', u'largest', u'ocean', u'border', u'world', u'russia', u'north', u'would', u'kind', u'nice', u'one', u'walk', u'duh', u'east', u'coast', u'west', u'coast', u'air', u'look', u'mani', u'plane', u'land', '11', u'hit', u'think', u'anoth', u'strong', u'ugli', u'evil', u'countri', u'start', u'fli', u'would', u'virtuous', u'powerless', u'stop', u'go', u'ask', u'nice', u'land', u'geez', u'come', u'need', u'protect', u'countri']","Are you serious?? We have the largest oceanic borders in the world... We have Russia to our North.. It would be kind of nice if no one just walked in up there.. Duh.. Or east coast? West coast...?  Or by air?? Look how many planes we landed when 9-11 hit.. Don't you think that if another strong ""ugly - evil"" country started flying in we would be ""virtuously powerless"" to stop them ON OUR OWN ... Or are you going to 'ask them nicely to not land here' geeze.... Come on..we need to protect our country ...",-0.03636363636363636,Neutral,The Minister of Finance tables #Budget2017,video,https://www.facebook.com/YourMoneyMattersCanada/videos/1045063055599885/,2017-03-22 14:54:37,190,324,52,77,23,6,9,1,74,0,"The Minister of Finance, Bill Morneau, tables in the House of Commons – March , in Ottawa",['#Budget2017'],[],Minister Finance Bill Morneau tables Budget2017 House Commons March 22 2017 Ottawa,"['Minister', 'Finance', 'Bill', 'Morneau', 'tables', 'Budget2017', 'House', 'Commons', 'March', '22', '2017', 'Ottawa']","[u'minist', u'financ', u'bill', u'morneau', u'tabl', u'budget2017', u'hous', u'common', u'march', '22', u'2017', u'ottawa']","The Minister of Finance, Bill Morneau, tables #Budget2017 in the House of Commons – March 22, 2017 in Ottawa",Economical
431918433581020_1045063055599885,1045063055599885_1045146505591540,,2017-03-22 15:22:18,1,1,0,0,0,0,0,0,"very shamful and this is what we are recieveing for our tax dollars, no wonder little ever gets accomplished in parliment !!",[],[],shamful recieveing tax dollars wonder little ever gets accomplished parliment,"['shamful', 'recieveing', 'tax', 'dollars', 'wonder', 'little', 'ever', 'gets', 'accomplished', 'parliment']","[u'sham', u'reciev', u'tax', u'dollar', u'wonder', u'littl', u'ever', u'get', u'accomplish', u'parliment']","very shamful and  this is what  we are recieveing for our tax  dollars, no wonder little ever gets accomplished in parliment !!",0.10833333333333334,Neutral,The Minister of Finance tables #Budget2017,video,https://www.facebook.com/YourMoneyMattersCanada/videos/1045063055599885/,2017-03-22 14:54:37,190,324,52,77,23,6,9,1,74,0,"The Minister of Finance, Bill Morneau, tables in the House of Commons – March , in Ottawa",['#Budget2017'],[],Minister Finance Bill Morneau tables Budget2017 House Commons March 22 2017 Ottawa,"['Minister', 'Finance', 'Bill', 'Morneau', 'tables', 'Budget2017', 'House', 'Commons', 'March', '22', '2017', 'Ottawa']","[u'minist', u'financ', u'bill', u'morneau', u'tabl', u'budget2017', u'hous', u'common', u'march', '22', u'2017', u'ottawa']","The Minister of Finance, Bill Morneau, tables #Budget2017 in the House of Commons – March 22, 2017 in Ottawa",Economical
431918433581020_1045063055599885,1045063055599885_1045164528923071,,2017-03-22 15:50:41,1,1,0,0,0,0,0,0,Why not create jobs instead of just handing out money and helping people stay home and live off the backs of the middle class taxes.,[],[],create jobs instead handing money helping people stay home live backs middle class taxes,"['create', 'jobs', 'instead', 'handing', 'money', 'helping', 'people', 'stay', 'home', 'live', 'backs', 'middle', 'class', 'taxes']","[u'creat', u'job', u'instead', u'hand', u'money', u'help', u'peopl', u'stay', u'home', u'live', u'back', u'middl', u'class', u'tax']",Why not create jobs instead of just handing out money and helping people stay home and live off the backs of the middle class taxes.,0.06818181818181818,Neutral,The Minister of Finance tables #Budget2017,video,https://www.facebook.com/YourMoneyMattersCanada/videos/1045063055599885/,2017-03-22 14:54:37,190,324,52,77,23,6,9,1,74,0,"The Minister of Finance, Bill Morneau, tables in the House of Commons – March , in Ottawa",['#Budget2017'],[],Minister Finance Bill Morneau tables Budget2017 House Commons March 22 2017 Ottawa,"['Minister', 'Finance', 'Bill', 'Morneau', 'tables', 'Budget2017', 'House', 'Commons', 'March', '22', '2017', 'Ottawa']","[u'minist', u'financ', u'bill', u'morneau', u'tabl', u'budget2017', u'hous', u'common', u'march', '22', u'2017', u'ottawa']","The Minister of Finance, Bill Morneau, tables #Budget2017 in the House of Commons – March 22, 2017 in Ottawa",Economical
431918433581020_1045063055599885,1045063055599885_1045160812256776,,2017-03-22 15:43:41,1,1,0,0,0,0,0,0,Useless leaders we need food water shelter and heat. Work for hours a day for years and you can own your own home you pay taxes on.,[],[],Useless leaders need food water shelter heat Work hours day years home pay taxes,"['Useless', 'leaders', 'need', 'food', 'water', 'shelter', 'heat', 'Work', 'hours', 'day', 'years', 'home', 'pay', 'taxes']","[u'useless', u'leader', u'need', u'food', u'water', u'shelter', u'heat', u'work', u'hour', u'day', u'year', u'home', u'pay', u'tax']",Useless leaders we need food water shelter and heat. Work for 8 hours a day for 30 years and you can own your own home you pay taxes on.,0.2333333333333333,Neutral,The Minister of Finance tables #Budget2017,video,https://www.facebook.com/YourMoneyMattersCanada/videos/1045063055599885/,2017-03-22 14:54:37,190,324,52,77,23,6,9,1,74,0,"The Minister of Finance, Bill Morneau, tables in the House of Commons – March , in Ottawa",['#Budget2017'],[],Minister Finance Bill Morneau tables Budget2017 House Commons March 22 2017 Ottawa,"['Minister', 'Finance', 'Bill', 'Morneau', 'tables', 'Budget2017', 'House', 'Commons', 'March', '22', '2017', 'Ottawa']","[u'minist', u'financ', u'bill', u'morneau', u'tabl', u'budget2017', u'hous', u'common', u'march', '22', u'2017', u'ottawa']","The Minister of Finance, Bill Morneau, tables #Budget2017 in the House of Commons – March 22, 2017 in Ottawa",Economical
431918433581020_1045063055599885,1045063055599885_1045149688924555,,2017-03-22 15:28:57,0,0,0,0,0,0,0,0,This is all cut and pasted together ~~~ the peeps sitting n front chance too often ... who's chain are youz all tryin to yank,[],[],cut pasted together peeps sitting front chance often chain youz tryin yank,"['cut', 'pasted', 'together', 'peeps', 'sitting', 'front', 'chance', 'often', 'chain', 'youz', 'tryin', 'yank']","[u'cut', u'past', u'togeth', u'peep', u'sit', u'front', u'chanc', u'often', u'chain', u'youz', u'tryin', u'yank']",This is all cut and pasted together ~~~  the peeps sitting n front chance too often ... who's chain are youz all tryin to yank,0.0,Neutral,The Minister of Finance tables #Budget2017,video,https://www.facebook.com/YourMoneyMattersCanada/videos/1045063055599885/,2017-03-22 14:54:37,190,324,52,77,23,6,9,1,74,0,"The Minister of Finance, Bill Morneau, tables in the House of Commons – March , in Ottawa",['#Budget2017'],[],Minister Finance Bill Morneau tables Budget2017 House Commons March 22 2017 Ottawa,"['Minister', 'Finance', 'Bill', 'Morneau', 'tables', 'Budget2017', 'House', 'Commons', 'March', '22', '2017', 'Ottawa']","[u'minist', u'financ', u'bill', u'morneau', u'tabl', u'budget2017', u'hous', u'common', u'march', '22', u'2017', u'ottawa']","The Minister of Finance, Bill Morneau, tables #Budget2017 in the House of Commons – March 22, 2017 in Ottawa",Economical
431918433581020_1045063055599885,1045063055599885_1045175305588660,,2017-03-22 16:00:38,1,1,0,0,0,0,0,0,Same old same old!!!! Get the horrendous back log of seniors pension cleared up....over a year waiting !!! This govt is a joke!!,[],[],old old Get horrendous back log seniors pension cleared year waiting govt joke,"['old', 'old', 'Get', 'horrendous', 'back', 'log', 'seniors', 'pension', 'cleared', 'year', 'waiting', 'govt', 'joke']","[u'old', u'old', u'get', u'horrend', u'back', u'log', u'senior', u'pension', u'clear', u'year', u'wait', u'govt', u'joke']",Same old same old!!!! Get the horrendous back log of seniors pension cleared up....over a year waiting !!! This govt is a joke!!,0.06882812499999999,Neutral,The Minister of Finance tables #Budget2017,video,https://www.facebook.com/YourMoneyMattersCanada/videos/1045063055599885/,2017-03-22 14:54:37,190,324,52,77,23,6,9,1,74,0,"The Minister of Finance, Bill Morneau, tables in the House of Commons – March , in Ottawa",['#Budget2017'],[],Minister Finance Bill Morneau tables Budget2017 House Commons March 22 2017 Ottawa,"['Minister', 'Finance', 'Bill', 'Morneau', 'tables', 'Budget2017', 'House', 'Commons', 'March', '22', '2017', 'Ottawa']","[u'minist', u'financ', u'bill', u'morneau', u'tabl', u'budget2017', u'hous', u'common', u'march', '22', u'2017', u'ottawa']","The Minister of Finance, Bill Morneau, tables #Budget2017 in the House of Commons – March 22, 2017 in Ottawa",Economical
