status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
137563459593611_1967603329922939,"Visiting our places just got a whole lot better. Buy your Family/Group #DiscoveryPass by December 31, 2017 and save 20%! Get yours today and come see what our places have to offer! http://ow.ly/aoUP30gUeYi",,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1967602763256329/?type=3,2017-12-30 15:15:00,86,4,37,78,6,2,0,0,0,0
137563459593611_1987835541233051,,Parks Canada,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1985626368120635/?type=3,2017-12-30 13:04:49,43,2,0,41,2,0,0,0,0,0
137563459593611_1985625974787341,"As #Canada150 comes to an end, so does our #ParksChallenge. We know you’ve had some great adventures in our #places this year, so tell us all about it! Share your best #ParksCanada experience of 2017! 🏞️ Rocky Mountain House National Historic Site",,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1985626368120635/?type=3,2017-12-30 12:00:00,136,40,11,126,10,0,0,0,0,0
137563459593611_1977869032229702,"The New Year is just around the corner! Where will you explore in 2018? Check out these photos for inspiration! 

These photos feature Newfoundland’s Gros Morne National Park and Cape Spear Lighthouse National Historic Site, taken during the filming of The Tenors Auld Lang Syne video. 📷 Tom Cochrane Photo.

https://www.vevo.com/watch/the-tenors/auld-lang-syne/CA93Q1700088",Auld Lang Syne - The Tenors,link,https://www.vevo.com/watch/the-tenors/auld-lang-syne/CA93Q1700088,2017-12-30 10:30:00,47,1,10,45,2,0,0,0,0,0
137563459593611_1985622168121055,"#Canada150 was full of #adventure and #discovery! Whether you spent time #camping 🏕️ in our #nationalparks, enjoyed stunning views from our #redchairs or witnessed some breathtaking #sunsets 🌄, we want to hear about it! We #ParksChallenge you to show us your best #ParksCanada experience of 2017! Fort Rodd Hill and Fisgard Lighthouse National Historic Sites",,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1985621954787743/?type=3,2017-12-29 20:00:00,171,20,7,153,16,2,0,0,0,0
137563459593611_1986666858016586,"Happy Friday Follower Photo!!! This amazing shot comes to us from @tylerrharris1994 on Instagram who captioned it: ""Ice covered trees at  Point Pelee National Park."" 

Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.",,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1986666558016616/?type=3,2017-12-29 18:15:00,1169,34,124,915,139,115,0,0,0,0
137563459593611_1986651881351417,"Crisp icy mornings, fresh powder covering the ground, and a winter wonderland that’s all yours to explore. Winter camping is a real treat! ⛺

If you’ve never tried camping in the colder months before, here are 10 Winter Camping Adventures to get you started!
#WinterCamping Canada Keep Exploring

http://ow.ly/gimH30hm7kD",10 winter camping adventures: luxurious to rugged - Plan your visit,link,http://ow.ly/gimH30hm7kD,2017-12-29 16:15:00,51,2,7,49,2,0,0,0,0,0
137563459593611_1986719921344613,"We had such an amazing 2017 on Instagram, we wanted to highlight our TOP TEN posts! ⭐️🎉✨ 

Are you following @parks.canada on Instagram yet? What are you waiting for, 2018 is sure to be better than ever!",Top 10 Instagram Posts 2017,photo,https://www.facebook.com/ParksCanada/photos/a.1986719758011296.1073741929.137563459593611/1986719921344613/?type=3,2017-12-29 12:03:07,763,23,88,652,98,13,0,0,0,0
137563459593611_1966468660036406,"It’s Tick Tock Day, which means the year is coming to an end… ⏰ Have you thought of your New Year’s resolution yet? Ours is to spend as much time in the great outdoors as possible in 2018! Share yours in the comments below. #GetOutside 

Photo taken at the Rideau Canal.  ⛸",,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1966467660036506/?type=3,2017-12-29 08:20:00,67,5,8,62,4,0,1,0,0,0
137563459593611_1949750565041549,"Are you planning on making any New Year Resolutions?

Cut your stress? Travel? Become more active? Spend more time with loved ones? Go outside more?

If you said “all of the above”, we have the perfect solution: CAMPING! 

See all the great options we offer around the country (remember – reservations start in JANUARY!): http://ow.ly/vt6Q30gQcqe Go RVing Canada",,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1949750195041586/?type=3,2017-12-28 20:00:00,113,8,11,100,13,0,0,0,0,0
137563459593611_1985651311451474,Did you know? Northern parks like #Quttinirpaaq National Park will be most affected by #climatechange. Learn more: http://ow.ly/kjDt30hoPyS #NatureFromAbove Parks Canada Nunavut,#NatureFromAbove - Quttinirpaaq,video,https://www.facebook.com/ParksCanada/videos/1985650911451514/,2017-12-28 17:00:00,143,1,14,109,7,7,0,20,0,0
137563459593611_1984698001546805,"During the holidays, what a better activity to do than make cookies with the family!  We're sharing with you a recipe from Woodside National Historic Site, and according to visitors, it is the best shortbread they've ever tasted!  Will this 19th century inspired recipe become your new classic Christmas cookie recipe?

http://www.pc.gc.ca/en/serapprocher-connect/parka/clubparka/activ-05  #ClubParka #tasteofthepast #family #holidays",,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1984696928213579/?type=3,2017-12-28 15:00:00,106,6,18,99,7,0,0,0,0,0
137563459593611_1967577719925500,"Have you heard? Admission to our places for youth 17 and under is FREE starting in 2018! 🙌 🙌 Tag your adventure buddy, or someone you think will love this offer! It’s never too early to start planning your dream trip! http://ow.ly/aoUP30gUeYi",,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1967577393258866/?type=3,2017-12-28 13:30:00,210,14,100,186,23,0,0,1,0,0
137563459593611_1985612268122045,"Wow, what a year it’s been! We’ve seen some amazing photos from your adventures at our #places across #Canada 🇨🇦, but which was your favourite? For our final #ParksChallenge, we want to hear about your best #ParksCanada experience of 2017! 🏞️ #Canada150 Terra Nova National Park",,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1985611841455421/?type=3,2017-12-28 12:00:00,296,20,28,262,22,12,0,0,0,0
