,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls
0,1480418065409192_1488702227914109,883120228472315_1480418065409192,,2017-12-30 23:25:27,1,1,0,0,0,0,0,0,Shame you only mentioned % of what we actually do with geomatics and remote sensing...,[],[]
1,1480418065409192_1488989151218750,883120228472315_1480418065409192,,2017-12-31 06:38:33,0,0,0,0,0,0,0,0,They only used percent of my interview. Perhaps you should produce a full length feature!,[],[]
2,1480418065409192_1488990454551953,883120228472315_1480418065409192,,2017-12-31 06:40:00,0,0,0,0,0,0,0,0,"Whoo hoo, we're number . Wait, were they counting up or down...",[],[]
3,1487397194711279_1487406838043648,883120228472315_1487397194711279,,2017-12-29 13:21:48,0,0,0,0,0,0,0,0,"Very valuable technology, not only for the arctic, but most of North America.",[],[]
4,1487361851381480_1488097174641281,883120228472315_1487361851381480,,2017-12-30 07:43:22,0,0,0,0,0,0,0,0,"promoting diseased and dying look alike salmon ,?",[],[]
5,1487336418050690_1488098124641186,883120228472315_1487336418050690,,2017-12-30 07:44:41,0,0,0,0,0,0,0,0,"just use more antibiotics lol ,thank you for promoting such use for decades .mmmmm",[],[]
6,1480417742075891_1487387228045609,883120228472315_1480417742075891,,2017-12-29 12:51:01,0,0,0,0,0,0,0,0,Most all of them!,[],[]
7,1480417742075891_1487440048040327,883120228472315_1480417742075891,,2017-12-29 14:16:22,0,0,0,0,0,0,0,0,B,[],[]
8,1480417142075951_1486389414812057,883120228472315_1480417142075951,,2017-12-28 10:06:03,0,0,0,0,0,0,0,0,What region is the big producer in Canada,[],[]
9,1480417142075951_1486693264781672,883120228472315_1480417142075951,,2017-12-28 17:39:07,0,0,0,0,0,0,0,0,Pierre-Luc Belleau To help you with work!,[],[]
