,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls
0,968895789931382_971086149712346,123326971154939_968895789931382,,2018-01-02 09:23:13,1,1,0,0,0,0,0,0,I can’t wait to watch again!,[],[]
1,965272193627075_965473630273598,123326971154939_965272193627075,,2017-12-22 22:50:25,0,0,0,0,0,0,0,0,Is the knowledge exchange planned for this space intended to be only between scientists?,[],[]
2,965272193627075_968881566599471,123326971154939_965272193627075,965272193627075_965473630273598,2017-12-29 11:54:50,0,0,0,0,0,0,0,0,"It's a space where Inuit and scientists, as well as Elders and youth, will have the opportunity to meet, discuss, and exchange ideas on various topics including scientific knowledge.",[],[]
3,965272193627075_965493950271566,123326971154939_965272193627075,,2017-12-23 00:04:19,0,0,0,0,0,0,0,0,Coool,[],[]
4,964756970345264_966139420207019,123326971154939_964756970345264,,2017-12-24 06:29:13,0,0,0,0,0,0,0,0,"Great! Now why don’t you build some? Justin’s $200,000 trip to see a lobbiest, I mean old family friend, could have may be helped some people for the rest of their lives. Sophie probably needed the break though, it’s hard raising three kids with only two nannies.",[],[]
5,964266113727683_964315497056078,123326971154939_964266113727683,,2017-12-20 14:53:01,1,1,0,0,0,0,0,0,Looking good Joseph!,[],[]
6,964266113727683_964707717016856,123326971154939_964266113727683,,2017-12-21 10:04:31,0,0,0,0,0,0,0,0,Looking good Jo.,[],[]
7,964266113727683_965004716987156,123326971154939_964266113727683,,2017-12-22 01:42:41,1,1,0,0,0,0,0,0,Sam Clarence Alookee,[],[]
8,964266113727683_969898356497792,123326971154939_964266113727683,,2017-12-31 07:33:29,0,0,0,0,0,0,0,0,"Caulay Morton, Ben Mcnamee",[],[]
9,964266113727683_965004193653875,123326971154939_964266113727683,,2017-12-22 01:39:57,0,0,0,0,0,0,0,0,Lee Ann Tungilik,[],[]
10,964266113727683_964410697046558,123326971154939_964266113727683,,2017-12-20 19:58:58,0,0,0,0,0,0,0,0,Judah A. Seema Atagoyuk,[],[]
11,961742007313427_961742933980001,123326971154939_961742007313427,,2017-12-15 10:09:50,1,1,0,0,0,0,0,0,Ben Canning,[],[]
12,957706351050326_957706807716947,123326971154939_957706351050326,,2017-12-07 16:02:30,0,0,0,0,0,0,0,0,You've spelled qilalugaq incorrectly,[],[]
13,957706351050326_957827764371518,123326971154939_957706351050326,,2017-12-07 22:16:19,0,0,0,0,0,0,0,0,And Inuvialuktun. And Inuinnaqtun,[],[]
14,957158301105131_957328251088136,123326971154939_957158301105131,,2017-12-06 21:47:10,0,0,0,0,0,0,0,0,just hired people with bazookas and titanium harpoons for subs,[],[]
15,956123964541898_956744754479819,123326971154939_956123964541898,,2017-12-05 17:52:27,0,0,0,0,0,0,0,0,Will they run sessions outside of ottawa?,[],[]
16,956123964541898_957159604438334,123326971154939_956123964541898,956123964541898_956744754479819,2017-12-06 13:54:17,0,0,0,0,0,0,0,0,"Hi Oksana, no other public information sessions are planned at this time, but please visit as roundtables or public information sessions, once confirmed, will be posted in advance.",[],['http://ow.ly/QMka30h0vnS']
17,950676278420000_950762525078042,123326971154939_950676278420000,,2017-11-23 20:13:14,1,1,0,0,0,0,0,0,This is a great documentary,[],[]
18,946832812137680_948351358652492,123326971154939_946832812137680,,2017-11-18 20:48:43,0,0,0,0,0,0,0,0,This is a very good thing! I am happy for these people!,[],[]
19,946299835524311_949155088572119,123326971154939_946299835524311,,2017-11-20 10:54:31,0,0,0,0,0,0,0,0,NU.gov. Should try this kind of an approach for its mines that are operating and that are abandoned/shutdown . Maybe they would also benefit from the federallies TLICHO,[],[]
20,946299835524311_947253252095636,123326971154939_946299835524311,,2017-11-16 13:12:00,1,1,0,0,0,0,0,0,Tlicho,[],[]
21,946299835524311_947500015404293,123326971154939_946299835524311,,2017-11-17 03:07:50,0,0,0,0,0,0,0,0,Janis Shandro,[],[]
22,946299835524311_947884985365796,123326971154939_946299835524311,946299835524311_947500015404293,2017-11-17 21:36:09,0,0,0,0,0,0,0,0,ROCKY!,[],[]
23,946238775530417_946696842151277,123326971154939_946238775530417,,2017-11-15 10:15:37,1,1,0,0,0,0,0,0,Very Happy for your new Highway.... great progress!!!,[],[]
24,946238775530417_946318895522405,123326971154939_946238775530417,,2017-11-14 18:35:40,1,1,0,0,0,0,0,0,Nooo way!!! Sooo happy to read this!!,[],[]
25,946238775530417_946318945522400,123326971154939_946238775530417,,2017-11-14 18:35:57,1,1,0,0,0,0,0,0,Rachelle Hawthorn ️,[],[]
26,946238775530417_946388375515457,123326971154939_946238775530417,946238775530417_946318945522400,2017-11-14 22:40:58,0,0,0,0,0,0,0,0,Very exciting!,[],[]
27,943222342498727_945856482235313,123326971154939_943222342498727,,2017-11-13 19:33:10,0,0,0,0,0,0,0,0,Article - Container ships sailing via the Arctic:,[],['https://www.maritime-executive.com/editorials/new-sailing-routes-for-future-container-mega-ships']
28,942780819209546_942949105859384,123326971154939_942780819209546,,2017-11-07 22:05:14,0,0,0,0,0,0,0,0,June we have our day as it marks the day we signed the land claim in the Inuvialuit region. I wonder if we will get this day off with pay. Since the government is saying it is Inuit day.,[],[]
