Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,language,average_sentiment_score,sentiment,account_name,words_matched_list,matched_keywords,category
0,872812036127961088,2017-06-08 13:46:20,"['https://t.co/x7TZmQOv1I', 'https://t.co/KEBs7IJG8E']",RT @DFO_MPO: Happy #WorldOceansDay to all those who enjoy our oceans! 🌊 https://t.co/x7TZmQOv1I https://t.co/KEBs7IJG8E,RT Happy WorldOceansDay enjoy oceans https co x7TZmQOv1I https co KEBs7IJG8E,['#WorldOceansDay'],157,0,157,en,0.65,Positive,DFO_MAR_tweeter,"['oceans', 'or']",['#worldoceansday'],Environmental
1,800758817071845376,2016-11-21 17:52:34,['https://t.co/Q8xTX4ywgA'],Crew of CCGS #Spray and CCGS #GPeddleSC rescued boater aboard sailing vessel from Southwest NS on Friday #CCG https://t.co/Q8xTX4ywgA,Crew CCGS Spray CCGS GPeddleSC rescued boater aboard sailing vessel Southwest NS Friday CCG https co Q8xTX4ywgA,"['#Spray', '#GPeddleSC', '#CCG']",65,84,149,en,0.0,Neutral,DFO_MAR_tweeter,,['#ccg'],Environmental
2,872840905534976000,2017-06-08 15:41:03,['https://t.co/uJOA4bwBHf\xe2\x80\xa6'],RT @DFO_MPO: We are proud to announce St. Anns Bank in NS as Canada's newest Marine Protected Area! #WorldOceansDay https://t.co/uJOA4bwBHf…,RT proud announce St Anns Bank NS Canada newest Marine Protected Area WorldOceansDay https co,['#WorldOceansDay'],126,0,126,en,1.0,Positive,DFO_MAR_tweeter,"['oceans', 'marine', 'or']","['marine', '#worldoceansday']",Environmental
3,712386764393070592,2016-03-22 21:13:34,['https://t.co/lEOk21TTmi'],RT @FinanceCanada: #Budget2016 proposes measures to boost our capacity to innovate &amp; grow our economy. https://t.co/lEOk21TTmi,RT FinanceCanada Budget2016 proposes measures boost capacity innovate amp grow economy https co lEOk21TTmi,['#Budget2016'],102,0,102,en,0.0,Neutral,DFO_MAR_tweeter,['finance'],['#budget2016'],Economical
4,837697641173692418,2017-03-03 16:14:15,['https://t.co/hyPBeprFoH'],RT @DFO_MPO: Canada’s coasts are stunning in every season! Post your favourite coastal pic with #MyCoast 📷 https://t.co/hyPBeprFoH,RT coasts stunning every season Post favourite coastal pic MyCoast https co hyPBeprFoH,['#MyCoast'],94,0,94,en,0.625,Positive,DFO_MAR_tweeter,"['coasts', 'coastal', 'coast']","['coast', 'coastal']",Environmental
5,740549514646454272,2016-06-08 14:22:17,['https://t.co/DWdmRuj\xe2\x80\xa6'],RT @DFO_MPO: Minister LeBlanc announces new Oceans Research in Canada Alliance (ORCA) at  #OceanSummit #WorldOceansDay https://t.co/DWdmRuj…,RT Minister LeBlanc announces new Oceans Research Canada Alliance ORCA OceanSummit WorldOceansDay https co,"['#OceanSummit', '#WorldOceansDay']",92,0,92,en,0.13636363636363635,Neutral,DFO_MAR_tweeter,"['oceans', 'or', 'summit']","['minister', '#worldoceansday']",Environmental
6,814515177127288832,2016-12-29 16:55:25,['https://t.co/CyQzxwxQrH'],Herring found by DFO C&amp;P Officers in Southwest Nova Scotia yesterday was not fresh (4-5 days old) https://t.co/CyQzxwxQrH,Herring found DFO amp Officers Southwest Nova Scotia yesterday fresh days old https co CyQzxwxQrH,[],58,29,87,en,-0.025,Neutral,DFO_MAR_tweeter,['ice'],[],unknown
7,685183217037668352,2016-01-07 19:36:23,['https://t.co/zNUc5PKNX'],RT @FinanceCanada: Online pre-budget consultations launched today. We want to hear from all Canadians #PBC16 https://t.co/zNUc5PKNX9,RT FinanceCanada Online pre budget consultations launched today want hear Canadians PBC16 https co zNUc5PKNX9,['#PBC16'],87,0,87,en,0.0,Neutral,DFO_MAR_tweeter,['finance'],[],unknown
8,697798604308795393,2016-02-11 15:05:26,"['https://t.co/5rYw7nnklv', 'https://t.co/oNiFXXWgZi']","RT @CdnHeritage: Wherever you are, take part in the #CanadianFlag Challenge https://t.co/5rYw7nnklv https://t.co/oNiFXXWgZi",RT CdnHeritage Wherever take part CanadianFlag Challenge https co 5rYw7nnklv https co oNiFXXWgZi,['#CanadianFlag'],82,0,82,en,0.0,Neutral,DFO_MAR_tweeter,,[],unknown
9,830145091843014656,2017-02-10 20:03:07,['https://t.co\xe2\x80\xa6'],RT @DFO_Science: Tomorrow we start a month long celebration of DFO’s #WomenInScience. How will you celebrate #WomenScienceDay? https://t.co…,RT Tomorrow start month long celebration WomenInScience celebrate WomenScienceDay https,"['#WomenInScience', '#WomenScienceDay']",80,0,80,en,-0.05,Neutral,DFO_MAR_tweeter,['women'],['#womeninscience'],Social
