comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
10159796127550029_10159800510960029,460123390028_10159796127550029,,Bel oiseau|,2017-12-28 13:07:42,1,0,1,0,0,0,0,0
10159769940560029_10159770335815029,460123390028_10159769940560029,,😥,2017-12-21 10:13:52,0,0,0,0,0,0,0,0
10159747336250029_10159748191085029,460123390028_10159747336250029,,"Bonjour,j'évolue dans ce secteur très important pour sauver la planète(étudiant) mais  j'ai besoin d'une haute formation pour améliorer mes qualités. La page Environnemental et ressources naturelles du Canada n'offre pas des formations professionnelles.l",2017-12-16 01:10:31,0,0,0,0,0,0,0,0
10159747336250029_10159751744975029,460123390028_10159747336250029,10159747336250029_10159748191085029,"Je m'appelle Carl Lagrange de l'ONU  fondateur de ONU environnement, je te propose un abonnement à la NASA environnement que j'ai fondée avec eux,il suive, l'évolution de la couche ,d'ozone et la fonte des glaciers en Antarctique de près ..",2017-12-16 20:04:46,0,0,0,0,0,0,0,0
10159747336250029_10159751803820029,460123390028_10159747336250029,10159747336250029_10159748191085029,Ok mais comment me joindre à eux?,2017-12-16 20:25:45,0,0,0,0,0,0,0,0
10159746201590029_10159750589255029,460123390028_10159746201590029,,"Comment rendre les sables bitumineux verts? Avec quels contaminants chimiques ''propres'' faire de la fracturation hydraulique? Faudrait aussi prévoir comment décontaminer des sols, des rivières, des nappes phréatiques... et sauver la biodiversité!",2017-12-16 15:03:28,0,0,0,0,0,0,0,0
10159746201590029_10159746531360029,460123390028_10159746201590029,,Pourquoi ne pas plu investir dans les énergies renouvelables ???,2017-12-15 16:48:09,0,0,0,0,0,0,0,0
10159746201590029_10159750789135029,460123390028_10159746201590029,,Avec leurs milliards de profits il faut payer pour ces quèteux,2017-12-16 16:11:49,0,0,0,0,0,0,0,0
10159745872315029_10159748218820029,460123390028_10159745872315029,,Le Canada cesse de combattre pour améliorer la vie de la planète... Et ça bravo ! ! !,2017-12-16 01:15:11,0,0,0,0,0,0,0,0
10159721759415029_10159722273125029,460123390028_10159721759415029,,"l'aviation `` exclus de l`accord de paris; contribue à la pollution atmosphérique locale et mondiale sous forme de monoxyde de carbone, d'oxyde nitrique, d'hydrocarbures, de particules, d'oxydes de soufre, d'hydrogène sulfuré, de dioxyde de carbone et d'eau. L'aviation est responsable de B0.4% de l'inventaire national d'oxyde nitrique.",2017-12-10 10:56:49,1,1,0,0,0,0,0,0
10159721759415029_10159737955470029,460123390028_10159721759415029,10159721759415029_10159722273125029,merci de dire .. y pas grand monde qui commente..  mémée écolo se sent moins seule.,2017-12-13 20:15:18,1,1,0,0,0,0,0,0
10159714540765029_10159737961350029,460123390028_10159714540765029,,On a vraiment besoin d'écotoxicologue.,2017-12-13 20:16:33,0,0,0,0,0,0,0,0
10159714342355029_10159737970845029,460123390028_10159714342355029,,Moins spectaculaire cette étude.  Tous les contaminants seraient sous les normes... mais les poissons sont en mauvais état.  Pourquoi.  Perturbateurs endocriniens...la dose ne fait plus le poison? http://www.mddelcc.gouv.qc.ca/eau/flrivlac/subst-toxiques.htm,2017-12-13 20:20:07,0,0,0,0,0,0,0,0
10159714100155029_10159714142825029,460123390028_10159714100155029,,#ScienceMatters,2017-12-08 13:59:51,0,0,0,0,0,0,0,0
10159703749120029_10159704575340029,460123390028_10159703749120029,,Bel exemple à suivre!👍🤗👌,2017-12-06 14:56:33,0,0,0,0,0,0,0,0
10159700548415029_10159714148975029,460123390028_10159700548415029,,#EarthScience,2017-12-08 14:02:29,0,0,0,0,0,0,0,0
10159700047535029_10159701171035029,460123390028_10159700047535029,,"Votre système pour réserver est très compliqué. Qui va décider deux jours d’avance d’aller patiner??? Si vous voulez nous décourager d’y aller, vous avez réussi. Et la version française du site est de mauvaise qualité.",2017-12-05 19:00:43,0,0,0,0,0,0,0,0
10159695949305029_10159699929795029,460123390028_10159695949305029,,"La Chine un des pire pays que je connais 
Soupe de fétus de bébé dans certains restaurants en chine [[PHOTO]]",2017-12-05 14:14:16,0,0,0,0,0,0,0,0
10159695949305029_10159699949805029,460123390028_10159695949305029,,Continuer les Canadiens à donner votre argent à ce beaux pays qui ne respecte rien ni personne,2017-12-05 14:20:07,0,0,0,0,0,0,0,0
10159695949305029_10159699931495029,460123390028_10159695949305029,,Ils tue des adultes et enfants  pour vendre leurs organes [[PHOTO]],2017-12-05 14:14:45,0,0,0,0,0,0,0,0
10159695949305029_10159699936500029,460123390028_10159695949305029,,Pollution extrême des lac et rivière [[PHOTO]],2017-12-05 14:16:28,0,0,0,0,0,0,0,0
10159695949305029_10159699933955029,460123390028_10159695949305029,,Produits chimiques déversés dans les lac et rivière [[PHOTO]],2017-12-05 14:15:33,0,0,0,0,0,0,0,0
10159695816270029_10159696599950029,460123390028_10159695816270029,,Merci de souligner.,2017-12-04 21:36:55,0,0,0,0,0,0,0,0
10159694448525029_10159694754425029,460123390028_10159694448525029,,"Je ne comprend pas les Canadiens ? Comment pouvez-vous faire affaire avec un pays qui ne respecte rien ni personne ? Connaissez-vous la Chine ? C'est un des pire pays que je connais, nourriture contaminée volontairement - vole d'organe sur les prisonniers - il mange des fétus de bébé - tue des enfants - élève les enfants comment dans l'armée - lac et rivere très pollué -   Bizarrement on en entend parler au nouvelle au Canada, les médias et le gouvernement nous cache des choses que tout le monde devait savoir, personne ne devrais faire affaire avec ce pays des horreurs, moi j'habite en Asie depuis une dizaine d'années et à chaque semaine on voie au nouvelle les horreurs en Chine, faite des recherche sur le net vous allez comprendre...(C'est comme la nourriture  provenant de la Chine est tres contaminée , les fruits et légumes par les herbicide  en grande dose  et d'autre produit chimique ,  et les viandes contaminée  par des antibiotiques, et toutes sortes de produits chimiques,  et santė Canada ne fait rien??? jusque au ketchup  fait de produits chimiques)  cette semaine mercredi le 6 décembre  sur TV5  un reportage sur le ketchup et les sauces tomates  vendus partout dans le monde  et faite en Chine...",2017-12-04 13:06:24,0,0,0,0,0,0,0,0
10159694448525029_10159694782240029,460123390028_10159694448525029,,Comment le Canada peut fermer les yeux sur des horreur pareille ?  C'est pour le $$$$,2017-12-04 13:12:37,0,0,0,0,0,0,0,0
10159694448525029_10159694759255029,460123390028_10159694448525029,,"En Chine dans certains restaurants, soupe au fétus de bébé [[PHOTO]]",2017-12-04 13:07:35,0,0,0,0,0,0,0,0
10159694448525029_10159694770605029,460123390028_10159694448525029,, [[PHOTO]],2017-12-04 13:10:14,0,0,0,0,0,0,0,0
10159694448525029_10159694764090029,460123390028_10159694448525029,,Pollution des lac et rivière par les produits chimiques [[PHOTO]],2017-12-04 13:08:52,0,0,0,0,0,0,0,0
10159694448525029_10159694768410029,460123390028_10159694448525029,,Bonne baignade [[PHOTO]],2017-12-04 13:09:47,0,0,0,0,0,0,0,0
10159694448525029_10159699855620029,460123390028_10159694448525029,,"Allez voir ce lien c'est un vidéo qui montre une petite partie de la nourriture provenant de Chine  qui est contaminée par des produits toxiques ,  la fabrication de faux oeuf  -  fausse bière  - faux rume  - fruit trempé ou asperger  d'un produit toxiques  etc. 
 https://m.facebook.com/story.php?story_fbid=1394912033971797&id=100003590418710",2017-12-05 13:58:22,0,0,0,0,0,0,0,0
