,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls
0,134615279898518_1955700001123361,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1955699484456746/?type=3,2017-12-30 15:15:00,2,0,0,2,0,0,0,0,0,0,Nous rendre visite est encore plus intéressant. Commandez votre écouverte famille/groupe avant le décembre et obtenez un rabais de %! Commandez dès aujourd’hui et venez voir ce que nos endroits vous offrent!,['#CarteD'],['http://ow.ly/mv9S30gUf2M']
1,134615279898518_1973282882698406,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1973282746031753/?type=3,2017-12-30 12:00:00,6,2,2,5,1,0,0,0,0,0,"Puisque tire à sa fin, il en est de même pour notre éfiParcs. Nous savons que vous avez vécu de grandes sur nos cette année, alors parlez-en! Partagez votre meilleure eérience à en ! ️ Lieu historique national Rocky Mountain House","['#Canada150', '#D', '#aventures', '#sites', '#ParcsCanada']",[]
2,134615279898518_1965773673449327,Auld Lang Syne - The Tenors,link,https://www.vevo.com/watch/the-tenors/auld-lang-syne/CA93Q1700088,2017-12-30 10:30:00,2,1,0,2,0,0,0,0,0,0,La nouvelle année est à nos portes! Où irez-vous elorer en ? Jetez un œil à ces photos pour être inspiré! Ces photos mettent en vedette le parc national du Gros-Morne et le lieu historique national du Phare-de-Cap-Spear et ont été prises lors du tournage du vidéoclip des The Tenors pour la chanson « Auld Lang Syne ». Tom Cochrane Photo. 00088,[],['https://www.vevo.com/watch/the-tenors/auld-lang-syne/CA93Q17']
3,134615279898518_1973279706032057,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1973277949365566/?type=3,2017-12-29 20:00:00,13,0,0,11,2,0,0,0,0,0,"a été été une année remplie d’ et de écouvertes! Que vous ayez fait du ️ dans nos , profité des paysages exceptionnels sur nos ou contemplé des à couper le souffle , nous voulons en entendre parler! Nous vous mettons au défi de nous montrer votre meilleure eérience à en ! Lieux historiques nationaux Fort Rodd Hill et du Phare de Fisgard","['#Canada150', '#aventures', '#d', '#camping', '#parcsnationaux', '#chaisesrouges', '#couchersdesoleil', '#ParcsCanada']",[]
4,134615279898518_1974344102592284,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1974343949258966/?type=3,2017-12-29 18:15:00,116,7,6,90,17,9,0,0,0,0,"Joyeux Vendredi photo des abonnés! Cette photo magnifique nous vient de sur Instagram, accompagnée de la légende suivante : « Arbres couverts de glace au Parc national de la Pointe-Pelée. » Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné pour la mettre en vedette sur notre mur. Si vous souhaitez soumettre une photo, veuillez nous envoyer un message.",[],[]
5,134615279898518_1974321049261256,Dix aventures de camping hivernale : de luxe à sauvage - Planifiez votre visite,link,http://ow.ly/ZQe830hm7mL,2017-12-29 16:15:00,3,0,0,3,0,0,0,0,0,0,"Le froid vif du matin, une neige poudreuse fraîchement tombée et la féérie de l’hiver, c’est ce qui vous attend lorsque vous vous réveillez. Si vous n’avez jamais essayé le camping durant les mois les plus froids, voici une liste de Aventures de camping hivernal pour vous mettre sur la bonne voie. Canada Elorez sans fin",['#CampingHivernal'],['http://ow.ly/ZQe830hm7mL']
6,134615279898518_1974404039252957,10 photos les plus populaires - Instagram 2017,photo,https://www.facebook.com/ParcsCanada/photos/a.1974403919252969.1073741926.134615279898518/1974404039252957/?type=3,2017-12-29 12:24:07,77,5,16,55,21,0,0,0,0,1,"Nous avons eu une année incroyable sur Instagram. Nous voulons souligner nos DIX photos les plus POPULAIRES! ⭐️ Nous suivez-vous sur notre Instagram .canada? Qu'est-ce que vous attendez, l'année sera sûrement meilleure que jamais!",[],[]
7,134615279898518_1954705841222777,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1954705524556142/?type=3,2017-12-29 08:20:00,11,1,1,11,0,0,0,0,0,0,C’est la Journée du tic-tac de l'horloge qui veut dire que l’année tire à sa fin. ⏰ Avez-vous déjà pris votre résolution pour la nouvelle année? La nôtre est de profiter le plus possible du plein air en . Partagez vos résolutions dans les commentaires ci-dessous. Photo prise au Canal Rideau.,[],[]
8,134615279898518_1938438482849513,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1938438226182872/?type=3,2017-12-28 20:00:00,10,0,0,9,1,0,0,0,0,0,"Est-ce que vous planifiez prendre une résolution du Nouvel An? Moins de stress? Des voyages? Être plus actif? Plus de temps passé avec les gens qui vous sont chers? Aller davantage dehors? Si vous avez répondu « oui » à toutes ces questions, nous avons la solution pour vous : DU CAMPING! Découvrez toutes les merveilleuses options qui s’offrent à vous partout au pays (Rappelez-vous : les réservations commencent en JANVIER!) : D Liberte en VR",[],['http://ow.ly/y3fK30gQcY']
9,134615279898518_1973303869362974,#NatureVueDenHaut - Quttinirpaaq,video,https://www.facebook.com/ParcsCanada/videos/1973303339363027/,2017-12-28 17:00:00,11,0,1,10,1,0,0,0,0,0,les parcs du Nord comme le PN seront les plus affectés par le ? Plus d'informations ici: Parcs Canada Nunavut,"['#SVQ', '#Quttinirpaaq', '#changementclimatique', '#NatureVueDenHaut']",['http://ow.ly/OoGr30hsdPO']
