,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls
0,431918433581020_1285505858222269,Timeline Photos,photo,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1285505858222269/?type=3,2017-12-29 11:45:18,13,10,21,9,1,1,0,0,0,2,"In , Your Money Matters followers took part in the . During the first week, they put aside a dollar. Week two, two dollars. Week three, three dollars. Spot the trend? By the end of , they should have saved $1,378! We’d like to find out if you were able to commit to this new money-saving habit. Did making a plan help you reach your savings goal? Let us know in the comment box below. Will you pledge to take the -week money challenge in ? More saving tips:",['#52weekmoneychallenge'],['http://ow.ly/DOIh30hs54I']
1,431918433581020_1284746441631544,Financial Consumer Agency of Canada (FCAC),photo,https://www.facebook.com/FCACan/photos/a.455450081187979.103116.378967748836213/1603968436336132/?type=3,2017-12-28 14:02:04,4,1,0,4,0,0,0,0,0,0,nan,[],[]
2,431918433581020_1284661841640004,You Owe Money — Consumer proposals - Office of the Superintendent of Bankruptcy Canada,link,http://ow.ly/Lmqg30hs4Is,2017-12-28 11:45:16,7,1,3,7,0,0,0,0,0,0,"A consumer proposal is a plan to pay your creditors a percentage of what is owed to them or to extend the time you have to pay off your debts, or both. Learn more about consumer proposals:",['#consumerproposal'],['http://ow.ly/Lmqg30hs4Is']
3,431918433581020_1283811278391727,Timeline Photos,photo,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1283811278391727/?type=3,2017-12-27 11:45:15,11,4,5,9,1,1,0,0,0,0,"Do you use public Wi-Fi to catch up on social media? Using public Wi-Fi may be convenient, but it can be risky. If you must do something online that involves your personal information, it’s safer to use your wireless data plan than an unsecured network. For more tips, check out:",['#WiseFi'],['http://ow.ly/YPCR30hs3ME']
4,431918433581020_1282950101811178,Timeline Photos,photo,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1282950101811178/?type=3,2017-12-26 11:45:12,7,0,4,7,0,0,0,0,0,0,"Shopping for great deals on electronics, home appliances or big-ticket items? Before paying for an extended warranty, read it carefully to find out what is and isn’t covered. Check to see if the product you’re buying comes with a manufacturer’s warranty. Also check if your credit card company offers additional warranties on products paid with a credit card. You may already be covered! More information on extended warranties:",['#BoxingDay'],['http://ow.ly/xUAu30hoMZZ']
5,431918433581020_1281957625243759,Timeline Photos,photo,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1281957625243759/?type=3,2017-12-25 08:01:16,11,5,1,11,0,0,0,0,0,0,Wishing our followers a joyful holiday season!,[],[]
6,431918433581020_1279377872168401,Timeline Photos,photo,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1279377872168401/?type=3,2017-12-22 11:45:19,7,2,4,7,0,0,0,0,0,0,"Canada’s anti-spam legislation prohibits anyone from installing software—including updates—on your electronic devices without your consent. It also applies to updates and upgrades installed by somebody else, even if you installed the original software. If you think someone has installed malicious software or has modified your software in a harmful way, report it at",['#FightSpam'],['http://ow.ly/RfHE30hfYvt']
7,431918433581020_1278404635599058,Timeline Photos,photo,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1278404635599058/?type=3,2017-12-21 11:45:20,7,2,4,6,1,0,0,0,0,0,"It’s officially winter! And if your winter plans include a vacation or extended stay away from home, be sure to unplug whatever isn’t essential to save on your electricity bill. Standby power consumption can account for to % of a household’s electricity costs. Learn more about ways to save power and money:",[],['http://ow.ly/3NuJ30hfXBs']
8,431918433581020_1277816212324567,,status,,2017-12-20 18:45:08,4,3,0,3,1,0,0,0,0,0,Looking for the perfect gift? A charitable donation is always the right size! The Canada Revenue Agency has a list of as well as resources to help you choose the best charity for you or your loved ones.,['#charities'],['http://ow.ly/pcYZ30hfXl3']
9,431918433581020_1277620585677463,Get Cyber Safe,photo,https://www.facebook.com/GetCyberSafe/photos/a.354203574685663.1073741828.354127444693276/1305939536178724/?type=3,2017-12-20 12:46:05,3,0,1,2,1,0,0,0,0,0,nan,[],[]
