,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls
0,460123390028_10159804118270029,Eurêka! Canada,video,https://www.facebook.com/EurekaCanadaFrancais/videos/1660714813991851/,2017-12-29 10:34:22,1,0,0,1,0,0,0,0,0,0,nan,[],[]
1,460123390028_10159803928805029,Pêches et Océans Canada,photo,https://www.facebook.com/PechesOceansCanada/photos/a.1539239129480779.1073741828.1498541586883867/1743688695702487/?type=3,2017-12-29 09:43:40,8,0,1,8,0,0,0,0,0,0,nan,[],[]
2,460123390028_10159803917210029,Eurêka! Canada,video,https://www.facebook.com/EurekaCanadaFrancais/videos/1660714813991851/,2017-12-29 09:40:30,0,0,0,0,0,0,0,0,0,0,nan,[],[]
3,460123390028_10159800888645029,Timeline Photos,photo,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159800888645029/?type=3,2017-12-28 15:00:21,2,0,0,2,0,0,0,0,0,0,"Si vous êtes amateur, importateur ou spécialiste de salamandre, veuillez prendre quelques minutes pour répondre à un sondage en ligne. Vos réponses nous aideront à élaborer un système de permis d’importation et des contrôles qui favoriseront le commerce responsable, tout en empêchant la maladie fongique du B. sal de contaminer les populations de salamandres canadiennes et américaines. Le sondage prendra de à minutes de votre temps. Merci de votre participation!",[],['http://ow.ly/eVan30hnN6X']
4,460123390028_10159800824465029,ENERGY STAR au Canada,photo,https://www.facebook.com/ENERGYSTARCan/photos/a.669433423231597.1073741828.669358079905798/916558521852418/?type=3,2017-12-28 14:41:31,2,0,0,2,0,0,0,0,0,0,nan,[],[]
5,460123390028_10159800690795029,Timeline Photos,photo,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159800690795029/?type=3,2017-12-28 14:00:19,3,0,0,3,0,0,0,0,0,0,"Le temps des Fêtes est le moment de renouer avec vos proches. Pendant que vous en profitez pour vous détendre et vous reposer auprès de votre famille et de vos amis, essayez de prendre un peu de temps pour renouer également avec la nature! Passer du temps dans la nature améliore votre santé physique et mentale et favorise le développement des enfants. De plus, aller dehors et elorer notre environnement nous incite à agir pour le protéger. Vous voulez en apprendre davantage sur l’importance de renouer avec la nature? Consultez la Stratégie fédérale de développement durable :",[],['http://ow.ly/OokL30hnEv6']
6,460123390028_10159796190270029,des plaques #Canada150,video,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10159796190270029/,2017-12-28 10:00:00,2,0,1,2,0,0,0,0,0,0,Restez à l’affût des plaques qui sont installées partout au pays pour rendre hommage aux Canadiens ayant réservé leurs terres privées aux fins de conservation de l’habitat à long terme. Êtes-vous propriétaire foncier? Avez-vous des terres écosensibles? Renseignez-vous sur les programmes de financement et la façon de participer à la conservation des habitats :,['#Canada150'],['http://ow.ly/jq3j30hs125']
7,460123390028_10159797411060029,Timeline Photos,photo,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159797411060029/?type=3,2017-12-27 16:55:04,2,0,0,2,0,0,0,0,0,0,"Prononcez-vous sur les modifications proposées à la liste de la Loi sur les ècesEnPéril! L’ours grizzly, l’effraie des clochers, le carcajou et plusieurs espèces d’abeilles sont parmi les espèces canadiennes proposées les plus récentes. Envoyez vos commentaires d’ici le janvier !",['#Esp'],['http://ow.ly/R79w30hnMXm']
8,460123390028_10159796127550029,Timeline Photos,photo,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159796127550029/?type=3,2017-12-27 10:10:06,4,1,1,4,0,0,0,0,0,0,"Vous rappelez-vous de moi? Je suis un Plongeon huard, la mascotte du Service canadien de la faune à Environnement et Changement climatique Canada. Il y a quelque temps, j’ai demandé à être baptisé, et vous avez suggéré plusieurs noms. J’ai donc choisi « Kwimu » ce qui veut dire « oiseau esprit » en plusieurs langues autochtones. Comme le nom « Tuuli » était aussi très populaire, j’ai décidé de donner ce nom au petit que je porte sur mon dos. Tuuli veut dire « huard » en Inuktitut. Merci de m’avoir donné un nom!",[],[]
9,460123390028_10159787975225029,Timeline Photos,photo,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159787975225029/?type=3,2017-12-25 12:00:51,2,0,2,2,0,0,0,0,0,0,nan,[],[]
10,460123390028_10159775207595029,Agence spatiale canadienne,photo,https://www.facebook.com/Agencespatialecanadienne/photos/a.124483697607364.26772.116571361731931/1673798712675847/?type=3,2017-12-22 13:23:52,3,0,0,3,0,0,0,0,0,0,nan,[],[]
11,460123390028_10159775205530029,Pêches et Océans Canada,video,https://www.facebook.com/PechesOceansCanada/videos/1742507832487240/,2017-12-22 13:23:23,2,0,0,2,0,0,0,0,0,0,nan,[],[]
