,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls
0,137563459593611_1967603329922939,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1967602763256329/?type=3,2017-12-30 15:15:00,86,4,37,78,6,2,0,0,0,0,"Visiting our places just got a whole lot better. Buy your Family/Group by December , and save %! Get yours today and come see what our places have to offer!",['#DiscoveryPass'],['http://ow.ly/aoUP30gUeYi']
1,137563459593611_1987835541233051,Parks Canada,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1985626368120635/?type=3,2017-12-30 13:04:49,43,2,0,41,2,0,0,0,0,0,nan,[],[]
2,137563459593611_1985625974787341,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1985626368120635/?type=3,2017-12-30 12:00:00,136,40,11,126,10,0,0,0,0,0,"As comes to an end, so does our . We know you’ve had some great adventures in our this year, so tell us all about it! Share your best eerience of ! ️ Rocky Mountain House National Historic Site","['#Canada150', '#ParksChallenge', '#places', '#ParksCanada']",[]
3,137563459593611_1977869032229702,Auld Lang Syne - The Tenors,link,https://www.vevo.com/watch/the-tenors/auld-lang-syne/CA93Q1700088,2017-12-30 10:30:00,47,1,10,45,2,0,0,0,0,0,"The New Year is just around the corner! Where will you elore in ? Check out these photos for inspiration! These photos feature Newfoundland’s Gros Morne National Park and Cape Spear Lighthouse National Historic Site, taken during the filming of The Tenors Auld Lang Syne video. Tom Cochrane Photo. 00088",[],['https://www.vevo.com/watch/the-tenors/auld-lang-syne/CA93Q17']
4,137563459593611_1985622168121055,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1985621954787743/?type=3,2017-12-29 20:00:00,171,20,7,153,16,2,0,0,0,0,"was full of and ! Whether you spent time ️ in our , enjoyed stunning views from our or witnessed some breathtaking , we want to hear about it! We you to show us your best eerience of ! Fort Rodd Hill and Fisgard Lighthouse National Historic Sites","['#Canada150', '#adventure', '#discovery', '#camping', '#nationalparks', '#redchairs', '#sunsets', '#ParksChallenge', '#ParksCanada']",[]
5,137563459593611_1986666858016586,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1986666558016616/?type=3,2017-12-29 18:15:00,1169,34,124,915,139,115,0,0,0,0,"Happy Friday Follower Photo!!! This amazing shot comes to us from on Instagram who captioned it: ""Ice covered trees at Point Pelee National Park."" Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.",[],[]
6,137563459593611_1986651881351417,10 winter camping adventures: luxurious to rugged - Plan your visit,link,http://ow.ly/gimH30hm7kD,2017-12-29 16:15:00,51,2,7,49,2,0,0,0,0,0,"Crisp icy mornings, fresh powder covering the ground, and a winter wonderland that’s all yours to elore. Winter camping is a real treat! If you’ve never tried camping in the colder months before, here are Winter Camping Adventures to get you started! Canada Keep Eloring D",['#WinterCamping'],['http://ow.ly/gimH30hm7k']
7,137563459593611_1986719921344613,Top 10 Instagram Posts 2017,photo,https://www.facebook.com/ParksCanada/photos/a.1986719758011296.1073741929.137563459593611/1986719921344613/?type=3,2017-12-29 12:03:07,763,23,88,652,98,13,0,0,0,0,"We had such an amazing on Instagram, we wanted to highlight our TOP TEN posts! ⭐️ Are you following .canada on Instagram yet? What are you waiting for, is sure to be better than ever!",[],[]
8,137563459593611_1966468660036406,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1966467660036506/?type=3,2017-12-29 08:20:00,67,5,8,62,4,0,1,0,0,0,"It’s Tick Tock Day, which means the year is coming to an end… ⏰ Have you thought of your New Year’s resolution yet? Ours is to spend as much time in the great outdoors as possible in ! Share yours in the comments below. Photo taken at the Rideau Canal.",['#GetOutside'],[]
9,137563459593611_1949750565041549,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1949750195041586/?type=3,2017-12-28 20:00:00,113,8,11,100,13,0,0,0,0,0,"Are you planning on making any New Year Resolutions? Cut your stress? Travel? Become more active? Spend more time with loved ones? Go outside more? If you said “all of the above”, we have the perfect solution: CAMPING! See all the great options we offer around the country (remember – reservations start in JANUARY!): Go RVing Canada",[],['http://ow.ly/vt6Q30gQcqe']
