,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls
0,798775163588850_1230695523730143,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1230695523730143/?type=3,2017-12-30 13:05:04,7,0,0,7,0,0,0,0,0,0,Notre chercheur a découvert une nouvelle souche bactérienne qui aide à combattre les maladies fongiques! Elle a été nommée en l’honneur de :,"['#Canada150', '#AgCan']",['http://ow.ly/pcqq30hoEx7']
1,798775163588850_1225150994284596,Agriculture et Agroalimentaire Canada,link,https://www.facebook.com/AgricultureCanadienne/posts/1094657417333955,2017-12-30 10:00:00,2,0,0,2,0,0,0,0,0,0,Le compte à rebours vers commence avec nos meilleurs messages ou gazouillis de la dernière année concernant ! Voici le numéro :,['#Canada150'],[]
2,798775163588850_1230082987124730,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1230082987124730/?type=3,2017-12-29 13:05:04,8,0,0,8,0,0,0,0,0,0,"Le mois de la tire à sa fin, mais nos chercheurs continuent d’étudier des technologies de culture en serre – une des clés du développement de l’ dans le Nord!","['#ScienceArctique', '#AgCan']",['http://ow.ly/iRKL30hoEpF']
3,798775163588850_1230073477125681,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1230073477125681/?type=3,2017-12-29 12:40:04,2,1,0,2,0,0,0,0,0,0,Notre mandat est d’appuyer un secteur agricole diversifié et dynamique sous le régime du Partenariat canadien pour l’agriculture.,[],['http://ow.ly/Y2sl30hoKZp']
4,798775163588850_1230050623794633,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1230050623794633/?type=3,2017-12-29 12:10:05,0,0,0,0,0,0,0,0,0,0,Vous cherchez une recette spéciale pour le jour de l’An? Essayez notre saumon grillé à la compote de petits fruits :,[],['http://ow.ly/7uEi30hnGaJ']
5,798775163588850_1230013333798362,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1230013333798362/?type=3,2017-12-29 11:30:19,3,0,2,3,0,0,0,0,0,0,Apprenez-en davantage sur la résistance antimicrobienne dans le dernier numéro d’Agri-info:,[],['http://ow.ly/r89G30hnG5e']
6,798775163588850_1225151177617911,Agriculture et Agroalimentaire Canada,link,https://www.facebook.com/AgricultureCanadienne/posts/1090320444434319,2017-12-29 10:00:00,1,0,0,1,0,0,0,0,0,0,Le compte à rebours vers commence avec nos meilleurs messages ou gazouillis de la dernière année concernant ! Voici le numéro :,['#Canada150'],[]
7,798775163588850_1229375903862105,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1229375903862105/?type=3,2017-12-28 12:20:05,4,1,0,4,0,0,0,0,0,0,"L’hiver est arrivé, mais grâce aux méthodes agricoles canadiennes modernes, nous pouvons consommer une grande variété d’aliments pendant les mois d’hiver! Nous en avons fait du chemin :",[],['http://ow.ly/sWYG30hoKRN']
8,798775163588850_1229375910528771,Le grand corégone de Hay River | ON EST LES MEILLEURS,video,http://ow.ly/sb2930hoKUo,2017-12-28 12:20:04,3,0,0,2,0,0,0,0,0,1,"Pour célébrer le , le chef Ricardo Larrivée est parti en tournée au Canada pour faire connaître les aliments extraordinaires que nous produisons. Joignez-vous à Ricardo cette semaine qui se rend dans les Territoires du Nord-Ouest pour se familiariser avec le grand corégone.",['#Canada150'],['http://ow.ly/sb2930hoKUo']
9,798775163588850_1229353983864297,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1229353983864297/?type=3,2017-12-28 11:30:14,2,0,0,1,0,0,0,0,0,1,"L’agriculture canadienne est florissante, et nos scientifiques travaillent activement à l’améliorer encore plus! Découvrez certains de leurs travaux les plus récents :",[],['http://ow.ly/IynK30hnFSy']
10,798775163588850_1225151297617899,Agriculture et Agroalimentaire Canada,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1090317411101289/?type=3,2017-12-28 10:00:00,3,0,0,2,0,0,0,0,0,1,Le compte à rebours vers commence avec nos meilleurs messages ou gazouillis de la dernière année concernant ! Voici le numéro :,['#Canada150'],[]
11,798775163588850_1228770620589300,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1228770620589300/?type=3,2017-12-27 12:10:06,6,0,0,5,0,0,0,0,0,1,La canneberge canadienne est une étoile montante dans le monde des petits fruits. Découvrez pourquoi :,[],['http://ow.ly/dCyW30hnFEE']
12,798775163588850_1228728717260157,Agriculture et Agroalimentaire Canada,link,http://ow.ly/vM6M30hnFyY,2017-12-27 11:30:14,9,1,0,8,0,0,0,0,0,1,"Pour rester à jour sur ce qui se passe dans le domaine de l’agriculture, suivez-nous sur Flickr pour voir les photos et les annonces :",[],['http://ow.ly/vM6M30hnFyY']
13,798775163588850_1228690460597316,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1228690460597316/?type=3,2017-12-27 10:35:06,20,3,2,19,0,0,0,0,0,1,"Nos chercheurs ont mis au point de nouvelles variétés de pommes de terre, et des entreprises canadiennes leur ont donné des noms inspirés du e anniversaire du Canada! Pour plus d’info :",[],['http://ow.ly/XcZ530hoEbL']
14,798775163588850_1225151434284552,Agriculture et Agroalimentaire Canada,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1090116071121423/?type=3,2017-12-27 10:00:00,3,0,0,2,1,0,0,0,0,0,Le compte à rebours vers commence avec nos meilleurs messages ou gazouillis de la dernière année concernant ! Voici le numéro :,['#Canada150'],[]
15,798775163588850_1225151564284539,Agriculture et Agroalimentaire Canada,video,https://youtu.be/MRjlWwAF_LM,2017-12-26 10:00:00,2,0,1,2,0,0,0,0,0,0,Le compte à rebours vers commence avec nos meilleurs messages ou gazouillis de la dernière année concernant ! Voici le numéro :,['#Canada150'],[]
16,798775163588850_1225151747617854,Agriculture et Agroalimentaire Canada,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1087998194666544/?type=3,2017-12-25 10:00:00,6,2,1,5,0,0,0,0,0,1,Le compte à rebours vers commence avec nos meilleurs messages de la dernière année concernant ! Voici le numéro :,['#Canada150'],[]
17,798775163588850_1225152054284490,Statistique Canada,photo,https://www.facebook.com/statistiquecanada/photos/a.268139123257506.63786.236876676383751/1534999909904748/?type=3,2017-12-24 10:00:00,9,0,1,8,0,0,0,0,0,1,Le compte à rebours vers commence avec nos meilleurs messages de la dernière année concernant ! Voici le numéro :,['#Canada150'],[]
18,798775163588850_1225152257617803,Statistique Canada,photo,https://www.facebook.com/statistiquecanada/photos/a.268139123257506.63786.236876676383751/1531225056948900/?type=3,2017-12-23 10:00:00,7,1,0,6,0,0,0,0,0,1,Le compte à rebours vers commence avec nos meilleurs messages de la dernière année concernant ! Voici le numéro :,['#Canada150'],[]
19,798775163588850_1225640764235619,Stratégies d'hivernage : Nouvelles pratiques de gestion des vignobles,video,http://ow.ly/vUaV30hozHL,2017-12-22 12:05:15,6,0,1,6,0,0,0,0,0,0,Les coups de froid en hiver peuvent avoir des effets dévastateurs sur les vignobles canadiens. C’est pourquoi nos chercheurs s’efforcent de trouver des façons de protéger les vignobles :,[],['http://ow.ly/vUaV30hozHL']
20,798775163588850_1225616824238013,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1225616824238013/?type=3,2017-12-22 11:10:08,5,0,0,3,1,0,0,0,0,1,Découvrez comment nos chercheurs aident l’industrie de la canneberge à accroître ses récoltes et ses rendements : CD,[],['http://ow.ly/wJ5C30hoz']
21,798775163588850_1225587790907583,Statistique Canada,photo,https://www.facebook.com/statistiquecanada/photos/a.268139123257506.63786.236876676383751/1523628364375236/?type=3,2017-12-22 10:04:41,6,0,0,5,0,0,0,0,0,1,"Le compte à rebours vers commence avec nos meilleurs messages de la dernière année concernant ! Pour donner le coup d’envoi, voici le numéro :",['#Canada150'],[]
22,798775163588850_1225135107619518,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1225135107619518/?type=3,2017-12-21 14:55:05,3,0,2,2,0,0,0,0,0,1,Lisez le dernier numéro d’Agri-info afin de savoir pourquoi les eerts de partout dans le monde se sont réunis à Montréal pour aider les producteurs de cultures spéciales:,[],['http://ow.ly/dj6t30hneNG']
23,798775163588850_1225060467626982,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1225060467626982/?type=3,2017-12-21 12:00:41,6,0,0,6,0,0,0,0,0,0,"Maintenant que l’hiver est arrivé, vous songez peut-être à hiberner, mais pas les sols! En fait, nos chercheurs ont étudié l’activité des sols sous leur couverture de neige et son incidence sur l’agriculture canadienne :",['#SolsticeDhiver'],['http://ow.ly/qJ0230hneEN']
24,798775163588850_1225018237631205,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1225018237631205/?type=3,2017-12-21 10:36:22,1,0,1,1,0,0,0,0,0,0,"Bien qu’il y ait déjà de la neige au sol dans votre région, l’hiver arrive officiellement aujourd'hui! Découvrez comment nos chercheurs aident le secteur agricole à s’y préparer :",['#SolsticeDhiver'],['http://ow.ly/edES30hndYp']
25,798775163588850_1224409594358736,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1224409594358736/?type=3,2017-12-20 10:24:19,4,0,0,3,0,0,0,0,0,1,Saviez-vous que le Canada occupe le deuxième rang des producteurs de canneberges au monde? Pour en savoir plus sur ces baies rouges acidulées :,[],['http://ow.ly/3mwd30hlEzm']
26,798775163588850_1223878291078533,La culture du maïs en climat froid,video,http://ow.ly/odN430hk8oW,2017-12-19 12:20:08,6,0,0,6,0,0,0,0,0,0,"Nos chercheurs ont déployé beaucoup d’efforts pour trouver une façon de prolonger la saison de croissance du maïs, et il est maintenant possible d’en produire à Terre Neuve!",[],['http://ow.ly/odN430hk8oW']
27,798775163588850_1223832271083135,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1223832271083135/?type=3,2017-12-19 11:03:48,3,0,0,1,0,1,0,0,0,1,"Avez-vous entendu parler du pâturage en andain? Il s’agit d’une technique d’alimentation des bovins de boucherie utilisée en hiver. Les cultures qui poussent en été sont fauchées en septembre et sont laissées dans les champs. Ainsi, les bovins peuvent continuer à paître pendant l’hiver, ce qui nécessite moins de travail, et permet de réaliser des économies. Célébrez l’agriculture canadienne et découvrez d’autres faits intéressants :",[],['http://ow.ly/tH7K30hk8fl']
28,798775163588850_1223236924476003,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1223236924476003/?type=3,2017-12-18 12:05:06,7,0,0,6,0,0,0,0,0,1,L’agriculture canadienne continue d’innover grâce au travail de nos chercheurs. Découvrez certains des projets scientifiques en cours : c,[],['http://ow.ly/YFvz30hiuo']
29,798775163588850_1223193837813645,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1223193837813645/?type=3,2017-12-18 10:32:41,4,0,1,3,0,0,0,0,0,1,Un secteur vigoureux reflète la diversité de l’ensemble de nos communautés.,"['#AgCan', '#PartenariatAgCan']",['http://ow.ly/JvN030hitJt']
30,798775163588850_1221479934651702,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1221479934651702/?type=3,2017-12-15 15:00:49,1,1,0,0,0,0,0,0,0,1,Vous recevez des amis ce weekend? Impressionnez-les avec notre recette de côtes de porc croustillantes au sirop d’érable :,[],['http://ow.ly/Wpa930hft0m']
31,798775163588850_1221373484662347,Réduire les gaz à effet de serre dans la production laitière,video,https://youtu.be/usLs_k5Qcb0,2017-12-15 11:50:04,9,0,6,9,0,0,0,0,0,0,Des aliments différents pour les vaches laitières au Canada pourraient accroître la production de lait ET réduire les émissions de gaz à effet de serre! Apprenez-en plus sur les études menées par nos chercheurs :,[],[]
32,798775163588850_1221279818005047,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1221279818005047/?type=3,2017-12-15 10:06:56,1,0,0,1,0,0,0,0,0,0,Nous avons récemment mené notre premier sondage auprès des Canadiens afin de connaître leur opinion sur le secteur agricole du pays. Consultez Agri-info pour connaître les résultats:,[],['http://ow.ly/QhTe30hfsL3']
33,798775163588850_1220756771390685,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1220756771390685/?type=3,2017-12-14 15:00:23,3,0,1,3,0,0,0,0,0,0,Le Partenariat canadien pour l’ agriculture aidera à faire avancer la science et l’innovation pour la croissance durable et propre du secteur,['#AgCan'],['http://ow.ly/qQOK30hegVn']
34,798775163588850_1220706624729033,Les cerises douces de la vallée de l'Okanagan | ON EST LES MEILLEURS,video,http://ow.ly/FH3130hegQ8,2017-12-14 13:10:06,3,1,0,3,0,0,0,0,0,0,"Pour célébrer le , le chef Ricardo Larrivée est parti en tournée au Canada pour faire connaître les aliments extraordinaires que nous produisons. Joignez-vous à Ricardo cette semaine à l’occasion de sa visite chez un producteur de cerises douces dans la vallée d’Okanagan de la Colombie Britannique. 8",['#Canada150'],['ow.ly/FH3130hegQ']
35,798775163588850_1220157568117272,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1220157568117272/?type=3,2017-12-13 15:30:07,12,0,3,11,0,0,0,0,0,1,"Saviez-vous que le Canada est le troisième ertateur de porc au monde? Eh oui, nous avons erté du porc vers pays en ! Plus d’info :",[],['ow.ly/9hrt30hcTYi']
36,798775163588850_1220140381452324,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1220140381452324/?type=3,2017-12-13 14:50:07,1,0,0,1,0,0,0,0,0,0,L'étude de notre scientifique a révélé que le sol plus chaud décompose la litière plus rapidement. Ceci pourrait demander un changement à quand/comment fertilise nos champs. Pour en savoir plus sur cette étude: d,['#AgCan'],['ow.ly/yEo830hcTP']
37,798775163588850_1220127694786926,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1220127694786926/?type=3,2017-12-13 14:25:03,6,0,3,5,0,0,0,0,0,1,Un nouveau processus améliore la texture et le goût des légumes surgelés. Lisez l’article dans Agri-info :,[],['ow.ly/E3eS30hcTHQ']
38,798775163588850_1219445638188465,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1219445638188465/?type=3,2017-12-12 14:02:06,2,0,0,2,0,0,0,0,0,0,Un nouveau processus améliore la texture et le goût des légumes surgelés. Lisez l’article dans Agri-info :,[],['http://ow.ly/Izl030hbnlR']
39,798775163588850_1219409704858725,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1219409704858725/?type=3,2017-12-12 12:40:11,2,1,1,2,0,0,0,0,0,0,Nous célébrons l’agriculture canadienne. Voyez les progrès que nous avons accomplis!,[],[]
40,798775163588850_1219362681530094,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1219362681530094/?type=3,2017-12-12 10:51:35,15,0,5,13,1,0,0,0,0,1,"Afin de marquer le début du sommet One Planet à Paris, nous tenons à souligner l’excellent travail que nos chercheurs accomplissent pour réduire l’impact de l’agriculture canadienne sur l’environnement : C",[],['http://ow.ly/pbzR30hb3G']
41,798775163588850_1218763398256689,Timeline Photos,photo,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1218763398256689/?type=3,2017-12-11 12:35:04,1,0,1,1,0,0,0,0,0,0,"Saviez-vous que des milliers d’eloitations agricoles canadiennes utilisent des sources d’énergie renouvelable? Toutefois, grâce à nos chercheurs, elles utilisent aussi d’autres moyens pour réduire leur empreinte écologique :",[],['http://ow.ly/LLXe30h9gSY']
42,798775163588850_1218698278263201,AgricultureCanadaFra,link,http://ow.ly/cVKP30h9h4e,2017-12-11 10:26:06,3,0,1,2,1,0,0,0,0,0,Abonnez-vous à notre chaîne YouTube pour voir nos plus récentes vidéos sur l’agriculture canadienne :,[],['http://ow.ly/cVKP30h9h4e']
