,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls
0,123326971154939_968910083263286,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/968910083263286/?type=3,2017-12-29 13:10:11,6,0,2,6,0,0,0,0,0,0,"Construction contracts of the Canadian High Arctic Research Station have been awarded to Inuit firms, and created employment through an Inuit Benefits Plan.","['#ArcticScience', '#ArcticTogether']",['http://ow.ly/Usnp30hoDUh']
1,123326971154939_968895789931382,Angry Inuk,video,https://www.facebook.com/angryinuk/videos/10155980206676950/,2017-12-29 12:30:05,10,1,2,9,1,0,0,0,0,0,A must see!,[],[]
2,123326971154939_968861106601517,Canadian Coast Guard,video,https://www.facebook.com/CanadianCoastGuard/videos/320794831736615/,2017-12-29 10:57:11,6,0,1,5,0,1,0,0,0,0,nan,[],[]
3,123326971154939_968405969980364,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/968405969980364/?type=3,2017-12-28 14:15:05,3,0,0,3,0,0,0,0,0,0,Youth and students can help us build a strong . The Government of Canada wants your thoughts on developing Canada's new Arctic Policy Framework.,['#ArcticTogether'],['http://ow.ly/DvKX30hoJJR']
4,123326971154939_967855763368718,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/967855763368718/?type=3,2017-12-27 10:30:10,9,0,1,8,1,0,0,0,0,0,"% of the Canadian High Arctic Research Station is made of recycled content, exceeding the Leadership in Energy and Environmental Design (LEED) criteria.","['#ArcticScience', '#ArcticTogether']",['http://ow.ly/fb6j30hoDAn']
5,123326971154939_965741143580180,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/965741143580180/?type=3,2017-12-23 11:00:42,4,0,9,4,0,0,0,0,0,0,"Check out job opportunities in Nunavut in areas such as land administration, communications, environmental regulation and more. The Government of Canada is committed to a diverse and inclusive workforce. This recruitment campaign provides hiring preference to Inuit enrolled under the Nunavut Agreement. Visit:",[],['http://ow.ly/yni730hlXII']
6,123326971154939_965325960288365,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/965325960288365/?type=3,2017-12-22 14:30:18,3,0,2,3,0,0,0,0,0,0,Reminder: The Northern Contaminants Program is now accepting funding proposals for -2019: D,['#ArcticScience'],['http://ow.ly/5zgR30hoPS']
7,123326971154939_965272193627075,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/965272193627075/?type=3,2017-12-22 12:05:05,16,2,7,15,1,0,0,0,0,0,The Canadian High Arctic Research Station has a Knowledge Sharing Centre for exchanging information between Canadian and international scientists on traditional knowledge and science.,"['#ArcticScience', '#ArcticTogether']",['http://ow.ly/5tAr30hoBX3']
8,123326971154939_964823337005294,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/964823337005294/?type=3,2017-12-21 15:00:31,1,0,1,1,0,0,0,0,0,0,"On November , , the winning artists of the Qilaut Songwriting Contest were announced ! Sing your ️ out when the CD is released this February during the Uqausirmut Quviasuutiqarniq celebration of Inuktut in Nunavut. Check out the winning songs here:",['#IndigenousLanguages'],['http://ow.ly/y9kq30hnyWn']
9,123326971154939_964756970345264,Timeline Photos,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/964756970345264/?type=3,2017-12-21 11:50:05,4,1,0,2,1,1,0,0,0,0,Check out these Northern housing project profiles from Canada Mortgage and Housing Corporation (CMHC) ‏that outline the design and building process of sustainable housing in the North:,['#ArcticTogether'],['http://ow.ly/sZSM30hm9mF']
10,123326971154939_964241180396843,Photos from GovCan - North's post,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/964240610396900/?type=3,2017-12-20 13:00:01,10,0,8,10,0,0,0,0,0,0,"Construction of the Canadian High Arctic Research Station (CHARS) in Cambridge Bay, Nunavut! This station is being built by Canadians to serve the world, and engage Northerners in cutting-edge science and technology.","['#ArcticScience', '#ArcticTogether']",['http://ow.ly/s1Dg30hlHW3']
11,123326971154939_964266113727683,,photo,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/964265513727743/?type=3,2017-12-20 12:13:42,75,6,51,74,1,0,0,0,0,0,"Check out job opportunities in areas such as land administration, communications, environmental regulation and more! ᖃᐅᔨᒋᐊᑭᒃ ᐃᖅᑲᓇᐃᔮᔅᓴᐃᑦ ᒪᑐᐃᖓᔪᑦ ᓄᓇᒧᑦ ᐊᐅᓚᑦᑎᔨᐅᓂᕐᒧᑦ, ᑐᓴᖅᑎᑦᑎᒌᖕᓂᕐᒧᑦ, ᐊᕙᑎᓕᕆᓂᕐᒧᑦ ᐊᑐᐊᒐᓂᒃ ᐊᒻᒪᓗ ᐊᒥᓱᑦ ᐃᓚᒋᔭᐅᔪᑦ! Naunaiyaqlugit havakhat pilaqnit hunani tahapkuatut nunaliginiqmun aulatyutit, tuhaumatyutit, avatiliqutit aulatyutai ilavaliilu!",[],['http://ow.ly/IM6h30hlQGw']
12,123326971154939_963782723776022,Green Humour,photo,https://www.facebook.com/GreenHumour/photos/a.303668696394964.63673.303335063094994/1517853818309773/?type=3,2017-12-19 11:15:03,19,0,1,19,0,0,0,0,0,0,All about Rudolph and his family!,[],[]
