,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category,score,average_sentiment_score,language
0,242079006274865_311343066015125,Exercise Salish Sea,video,https://www.facebook.com/CanadianCoastGuard/videos/311343066015125/,2017-11-23 17:12:58,163,17,153,157,4,2,0,0,0,0,"Last month we participated in “Exercise Salish Sea,” which was the largest largest major incident exercise in Canadian Coast Guard history! The two-day major maritime incident training exercise took place east of Salt Spring Island, British Columbia. Day one focused on search and rescue and involved the evacuation of survivors from a BC Ferry. Canadian Armed Forces Transport and Infrastructure in Canada BC Ferries Royal Canadian Marine Search and Rescue U.S. Coast Guard",[],[],Last month participated Exercise Salish Sea largest largest major incident exercise Canadian Coast Guard history two day major maritime incident training exercise took place east Salt Spring Island British Columbia Day one focused search rescue involved evacuation 100 survivors BC Ferry Canadian Armed Forces Transport Infrastructure Canada BC Ferries Royal Canadian Marine Search Rescue Coast Guard,"['Last', 'month', 'participated', 'Exercise', 'Salish', 'Sea', 'largest', 'largest', 'major', 'incident', 'exercise', 'Canadian', 'Coast', 'Guard', 'history', 'two', 'day', 'major', 'maritime', 'incident', 'training', 'exercise', 'took', 'place', 'east', 'Salt', 'Spring', 'Island', 'British', 'Columbia', 'Day', 'one', 'focused', 'search', 'rescue', 'involved', 'evacuation', '100', 'survivors', 'BC', 'Ferry', 'Canadian', 'Armed', 'Forces', 'Transport', 'Infrastructure', 'Canada', 'BC', 'Ferries', 'Royal', 'Canadian', 'Marine', 'Search', 'Rescue', 'Coast', 'Guard']","[u'last', u'month', u'particip', u'exercis', u'salish', u'sea', u'largest', u'largest', u'major', u'incid', u'exercis', u'canadian', u'coast', u'guard', u'histori', u'two', u'day', u'major', u'maritim', u'incid', u'train', u'exercis', u'took', u'place', u'east', u'salt', u'spring', u'island', u'british', u'columbia', u'day', u'one', u'focus', u'search', u'rescu', u'involv', u'evacu', u'100', u'survivor', 'bc', u'ferri', u'canadian', u'arm', u'forc', u'transport', u'infrastructur', u'canada', 'bc', u'ferri', u'royal', u'canadian', u'marin', u'search', u'rescu', u'coast', u'guard']","Last month we participated in “Exercise Salish Sea,” which was the largest largest major incident exercise in Canadian Coast Guard history! The two-day major maritime incident training exercise took place east of Salt Spring Island, British Columbia. Day one focused on search and rescue and involved the evacuation of 100 survivors from a BC Ferry. Canadian Armed Forces Transport and Infrastructure in Canada BC Ferries Royal Canadian Marine Search and Rescue U.S. Coast Guard",Economical,333,0.1025595238095238,en
1,242079006274865_305974303218668,We Are The Canadian Coast Guard,video,https://www.facebook.com/CanadianCoastGuard/videos/305974303218668/,2017-11-17 09:00:00,139,13,159,132,7,0,0,0,0,0,"Fun Fact Friday: We are proud to have ships, helos, & ,500 members working /7 to protect & secure the largest coastline in the world. We are the leading maritime authority in the country, operating /7 in some of the most challenging conditions on the earth to provide services that are critical to safety, security and economic growth.",[],[],Fun Fact Friday proud 114 ships 23 helos 500 members working 24 protect secure largest coastline world leading maritime authority country operating 24 challenging conditions earth provide services critical safety security economic growth,"['Fun', 'Fact', 'Friday', 'proud', '114', 'ships', '23', 'helos', '500', 'members', 'working', '24', 'protect', 'secure', 'largest', 'coastline', 'world', 'leading', 'maritime', 'authority', 'country', 'operating', '24', 'challenging', 'conditions', 'earth', 'provide', 'services', 'critical', 'safety', 'security', 'economic', 'growth']","[u'fun', u'fact', u'friday', u'proud', u'114', u'ship', '23', u'helo', u'500', u'member', u'work', '24', u'protect', u'secur', u'largest', u'coastlin', u'world', u'lead', u'maritim', u'author', u'countri', u'oper', '24', u'challeng', u'condit', u'earth', u'provid', u'servic', u'critic', u'safeti', u'secur', u'econom', u'growth']","Fun Fact Friday:
We are proud to have 114 ships, 23 helos, & 4,500 members working 24/7 to protect & secure the largest coastline in the world.

We are the leading maritime authority in the country, operating 24/7 in some of the most challenging conditions on the earth to provide services that are critical to safety, security and economic growth.",Environmental,311,0.343015873015873,en
2,242079006274865_317477928734972,Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.261340221015410.1073741829.242079006274865/317477778734987/?type=3,2017-12-09 15:54:35,226,11,69,203,13,10,0,0,0,0,The launch event of the CCGS Sir John Franklin marks significant and tangible step in our fleet renewal process!,[],[],launch event CCGS Sir John Franklin marks significant tangible step fleet renewal process,"['launch', 'event', 'CCGS', 'Sir', 'John', 'Franklin', 'marks', 'significant', 'tangible', 'step', 'fleet', 'renewal', 'process']","[u'launch', u'event', u'ccgs', u'sir', u'john', u'franklin', u'mark', u'signific', u'tangibl', u'step', u'fleet', u'renew', u'process']",The launch event of the CCGS Sir John Franklin marks significant and tangible step in our fleet renewal process!,Social,306,0.19404761904761905,en
3,242079006274865_267097453773020,Search and Rescue,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.267094607106638.1073741834.242079006274865/267097447106354/?type=3,2017-07-25 08:53:18,197,4,50,172,23,2,0,0,0,0,"The Inshore Rescue Boat crews don’t just rescue people, they rescue dogs too! This pup is home safe with her owners after being rescued off Conrad’s Beach in Nova Scotia.",[],[],Inshore Rescue Boat crews rescue people rescue dogs pup home safe owners rescued Beach Nova Scotia,"['Inshore', 'Rescue', 'Boat', 'crews', 'rescue', 'people', 'rescue', 'dogs', 'pup', 'home', 'safe', 'owners', 'rescued', 'Beach', 'Nova', 'Scotia']","[u'inshor', u'rescu', u'boat', u'crew', u'rescu', u'peopl', u'rescu', u'dog', u'pup', u'home', u'safe', u'owner', u'rescu', u'beach', u'nova', u'scotia']","The Inshore Rescue Boat crews don’t just rescue people, they rescue dogs too! This pup is home safe with her owners after being rescued off Conrad’s Beach in Nova Scotia.",Social,251,0.0,en
4,242079006274865_271427593340006,Search and Rescue,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.267094607106638.1073741834.242079006274865/271427593340006/?type=3,2017-08-05 08:00:28,197,4,50,172,23,2,0,0,0,0,"Regular training like the recent SAREX in Pictou, Nova Scotia helps to improve the response capabilities of both Canadian Coast Guard and its Search & Rescue partners.",[],[],Regular training like recent SAREX Pictou Nova Scotia helps improve response capabilities Canadian Coast Guard Search Rescue partners,"['Regular', 'training', 'like', 'recent', 'SAREX', 'Pictou', 'Nova', 'Scotia', 'helps', 'improve', 'response', 'capabilities', 'Canadian', 'Coast', 'Guard', 'Search', 'Rescue', 'partners']","[u'regular', u'train', u'like', u'recent', u'sarex', u'pictou', u'nova', u'scotia', u'help', u'improv', u'respons', u'capabl', u'canadian', u'coast', u'guard', u'search', u'rescu', u'partner']","Regular training like the recent SAREX in Pictou, Nova Scotia helps to improve the response capabilities of both Canadian Coast Guard and its Search & Rescue partners.",Environmental,251,0.0,en
5,242079006274865_282910185525080,Search and Rescue,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.267094607106638.1073741834.242079006274865/282910172191748/?type=3,2017-09-05 09:01:32,197,4,50,172,23,2,0,0,0,0,Thanks to our Inshore Rescue Boat crews & summer students for keeping us all safe this summer – the Atlantic Region wraps up their season today d,[],['http://www.ccg-gcc.gc.ca/SAR/IRB-Backgroun'],Thanks Inshore Rescue Boat crews summer students keeping us safe summer Atlantic Region wraps season today http www ccg gcc gc ca SAR IRB Background,"['Thanks', 'Inshore', 'Rescue', 'Boat', 'crews', 'summer', 'students', 'keeping', 'us', 'safe', 'summer', 'Atlantic', 'Region', 'wraps', 'season', 'today', 'http', 'www', 'ccg', 'gcc', 'gc', 'ca', 'SAR', 'IRB', 'Background']","[u'thank', u'inshor', u'rescu', u'boat', u'crew', u'summer', u'student', u'keep', 'us', u'safe', u'summer', u'atlant', u'region', u'wrap', u'season', u'today', u'http', u'www', u'ccg', u'gcc', 'gc', 'ca', u'sar', u'irb', u'background']",Thanks to our Inshore Rescue Boat crews & summer students for keeping us all safe this summer – the Atlantic Region wraps up their season today http://www.ccg-gcc.gc.ca/SAR/IRB-Background,Social,251,0.0,en
6,242079006274865_305913663224732,,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/305913583224740/?type=3,2017-11-10 10:21:11,172,49,22,151,20,1,0,0,0,0,"Lieutenant-Commander Dussault joined the Naval Reserve in . She started her reserve career as a Naval Control of Shipping (NCS) officer, participating in and planning NATO and domestic NCS exercises, and holding various divisional positions at HMCS RADISSON, HMCS DONNACONA, HMCS CARLETON and HMCS CATARAQUI. In , she was appointed Deputy Commander of Naval Cooperation and Guidance for Shipping Unit , and then transferred in the same position for Unit to thereafter take command of this unit under Maritime Operational Group in . Since, she re-trained as an Intelligence Officer, has held staff and academic positions at the Toronto Canadian Forces College, and has recently completed a term as Executive Officer of HMCS CARLETON. In -08 she deployed to Kabul, Afghanistan, as the Deputy Commander of the HQ Support Group. During her deployment, she led a support battalion of persons from different countries, looking after the life necessities and security in the NATO Headquarters. During her tour, she completed the rebuilding of an Afghan memorial destroyed by camp construction activity, and led a charity fund raiser for a local orphanage. Her career as a public servant started at Treasury Board Secretariat and Department of Finance. Later, she joined the Department of National Defence, coordinating Army international interoperability programs. Since February she has joined us as the Manager of Search and Rescue, at the Canadian Coast Guard. Thank you for your service, Sheyla. Veterans Affairs Canada",[],[],Lieutenant Commander Dussault joined Naval Reserve 1993 started reserve career Naval Control Shipping NCS officer participating planning NATO domestic NCS exercises holding various divisional positions HMCS RADISSON HMCS DONNACONA HMCS CARLETON HMCS CATARAQUI 2003 appointed Deputy Commander Naval Cooperation Guidance Shipping Unit transferred position Unit thereafter take command unit Maritime Operational Group 2007 Since trained Intelligence Officer held staff academic positions Toronto Canadian Forces College recently completed term Executive Officer HMCS CARLETON 2007 08 deployed Kabul Afghanistan Deputy Commander HQ Support Group deployment led support battalion 400 persons 40 different countries looking life necessities security NATO Headquarters tour completed rebuilding Afghan memorial destroyed camp construction activity led charity fund raiser local orphanage career public servant started Treasury Board Secretariat Department Finance Later joined Department National Defence coordinating Army international interoperability programs Since February 2017 joined us Manager Search Rescue Canadian Coast Guard Thank service Sheyla Veterans Affairs Canada,"['Lieutenant', 'Commander', 'Dussault', 'joined', 'Naval', 'Reserve', '1993', 'started', 'reserve', 'career', 'Naval', 'Control', 'Shipping', 'NCS', 'officer', 'participating', 'planning', 'NATO', 'domestic', 'NCS', 'exercises', 'holding', 'various', 'divisional', 'positions', 'HMCS', 'RADISSON', 'HMCS', 'DONNACONA', 'HMCS', 'CARLETON', 'HMCS', 'CATARAQUI', '2003', 'appointed', 'Deputy', 'Commander', 'Naval', 'Cooperation', 'Guidance', 'Shipping', 'Unit', 'transferred', 'position', 'Unit', 'thereafter', 'take', 'command', 'unit', 'Maritime', 'Operational', 'Group', '2007', 'Since', 'trained', 'Intelligence', 'Officer', 'held', 'staff', 'academic', 'positions', 'Toronto', 'Canadian', 'Forces', 'College', 'recently', 'completed', 'term', 'Executive', 'Officer', 'HMCS', 'CARLETON', '2007', '08', 'deployed', 'Kabul', 'Afghanistan', 'Deputy', 'Commander', 'HQ', 'Support', 'Group', 'deployment', 'led', 'support', 'battalion', '400', 'persons', '40', 'different', 'countries', 'looking', 'life', 'necessities', 'security', 'NATO', 'Headquarters', 'tour', 'completed', 'rebuilding', 'Afghan', 'memorial', 'destroyed', 'camp', 'construction', 'activity', 'led', 'charity', 'fund', 'raiser', 'local', 'orphanage', 'career', 'public', 'servant', 'started', 'Treasury', 'Board', 'Secretariat', 'Department', 'Finance', 'Later', 'joined', 'Department', 'National', 'Defence', 'coordinating', 'Army', 'international', 'interoperability', 'programs', 'Since', 'February', '2017', 'joined', 'us', 'Manager', 'Search', 'Rescue', 'Canadian', 'Coast', 'Guard', 'Thank', 'service', 'Sheyla', 'Veterans', 'Affairs', 'Canada']","[u'lieuten', u'command', u'dussault', u'join', u'naval', u'reserv', u'1993', u'start', u'reserv', u'career', u'naval', u'control', u'ship', u'ncs', u'offic', u'particip', u'plan', u'nato', u'domest', u'ncs', u'exercis', u'hold', u'various', u'division', u'posit', u'hmcs', u'radisson', u'hmcs', u'donnacona', u'hmcs', u'carleton', u'hmcs', u'cataraqui', u'2003', u'appoint', u'deputi', u'command', u'naval', u'cooper', u'guidanc', u'ship', u'unit', u'transfer', u'posit', u'unit', u'thereaft', u'take', u'command', u'unit', u'maritim', u'oper', u'group', u'2007', u'sinc', u'train', u'intellig', u'offic', u'held', u'staff', u'academ', u'posit', u'toronto', u'canadian', u'forc', u'colleg', u'recent', u'complet', u'term', u'execut', u'offic', u'hmcs', u'carleton', u'2007', '08', u'deploy', u'kabul', u'afghanistan', u'deputi', u'command', 'hq', u'support', u'group', u'deploy', u'led', u'support', u'battalion', u'400', u'person', '40', u'differ', u'countri', u'look', u'life', u'necess', u'secur', u'nato', u'headquart', u'tour', u'complet', u'rebuild', u'afghan', u'memori', u'destroy', u'camp', u'construct', u'activ', u'led', u'chariti', u'fund', u'raiser', u'local', u'orphanag', u'career', u'public', u'servant', u'start', u'treasuri', u'board', u'secretariat', u'depart', u'financ', u'later', u'join', u'depart', u'nation', u'defenc', u'coordin', u'armi', u'intern', u'interoper', u'program', u'sinc', u'februari', u'2017', u'join', 'us', u'manag', u'search', u'rescu', u'canadian', u'coast', u'guard', u'thank', u'servic', u'sheyla', u'veteran', u'affair', u'canada']","Lieutenant-Commander Dussault joined the Naval Reserve in 1993.  She started her reserve career as a Naval Control of Shipping (NCS) officer, participating in and planning NATO and domestic NCS exercises, and holding various divisional positions at HMCS RADISSON, HMCS DONNACONA, HMCS CARLETON and HMCS CATARAQUI. In 2003, she was appointed Deputy Commander of Naval Cooperation and Guidance for Shipping Unit 2, and then transferred in the same position for Unit 3 to thereafter take command of this unit under Maritime Operational Group 5 in 2007. Since, she re-trained as an Intelligence Officer, has held staff and academic positions at the Toronto Canadian Forces College, and has recently completed a term as Executive Officer of HMCS CARLETON.
 
In 2007-08 she deployed to Kabul, Afghanistan, as the Deputy Commander of the HQ Support Group. During her deployment, she led a support battalion of 400 persons from 40 different countries, looking after the life necessities and security in the NATO Headquarters. During her tour, she completed the rebuilding of an Afghan memorial destroyed by camp construction activity, and led a charity fund raiser for a local orphanage.
 
Her career as a public servant started at Treasury Board Secretariat and Department of Finance. Later, she joined the Department of National Defence, coordinating Army international interoperability programs. Since February 2017 she has joined us as the Manager of Search and Rescue, at the Canadian Coast Guard. 
 
Thank you for your service, Sheyla. 

Veterans Affairs Canada",Environmental,243,0.2157716632857373,en
7,242079006274865_310169329465832,Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/310168939465871/?type=3,2017-11-20 17:18:43,184,26,31,173,9,2,0,0,0,0,"Today is Navy and Coast Guard Day! On this day, we recognize the important work performed by Canada’s sailors and celebrate Canada as a maritime nation. Three of our Coast Guard colleagues are being recognized for their contributions to maritime safety and security. Greg Lick is being recognized for his long-standing career achievements and dedicated service to the Coast Guard. Greg joined the CCG in as an Engineering Officer Cadet at the Canadian Coast Guard College and is now Director General of Ops of the CCG in the NCR! Pamela McLaren, an environmental response specialist in the Central and Artic Region, is being recognized for her work during refloat, recovery and spill response missions in the Arctic and Great Lakes. Bruce Marsh is being recognized for his consistent demonstration of outstanding leadership in providing Officer Cadets with an exceptional role model. He continually strives to improve Cadets’ Coast Guard College eerience by being a coach and mentor. Bravo Zulu to all! The Navy League of Canada La Ligue navale du Canada",[],[],Today Navy Coast Guard Day day recognize important work performed sailors celebrate Canada maritime nation Three Coast Guard colleagues recognized contributions maritime safety security Greg Lick recognized long standing career achievements dedicated service Coast Guard Greg joined CCG 1985 Engineering Officer Cadet Canadian Coast Guard College Director General Ops CCG NCR Pamela McLaren environmental response specialist Central Artic Region recognized work refloat recovery spill response missions Arctic Great Lakes Bruce Marsh recognized consistent demonstration outstanding leadership providing Officer Cadets exceptional role model continually strives improve Coast Guard College experience coach mentor Bravo Zulu Navy League Canada La Ligue navale du Canada,"['Today', 'Navy', 'Coast', 'Guard', 'Day', 'day', 'recognize', 'important', 'work', 'performed', 'sailors', 'celebrate', 'Canada', 'maritime', 'nation', 'Three', 'Coast', 'Guard', 'colleagues', 'recognized', 'contributions', 'maritime', 'safety', 'security', 'Greg', 'Lick', 'recognized', 'long', 'standing', 'career', 'achievements', 'dedicated', 'service', 'Coast', 'Guard', 'Greg', 'joined', 'CCG', '1985', 'Engineering', 'Officer', 'Cadet', 'Canadian', 'Coast', 'Guard', 'College', 'Director', 'General', 'Ops', 'CCG', 'NCR', 'Pamela', 'McLaren', 'environmental', 'response', 'specialist', 'Central', 'Artic', 'Region', 'recognized', 'work', 'refloat', 'recovery', 'spill', 'response', 'missions', 'Arctic', 'Great', 'Lakes', 'Bruce', 'Marsh', 'recognized', 'consistent', 'demonstration', 'outstanding', 'leadership', 'providing', 'Officer', 'Cadets', 'exceptional', 'role', 'model', 'continually', 'strives', 'improve', 'Coast', 'Guard', 'College', 'experience', 'coach', 'mentor', 'Bravo', 'Zulu', 'Navy', 'League', 'Canada', 'La', 'Ligue', 'navale', 'du', 'Canada']","[u'today', u'navi', u'coast', u'guard', u'day', u'day', u'recogn', u'import', u'work', u'perform', u'sailor', u'celebr', u'canada', u'maritim', u'nation', u'three', u'coast', u'guard', u'colleagu', u'recogn', u'contribut', u'maritim', u'safeti', u'secur', u'greg', u'lick', u'recogn', u'long', u'stand', u'career', u'achiev', u'dedic', u'servic', u'coast', u'guard', u'greg', u'join', u'ccg', u'1985', u'engin', u'offic', u'cadet', u'canadian', u'coast', u'guard', u'colleg', u'director', u'general', u'op', u'ccg', u'ncr', u'pamela', u'mclaren', u'environment', u'respons', u'specialist', u'central', u'artic', u'region', u'recogn', u'work', u'refloat', u'recoveri', u'spill', u'respons', u'mission', u'arctic', u'great', u'lake', u'bruce', u'marsh', u'recogn', u'consist', u'demonstr', u'outstand', u'leadership', u'provid', u'offic', u'cadet', u'except', u'role', u'model', u'continu', u'strive', u'improv', u'coast', u'guard', u'colleg', u'experi', u'coach', u'mentor', u'bravo', u'zulu', u'navi', u'leagu', u'canada', 'la', u'ligu', u'naval', 'du', u'canada']","Today is Navy and Coast Guard Day! On this day, we recognize the important work performed by Canada’s sailors and celebrate Canada as a maritime nation. Three of our Coast Guard colleagues are being recognized for their contributions to maritime safety and security.

Greg Lick is being recognized for his long-standing career achievements and dedicated service to the Coast Guard. Greg joined the CCG in 1985 as an Engineering Officer Cadet at the Canadian Coast Guard College and is now Director General of Ops of the CCG in the NCR! 

Pamela McLaren, an environmental response specialist in the Central and Artic Region, is being recognized for her work during refloat, recovery and spill response missions in the Arctic and Great Lakes. 

Bruce Marsh is being recognized for his consistent demonstration of outstanding leadership in providing Officer Cadets with an exceptional role model. He continually strives to improve Cadets’ Coast Guard College experience by being a coach and mentor. 

Bravo Zulu to all! 

The Navy League of Canada La Ligue navale du Canada",Environmental,241,0.11682692307692308,en
8,242079006274865_305530886596343,Medal of Bravery,video,https://www.facebook.com/CanadianCoastGuard/videos/305530886596343/,2017-11-09 13:00:00,159,7,70,149,9,1,0,0,0,0,"On November , , Eric Nickerson received the Nova Scotia Medal of Bravery for his heroic rescue last year. The CCGS Spray and the G Peddle SC responded to call off Southwest Nova Scotia. Mr. Nickerson performed an in-the-water rescue of a sailor while transferring from a sinking sailboat.",[],[],November 2017 Eric Nickerson received Nova Scotia Medal Bravery heroic rescue last year CCGS Spray Peddle SC responded call Southwest Nova Scotia Mr Nickerson performed water rescue sailor transferring sinking sailboat,"['November', '2017', 'Eric', 'Nickerson', 'received', 'Nova', 'Scotia', 'Medal', 'Bravery', 'heroic', 'rescue', 'last', 'year', 'CCGS', 'Spray', 'Peddle', 'SC', 'responded', 'call', 'Southwest', 'Nova', 'Scotia', 'Mr', 'Nickerson', 'performed', 'water', 'rescue', 'sailor', 'transferring', 'sinking', 'sailboat']","[u'novemb', u'2017', u'eric', u'nickerson', u'receiv', u'nova', u'scotia', u'medal', u'braveri', u'heroic', u'rescu', u'last', u'year', u'ccgs', u'spray', u'peddl', 'sc', u'respond', u'call', u'southwest', u'nova', u'scotia', 'mr', u'nickerson', u'perform', u'water', u'rescu', u'sailor', u'transfer', u'sink', u'sailboat']","On November 8, 2017, Eric Nickerson received the Nova Scotia Medal of Bravery for his heroic rescue last year. 

The CCGS Spray and the G Peddle SC responded to call off Southwest Nova Scotia. Mr. Nickerson performed an in-the-water rescue of a sailor while transferring from a sinking sailboat.",Environmental,236,0.2445578231292517,en
9,242079006274865_299946113821487,Photos from Canadian Coast Guard's post,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/299945950488170/?type=3,2017-10-24 13:25:29,137,8,73,129,4,4,0,0,0,0,"The Canadian Coast Guard, together with the Canadian Armed Forces – Joint Task Force Pacific, Emergency Management BC, British Columbia Emergency Health Services, Public Safety Canada and BC Ferries, among other partners, will be leading a major maritime disaster exercise called “Exercise Salish Sea” east of Salt Spring Island, British Columbia on October & . Tomorrow we will share highlights from Day , which will focus on the rescue of over “survivors” from a BC Ferries’ vessel M/V Coastal Renaissance. A total of vessels and four aircraft are being employed. BC Ferries Royal Canadian Marine Search & Rescue • Station - West Vancouver Maritime Forces Pacific / Forces maritimes du Pacifique",[],[],Canadian Coast Guard together Canadian Armed Forces Joint Task Force Pacific Emergency Management BC British Columbia Emergency Health Services Public Safety Canada BC Ferries among partners leading major maritime disaster exercise called Exercise Salish east Salt Spring Island British Columbia October 25 26 Tomorrow share highlights Day focus rescue 100 BC vessel Coastal Renaissance total 15 vessels four aircraft employed BC Ferries Royal Canadian Marine Search Rescue Station West Vancouver Maritime Forces Pacific Forces maritimes du Pacifique,"['Canadian', 'Coast', 'Guard', 'together', 'Canadian', 'Armed', 'Forces', 'Joint', 'Task', 'Force', 'Pacific', 'Emergency', 'Management', 'BC', 'British', 'Columbia', 'Emergency', 'Health', 'Services', 'Public', 'Safety', 'Canada', 'BC', 'Ferries', 'among', 'partners', 'leading', 'major', 'maritime', 'disaster', 'exercise', 'called', 'Exercise', 'Salish', 'east', 'Salt', 'Spring', 'Island', 'British', 'Columbia', 'October', '25', '26', 'Tomorrow', 'share', 'highlights', 'Day', 'focus', 'rescue', '100', 'BC', 'vessel', 'Coastal', 'Renaissance', 'total', '15', 'vessels', 'four', 'aircraft', 'employed', 'BC', 'Ferries', 'Royal', 'Canadian', 'Marine', 'Search', 'Rescue', 'Station', 'West', 'Vancouver', 'Maritime', 'Forces', 'Pacific', 'Forces', 'maritimes', 'du', 'Pacifique']","[u'canadian', u'coast', u'guard', u'togeth', u'canadian', u'arm', u'forc', u'joint', u'task', u'forc', u'pacif', u'emerg', u'manag', 'bc', u'british', u'columbia', u'emerg', u'health', u'servic', u'public', u'safeti', u'canada', 'bc', u'ferri', u'among', u'partner', u'lead', u'major', u'maritim', u'disast', u'exercis', u'call', u'exercis', u'salish', u'east', u'salt', u'spring', u'island', u'british', u'columbia', u'octob', '25', '26', u'tomorrow', u'share', u'highlight', u'day', u'focus', u'rescu', u'100', 'bc', u'vessel', u'coastal', u'renaiss', u'total', '15', u'vessel', u'four', u'aircraft', u'employ', 'bc', u'ferri', u'royal', u'canadian', u'marin', u'search', u'rescu', u'station', u'west', u'vancouv', u'maritim', u'forc', u'pacif', u'forc', u'maritim', 'du', u'pacifiqu']","The Canadian Coast Guard, together with the Canadian Armed Forces – Joint Task Force Pacific, Emergency Management BC, British Columbia Emergency Health Services, Public Safety Canada and BC Ferries, among other partners, will be leading a major maritime disaster exercise called “Exercise Salish Sea” east of Salt Spring Island, British Columbia on October 25 & 26. Tomorrow we will share highlights from Day 1, which will focus on the rescue of over 100 “survivors” from a BC Ferries’ vessel M/V Coastal Renaissance. A total of 15 vessels and four aircraft are being employed. BC Ferries Royal Canadian Marine Search & Rescue • Station 1 - West Vancouver Maritime Forces Pacific / Forces maritimes du Pacifique",Environmental,218,0.38782442480359147,en
