,Unnamed: 0,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category,Reactions_SUM,average_sentiment_score,language
0,0,460123390028_10157025984650029,Timeline Photos,photo,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157025984650029/?type=3,2016-06-13 14:22:54,2091,65,302,1974,98,6,13,0,0,0,"Un Canada sain et entièrement durable. Nous pouvons y arriver, mais nous ne pouvons pas le faire seuls. Nous avons besoin de votre opinion et de votre vision. Jetez un coup d’œil à notre stratégie provisoire pour un Canada durable du point de vue de l’environnement, la Stratégie fédérale de développement durable de -2019. Faites-nous parvenir vos commentaires d’ici le juin.",[],"['http://ow.ly/10ryuh', 'http://ow.ly/10ryxl']",Un Canada sain et rement durable Nous pouvons arriver mais nous ne pouvons pas le faire seuls Nous avons besoin de votre opinion et de votre vision Jetez un coup il notre gie provisoire pour un Canada durable du point de vue de environnement la gie rale de veloppement durable de 2016 2019 Faites nous parvenir vos commentaires ici le 24 juin http ow ly 10ryuh http ow ly 10ryxl,"['Un', 'Canada', 'sain', 'et', 'rement', 'durable', 'Nous', 'pouvons', 'arriver', 'mais', 'nous', 'ne', 'pouvons', 'pas', 'le', 'faire', 'seuls', 'Nous', 'avons', 'besoin', 'de', 'votre', 'opinion', 'et', 'de', 'votre', 'vision', 'Jetez', 'un', 'coup', 'il', 'notre', 'gie', 'provisoire', 'pour', 'un', 'Canada', 'durable', 'du', 'point', 'de', 'vue', 'de', 'environnement', 'la', 'gie', 'rale', 'de', 'veloppement', 'durable', 'de', '2016', '2019', 'Faites', 'nous', 'parvenir', 'vos', 'commentaires', 'ici', 'le', '24', 'juin', 'http', 'ow', 'ly', '10ryuh', 'http', 'ow', 'ly', '10ryxl']","['un', u'canada', u'sain', 'et', u'rement', u'durabl', u'nous', u'pouvon', u'arriv', u'mai', u'nous', 'ne', u'pouvon', u'pas', 'le', u'fair', u'seul', u'nous', u'avon', u'besoin', 'de', u'votr', u'opinion', 'et', 'de', u'votr', u'vision', u'jetez', 'un', u'coup', 'il', u'notr', u'gie', u'provisoir', u'pour', 'un', u'canada', u'durabl', 'du', u'point', 'de', u'vue', 'de', u'environn', 'la', u'gie', u'rale', 'de', u'velopp', u'durabl', 'de', u'2016', u'2019', u'fait', u'nous', u'parvenir', u'vos', u'commentair', u'ici', 'le', '24', u'juin', u'http', 'ow', 'ly', u'10ryuh', u'http', 'ow', 'ly', u'10ryxl']","Un Canada sain et entièrement durable. Nous pouvons y arriver, mais nous ne pouvons pas le faire seuls. Nous avons besoin de votre opinion et de votre vision. Jetez un coup d’œil à notre stratégie provisoire pour un Canada durable du point de vue de l’environnement, la Stratégie fédérale de développement durable de 2016-2019. Faites-nous parvenir vos commentaires d’ici le 24 juin. http://ow.ly/10ryuh http://ow.ly/10ryxl",Environmental,2458,0.005287878787878789,fr
1,1,460123390028_10156864580230029,Timeline Photos,photo,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10156864580230029/?type=3,2016-05-02 09:48:45,1411,60,318,1307,82,18,2,0,0,2,"Durabilité : Nous sommes à votre écoute Nous voulons amorcer une conversation. Consultez la version provisoire de notre stratégie fédérale de développement durable, un plan qui établit les priorités et les mesures fédérales au chapitre de l’environnement pour les trois prochaines années. Prononcez-vous et partagez vos commentaires qui serviront à mettre au point la stratégie définitive et à améliorer les prochaines stratégies. Faites-nous parvenir vos commentaires d’ici le juin.",[],"['http://ow.ly/10ryuh', 'http://ow.ly/10ryxl']",Nous sommes votre coute Nous voulons amorcer une conversation Consultez la version provisoire de notre gie rale de veloppement durable un plan qui tablit les et les mesures rales au chapitre de environnement pour les trois prochaines es Prononcez vous et partagez vos commentaires qui serviront mettre au point la gie finitive et liorer les prochaines gies Faites nous parvenir vos commentaires ici le 24 juin http ow ly 10ryuh http ow ly 10ryxl,"['Nous', 'sommes', 'votre', 'coute', 'Nous', 'voulons', 'amorcer', 'une', 'conversation', 'Consultez', 'la', 'version', 'provisoire', 'de', 'notre', 'gie', 'rale', 'de', 'veloppement', 'durable', 'un', 'plan', 'qui', 'tablit', 'les', 'et', 'les', 'mesures', 'rales', 'au', 'chapitre', 'de', 'environnement', 'pour', 'les', 'trois', 'prochaines', 'es', 'Prononcez', 'vous', 'et', 'partagez', 'vos', 'commentaires', 'qui', 'serviront', 'mettre', 'au', 'point', 'la', 'gie', 'finitive', 'et', 'liorer', 'les', 'prochaines', 'gies', 'Faites', 'nous', 'parvenir', 'vos', 'commentaires', 'ici', 'le', '24', 'juin', 'http', 'ow', 'ly', '10ryuh', 'http', 'ow', 'ly', '10ryxl']","[u'nous', u'somm', u'votr', u'cout', u'nous', u'voulon', u'amorc', u'une', u'convers', u'consultez', 'la', u'version', u'provisoir', 'de', u'notr', u'gie', u'rale', 'de', u'velopp', u'durabl', 'un', u'plan', u'qui', u'tablit', u'les', 'et', u'les', u'mesur', u'rale', 'au', u'chapitr', 'de', u'environn', u'pour', u'les', u'troi', u'prochain', 'es', u'prononcez', u'vous', 'et', u'partagez', u'vos', u'commentair', u'qui', u'serviront', u'mettr', 'au', u'point', 'la', u'gie', u'finit', 'et', u'liorer', u'les', u'prochain', u'gie', u'fait', u'nous', u'parvenir', u'vos', u'commentair', u'ici', 'le', '24', u'juin', u'http', 'ow', 'ly', u'10ryuh', u'http', 'ow', 'ly', u'10ryxl']","Durabilité : Nous sommes à votre écoute
Nous voulons amorcer une conversation. Consultez la version provisoire de notre stratégie fédérale de développement durable, un plan qui établit les priorités et les mesures fédérales au chapitre de l’environnement pour les trois prochaines années. Prononcez-vous et partagez vos commentaires qui serviront à mettre au point la stratégie définitive et à améliorer les prochaines stratégies. Faites-nous parvenir vos commentaires d’ici le 24 juin.  http://ow.ly/10ryuh http://ow.ly/10ryxl",Environmental,1789,0.040875150060024006,fr
2,2,460123390028_10156776938205029,Timeline Photos,photo,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10156776938205029/?type=3,2016-04-08 08:47:44,900,26,148,850,39,8,3,0,0,0,"Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable.",[],"['http://ow.ly/10ryuh', 'http://ow.ly/10ryxl']",Le printemps est La prochaine fois que vous ferez vos es en plein air au Canada pensez ce que signifie pour vous un Canada durable Nous avons la version provisoire de la gie rale de veloppement durable et la soumettons une riode de consultation publique au 24 juin Que pensez vous de notre gie Faites nous part de votre vision pour un Canada durable http ow ly 10ryuh http ow ly 10ryxl,"['Le', 'printemps', 'est', 'La', 'prochaine', 'fois', 'que', 'vous', 'ferez', 'vos', 'es', 'en', 'plein', 'air', 'au', 'Canada', 'pensez', 'ce', 'que', 'signifie', 'pour', 'vous', 'un', 'Canada', 'durable', 'Nous', 'avons', 'la', 'version', 'provisoire', 'de', 'la', 'gie', 'rale', 'de', 'veloppement', 'durable', 'et', 'la', 'soumettons', 'une', 'riode', 'de', 'consultation', 'publique', 'au', '24', 'juin', 'Que', 'pensez', 'vous', 'de', 'notre', 'gie', 'Faites', 'nous', 'part', 'de', 'votre', 'vision', 'pour', 'un', 'Canada', 'durable', 'http', 'ow', 'ly', '10ryuh', 'http', 'ow', 'ly', '10ryxl']","['le', u'printemp', u'est', 'la', u'prochain', u'foi', u'que', u'vous', u'ferez', u'vos', 'es', 'en', u'plein', u'air', 'au', u'canada', u'pensez', 'ce', u'que', u'signifi', u'pour', u'vous', 'un', u'canada', u'durabl', u'nous', u'avon', 'la', u'version', u'provisoir', 'de', 'la', u'gie', u'rale', 'de', u'velopp', u'durabl', 'et', 'la', u'soumetton', u'une', u'riod', 'de', u'consult', u'publiqu', 'au', '24', u'juin', u'que', u'pensez', u'vous', 'de', u'notr', u'gie', u'fait', u'nous', u'part', 'de', u'votr', u'vision', u'pour', 'un', u'canada', u'durabl', u'http', 'ow', 'ly', u'10ryuh', u'http', 'ow', 'ly', u'10ryxl']","Le printemps est arrivé. La prochaine fois que vous ferez vos activités préférées en plein air au Canada, pensez à ce que signifie pour vous un Canada durable. Nous avons publié la version provisoire de la Stratégie fédérale de développement durable et la soumettons à une période de consultation publique jusqu’au 24 juin. Que pensez vous de notre stratégie? Faites nous part de votre vision pour un Canada durable. http://ow.ly/10ryuh http://ow.ly/10ryxl",Environmental,1074,0.014285714285714287,fr
3,3,460123390028_10159273154960029,Timeline Photos,photo,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159273154960029/?type=3,2017-08-30 11:01:13,308,22,61,289,12,1,6,0,0,0,Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique! énÉnergie,['#G'],['http://ow.ly/xsJn30eEJkz'],Trouvez une solution au changement climatique vous tient ur Aidez nous finir notre avenir tique http ow ly xsJn30eEJkz nergie,"['Trouvez', 'une', 'solution', 'au', 'changement', 'climatique', 'vous', 'tient', 'ur', 'Aidez', 'nous', 'finir', 'notre', 'avenir', 'tique', 'http', 'ow', 'ly', 'xsJn30eEJkz', 'nergie']","[u'trouvez', u'une', u'solut', 'au', u'changement', u'climatiqu', u'vous', u'tient', 'ur', u'aidez', u'nous', u'finir', u'notr', u'avenir', u'tiqu', u'http', 'ow', 'ly', u'xsjn30eejkz', u'nergi']","Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",Social,391,-0.01527777777777778,fr
4,4,460123390028_10157795825810029,,video,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10157795825810029/,2016-11-23 09:01:44,183,106,35,153,17,4,2,2,5,0,,[],[],,['nan'],[u'nan'],,Social,324,0.03505867567118889,tl
5,5,460123390028_10158025485060029,Timeline Photos,photo,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10158025485060029/?type=3,2017-01-05 10:20:30,93,17,155,82,10,0,1,0,0,0,"À l’occasion du e anniversaire de la Confédération, l’accès à la réserve nationale de faune du Cap-Tourmente au Québec est gratuit toute l’année . Profitez-en pour redécouvrir la nature.",[],['http://ow.ly/Losi307IuQn'],occasion du 150e anniversaire de la ration la serve nationale de faune du Cap Tourmente au bec est gratuit toute 2017 Profitez en pour couvrir la nature http ow ly Losi307IuQn,"['occasion', 'du', '150e', 'anniversaire', 'de', 'la', 'ration', 'la', 'serve', 'nationale', 'de', 'faune', 'du', 'Cap', 'Tourmente', 'au', 'bec', 'est', 'gratuit', 'toute', '2017', 'Profitez', 'en', 'pour', 'couvrir', 'la', 'nature', 'http', 'ow', 'ly', 'Losi307IuQn']","[u'occas', 'du', u'150e', u'anniversair', 'de', 'la', u'ration', 'la', u'serv', u'national', 'de', u'faun', 'du', u'cap', u'tourment', 'au', u'bec', u'est', u'gratuit', u'tout', u'2017', u'profitez', 'en', u'pour', u'couvrir', 'la', u'natur', u'http', 'ow', 'ly', u'losi307iuqn']","À l’occasion du 150e anniversaire de la Confédération, l’accès à la réserve nationale de faune du Cap-Tourmente au Québec est gratuit toute l’année 2017. 

Profitez-en pour redécouvrir la nature. http://ow.ly/Losi307IuQn",Environmental,265,0.05172413793103448,fr
6,6,460123390028_10159232972350029,Timeline Photos,photo,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159232972350029/?type=3,2017-08-21 14:01:13,98,12,29,84,8,1,2,1,2,0,Le changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique! énÉnergie,['#G'],['http://ow.ly/FtKp30ez1HX'],Le changement climatique vous tient ur Aidez nous finir notre avenir tique http ow ly FtKp30ez1HX nergie,"['Le', 'changement', 'climatique', 'vous', 'tient', 'ur', 'Aidez', 'nous', 'finir', 'notre', 'avenir', 'tique', 'http', 'ow', 'ly', 'FtKp30ez1HX', 'nergie']","['le', u'changement', u'climatiqu', u'vous', u'tient', 'ur', u'aidez', u'nous', u'finir', u'notr', u'avenir', u'tiqu', u'http', 'ow', 'ly', u'ftkp30ez1hx', u'nergi']","Le changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/FtKp30ez1HX #GénÉnergie",Social,139,0.017857142857142856,fr
7,7,460123390028_10158598556285029,,video,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158598556285029/,2017-04-24 12:20:22,25,2,85,25,0,0,0,0,0,0,"Jeunes Canadiens! Participez au Grand concours canadien de vidéos dans le cadre de la Journée mondiale de l'environnement! Peu importe où vous vivez, une nature fascinante vous entoure, et nous voulons que vous le partagiez avec le reste du monde! Dites-nous quelle partie du patrimoine naturel canadien vous rend fier d’être Canadien! Voici où trouver les règlements:",[],['http://ow.ly/tnZa30b4YQZ'],Jeunes Canadiens Participez au Grand concours canadien de os dans le cadre de la mondiale de environnement Peu importe vous vivez une nature fascinante vous entoure et nous voulons que vous le partagiez avec le reste du monde Dites nous quelle partie du patrimoine naturel canadien vous rend fier Canadien Voici trouver les glements http ow ly tnZa30b4YQZ,"['Jeunes', 'Canadiens', 'Participez', 'au', 'Grand', 'concours', 'canadien', 'de', 'os', 'dans', 'le', 'cadre', 'de', 'la', 'mondiale', 'de', 'environnement', 'Peu', 'importe', 'vous', 'vivez', 'une', 'nature', 'fascinante', 'vous', 'entoure', 'et', 'nous', 'voulons', 'que', 'vous', 'le', 'partagiez', 'avec', 'le', 'reste', 'du', 'monde', 'Dites', 'nous', 'quelle', 'partie', 'du', 'patrimoine', 'naturel', 'canadien', 'vous', 'rend', 'fier', 'Canadien', 'Voici', 'trouver', 'les', 'glements', 'http', 'ow', 'ly', 'tnZa30b4YQZ']","[u'jeun', u'canadien', u'participez', 'au', u'grand', u'concour', u'canadien', 'de', 'os', u'dan', 'le', u'cadr', 'de', 'la', u'mondial', 'de', u'environn', u'peu', u'import', u'vous', u'vivez', u'une', u'natur', u'fascinant', u'vous', u'entour', 'et', u'nous', u'voulon', u'que', u'vous', 'le', u'partagiez', u'avec', 'le', u'rest', 'du', u'mond', u'dite', u'nous', u'quell', u'parti', 'du', u'patrimoin', u'naturel', u'canadien', u'vous', u'rend', u'fier', u'canadien', u'voici', u'trouver', u'les', u'glement', u'http', 'ow', 'ly', u'tnza30b4yqz']","Jeunes Canadiens! Participez au Grand concours canadien de vidéos dans le cadre de la Journée mondiale de l'environnement! Peu importe où vous vivez, une nature fascinante vous entoure, et nous voulons que vous le partagiez avec le reste du monde! Dites-nous quelle partie du patrimoine naturel canadien vous rend fier d’être Canadien! Voici où trouver les règlements: http://ow.ly/tnZa30b4YQZ",Environmental,112,0.2708333333333333,fr
8,8,460123390028_10158613321195029,,video,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158613321195029/,2017-04-27 15:39:57,13,1,55,10,1,1,0,1,0,0,"Le Canada compte espèces qui sont en péril en raison de la dégradation et de la perte de l’écosystème. Il incombe à tous les Canadiens de travailler ensemble pour protéger et conserver leur habitat. Aujourd’hui, un comité consultatif nouvellement formé s’est réuni avec la ministre McKenna dans le but de trouver des solutions pratiques pour le bien de ces êtres vivants. En travaillant ensemble, nous protégeons la santé des espèces sauvages et des écosystèmes du Canada!",[],[],Le Canada compte 532 ces qui sont en ril en raison de la gradation et de la perte de Il incombe tous les Canadiens de travailler ensemble pour ger et conserver leur habitat hui un consultatif nouvellement est uni avec la ministre McKenna dans le de trouver des solutions pratiques pour le bien de ces vivants En travaillant ensemble nous geons la des ces sauvages et des mes du Canada,"['Le', 'Canada', 'compte', '532', 'ces', 'qui', 'sont', 'en', 'ril', 'en', 'raison', 'de', 'la', 'gradation', 'et', 'de', 'la', 'perte', 'de', 'Il', 'incombe', 'tous', 'les', 'Canadiens', 'de', 'travailler', 'ensemble', 'pour', 'ger', 'et', 'conserver', 'leur', 'habitat', 'hui', 'un', 'consultatif', 'nouvellement', 'est', 'uni', 'avec', 'la', 'ministre', 'McKenna', 'dans', 'le', 'de', 'trouver', 'des', 'solutions', 'pratiques', 'pour', 'le', 'bien', 'de', 'ces', 'vivants', 'En', 'travaillant', 'ensemble', 'nous', 'geons', 'la', 'des', 'ces', 'sauvages', 'et', 'des', 'mes', 'du', 'Canada']","['le', u'canada', u'compt', u'532', u'ces', u'qui', u'sont', 'en', u'ril', 'en', u'raison', 'de', 'la', u'gradat', 'et', 'de', 'la', u'pert', 'de', 'il', u'incomb', u'tous', u'les', u'canadien', 'de', u'travail', u'ensembl', u'pour', u'ger', 'et', u'conserv', u'leur', u'habitat', u'hui', 'un', u'consultatif', u'nouvel', u'est', u'uni', u'avec', 'la', u'ministr', u'mckenna', u'dan', 'le', 'de', u'trouver', u'des', u'solut', u'pratiqu', u'pour', 'le', u'bien', 'de', u'ces', u'vivant', 'en', u'travail', u'ensembl', u'nous', u'geon', 'la', u'des', u'ces', u'sauvag', 'et', u'des', u'mes', 'du', u'canada']","Le Canada compte 532 espèces qui sont en péril en raison de la dégradation et de la perte de l’écosystème. Il incombe à tous les Canadiens de travailler ensemble pour protéger et conserver leur habitat. Aujourd’hui, un comité consultatif nouvellement formé s’est réuni avec la ministre McKenna dans le but de trouver des solutions pratiques pour le bien de ces êtres vivants. En travaillant ensemble, nous protégeons la santé des espèces sauvages et des écosystèmes du Canada!",Environmental,69,0.0,fr
9,9,460123390028_10159463332170029,,video,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10159463332170029/,2017-10-12 11:05:00,18,0,43,13,5,0,0,0,0,0,"Saviez-vous que l’entrée à la réserve nationale de faune du Cap Tourmente est gratuite en , dans le cadre des célébrations du ? Planifiez une visite en famille en octobre pour admirer le spectacle de couleurs automnales offert par la nature.",['#Canada150'],['http://ow.ly/Kuks30fPDrf'],Saviez vous que la serve nationale de faune du Cap Tourmente est gratuite en 2017 dans le cadre des brations du Canada150 Planifiez une visite en famille en octobre pour admirer le spectacle de couleurs automnales offert par la nature http ow ly Kuks30fPDrf,"['Saviez', 'vous', 'que', 'la', 'serve', 'nationale', 'de', 'faune', 'du', 'Cap', 'Tourmente', 'est', 'gratuite', 'en', '2017', 'dans', 'le', 'cadre', 'des', 'brations', 'du', 'Canada150', 'Planifiez', 'une', 'visite', 'en', 'famille', 'en', 'octobre', 'pour', 'admirer', 'le', 'spectacle', 'de', 'couleurs', 'automnales', 'offert', 'par', 'la', 'nature', 'http', 'ow', 'ly', 'Kuks30fPDrf']","[u'saviez', u'vous', u'que', 'la', u'serv', u'national', 'de', u'faun', 'du', u'cap', u'tourment', u'est', u'gratuit', 'en', u'2017', u'dan', 'le', u'cadr', u'des', u'bration', 'du', u'canada150', u'planifiez', u'une', u'visit', 'en', u'famill', 'en', u'octobr', u'pour', u'admir', 'le', u'spectacl', 'de', u'couleur', u'automnal', u'offert', u'par', 'la', u'natur', u'http', 'ow', 'ly', u'kuks30fpdrf']","Saviez-vous que l’entrée à la réserve nationale de faune du Cap Tourmente est gratuite en 2017, dans le cadre des célébrations du #Canada150? Planifiez une visite en famille en octobre pour admirer le spectacle de couleurs automnales offert par la nature. http://ow.ly/Kuks30fPDrf",Social,61,0.0,fr
