comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
10155987397152888_10156018746752888,377625007887_10155987397152888,,2018-01-11 17:48,1,0,0,0,1,0,0,0,FranÃ§ois Oli Pouch,[],[],ois Oli Pouch,"['ois', 'Oli', 'Pouch']","[u'oi', u'oli', u'pouch']",FranÃ§ois Oli Pouch,0.0,neutral
10155985286837888_10155986243657888,377625007887_10155985286837888,,2017-12-29 18:12,0,0,0,0,0,0,0,0,Hayat Mektane ?,[],[],Hayat Mektane,"['Hayat', 'Mektane']","[u'hayat', u'mektan']",Hayat Mektane ? ðŸ˜±,0.0,neutral
10155985286837888_10155986267352888,377625007887_10155985286837888,,2017-12-29 18:26,1,1,0,0,0,0,0,0,"Moi jâ€™ai la GLE ,jâ€™espÃ¨re que tout est correct. Merci beautÃ©.",[],[],Moi ai la GLE que tout est correct Merci,"['Moi', 'ai', 'la', 'GLE', 'que', 'tout', 'est', 'correct', 'Merci']","[u'moi', 'ai', 'la', u'gle', u'que', u'tout', u'est', u'correct', u'merci']","Moi jâ€™ai la GLE 400,jâ€™espÃ¨re que tout est correct.
Merci beautÃ©.",0.30666666666666664,positive
10155979129422888_10155980399357888,377625007887_10155979129422888,,2017-12-27 10:01,0,0,0,0,0,0,0,0,Zachary Bellerose respecte la loi!,[],[],Zachary Bellerose respecte la loi,"['Zachary', 'Bellerose', 'respecte', 'la', 'loi']","[u'zachari', u'belleros', u'respect', 'la', u'loi']",Zachary Bellerose respecte la loi!,0.0,neutral
10155979129422888_10155980701067888,377625007887_10155979129422888,,2017-12-27 12:32,0,0,0,0,0,0,0,0,Justyn Leger,[],[],Justyn Leger,"['Justyn', 'Leger']","[u'justyn', u'leger']",Justyn Leger,0.18,positive
10155979129422888_10155981152287888,377625007887_10155979129422888,,2017-12-27 15:55,1,1,0,0,0,0,0,0,Anthony Beaulieu,[],[],Anthony Beaulieu,"['Anthony', 'Beaulieu']","[u'anthoni', u'beaulieu']",Anthony Beaulieu,0.0,neutral
10155979129422888_10155985031762888,377625007887_10155979129422888,,2017-12-29 7:46,0,0,0,0,0,0,0,0,Maxime Fortin,[],[],Maxime Fortin,"['Maxime', 'Fortin']","[u'maxim', u'fortin']",Maxime Fortin,0.0,neutral
10155977755587888_10155979591052888,377625007887_10155977755587888,,2017-12-27 0:39,0,0,0,0,0,0,0,0,Stephanie Thibault tssay â€”> E,[],[],Stephanie Thibault tssay,"['Stephanie', 'Thibault', 'tssay']","[u'stephani', u'thibault', u'tssay']","Stephanie Thibault tssay 
â€”> E",0.0,neutral
10155973851452888_10155973882557888,377625007887_10155973851452888,,2017-12-24 20:11,0,0,0,0,0,0,0,0,Un trÃ¨s Joyeux Temps des FÃªtes et un trÃ¨s Joyeux NoÃªl! Happy Holidays!! Merry Christmas!! Good bye! ï¸ï¸ [[PHOTO]],[],[],Un Joyeux Temps des et un Joyeux Happy Holidays Merry Christmas Good bye PHOTO,"['Un', 'Joyeux', 'Temps', 'des', 'et', 'un', 'Joyeux', 'Happy', 'Holidays', 'Merry', 'Christmas', 'Good', 'bye', 'PHOTO']","['un', u'joyeux', u'temp', u'des', 'et', 'un', u'joyeux', u'happi', u'holiday', u'merri', u'christma', u'good', u'bye', u'photo']",Un trÃ¨s Joyeux Temps des FÃªtes et un trÃ¨s Joyeux NoÃªl!  Happy Holidays!! Merry Christmas!! Good bye! ðŸŽ„ðŸ§ðŸŽðŸŽ€â„ï¸â˜ƒï¸ [[PHOTO]],0.775,positive
10155973851452888_10155974120317888,377625007887_10155973851452888,,2017-12-24 22:10,1,1,0,0,0,0,0,0,Cami Choux hahahha,[],[],Cami Choux hahahha,"['Cami', 'Choux', 'hahahha']","[u'cami', u'choux', u'hahahha']",Cami Choux hahahha,0.0,neutral
10155973851452888_10155975975252888,377625007887_10155973851452888,10155973851452888_10155974120317888,2017-12-25 13:58,0,0,0,0,0,0,0,0,Ahaha,[],[],Ahaha,['Ahaha'],[u'ahaha'],Ahaha xD,0.0,neutral
10155963065217888_10155973618502888,377625007887_10155963065217888,,2017-12-24 18:07,0,0,0,0,0,0,0,0,Non mais ok as Ussi le culot de faire des appelle a nos fraits .,[],[],Non ok Ussi culot faire appelle fraits,"['Non', 'ok', 'Ussi', 'culot', 'faire', 'appelle', 'fraits']","[u'non', 'ok', u'ussi', u'culot', u'fair', u'appell', u'frait']","Non mais ok as Ussi le culot de faire des appelle a nos fraits 
.",-0.01,negative
10155972231752888_10155972358477888,377625007887_10155972231752888,,2017-12-24 8:57,0,0,0,0,0,0,0,0,Odrey Lane Blais,[],[],Odrey Lane Blais,"['Odrey', 'Lane', 'Blais']","[u'odrey', u'lane', u'blai']",Odrey Lane Blais,0.0,neutral
10155972231752888_10155999834372888,377625007887_10155972231752888,,2018-01-04 0:37,0,0,0,0,0,0,0,0,Camille Laflamme Robert,[],[],Camille Laflamme Robert,"['Camille', 'Laflamme', 'Robert']","[u'camill', u'laflamm', u'robert']",Camille Laflamme Robert,0.0,neutral
10155970037967888_10155970412572888,377625007887_10155970037967888,,2017-12-23 12:37,0,0,0,0,0,0,0,0,hhhhhhhhhh c'est drole,[],[],hhhhhhhhhh est drole,"['hhhhhhhhhh', 'est', 'drole']","[u'hhhhhhhhhh', u'est', u'drole']",hhhhhhhhhh c'est drole,0.0,neutral
10155970037967888_10155973806172888,377625007887_10155970037967888,,2017-12-24 19:40,0,0,0,0,0,0,0,0,Laaaa bessaho,[],[],Laaaa bessaho,"['Laaaa', 'bessaho']","[u'laaaa', u'bessaho']",Laaaa bessaho,0.0,neutral
10155968658392888_10155970763402888,377625007887_10155968658392888,,2017-12-23 15:43,0,0,0,0,0,0,0,0,Moi jprendrai pu lavion du canada depuis que certain individus on le droit davoir un certain couteau religieux sur eux dans les avions,[],[],jprendrai pu lavion canada depuis certain individus droit davoir certain couteau religieux les,"['jprendrai', 'pu', 'lavion', 'canada', 'depuis', 'certain', 'individus', 'droit', 'davoir', 'certain', 'couteau', 'religieux', 'les']","[u'jprendrai', 'pu', u'lavion', u'canada', u'depui', u'certain', u'individus', u'droit', u'davoir', u'certain', u'couteau', u'religieux', u'les']",Moi jprendrai pu lavion du canada depuis que certain individus on le droit davoir un certain couteau religieux sur eux dans les avions,0.1875,positive
10155965912767888_10155966050977888,377625007887_10155965912767888,,2017-12-21 19:42,1,1,0,0,0,0,0,0,Jimy Gilbert,[],[],Jimy Gilbert,"['Jimy', 'Gilbert']","[u'jimi', u'gilbert']",Jimy Gilbert,0.0,neutral
10155965912767888_10155966133212888,377625007887_10155965912767888,,2017-12-21 20:21,1,1,0,0,0,0,0,0,Karl Isabel,[],[],Karl Isabel,"['Karl', 'Isabel']","[u'karl', u'isabel']",Karl Isabel,0.0,neutral
10155965912767888_10155966139212888,377625007887_10155965912767888,10155965912767888_10155966133212888,2017-12-21 20:22,1,1,0,0,0,0,0,0,Merci mec,[],[],Merci mec,"['Merci', 'mec']","[u'merci', u'mec']",Merci mecðŸ‘ðŸ½,0.3,positive
10155965912767888_10155966140637888,377625007887_10155965912767888,10155965912767888_10155966133212888,2017-12-21 20:23,1,1,0,0,0,0,0,0,fais plaisir faut pas tu te plante encore big ej tien a toer ï¸,[],[],fais plaisir faut pas tu te plante encore big ej tien toer,"['fais', 'plaisir', 'faut', 'pas', 'tu', 'te', 'plante', 'encore', 'big', 'ej', 'tien', 'toer']","[u'fai', u'plaisir', u'faut', u'pas', 'tu', 'te', u'plant', u'encor', u'big', 'ej', u'tien', u'toer']",fais plaisir faut pas tu te plante encore big ej tien a toer ðŸ’ªðŸ»â¤ï¸ðŸ˜‰,0.15,positive
10155965912767888_10155966141957888,377625007887_10155965912767888,10155965912767888_10155966133212888,2017-12-21 20:23,1,1,0,0,0,0,0,0,Moi tou mon potï¸,[],[],Moi tou mon,"['Moi', 'tou', 'mon']","[u'moi', u'tou', u'mon']",Moi tou mon potâ¤ï¸,0.0,neutral
10155965912767888_10155966145567888,377625007887_10155965912767888,10155965912767888_10155966133212888,2017-12-21 20:25,1,1,0,0,0,0,0,0,va falloir rider jai mais passe de trail on sorganise dequoi soon,[],[],va falloir rider jai passe trail sorganise dequoi soon,"['va', 'falloir', 'rider', 'jai', 'passe', 'trail', 'sorganise', 'dequoi', 'soon']","['va', u'falloir', u'rider', u'jai', u'pass', u'trail', u'sorganis', u'dequoi', u'soon']",va falloir rider jai mais passe de trail on sorganise  dequoi soon ðŸ˜‰,0.0,neutral
10155965912767888_10155966148322888,377625007887_10155965912767888,10155965912767888_10155966133212888,2017-12-21 20:26,1,1,0,0,0,0,0,0,C sur,[],[],,[],[],C sur;),0.25,positive
10155965912767888_10155966139437888,377625007887_10155965912767888,,2017-12-21 20:23,0,0,0,0,0,0,0,0,Keven Bolduc,[],[],Keven Bolduc,"['Keven', 'Bolduc']","[u'keven', u'bolduc']",Keven Bolduc,0.0,neutral
10155965912767888_10155966166657888,377625007887_10155965912767888,,2017-12-21 20:33,0,0,0,0,0,0,0,0,Luc Gauthier,[],[],Luc Gauthier,"['Luc', 'Gauthier']","[u'luc', u'gauthier']",Luc Gauthier,0.0,neutral
10155965912767888_10155966203702888,377625007887_10155965912767888,,2017-12-21 20:44,0,0,0,0,0,0,0,0,"Sylvain Roy, Stephane Dionne",[],[],Sylvain Roy Stephane Dionne,"['Sylvain', 'Roy', 'Stephane', 'Dionne']","[u'sylvain', u'roy', u'stephan', u'dionn']","Sylvain Roy, Stephane Dionne",0.0,neutral
10155965912767888_10155967074647888,377625007887_10155965912767888,10155965912767888_10155966203702888,2017-12-22 6:22,0,0,0,0,0,0,0,0,Non le mien est correct ya pas sa ces un,[],[],Non mien correct ya,"['Non', 'mien', 'correct', 'ya']","[u'non', u'mien', u'correct', 'ya']",Non le mien est correct ya pas sa ces un 2008ðŸ˜‰,0.195,positive
10155965912767888_10155966221572888,377625007887_10155965912767888,,2017-12-21 20:50,1,1,0,0,0,0,0,0,Olivier Bourg,[],[],Olivier Bourg,"['Olivier', 'Bourg']","[u'olivi', u'bourg']",Olivier Bourg,0.0,neutral
