comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
387135848394703_387192018389086,299048997203389_387135848394703,,2017-12-29 21:20,0,0,0,0,0,0,0,0,Bonne route.... Prudence,[],[],Bonne route Prudence,"['Bonne', 'route', 'Prudence']","[u'bonn', u'rout', u'prudenc']","Bonne route....
Prudence",0.7,positive
381981638910124_386972915077663,299048997203389_381981638910124,,2017-12-29 10:24,1,1,0,0,0,0,0,0,Rendu possible grÃ¢ce aux sonars posÃ©s aux Chantier Davie Canada Inc. en !,[],[],Rendu possible ce aux sonars aux Chantier Davie Canada Inc en,"['Rendu', 'possible', 'ce', 'aux', 'sonars', 'aux', 'Chantier', 'Davie', 'Canada', 'Inc', 'en']","[u'rendu', u'possibl', 'ce', u'aux', u'sonar', u'aux', u'chantier', u'davi', u'canada', u'inc', 'en']",Rendu possible grÃ¢ce aux sonars posÃ©s aux Chantier Davie Canada Inc. en 2014!,0.0,neutral
381873355587619_386733421768279,299048997203389_381873355587619,,2017-12-28 23:55,1,1,0,0,0,0,0,0,Daaph St-Maurice LÃ©onard,[],[],Daaph St Maurice onard,"['Daaph', 'St', 'Maurice', 'onard']","[u'daaph', 'st', u'mauric', u'onard']",Daaph St-Maurice LÃ©onard,0.0,neutral
381986238909664_385518705223084,299048997203389_381986238909664,,2017-12-26 11:11,2,2,0,0,0,0,0,0,Dave Taillon,[],[],Dave Taillon,"['Dave', 'Taillon']","[u'dave', u'taillon']",Dave Taillon,0.0,neutral
381986238909664_385540568554231,299048997203389_381986238909664,381986238909664_385518705223084,2017-12-26 12:06,0,0,0,0,0,0,0,0,Go!,[],[],Go,['Go'],['go'],Go! ðŸ˜‰,0.0,neutral
381986238909664_385541675220787,299048997203389_381986238909664,381986238909664_385518705223084,2017-12-26 12:10,1,1,0,0,0,0,0,0,Le simulateur de navigation a lâ€™air vraiment hot. Pis tu pourrais lâ€™ai torcher dans tout les sports payÃ© pour tâ€™entraÃ®ner...,[],[],Le simulateur de navigation air vraiment hot Pis tu pourrais ai torcher dans tout les sports pour ner,"['Le', 'simulateur', 'de', 'navigation', 'air', 'vraiment', 'hot', 'Pis', 'tu', 'pourrais', 'ai', 'torcher', 'dans', 'tout', 'les', 'sports', 'pour', 'ner']","['le', u'simulateur', 'de', u'navig', u'air', u'vraiment', u'hot', u'pis', 'tu', u'pourrai', 'ai', u'torcher', u'dan', u'tout', u'les', u'sport', u'pour', u'ner']",Le simulateur de navigation a lâ€™air vraiment hot. Pis tu pourrais lâ€™ai torcher dans tout les sports ðŸ˜œ payÃ© pour tâ€™entraÃ®ner...,0.11,positive
381986238909664_385674541874167,299048997203389_381986238909664,381986238909664_385518705223084,2017-12-26 20:30,0,0,0,0,0,0,0,0,C tu les inscription OD sa?,[],[],les inscription OD,"['les', 'inscription', 'OD']","[u'les', u'inscript', 'od']",C tu les inscription OD 2018 sa?,0.0,neutral
381986238909664_385674855207469,299048997203389_381986238909664,381986238909664_385518705223084,2017-12-26 20:31,2,1,1,0,0,0,0,0,Oui a like je mâ€™inscris,[],[],Oui like je inscris,"['Oui', 'like', 'je', 'inscris']","[u'oui', u'like', 'je', u'inscri']",Oui a 5 like je mâ€™inscris,0.01,positive
381986238909664_386243698483918,299048997203389_381986238909664,,2017-12-28 1:33,0,0,0,0,0,0,0,0,Massine Bouchard-Dafi,[],[],Massine Bouchard Dafi,"['Massine', 'Bouchard', 'Dafi']","[u'massin', u'bouchard', u'dafi']",Massine Bouchard-Dafi,0.0,neutral
381844575590497_385000908608197,299048997203389_381844575590497,,2017-12-25 9:13,3,3,0,0,0,0,0,0,"Merci, de la part du personnel du NGCC DesGroseilliers. On travaille aujourd'hui, la saison des escortes de navires et bien commencÃ©e Ã  QuÃ©bec",[],[],Merci de la part du personnel du NGCC DesGroseilliers travaille aujourd hui la saison des escortes de navires et bien bec,"['Merci', 'de', 'la', 'part', 'du', 'personnel', 'du', 'NGCC', 'DesGroseilliers', 'travaille', 'aujourd', 'hui', 'la', 'saison', 'des', 'escortes', 'de', 'navires', 'et', 'bien', 'bec']","[u'merci', 'de', 'la', u'part', 'du', u'personnel', 'du', u'ngcc', u'desgroseilli', u'travaill', u'aujourd', u'hui', 'la', u'saison', u'des', u'escort', 'de', u'navir', 'et', u'bien', u'bec']","Merci, de la part du personnel du NGCC DesGroseilliers. On travaille aujourd'hui, la saison des escortes de navires et bien commencÃ©e Ã  QuÃ©bec",0.11666666666666665,positive
381844575590497_385013701940251,299048997203389_381844575590497,,2017-12-25 9:49,1,1,0,0,0,0,0,0,Joyeux NoÃ«l Linda !,[],[],Joyeux Linda,"['Joyeux', 'Linda']","[u'joyeux', u'linda']",Joyeux NoÃ«l Linda !,0.6875,positive
383249925449962_385412765233678,299048997203389_383249925449962,,2017-12-26 7:23,0,0,0,0,0,0,0,0,Une station quelque part en Havre Saint-Pierre et Tadoussac ne serait pas une mauvaise chose.....,[],[],station quelque part Havre Saint Pierre Tadoussac mauvaise chose,"['station', 'quelque', 'part', 'Havre', 'Saint', 'Pierre', 'Tadoussac', 'mauvaise', 'chose']","[u'station', u'quelqu', u'part', u'havr', u'saint', u'pierr', u'tadoussac', u'mauvais', u'chose']",Une station quelque part en Havre Saint-Pierre et Tadoussac ne serait pas une mauvaise chose.....,-0.71,negative
381944108913877_388370844937870,299048997203389_381944108913877,,2017-12-31 20:38,0,0,0,0,0,0,0,0,Ã€ mon Ã©poque le programme Ã©tait contingentÃ©. Je suis rester sur le quai. Aujourdâ€™hui jâ€™aimerai bien avoir la chance dâ€™y faire des Ã©tudes.,[],[],mon poque le programme tait Je suis rester sur le quai hui aimerai bien avoir la chance faire des tudes,"['mon', 'poque', 'le', 'programme', 'tait', 'Je', 'suis', 'rester', 'sur', 'le', 'quai', 'hui', 'aimerai', 'bien', 'avoir', 'la', 'chance', 'faire', 'des', 'tudes']","[u'mon', u'poqu', 'le', u'programm', u'tait', 'je', u'sui', u'rester', u'sur', 'le', u'quai', u'hui', u'aimerai', u'bien', u'avoir', 'la', u'chanc', u'fair', u'des', u'tude']","Ã€ mon Ã©poque le programme Ã©tait contingentÃ©.  Je suis rester sur le quai.  
Aujourdâ€™hui jâ€™aimerai bien avoir la chance dâ€™y faire des Ã©tudes.",0.0,neutral
377614182680203_381069382334683,299048997203389_377614182680203,,2017-12-16 12:22,2,2,0,0,0,0,0,0,Verry good,[],[],Verry good,"['Verry', 'good']","[u'verri', u'good']",Verry goodðŸ˜˜,0.0,neutral
377614182680203_387164155058539,299048997203389_377614182680203,,2017-12-29 19:57,0,0,0,0,0,0,0,0,Que de souvenire!!!,[],[],souvenire,['souvenire'],[u'souvenir'],Que de souvenire!!!,0.0,neutral
377612436013711_380696515705303,299048997203389_377612436013711,,2017-12-15 16:02,1,1,0,0,0,0,0,0,Belle Ã©quipe!,[],[],Belle quipe,"['Belle', 'quipe']","[u'bell', u'quip']",Belle Ã©quipe!,1.0,positive
379752549133033_379877525787202,299048997203389_379752549133033,,2017-12-13 20:38,1,1,0,0,0,0,0,0,Nice,[],[],Nice,['Nice'],[u'nice'],Nice,0.0,neutral
379752549133033_380481305726824,299048997203389_379752549133033,,2017-12-15 7:38,1,1,0,0,0,0,0,0,Super!,[],[],Super,['Super'],[u'super'],Super!,0.875,positive
