comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
1743688832369140_1752979774773379,1498541586883867_1743688832369140,,2017-12-29 12:39,1,1,0,0,0,0,0,0,Enjoy them while you can.,[],[],Enjoy,['Enjoy'],[u'enjoy'],Enjoy them while you can.,0.0,neutral
1742507832487240_1742594919145198,1498541586883867_1742507832487240,,2017-12-20 17:29,1,1,0,0,0,0,0,0,Bravo Parcs Canada !,[],[],Bravo Parcs Canada,"['Bravo', 'Parcs', 'Canada']","[u'bravo', u'parc', u'canada']",Bravo Parcs Canada  !,0.0,neutral
1742341519170538_1742747629129927,1498541586883867_1742341519170538,,2017-12-20 21:08,1,1,0,0,0,0,0,0,TrÃ¨s intÃ©ressant.,[],[],ressant,['ressant'],[u'ressant'],TrÃ¨s intÃ©ressant.,0.0,neutral
1742341519170538_1742787452459278,1498541586883867_1742341519170538,,2017-12-20 22:04,0,0,0,0,0,0,0,0,"Ã©rosion est aussi prÃ©sente pres des cÃ´tes Est du QuÃ©bec et rÃ©gion atlantique ,elle aura Ã©galement impacts gÃ©o Ã©conomiques et humanitaires aupres des collectivitÃ©s vivant pres de ces Ã©tendues d'eau",[],[],rosion est aussi sente pres des tes Est du bec et gion atlantique elle aura galement impacts conomiques et humanitaires aupres des vivant pres de ces tendues eau,"['rosion', 'est', 'aussi', 'sente', 'pres', 'des', 'tes', 'Est', 'du', 'bec', 'et', 'gion', 'atlantique', 'elle', 'aura', 'galement', 'impacts', 'conomiques', 'et', 'humanitaires', 'aupres', 'des', 'vivant', 'pres', 'de', 'ces', 'tendues', 'eau']","[u'rosion', u'est', u'aussi', u'sent', u'pres', u'des', u'tes', u'est', 'du', u'bec', 'et', u'gion', u'atlantiqu', u'ell', u'aura', u'galement', u'impact', u'conomiqu', 'et', u'humanitair', u'aupr', u'des', u'vivant', u'pres', 'de', u'ces', u'tendu', u'eau']","Ã©rosion est aussi prÃ©sente pres des cÃ´tes Est du QuÃ©bec et rÃ©gion atlantique ,elle aura Ã©galement impacts gÃ©o Ã©conomiques et humanitaires aupres des collectivitÃ©s vivant pres de ces Ã©tendues d'eau",0.8,positive
1734001466671210_1735185419886148,1498541586883867_1734001466671210,,2017-12-14 16:35,0,0,0,0,0,0,0,0,Dominic Simard,[],[],Dominic Simard,"['Dominic', 'Simard']","[u'domin', u'simard']",Dominic Simard,0.0,neutral
1713323022072388_1713601608711196,1498541586883867_1713323022072388,,2017-11-28 14:50,0,0,0,0,0,0,0,0,You have some people that are intrested but when it is time for the training and the person that is training them doesn't exactly show how to do thinks correctly. Then after /2 year you say that the person is not doing his job right and he looses his job. Very sad to see the person that loves their job and can not do it anymore!,[],[],people intrested time training person training exactly show thinks correctly year say person job right looses job sad see person loves job anymore,"['people', 'intrested', 'time', 'training', 'person', 'training', 'exactly', 'show', 'thinks', 'correctly', 'year', 'say', 'person', 'job', 'right', 'looses', 'job', 'sad', 'see', 'person', 'loves', 'job', 'anymore']","[u'peopl', u'intrest', u'time', u'train', u'person', u'train', u'exact', u'show', u'think', u'correct', u'year', u'say', u'person', u'job', u'right', u'loos', u'job', u'sad', u'see', u'person', u'love', u'job', u'anymor']",You have some people that are intrested but when it is time for the training and the person that is training them doesn't exactly show how to do thinks correctly. Then after 1 1/2 year you say that the person is not doing his job right and he looses his job. Very sad to see the person that loves their job and can not do it anymore!,0.0,neutral
1713323022072388_1713897852014905,1498541586883867_1713323022072388,,2017-11-28 20:36,0,0,0,0,0,0,0,0,Si seulement câ€™Ã©tait facile,[],[],Si seulement tait facile,"['Si', 'seulement', 'tait', 'facile']","['si', u'seulement', u'tait', u'facil']",Si seulement câ€™Ã©tait facile ðŸ™‚ ðŸ™‚,0.185,positive
1707320776005946_1708926192512071,1498541586883867_1707320776005946,,2017-11-25 15:22,0,0,0,0,0,0,0,0,JÃ©rome Boudreau,[],[],rome Boudreau,"['rome', 'Boudreau']","[u'rome', u'boudreau']",JÃ©rome Boudreau,0.0,neutral
1702320666505957_1706088999462457,1498541586883867_1702320666505957,,2017-11-23 11:14,1,0,1,0,0,0,0,0,Jâ€™en ai long Ã  dire watch out mon questionnaire Fredericke Morin,[],[],en ai long dire watch mon questionnaire Fredericke Morin,"['en', 'ai', 'long', 'dire', 'watch', 'mon', 'questionnaire', 'Fredericke', 'Morin']","['en', 'ai', u'long', u'dire', u'watch', u'mon', u'questionnair', u'frederick', u'morin']",Jâ€™en ai long Ã  dire watch out mon questionnaire Fredericke Morin,-0.4,negative
1702320666505957_1706376132767077,1498541586883867_1702320666505957,,2017-11-23 16:06,2,2,0,0,0,0,0,0,On en veux dans le nord aussi,[],[],veux nord aussi,"['veux', 'nord', 'aussi']","[u'veux', u'nord', u'aussi']",On en veux dans le nord aussi,0.0,neutral
