Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,language,average_sentiment_score,account_name,sentiment,lemmatized_text,matched_keywords,category,category
10,370233926766473_393560777767121,2017-12-13 18:17:01,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/393560777767121/?type=3,"Le Canada va de l’avant avec l’élaboration de la Norme sur les carburants propres pour réduire une quantité d’émissions annuelles équivalant au retrait de 7 millions de véhicules de la circulation!
Une des actions clés de notre plan canadien de lutte contre les changements climatiques sera de consulter les provinces, territoires, industrie et organismes non gouvernementaux pour leur demander leur avis. 
Consulter le cadre pour voir comment nous protégeons notre environnement, notre santé et notre prospérité future.
http://ow.ly/bmRG30hddEL","Le Canada va de l’avant avec l’élaboration de la Norme sur les carburants propres pour réduire une quantité d’émissions annuelles équivalant au retrait de millions de véhicules de la circulation! Une des actions clés de notre plan canadien de lutte contre les changements climatiques sera de consulter les provinces, territoires, industrie et organismes non gouvernementaux pour leur demander leur avis. Consulter le cadre pour voir comment nous protégeons notre environnement, notre santé et notre prospérité future.",[],0,0,4,0,0,0,0,0,0,0,4,fr,0.0,EnvironnementetChangementclimatique_facebook,neutral,"['canada', ""l'avant"", ""l'élaboration"", 'norme', 'les', 'carburant', 'propre', 'réduire', 'quantité', ""d'émissions"", 'annuelles', 'équivalant', 'retrait', 'million', 'véhicule', 'circulation', 'action', 'clé', 'plan', 'canadien', 'lutte', 'contre', 'les', 'changement', 'climatiques', 'consulter', 'les', 'province', 'territoire', 'industrie', 'organisme', 'non', 'gouvernementaux', 'demander', 'avis', 'consulter', 'cadre', 'voir', 'comment', 'protégeons', 'environnement', 'santé', 'prospérité', 'future', 'httpowlybmrg30hddel']","['propre', 'réduire', 'véhicule', 'changement', 'industrie', 'environnement', 'santé', 'santé']",Environmental,Environmental
11,370233926766473_390423974747468,2017-12-06 20:44:56,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/390423844747481/?type=3,"La ministre de l’Environnement et du Changement climatique, Catherine McKenna, a visité le Shanghai Environment and Energy Exchange. Cette organisation aide à bâtir un avenir plus durable en appuyant l’échange de droits d’émission de carbone en Chine.","La ministre de l’Environnement et du Changement climatique, Catherine McKenna, a visité le Shanghai Environment and Energy Exchange. Cette organisation aide à bâtir un avenir plus durable en appuyant l’échange de droits d’émission de carbone en Chine.",[],2,1,1,2,0,0,0,0,0,0,4,fr,0.0,EnvironnementetChangementclimatique_facebook,neutral,"['ministre', ""l'environnement"", 'changement', 'climatique', 'catherine', 'mckenna', 'visité', 'shanghai', 'environment', 'and', 'energy', 'exchange', 'cette', 'organisation', 'aide', 'bâtir', 'avenir', 'plus', 'durable', 'appuyant', ""l'échange"", 'droits', ""d'émission"", 'carbone', 'chine']","['ministre', 'changement', 'climatique', 'mckenna', 'avenir', 'durable', 'droits']",Environmental,Environmental
12,370233926766473_384142418708957,2017-11-22 20:19:29,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/384142418708957/?type=3,"Regardez la conseillère scientifique en chef, Dre Mona Nemer, animer une table ronde sur le fondement scientifique du Protocole de Montréal.

Les membres de la table ronde faisant partie de la communauté scientifique sont : Dr. Vitali Fioletov et Dr. Nathan Gillett d’Environnement et Changement climatique Canada, Dre Amanda Maycock de l’ University of Leeds au Royaume-Uni, Dr. Guus Velders de l’  Utrecht University  et de l’Institut national de santé publique et d’environnement des Pays-Bas, et Dre Anne Thompson du Centre de recherche NASA Goddard aux États-Unis. UN Environment","Regardez la conseillère scientifique en chef, Dre Mona Nemer, animer une table ronde sur le fondement scientifique du Protocole de Montréal. Les membres de la table ronde faisant partie de la communauté scientifique sont : Dr. Vitali Fioletov et Dr. Nathan Gillett d’Environnement et Changement climatique Canada, Dre Amanda Maycock de l’ University of Leeds au Royaume-Uni, Dr. Guus Velders de l’ Utrecht University et de l’Institut national de santé publique et d’environnement des Pays-Bas, et Dre Anne Thompson du Centre de recherche NASA Goddard aux États-Unis. UN Environment",[],2,0,2,2,0,0,0,0,0,0,4,fr,0.0,EnvironnementetChangementclimatique_facebook,neutral,"['regardez', 'conseiller', 'scientifique', 'chef', 'dre', 'mona', 'nemer', 'animer', 'table', 'ronde', 'fondement', 'scientifique', 'protocole', 'montréal', 'les', 'membre', 'table', 'ronde', 'faisant', 'partie', 'communauté', 'scientifique', 'vitali', 'fioletov', 'nathan', 'gillett', ""d'environnement"", 'changement', 'climatique', 'canada', 'dre', 'amanda', 'maycock', 'university', 'leeds', 'royaume-uni', 'guus', 'velders', 'utrecht', 'university', ""l'institut"", 'national', 'santé', 'publique', ""d'environnement"", 'pays-bas', 'dre', 'anne', 'thompson', 'centre', 'recherche', 'nasa', 'goddard', 'états-unis', 'environment']","['scientifique', 'scientifique', 'scientifique', 'scientifique', 'scientifique', 'scientifique', 'communauté', 'scientifique', 'scientifique', 'scientifique', 'changement', 'climatique', 'santé', 'santé', 'publique']",Social,Social
13,370233926766473_384883121968220,2017-11-24 13:15:29,https://www.facebook.com/EnvironnementetChangementclimatique/videos/384883121968220/,"Au cas où vous l’auriez manqué, la délégation du Canada a travaillé très fort à la COP23 à Bonn en Allemagne pour créer une planète durable pour les générations futures. Nous sommes tous unis pour l’#ActionClimatique.","Au cas où vous l’auriez manqué, la délégation du Canada a travaillé très fort à la COP23 à Bonn en Allemagne pour créer une planète durable pour les générations futures. Nous sommes tous unis pour l’.",['#ActionClimatique'],4,0,0,4,0,0,0,0,0,0,4,fr,0.0,EnvironnementetChangementclimatique_facebook,neutral,"['cas', ""l'auriez"", 'manqué', 'délégation', 'canada', 'travaillé', 'très', 'fort', 'cop23', 'bonn', 'allemagne', 'créer', 'planète', 'durable', 'les', 'génération', 'futures', 'tous', 'uni', ""l'#actionclimatique""]","['cop23', 'durable']",Environmental,Environmental
14,370233926766473_384452442011288,2017-11-23 13:48:21,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/384452382011294/?type=3,"Ne manquez pas la diffusion aujourd’hui, à 14 h 30 (HNE), de la discussion du groupe d’experts sur la science qui a contribué à rétablir la couche d’ozone et à lutter contre les changements climatiques en vertu du Protocole de Montréal.
 
Des scientifiques du monde entier, dont Vitali Fioletov et Nathan Gillet d’Environnement et Changement climatique Canada, en feront partie.","Ne manquez pas la diffusion aujourd’hui, à h (HNE), de la discussion du groupe d’eerts sur la science qui a contribué à rétablir la couche d’ozone et à lutter contre les changements climatiques en vertu du Protocole de Montréal. Des scientifiques du monde entier, dont Vitali Fioletov et Nathan Gillet d’Environnement et Changement climatique Canada, en feront partie.",[],3,0,1,3,0,0,0,0,0,0,4,fr,0.0,EnvironnementetChangementclimatique_facebook,neutral,"['manquez', 'diffusion', ""aujourd'hui"", 'hne', 'discussion', 'groupe', ""d'experts"", 'science', 'contribué', 'rétablir', 'couche', ""d'ozone"", 'lutter', 'contre', 'les', 'changement', 'climatiques', 'vertu', 'protocole', 'montréal', 'scientifique', 'monde', 'entier', 'dont', 'vitali', 'fioletov', 'nathan', 'gillet', ""d'environnement"", 'changement', 'climatique', 'canada', 'feront', 'partie']","['changement', 'scientifique', 'scientifique', 'scientifique', 'changement', 'climatique']",Social,Social
15,370233926766473_392068424583023,2017-12-10 08:40:03,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/392068424583023/?type=3,#CanadaEnChine – Mission commerciale de la ministre McKenna sur #TechnologiesPropres : l’entreprise ?? #ShellCansolv capte la pollution par le carbone avant qu’elle ne se retrouve dans l’atmosphère. http://ow.ly/w1nW30h7XPF #ActionClimatique,– Mission commerciale de la ministre McKenna sur : l’entreprise ?? capte la pollution par le carbone avant qu’elle ne se retrouve dans l’atmosphère.,"['#CanadaEnChine', '#TechnologiesPropres', '#ShellCansolv', '#ActionClimatique']",0,0,4,0,0,0,0,0,0,0,4,fr,0.0,EnvironnementetChangementclimatique_facebook,neutral,"['#canadaenchine', 'mission', 'commercial', 'ministre', 'mckenna', '#technologiespropres', ""l'entreprise"", '#shellcansolv', 'capte', 'pollution', 'carbone', 'avant', ""qu'elle"", 'retrouve', ""l'atmosphère"", 'httpowlyw1nw30h7xpf', '#actionclimatique']","['commercial', 'ministre', 'mckenna', '#technologiespropres', '#technologiespropres', 'pollution']",Economical,Economical
16,370233926766473_397148524075013,2017-12-21 16:20:07,https://www.facebook.com/EnvironnementetChangementclimatique/videos/397148524075013/,"Le 12 décembre, la ministre McKenna a participé à #OnePlanetSummit et a travaillé avec des leaders des secteurs public et privé sur une nouvelle et innovatrice #ActionClimatique.","Le décembre, la ministre McKenna a participé à et a travaillé avec des leaders des secteurs public et privé sur une nouvelle et innovatrice .","['#OnePlanetSummit', '#ActionClimatique']",2,0,2,2,0,0,0,0,0,0,4,fr,0.0,EnvironnementetChangementclimatique_facebook,neutral,"['décembre', 'ministre', 'mckenna', 'participé', '#oneplanetsummit', 'travaillé', 'leader', 'secteur', 'public', 'privé', 'nouveau', 'innovateur', '#actionclimatique']","['ministre', 'mckenna', 'secteur']",Economical,Economical
17,370233926766473_386279601828572,2017-11-27 16:51:41,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/386279558495243/?type=3,"La semaine dernière, Philippe Chemouny, gestionnaire à Environnement et changement climatique Canada, a gagné un Prix Ozone au cours de la 29e réunion des Parties du Protocole de Montréal. Il a été l’un des négociateurs clés du Canada dans certaines des négociations les plus difficiles relatives au Protocole de Montréal au cours des 20 dernières années, notamment l’Amendement de Kigali de 2016 visant à réduire progressivement les HFC. Pour en apprendre davantage au sujet de M. Chemouny : http://ow.ly/cnO930gQT6d","La semaine dernière, Philippe Chemouny, gestionnaire à Environnement et changement climatique Canada, a gagné un Prix Ozone au cours de la e réunion des Parties du Protocole de Montréal. Il a été l’un des négociateurs clés du Canada dans certaines des négociations les plus difficiles relatives au Protocole de Montréal au cours des dernières années, notamment l’Amendement de Kigali de visant à réduire progressivement les HFC. Pour en apprendre davantage au sujet de M. Chemouny : d",[],2,0,1,2,0,0,0,0,0,0,3,fr,0.0,EnvironnementetChangementclimatique_facebook,neutral,"['semaine', 'dernier', 'philippe', 'chemouny', 'gestionnaire', 'environnement', 'changement_climatique', 'canada', 'gagné', 'prix', 'ozone', 'cour', '29e', 'réunion', 'party', 'protocole', 'montréal', ""l'un"", 'négociateur', 'clé', 'canada', 'certaines', 'négociation', 'les', 'plus', 'difficiles', 'relative', 'protocole', 'montréal', 'cour', 'dernier', 'année', 'notamment', ""l'amendement"", 'kigali', '2016', 'visant', 'réduire', 'progressivement', 'les', 'hfc', 'apprendre', 'davantage', 'sujet', 'chemouny', 'httpowlycno930gqt6d']","['environnement', 'changement_climatique', 'réduire']",Environmental,Environmental
18,370233926766473_387170871739445,2017-11-29 16:10:51,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/387170788406120/?type=3,"Aujourd’hui, la ministre de l’Environnement et du Changement climatique, Catherine McKenna, était à la Chambre de commerce de la région de Toronto pour discuter de la façon dont les entreprises du Canada peuvent favoriser la croissance propre!","Aujourd’hui, la ministre de l’Environnement et du Changement climatique, Catherine McKenna, était à la Chambre de commerce de la région de Toronto pour discuter de la façon dont les entreprises du Canada peuvent favoriser la croissance propre!",[],3,0,0,3,0,0,0,0,0,0,3,fr,0.0,EnvironnementetChangementclimatique_facebook,neutral,"[""aujourd'hui"", 'ministre', ""l'environnement"", 'changement', 'climatique', 'catherine', 'mckenna', 'chambre', 'commerce', 'région', 'toronto', 'discuter', 'façon', 'dont', 'les', 'entreprise', 'canada', 'peuvent', 'favoriser', 'croissance', 'propre']","['ministre', 'changement', 'climatique', 'mckenna', 'commerce', 'entreprise', 'croissance', 'propre']",Economical,Economical
19,370233926766473_390765104713355,2017-12-07 14:22:35,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/390764648046734/?type=3,"Dans le cadre de la campagne Déployez vos ailes avec les 4-H, 4-H Canada aide les enfants à devenir des champions de l’environnement. En tant que membres des 4-H, vous pouvez participer en vous inscrivant à l’Expo-Sciences des 4-H Canada!
Renseignez-vous : http://ow.ly/zWcs30h59Wn","Dans le cadre de la campagne Déployez vos ailes avec les -H, -H Canada aide les enfants à devenir des champions de l’environnement. En tant que membres des -H, vous pouvez participer en vous inscrivant à l’E-Sciences des -H Canada! Renseignez-vous :",[],2,0,1,2,0,0,0,0,0,0,3,fr,0.0,EnvironnementetChangementclimatique_facebook,neutral,"['cadre', 'campagne', 'déployez', 'aile', 'les', '4-h', '4-h', 'canada', 'aide', 'les', 'enfant', 'devenir', 'champion', ""l'environnement"", 'tant', 'membre', '4-h', 'pouvez', 'participer', 'inscrivant', ""l'expo-sciences"", '4-h', 'canada', 'renseignez-vous', 'httpowlyzwcs30h59wn']",['enfant'],Social,Social
20,370233926766473_387490278374171,2017-11-30 12:01:36,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/387490278374171/?type=3,"À la COP23 BONN la ministre Catherine McKenna a rencontré le cinéaste canadien, Mark Terry, qui a créé un projet visant à présenter environ 300 vidéos de recherche sur le climat. Consultez la carte pour explorer ces vidéos produites dans le monde entier!
http://ow.ly/1rg830gU0tM","À la COP23 BONN la ministre Catherine McKenna a rencontré le cinéaste canadien, Mark Terry, qui a créé un projet visant à présenter environ vidéos de recherche sur le climat. Consultez la carte pour elorer ces vidéos produites dans le monde entier!",[],2,0,1,2,0,0,0,0,0,0,3,fr,0.0,EnvironnementetChangementclimatique_facebook,neutral,"['cop23', 'bonn', 'ministre', 'catherine', 'mckenna', 'rencontré', 'cinéaste', 'canadien', 'mark', 'terry', 'créé', 'projet', 'visant', 'présenter', 'environ', '300', 'vidéo', 'recherche', 'climat', 'consultez', 'carte', 'explorer', 'vidéo', 'produites', 'monde', 'entier', 'httpowly1rg830gu0tm']","['cop23', 'ministre', 'mckenna', 'projet', 'climat']",Environmental,Environmental
