Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,language,average_sentiment_score,sentiment,account_name,lemmatized_text,matched_keywords,category,category
0,946472147115036677,2017-12-28 20:05:19,['https://t.co/QaKcZTXdg'],Un gros merci ? de l’incroyable année #Canada150 de la part de tout le réseau de #ParcsCanada. https://t.co/QaKcZTXdg9,Un gros merci de incroyable Canada150 de la part de tout le seau de ParcsCanada https co QaKcZTXdg9,"['#Canada150', '#ParcsCanada']",82,260,342,ca,0.0,Neutral,ParcsCanada_tweeter,"['gros', 'merci', ""l'incroyable"", 'année', '#canada150', 'part', 'tout', 'réseau', '#parcscanada', 'httpstcoqakcztxdg9']",['#parcscanada'],Environmental,Environmental
1,830416468185587712,2017-02-11 14:01:29,"['https://t.co/DYwz9KHh95', 'https://t.co/xhhXcvpMSs']",Envie de découvrir les sites de #ParcsCanada? N’oubliez pas de commander votre carte d’entrée Découverte #GRATUITE! https://t.co/DYwz9KHh95 https://t.co/xhhXcvpMSs,Envie de couvrir les sites de ParcsCanada oubliez pas de commander votre carte couverte GRATUITE https co DYwz9KHh95 https co xhhXcvpMSs,"['#ParcsCanada', '#GRATUITE']",107,180,287,fr,0.0,Neutral,ParcsCanada_tweeter,"['envie', 'découvrir', 'les', 'site', '#parcscanada', ""n'oubliez"", 'commander', 'carte', ""d'entrée"", 'découverte', '#gratuite', 'httpstcodywz9khh95', 'httpstcoxhhxcvpmss']","['découvrir', '#parcscanada']",Social,Social
2,785488918368124929,2016-10-10 14:35:26,['https://t.co/tAY03UMNI'],Joyeuse #Actiondegrâce! Admirez les couleurs automnales dans l’un de nos parcs ou lieux historiques nationaux. https://t.co/tAY03UMNIc,Joyeuse ce Admirez les couleurs automnales dans un de nos parcs ou lieux historiques nationaux https co tAY03UMNIc,['#Actiondegr'],78,168,246,fr,0.0,Neutral,ParcsCanada_tweeter,"['joyeuse', '#actiondegrâce', 'admirez', 'les', 'couleur', 'automnales', ""l'un"", 'parc', 'lieu', 'historique', 'nationaux', 'httpstcotay03umnic']","['parc', 'historique']",Social,Social
3,895727338335424512,2017-08-10 19:23:33,"['https://t.co/GodnVHPA3A', 'https://t.co/xKSniBY6H']",Le parc national Qausuittuq est officiellement ouvert! C'est un archipel d'îles dans l'Extrême-Arctique : https://t.co/GodnVHPA3A #Nunavut https://t.co/xKSniBY6HU,Le parc national Qausuittuq est officiellement ouvert est un archipel les dans Arctique https co GodnVHPA3A Nunavut https co xKSniBY6HU,['#Nunavut'],50,145,195,fr,0.0,Neutral,ParcsCanada_tweeter,"['parc_national', 'qausuittuq', 'officiellement', 'ouvert', ""c'est"", 'archipel', ""d'îles"", ""l'extrême-arctique"", 'httpstcogodnvhpa3a', '#nunavut', 'httpstcoxksniby6hu']",['parc_national'],Social,Social
4,929115952972787712,2017-11-10 22:37:59,[],"RT @PMcanadien: Une pluie de 117 000 coquelicots, un pour chaque Canadien mort au combat, tombe sur l’édifice du Centre à Ottawa. #LeCanada…",RT PMcanadien Une pluie de 117 000 coquelicots un pour chaque Canadien mort au combat tombe sur difice du Centre Ottawa,['#LeCanada'],140,0,140,fr,0.0,Neutral,ParcsCanada_tweeter,"['pmcanadien', 'pluie', '117', '000', 'coquelicot', 'chaque', 'canadien', 'mort', 'combat', 'tombe', ""l'édifice"", 'centre', 'ottawa', '#lecanada…']","['coquelicot', 'combat']",Social,Social
5,856928406587535360,2017-04-25 17:50:27,[],"RT @ministre_ec: Dans le cadre de la stratégie de réintroduction du #bison, un bébé bison, le 1er depuis + de 140 ans, est né au @PNBanff……",RT Dans le cadre de la gie de introduction du bison un bison le 1er depuis de 140 ans est au,['#bison'],86,0,86,fr,0.0,Neutral,ParcsCanada_tweeter,"['ministre_ec', 'cadre', 'stratégie', 'réintroduction', '#bison', 'bébé', 'bison', '1er', 'depuis', '140', 'pnbanff……']",[],unknown,unknown
6,779363282553634816,2016-09-23 16:54:21,"['https://t.co/fOYbFnRP95', 'https://t.co/88whveqGPT']",RT @canada150e: À 100 jours de la fête! Comment allez-vous célébrer #Canada150 en 2017? https://t.co/fOYbFnRP95 https://t.co/88whveqGPT,RT canada150e 100 jours de la Comment allez vous brer Canada150 en 2017 https co fOYbFnRP95 https co 88whveqGPT,['#Canada150'],69,0,69,es,0.0,Neutral,ParcsCanada_tweeter,"['canada150e', '100', 'jour', 'fête', 'comment', 'allez-vous', 'célébrer', '#canada150', '2017', 'httpstcofoybfnrp95', 'httpstco88whveqgpt']",['célébrer'],Social,Social
7,927330967810990080,2017-11-06 00:25:06,['https://t.co/eTP5TgYKyB'],C'est le premier jour de la Semaine de l’ours polaire! ?? Restez à l’affût toute la semaine pour notre contenu intéressant! https://t.co/eTP5TgYKyB,est le premier jour de la Semaine de polaire Restez toute la semaine pour notre contenu ressant https co eTP5TgYKyB,[],19,47,66,fr,0.0,Neutral,ParcsCanada_tweeter,"[""c'est"", 'premier', 'jour', 'semaine', ""l'ours"", 'polaire', 'restez', ""l'affût"", 'toute', 'semaine', 'contenu', 'intéressant', 'httpstcoetp5tgykyb']",[],unknown,unknown
8,895335697497833472,2017-08-09 17:27:19,[],"RT @GCAutochtones: Pour la Journée internationale des peuples #autochtones, prenez un moment pour réfléchir à la richesse des cultures auto…",RT GCAutochtones Pour la internationale des peuples autochtones prenez un moment pour chir la richesse des cultures,['#autochtones'],65,0,65,fr,0.0,Neutral,ParcsCanada_tweeter,"['gcautochtones', 'journée', 'internationale', 'peuple', '#autochtones', 'prenez', 'moment', 'réfléchir', 'richesse', 'culture', 'auto…']",['culture'],Social,Social
9,865575303988469760,2017-05-19 14:30:08,"['https://t.co/fKLHj7WoxX', 'https://t.co/sDSJBsDvWq']",Elle est enfin arrivée!! Notre nouvelle #AppliPC rendra votre expérience dans nos sites encore plus mémorable! https://t.co/fKLHj7WoxX https://t.co/sDSJBsDvWq,Elle est enfin Notre nouvelle AppliPC rendra votre rience dans nos sites encore plus morable https co fKLHj7WoxX https co sDSJBsDvWq,['#AppliPC'],44,21,65,fr,0.0,Neutral,ParcsCanada_tweeter,"['enfin', 'arrivée', 'nouveau', '#applipc', 'rendra', 'expérience', 'site', 'encore', 'plus', 'mémorable', 'httpstcofklhj7woxx', 'httpstcosdsjbsdvwq']",[],unknown,unknown
