Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,language,average_sentiment_score,sentiment,account_name,lemmatized_text,matched_keywords,category,category
0,928380207253385217,2017-11-08 21:54:24,[],"RT @VeteransENG_CA: Today on Aboriginal Veterans Day, we salute the 1000s of Indigenous men &amp; women who have served #CanadaRemembers https:…",RT Today Aboriginal Veterans Day salute 1000s Indigenous men amp women served CanadaRemembers https,['#CanadaRemembers'],111,0,111,en,0.0,Neutral,AAC_Canada_tweeter,"['veteranseng_ca', 'today', 'aboriginal', 'veterans', 'day', 'salute', 'the', '1000s', 'indigenous', 'men', 'amp', 'women', 'who', 'have', 'served', '#canadaremembers', 'https…']",[],unknown,unknown
1,935625178683461634,2017-11-28 21:43:20,[],"RT @Greffier_GC: Au nom de la fonction publique du Canada, je présente des excuses à tous les fonctionnaires LGBTQ2 qui ont souffert à caus…",RT Au nom de la fonction publique du Canada je sente des excuses tous les fonctionnaires LGBTQ2 qui ont souffert,[],93,0,93,fr,0.0,Neutral,AAC_Canada_tweeter,"['greffier_gc', 'nom', 'fonction', 'publique', 'canada', 'présente', 'excuse', 'tous', 'les', 'fonctionnaire', 'lgbtq2', 'souffert', 'caus…']","['publique', 'fonctionnaire', 'lgbtq2', 'souffert']",Social,Social
2,884416668327346178,2017-07-10 14:19:00,[],"RT @JustinTrudeau: Dès le 21 sept., l'#AECG sera appliqué à 98 %, ce qui créera des emplois et des débouchés pour les entreprises : https:/…",RT JustinTrudeau le 21 sept AECG sera 98 ce qui era des emplois et des pour les entreprises https,['#AECG'],85,0,85,fr,0.0,Neutral,AAC_Canada_tweeter,"['justintrudeau', 'dès', 'sept', ""l'#aecg"", 'appliqué', 'créera', 'emploi', 'débouché', 'les', 'entreprise', 'https…']","['emploi', 'débouché', 'entreprise']",Economical,Economical
3,928712688552808448,2017-11-09 19:55:34,['https://t.co/nxO3khBAoA'],"RT @VeteransFR_CA: À la 11e heure du 11e jour du 11e mois, souvenez-vous des vétérans canadiens https://t.co/nxO3khBAoA #Lecanadasesouvient…",RT la 11e heure du 11e jour du 11e mois souvenez vous des rans canadiens https co nxO3khBAoA,['#Lecanadasesouvient'],83,0,83,fr,0.0,Neutral,AAC_Canada_tweeter,"['veteransfr_ca', '11e', 'heure', '11e', 'jour', '11e', 'mois', 'souvenez-vous', 'vétéran', 'canadien', 'httpstconxo3khbaoa', '#lecanadasesouvient…']",['vétéran'],Social,Social
4,914956862445031430,2017-10-02 20:54:49,[],RT @BiblioArchives: C’est le mois de l’#Histoiredesfemmes. Pouvez-vous nommer ces 100 femmes qui ont façonné notre pays? #PrendreSaPlaceow.…,RT BiblioArchives est le mois de Histoiredesfemmes Pouvez vous nommer ces 100 femmes qui ont notre pays PrendreSaPlaceow,"['#Histoiredesfemmes', '#PrendreSaPlaceow']",45,0,45,fr,0.0,Neutral,AAC_Canada_tweeter,"['biblioarchives', ""c'est"", 'mois', ""l'#histoiredesfemmes"", 'pouvez-vous', 'nommer', '100', 'femme', 'façonné', 'pays', '#prendresaplaceow…']","['femme', 'pays']",Social,Social
5,912780595356422145,2017-09-26 20:47:07,['https://t\xe2\x80\xa6'],RT @PMcanadien: Le PM annonce la nomination de la Dre Mona Nemer en tant que nouvelle conseillère scientifique en chef du Canada: https://t…,RT PMcanadien Le PM annonce la nomination de la Dre Mona Nemer en tant que nouvelle scientifique en chef du Canada https,[],45,0,45,fr,0.0,Neutral,AAC_Canada_tweeter,"['pmcanadien', 'annonce', 'nomination', 'dre', 'mona', 'nemer', 'tant', 'nouveau', 'conseiller', 'scientifique', 'chef', 'canada', 'httpst…']","['nomination', 'scientifique', 'scientifique', 'scientifique']",Social,Social
6,913778721626181632,2017-09-29 14:53:19,['https://t.\xe2\x80\xa6'],RT @PMcanadien: Âgé de 16 à 24 ans? Vous voulez faire une différence dans votre communauté? Postulez pour le #ConseilJeunessePM: https://t.…,RT PMcanadien de 16 24 ans Vous voulez faire une rence dans votre Postulez pour le ConseilJeunessePM https,['#ConseilJeunessePM'],45,0,45,fr,0.0,Neutral,AAC_Canada_tweeter,"['pmcanadien', 'âgé', 'voulez', 'faire', 'différence', 'communauté', 'postulez', '#conseiljeunessepm', 'httpst…']","['différence', 'communauté', '#conseiljeunessepm']",Social,Social
7,882342304308232193,2017-07-04 20:56:13,[],RT @Transports_gc: Le fonds national des corridors commerciaux de 2 G$ renforcera le commerce ??et la résilience du réseau de transport ??#…,RT Le fonds national des corridors commerciaux de renforcera le commerce et la silience du seau de transport,['#'],37,0,37,fr,0.0,Neutral,AAC_Canada_tweeter,"['transports_gc', 'fond', 'national', 'corridor', 'commercial', 'gramme', 'renforcera', 'commerce', '??et', 'résilience', 'réseau_de_transport', '??#…']","['commercial', 'commerce', 'résilience', 'résilience', 'réseau_de_transport']",Economical,Economical
8,839211264580603904,2017-03-07 20:28:51,['https://t.co/HqANx1tXt'],Notre service de médiation peut aider à alléger les dettes agricoles. Informez-vous. https://t.co/HqANx1tXtu,Notre service de diation peut aider ger les dettes agricoles Informez vous https co HqANx1tXtu,[],10,25,35,fr,0.0,Neutral,AAC_Canada_tweeter,"['service', 'médiation', 'peut', 'aider', 'alléger', 'les', 'dette', 'agricoles', 'informez-vous', 'httpstcohqanx1txtu']","['aider', 'dette']",Social,Social
9,871772078986362880,2017-06-05 16:53:55,['https://t\xe2\x80\xa6'],"RT @PMcanadien: Aujourd'hui, nous nous joignons à la communauté internationale pour célébrer la #JournéeMondialeDelEnvironnement: https://t…",RT PMcanadien Aujourd hui nous nous joignons la internationale pour brer la eMondialeDelEnvironnement https,['#Journ'],34,0,34,fr,0.0,Neutral,AAC_Canada_tweeter,"['pmcanadien', ""aujourd'hui"", 'joignons', 'communauté', 'internationale', 'célébrer', '#journéemondialedelenvironnement', 'httpst…']","['communauté', 'célébrer', '#journéemondialedelenvironnement']",Social,Social
10,928273330259546112,2017-11-08 14:49:43,[],RT @VeteransFR_CA: C’est la Semaine des vétérans! Souvenons-ns des Canadiens &amp; Canadiennes qui ont servi le pays #LeCanadasesouvient https:…,RT est la Semaine des rans Souvenons ns des Canadiens amp Canadiennes qui ont servi le pays LeCanadasesouvient https,['#LeCanadasesouvient'],31,0,31,fr,0.0,Neutral,AAC_Canada_tweeter,"['veteransfr_ca', ""c'est"", 'semaine', 'vétéran', 'souvenons-ns', 'canadien', 'amp', 'canadien', 'servi', 'pays', '#lecanadasesouvient', 'https…']","['vétéran', 'servi', 'pays', '#lecanadasesouvient']",Social,Social
11,910229280340180992,2017-09-19 19:49:06,[],RT @CommerceCanada: 21 SEPTEMBRE : Regardez en direct le lancement de l’Accord Canada-Union européenne #AECG. Innombrables occasions pour #…,RT CommerceCanada 21 SEPTEMBRE Regardez en direct le lancement de Accord Canada Union enne AECG Innombrables occasions pour,"['#AECG', '#']",29,0,29,fr,0.1,Neutral,AAC_Canada_tweeter,"['commercecanada', 'septembre', 'regardez', 'direct', 'lancement', ""l'accord"", 'canada-union', 'européen', '#aecg', 'innombrables', 'occasion']","['#aecg', 'occasion']",Economical,Economical
12,929093176345972736,2017-11-10 21:07:29,[],RT @VeteransFR_CA: La Tombe du Soldat inconnu rend hommage aux 118 000 Canadiens et plus qui ont donné leur vie #LeCanadasesouvient https:/…,RT La Tombe du Soldat inconnu rend hommage aux 118 000 Canadiens et plus qui ont leur vie LeCanadasesouvient https,['#LeCanadasesouvient'],29,0,29,fr,0.0,Neutral,AAC_Canada_tweeter,"['veteransfr_ca', 'tombe', 'soldat', 'inconnu', 'rend', 'hommage', '118', '000', 'canadien', 'plus', 'donné', 'vie', '#lecanadasesouvient', 'https…']","['soldat', 'vie', '#lecanadasesouvient']",Social,Social
13,870724828306821120,2017-06-02 19:32:31,[],"RT @CommerceCanada: Le 1er juin 2017, le projet de loi pour la mise en œuvre de l’accord de libre-échange #Canada-Ukraine a reçu la sanctio…",RT CommerceCanada Le 1er juin 2017 le projet de loi pour la mise en uvre de accord de libre change Canada Ukraine la,['#Canada'],29,0,29,fr,0.0,Neutral,AAC_Canada_tweeter,"['commercecanada', '1er', 'juin', '2017', 'projet', 'loi', 'mise', 'œuvre', ""l'accord"", 'libre-échange', '#canada-ukraine', 'reçu', 'sanctio…']","['projet', 'libre-échange']",Social,Social
14,844670069305159681,2017-03-22 22:00:12,['https://t.co/W95\xe2\x80\xa6'],RT @FinancesCanada: Le ministre Morneau a déposé le #Budget2017. Voici comment il peut vous aider et aider votre famille : https://t.co/W95…,RT FinancesCanada Le ministre Morneau le Budget2017 Voici comment il peut vous aider et aider votre famille https co,['#Budget2017'],27,0,27,fr,0.0,Neutral,AAC_Canada_tweeter,"['ficescanada', 'ministre', 'morneau', 'déposé', '#budget2017', 'voici', 'comment', 'peut', 'aider', 'aider', 'famille', 'httpstcow95…']","['ministre', 'morneau', 'aider', 'aider', 'famille']",Social,Social
15,832288516444925953,2017-02-16 18:00:20,"['https://t.co/DaqUfcjdAN', 'https://t.co/C2lFhjQvDJ']",Célébrez le #JourAgCan. Découvrez l’agriculture canadienne : https://t.co/DaqUfcjdAN Une culture en pleine croissance! https://t.co/C2lFhjQvDJ,brez le JourAgCan couvrez agriculture canadienne https co DaqUfcjdAN Une culture en pleine croissance https co C2lFhjQvDJ,['#JourAgCan'],9,9,18,fr,0.0,Neutral,AAC_Canada_tweeter,"['célébrez', '#jouragcan', 'découvrez', ""l'agriculture"", 'canadien', 'httpstcodaqufcjdan', 'culture', 'pleine', 'croissance', 'httpstcoc2lfhjqvdj']","['célébrez', 'culture', 'croissance']",Social,Social
16,929093059425468416,2017-11-10 21:07:01,['https://t.c\xe2\x80\xa6'],RT @VeteransFR_CA: 10 nov. 1917–Les soldats canadiens ont donné l’assaut final à la bataille de Passchendaele #Passchendaele100 https://t.c…,RT 10 nov Les soldats canadiens ont assaut final la bataille de Passchendaele Passchendaele100 https,['#Passchendaele100'],18,0,18,fr,0.0,Neutral,AAC_Canada_tweeter,"['veteransfr_ca', 'nov', '1917–les', 'soldat', 'canadien', 'donné', ""l'assaut"", 'final', 'bataille', 'passchendaele', '#passchendaele100', 'httpstc…']","['soldat', 'bataille', 'passchendaele', '#passchendaele100']",Social,Social
17,892400874248695809,2017-08-01 15:05:23,[],RT @CommerceCanada: Heureux que les entreprises canadiennes puissent tirer parti de nouvelles opportunités économiques en Ukraine avec l’#A…,RT CommerceCanada Heureux que les entreprises canadiennes puissent tirer parti de nouvelles conomiques en Ukraine avec,['#A'],17,0,17,fr,0.0,Neutral,AAC_Canada_tweeter,"['commercecanada', 'heureux', 'les', 'entreprise', 'canadien', 'puissent', 'tirer', 'parti', 'nouveau', 'opportunité', 'économique', 'ukraine', ""l'#a…""]","['entreprise', 'opportunité', 'économique']",Economical,Economical
18,828679816933175297,2017-02-06 19:00:39,['https://t.co/v4IKOaMZN6'],Février est le #MoisDeLaPomme! SVQ la pomme est la deuxième plus importante culture fruitière du Canada? #AgCan https://t.co/v4IKOaMZN6,vrier est le MoisDeLaPomme SVQ la pomme est la plus importante culture du Canada AgCan https co v4IKOaMZN6,"['#MoisDeLaPomme', '#AgCan']",11,5,16,fr,0.0,Neutral,AAC_Canada_tweeter,"['février', '#moisdelapomme', 'svq', 'pomme', 'deuxième', 'plus', 'importante', 'culture', 'fruitier', 'canada', '#agcan', 'httpstcov4ikoamzn6']","['#moisdelapomme', 'culture', 'fruitier', '#agcan']",Economical,Economical
