Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,language,average_sentiment_score,account_name,sentiment,lemmatized_text,matched_keywords,category,category
0,134615279898518_1680084978684866,2017-04-04 19:00:00,https://www.facebook.com/ParcsCanada/videos/1680084978684866/,"Vous avez probablement entendu parler de notre concours Découvrez le Canada, mais vous n’avez peut-être pas réalisé à quel point le grand prix est sensass! Ce voyage inoubliable au parc national du Gros-Morne et au lieu historique national de l’Anse aux Meadows à Terre-Neuve-et-Labrador pourrait être le vôtre! Taguez vos compagnons d’aventure et assurez-vous que tous participent au concours pour augmenter vos chances! #ConcoursParcs

http://www.concoursparcscanada.ca/decouvrezcanada/allez","Vous avez probablement entendu parler de notre concours Découvrez le Canada, mais vous n’avez peut-être pas réalisé à quel point le grand prix est sensass! Ce voyage inoubliable au parc national du Gros-Morne et au lieu historique national de l’Anse aux Meadows à Terre-Neuve-et-Labrador pourrait être le vôtre! Taguez vos compagnons d’aventure et assurez-vous que tous participent au concours pour augmenter vos chances!",['#ConcoursParcs'],1331,3298,764,1182,127,21,1,0,0,0,5393,fr,0.0,ParcsCanada_facebook,neutral,"['probablement', 'entendu', 'parler', 'concours', 'découvrez', 'canada', ""n'avez"", 'peut-être', 'réalisé', 'quel', 'point', 'grand', 'prix', 'sensass', 'voyage', 'inoubliable', 'parc_national', 'gros-morne', 'lieu', 'historique', 'national', ""l'anse"", 'meadows', 'terre-neuve-et-labrador', 'pourrait', 'être', 'vôtre', 'taguez', 'compagnon', ""d'aventure"", 'assurez-vous', 'tous', 'participent', 'concours', 'augmenter', 'chance', '#concoursparcs', 'httpwwwconcoursparcscanadacadecouvrezcanadaallez']","['parc_national', 'historique']",Social,Social
1,134615279898518_1383127108380656,2016-07-04 06:05:00,https://www.facebook.com/ParcsCanada/videos/1383127108380656/,"Revivez les souvenirs d'enfance d'Oliver Jones, légende du #jazz de #Montréal, au canal de Lachine! 

Regardez la #vidéo complète ici : https://youtu.be/yqbOFyd2pSo","Revivez les souvenirs d'enfance d'Oliver Jones, légende du de éal, au canal de Lachine! Regardez la éo complète ici :","['#jazz', '#Montr', '#vid']",1377,47,669,1220,136,17,3,1,0,0,2093,fr,0.0,ParcsCanada_facebook,neutral,"['revivez', 'les', 'souvenir', ""d'enfance"", ""d'oliver"", 'jones', 'légende', '#jazz', '#montréal', 'canal', 'lachine', 'regardez', '#vidéo', 'complète', 'ici', 'httpsyoutubeyqbofyd2pso']",['#jazz'],Social,Social
2,134615279898518_1809467599079936,2017-07-25 10:50:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1809466192413410/?type=3,"Vous êtes en train de lire ce message sur votre cellulaire? Vite! Téléchargez notre nouvelle appli pour accéder à des histoires captivantes, des conseils d’initiés et tout un assortiment de fonctionnalités délirantes.","Vous êtes en train de lire ce message sur votre cellulaire? Vite! Téléchargez notre nouvelle appli pour accéder à des histoires captivantes, des conseils d’initiés et tout un assortiment de fonctionnalités délirantes.",[],688,8,8,678,5,4,1,0,0,0,704,fr,0.0,ParcsCanada_facebook,neutral,"['train', 'lire', 'message', 'cellulaire', 'vite', 'téléchargez', 'nouveau', 'appli', 'accéder', 'histoire', 'captivantes', 'conseil', ""d'initiés"", 'tout', 'assortiment', 'fonctionnalité', 'délirantes']",[],unknown,unknown
3,134615279898518_1856278807732148,2017-09-08 13:48:35,https://www.facebook.com/ParcsCanada/videos/1856278807732148/,"Appel à toutes les classes de 1re, 2e et 3e secondaire/7e, 8e et 9e années!!
Avez-vous envie de relever un nouveau défi? Aimez-vous la nature, l’histoire, la culture et la découverte de nouveaux endroits? Cette année, vous pourriez gagner un INCROYABLE voyage dans des sites de Parcs Canada! Nous sommes emballés d'annoncer le concours 2017-2018 La sortie scolaire la plus cool au Canada! Pour en savoir plus : http://concours.monpasseportparcs.ca/  Canadian Geographic EducationFédération canadienne de la faune Historica Canada","Appel à toutes les classes de re, e et e secondaire/7e, e et e années!! Avez-vous envie de relever un nouveau défi? Aimez-vous la nature, l’histoire, la culture et la découverte de nouveaux endroits? Cette année, vous pourriez gagner un INCROYABLE voyage dans des sites de Parcs Canada! Nous sommes emballés d'annoncer le concours -2018 La sortie scolaire la plus cool au Canada! Pour en savoir plus : Canadian Geographic EducationFédération canadienne de la faune Historica Canada",[],190,41,456,172,16,2,0,0,0,0,687,fr,0.0,ParcsCanada_facebook,neutral,"['appel', 'toutes', 'les', 'classe', '1re', 'secondaire7e', 'année', 'avez-vous', 'envie', 'relever', 'nouveau', 'défi', 'aimez-vous', 'nature', ""l'histoire"", 'culture', 'découverte', 'nouveau', 'endroit', 'cette', 'année', 'pourriez', 'gagner', 'incroyable', 'voyage', 'site', 'parc', 'canada', 'emballés', ""d'annoncer"", 'concours', '2017-2018', 'sortie', 'scolaire', 'plus', 'cool', 'canada', 'savoir', 'plus', 'httpconcoursmonpasseportparcsca', 'canadian', 'geographic', 'educationfédération', 'canadien', 'faune', 'historica', 'canada']","['nature', 'culture', 'parc', 'faune']",Environmental,Environmental
4,134615279898518_1810913148935381,2017-07-26 14:45:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1810913148935381/?type=3,"Vous souhaitez profiter de l'entrée gratuite à l'occasion du #Canada150? Certains endroits populaires seront plus fréquentés qu'à l'habitude. Si vous planifiez un voyage au parc national Banff ou au parc national des Lacs-Waterton, planifiez à l'avance et utilisez nos outils de planification de voyage. Vous trouverez des conseils sur nos trésors cachés, les endroits congestionnés à éviter, et les meilleurs moments pour nous visiter, afin que vous puissiez profiter pleinement de votre expérience.

Parc national Banff : http://ow.ly/hYVP30dygN8
Parc national des Lacs-Waterton : http://ow.ly/YplC30dygOL","Vous souhaitez profiter de l'entrée gratuite à l'occasion du ? Certains endroits populaires seront plus fréquentés qu'à l'habitude. Si vous planifiez un voyage au parc national Banff ou au parc national des Lacs-Waterton, planifiez à l'avance et utilisez nos outils de planification de voyage. Vous trouverez des conseils sur nos trésors cachés, les endroits congestionnés à éviter, et les meilleurs moments pour nous visiter, afin que vous puissiez profiter pleinement de votre eérience. Parc national Banff : 8 Parc national des Lacs-Waterton :",['#Canada150'],548,15,53,524,20,4,0,0,0,0,616,fr,0.0,ParcsCanada_facebook,neutral,"['souhaitez', 'profiter', ""l'entrée"", 'gratuite', ""l'occasion"", '#canada150', 'certain', 'endroit', 'populaires', 'plus', 'fréquentés', ""qu'à"", ""l'habitude"", 'planifiez', 'voyage', 'parc_national', 'banff', 'parc_national', 'lacs-waterton', 'planifiez', ""l'avance"", 'utilisez', 'outil', 'planification', 'voyage', 'trouverez', 'conseil', 'trésor', 'cachés', 'les', 'endroit', 'congestionnés', 'éviter', 'les', 'meilleur', 'moment', 'visiter', 'afin', 'puissiez', 'profiter', 'pleinement', 'expérience', 'parc', 'national', 'banff', 'httpowlyhyvp30dygn8', 'parc', 'national', 'lacs-waterton', 'httpowlyyplc30dygol']","['parc_national', 'parc_national', 'parc', 'parc']",Social,Social
5,134615279898518_1965701726789855,2017-12-22 10:00:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1965701166789911/?type=3,"Il est plus intéressant que jamais de nous rendre visite! Commandez votre #CarteDécouverte famille/groupe avant le 31 décembre 2017 et obtenez un rabais de 20%! 

Commandez dès aujourd’hui et venez voir ce que nos endroits vous offrent! 

http://www.commandesparcs-parksorders.ca/webapp/wcs/stores/servlet/fr/parksb2c/discovery-pass?currency=CAD&catalogId=53407&langId=-2&storeId=22953",Il est plus intéressant que jamais de nous rendre visite! Commandez votre écouverte famille/groupe avant le décembre et obtenez un rabais de %! Commandez dès aujourd’hui et venez voir ce que nos endroits vous offrent!,['#CarteD'],447,31,124,429,16,1,0,0,0,1,602,fr,-0.0023809523809523807,ParcsCanada_facebook,negative,"['plus', 'intéressant', 'jamais', 'rendre', 'visite', 'commandez', '#cartedécouverte', 'famillegroupe', 'avant', 'décembre', '2017', 'obtenez', 'rabais', 'commandez', 'dès', ""aujourd'hui"", 'venez', 'voir', 'endroit', 'offrent', 'httpwwwcommandesparcs-parksorderscawebappwcsstoresservletfrparksb2cdiscovery-passcurrencycadcatalogid53407langid-2storeid22953']","['visite', '#cartedécouverte']",Social,Social
6,134615279898518_1941966262496735,2017-12-02 09:45:23,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1941964999163528/?type=3,"WOW! Pouvez-vous croire qu'un tel paysage existe? ? Mentionnez un ami dans les commentaires avec lequel vous aimeriez explorer ce joyau naturel!

Photo prise à la réserve de parc national Nahanni, Parcs Canada TNO","WOW! Pouvez-vous croire qu'un tel paysage existe? Mentionnez un ami dans les commentaires avec lequel vous aimeriez elorer ce joyau naturel! Photo prise à la réserve de parc national Nahanni, Parcs Canada TNO",[],394,123,29,288,56,48,0,1,0,1,546,fr,0.06743832768087855,ParcsCanada_facebook,positive,"['wow', 'pouvez-vous', 'croire', ""qu'un"", 'tel', 'paysage', 'existe', 'mentionnez', 'ami', 'les', 'commentaire', 'lequel', 'aimeriez', 'explorer', 'joyau', 'naturel', 'photo', 'prise', 'réserve', 'parc_national', 'nahanni', 'parc', 'canada', 'tno']","['ami', 'parc_national', 'parc']",Social,Social
7,134615279898518_1409728312387202,2016-08-08 06:40:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1409728312387202/?type=3,"Envie de petites vacances pour terminer l'été en beauté? Offrez-vous une escapade #oTENTik à seulement une heure de route de Montréal!
http://ow.ly/EYV1302XwnC",Envie de petites vacances pour terminer l'été en beauté? Offrez-vous une escapade à seulement une heure de route de Montréal! C,['#oTENTik'],326,34,94,317,9,0,0,0,0,0,454,fr,0.0,ParcsCanada_facebook,neutral,"['envie', 'petit', 'vacance', 'terminer', ""l'été"", 'beauté', 'offrez-vous', 'escapade', '#otentik', 'seulement', 'heure', 'route', 'montréal', 'httpowlyeyv1302xwnc']",[],unknown,unknown
8,134615279898518_1504059299620769,2016-11-07 15:00:32,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1504059299620769/?type=3,"175 ans, ça se fête en grand! Les 19 et 20 novembre, venez célébrer l’anniversaire de sir Wilfrid Laurier au lieu historique national de la Maison-Laurier à Ottawa, qui vous ouvre ses portes GRATUITEMENT pour l’occasion. http://ow.ly/fQEf305WhLt","ans, ça se fête en grand! Les et novembre, venez célébrer l’anniversaire de sir Wilfrid Laurier au lieu historique national de la Maison-Laurier à Ottawa, qui vous ouvre ses portes GRATUITEMENT pour l’occasion.",[],279,11,162,265,13,0,1,0,0,0,452,fr,0.0,ParcsCanada_facebook,neutral,"['175', 'fête', 'grand', 'les', 'novembre', 'venez', 'célébrer', ""l'anniversaire"", 'sir', 'wilfrid', 'laurier', 'lieu', 'historique', 'national', 'maison-laurier', 'ottawa', 'ouvre', 'porte', 'gratuitement', ""l'occasion"", 'httpowlyfqef305whlt']","['célébrer', 'historique']",Social,Social
9,134615279898518_1707713269255370,2017-05-02 16:00:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1707713269255370/?type=3,"Aimeriez-vous vous joindre à notre dynamique équipe de gardes de parc et gardes de parc-superviseurs? À titre d’agents de la paix, les gardes de parc protègent les parcs nationaux, les aires marines nationales de conservation, et les lieux historiques dans toutes les régions du pays. Postulez dès maintenant pour avoir la chance de travailler dans le cadre enchanteur des aires protégées du Canada! http://ow.ly/ma8U30be2Mf","Aimeriez-vous vous joindre à notre dynamique équipe de gardes de parc et gardes de parc-superviseurs? À titre d’agents de la paix, les gardes de parc protègent les parcs nationaux, les aires marines nationales de conservation, et les lieux historiques dans toutes les régions du pays. Postulez dès maintenant pour avoir la chance de travailler dans le cadre enchanteur des aires protégées du Canada!",[],148,72,167,139,7,2,0,0,0,0,387,fr,0.0,ParcsCanada_facebook,neutral,"['aimeriez-vous', 'joindre', 'dynamique', 'équipe', 'gardes', 'parc', 'gardes', 'parc-superviseurs', 'titre', ""d'agents"", 'paix', 'les', 'gardes', 'parc', 'protègent', 'les', 'parc', 'nationaux', 'les', 'aire', 'marine', 'nationale', 'conservation', 'les', 'lieu', 'historique', 'toutes', 'les', 'région', 'pays', 'postulez', 'dès', 'maintet', 'avoir', 'chance', 'travailler', 'cadre', 'enchanteur', 'aire', 'protégé', 'canada', 'httpowlyma8u30be2mf']","['parc', 'parc', 'parc', 'marine', 'conservation', 'historique', 'pays']",Environmental,Environmental
