Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,language,average_sentiment_score,sentiment,account_name,lemmatized_text,matched_keywords,category,category
0,837369124682678273,2017-03-02 18:28:51,['https://t.co/zAsOslPySF'],RT @MPO_DFO: Les côtes du Canada sont exceptionnelles à chaque saison! Affichez votre photo préférée avec #MaRive ? https://t.co/zAsOslPySF,RT Les tes du Canada sont exceptionnelles chaque saison Affichez votre photo avec MaRive https co zAsOslPySF,['#MaRive'],39,0,39,fr,0.0,Neutral,MPO_TNL_tweeter,"['mpo_dfo', 'les', 'côte', 'canada', 'exceptionnelles', 'chaque', 'saison', 'affichez', 'photo', 'préféré', '#marive', 'httpstcozasoslpysf']",['côte'],Environmental,Environmental
1,863025802023231489,2017-05-12 13:39:20,['https://t.co/\xe2\x80\xa6'],RT @MPO_Science: FLASH INFO: Toute première vidéo de #Narvals utilisant leur défense pour se nourrir dans l’#Arctique #OdySci https://t.co/…,RT FLASH INFO Toute de Narvals utilisant leur fense pour se nourrir dans Arctique OdySci https co,"['#Narvals', '#Arctique', '#OdySci']",32,0,32,fr,0.0,Neutral,MPO_TNL_tweeter,"['mpo_science', 'flash', 'info', 'toute', 'premier', 'vidéo', '#narvals', 'utilisant', 'défense', 'nourrir', ""l'#arctique"", '#odysci', 'httpstco…']",['#narvals'],Environmental,Environmental
2,712389232409579520,2016-03-22 21:23:23,['https://t.co/v0ejI7jiSq'],RT @FinancesCanada: Le #Budget2016 vise à stimuler la capacité d'?innovation et la croissance de notre économie. https://t.co/v0ejI7jiSq,RT FinancesCanada Le Budget2016 vise stimuler la innovation et la croissance de notre conomie https co v0ejI7jiSq,['#Budget2016'],28,0,28,fr,0.0,Neutral,MPO_TNL_tweeter,"['ficescanada', '#budget2016', 'vise', 'stimuler', 'capacité', ""d'\x92innovation"", 'croissance', 'économie', 'httpstcov0eji7jisq']","['capacité', 'croissance', 'économie']",Economical,Economical
3,811554837372567552,2016-12-21 12:52:05,[],RT @PMcanadien: Le Plan de protection des océans annoncé par le PM Trudeau en novembre fera du Canada un chef de file en matière de sécurit…,RT PMcanadien Le Plan de protection des ans par le PM Trudeau en novembre fera du Canada un chef de file en de,[],25,0,25,fr,0.0,Neutral,MPO_TNL_tweeter,"['pmcanadien', 'plan', 'protection', 'océan', 'annoncé', 'trudeau', 'novembre', 'fera', 'canada', 'chef', 'file', 'matière', 'sécurit…']",['océan'],Environmental,Environmental
4,740550618532696064,2016-06-08 14:26:40,['https://t.co/TsQBZAsZ\xe2\x80\xa6'],RT @MPO_DFO: Min LeBlanc annonce la nouvelle Alliance de recherche océanique au Canada (AROC)  #JournéeMondialeOcéans https://t.co/TsQBZAsZ…,RT Min LeBlanc annonce la nouvelle Alliance de recherche anique au Canada AROC ans https co,['#Journ'],25,0,25,fr,0.0,Neutral,MPO_TNL_tweeter,"['mpo_dfo', 'min', 'leblanc', 'annonce', 'nouveau', 'alliance', 'recherche', 'océanique', 'canada', 'aroc', '#journéemondialeocéans', 'httpstcotsqbzasz…']",['#journéemondialeocéans'],Environmental,Environmental
5,712388925596299264,2016-03-22 21:22:10,['https://t.co/HAeJVLaLUf'],RT @FinancesCanada: Le #Budget2016 réinvestit massivement dans l'?infrastructure d?'un océan à l?'autre. https://t.co/HAeJVLaLUf,RT FinancesCanada Le Budget2016 investit massivement dans infrastructure un autre https co HAeJVLaLUf,['#Budget2016'],24,0,24,fr,0.0,Neutral,MPO_TNL_tweeter,"['ficescanada', '#budget2016', 'réinvestit', 'massivement', ""l'\x92infrastructure"", ""d\x92'un"", 'océan', ""l\x92'autre"", 'httpstcohaejvlaluf']",['océan'],Environmental,Environmental
6,698119460914360320,2016-02-12 12:20:24,"['https://t.co/BLHjFM4WiL', 'https://t\xe2\x80\xa6']","RT @AuCanada: Jour du #Drapeaucanadien le 15 février! Où que vous soyez dans le monde, participez au défi https://t.co/BLHjFM4WiL https://t…",RT AuCanada Jour du Drapeaucanadien le 15 vrier que vous soyez dans le monde participez au fi https co BLHjFM4WiL https,['#Drapeaucanadien'],23,0,23,fr,0.0,Neutral,MPO_TNL_tweeter,"['aucanada', 'jour', '#drapeaucanadien', 'février', 'monde', 'participez', 'défi', 'httpstcoblhjfm4wil', 'httpst…']",['participez'],Social,Social
7,875418067211309056,2017-06-15 18:21:46,['https://t.co/fPkQMPe'],RT @MPO_DFO: Nous proposons de modifier la Loi sur les océans. Découvrez ce que cela signifie pour nos #océans ? https://t.co/fPkQMPed9c,RT Nous proposons de modifier la Loi sur les ans couvrez ce que cela signifie pour nos ans https co fPkQMPed9c,['#oc'],17,0,17,fr,0.0,Neutral,MPO_TNL_tweeter,"['mpo_dfo', 'proposons', 'modifier', 'loi', 'les', 'océan', 'découvrez', 'cela', 'signifie', '#océans', 'httpstcofpkqmped9c']",['océan'],Environmental,Environmental
8,924673171848138752,2017-10-29 16:23:58,['https://t.co/\xe2\x80\xa6'],RT @MPO_DFO: Le Canada a atteint son objectif de #ConservationMarine visant à protéger 5% de ses #océans avant la fin 2017 ?? https://t.co/…,RT Le Canada atteint son objectif de ConservationMarine visant ger de ses ans avant la fin 2017 https co,"['#ConservationMarine', '#oc']",16,0,16,fr,0.0,Neutral,MPO_TNL_tweeter,"['mpo_dfo', 'canada', 'atteint', 'objectif', '#conservationmarine', 'visant', 'protéger', '#océans', 'avant', 'fin', '2017', 'httpstco…']",['protéger'],Environmental,Environmental
9,924673436206751744,2017-10-29 16:25:01,['https://t.co/U\xe2\x80\xa6'],RT @MPO_DFO: Aussi ravis d’annoncer 11 nouveaux refuges marins dans le golfe du St-Laurent qui protégeront coraux &amp; éponges  https://t.co/U…,RT Aussi ravis annoncer 11 nouveaux refuges marins dans le golfe du St Laurent qui geront coraux amp ponges https co,[],16,0,16,fr,0.0,Neutral,MPO_TNL_tweeter,"['mpo_dfo', 'aussi', 'ravis', ""d'annoncer"", 'nouveau', 'refuge', 'marin', 'golfe', 'st-laurent', 'protégeront', 'coraux', 'amp', 'éponge', 'httpstcou…']",[],unknown,unknown
