Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,language,average_sentiment_score,sentiment,account_name,lemmatized_text,matched_keywords,category,category
0,931147581689917440,2017-11-16 13:10:58,[],RT @N_Hulot: Nouveaux engagements pour accélérer la lutte contre le changement climatique à #COP23 : une coalition est lancée pour laisser…,RT Nouveaux engagements pour rer la lutte contre le changement climatique COP23 une coalition est pour,['#COP23'],325,0,325,fr,0.0,Neutral,environnementca_tweeter,"['n_hulot', 'nouveau', 'engagement', 'accélérer', 'lutte', 'contre', 'changement_climatique', '#cop23', 'coalition', 'lancée', 'laisser…']","['engagement', 'changement_climatique', '#cop23']",Environmental,Environmental
1,928232288885837824,2017-11-08 12:06:38,[],"RT @Min_Ecologie: Quels sont les enjeux de la #COP23 se déroulant à Bonn du 6 au 17 Nov 2017 ? La réponse en une infographie animée : 
http…",RT Quels sont les enjeux de la COP23 se roulant Bonn du au 17 Nov 2017 La ponse en une infographie,['#COP23'],168,0,168,fr,0.0,Neutral,environnementca_tweeter,"['min_ecologie', 'quels', 'les', 'enjeu', '#cop23', 'déroulant', 'bonn', 'nov', '2017', 'réponse', 'infographie', 'animée', 'http…']",['#cop23'],Environmental,Environmental
2,868535487732092929,2017-05-27 18:32:51,[],RT @PMcanadien: « Je suis impatient d’accueillir mes homologues l’an prochain dans la magnifique région de Charlevoix. » #G7Charlevoix http…,RT PMcanadien Je suis impatient accueillir mes homologues prochain dans la magnifique gion de Charlevoix G7Charlevoix,['#G7Charlevoix'],153,0,153,fr,-0.2,Neutral,environnementca_tweeter,"['pmcanadien', 'impatient', ""d'accueillir"", 'homologue', ""l'an"", 'prochain', 'magnifique', 'région', 'charlevoix', '#g7charlevoix', 'http…']",[],unknown,unknown
3,929132179791151104,2017-11-10 23:42:28,[],"RT @PMcanadien: Une pluie de 117 000 coquelicots, un pour chaque Canadien mort au combat, tombe sur l’édifice du Centre à Ottawa. #LeCanada…",RT PMcanadien Une pluie de 117 000 coquelicots un pour chaque Canadien mort au combat tombe sur difice du Centre Ottawa,['#LeCanada'],140,0,140,fr,0.0,Neutral,environnementca_tweeter,"['pmcanadien', 'pluie', '117', '000', 'coquelicot', 'chaque', 'canadien', 'mort', 'combat', 'tombe', ""l'édifice"", 'centre', 'ottawa', '#lecanada…']","['coquelicot', 'combat']",Social,Social
4,871708161283170305,2017-06-05 12:39:55,[],"RT @UNEPfr: #JournéeMondialeDelEnvironnement nous sommes ravis d'être au Canada ?? ! Événements en direct ajd &amp; demain.
Partagez votre plus…",RT UNEPfr eMondialeDelEnvironnement nous sommes ravis au Canada nements en direct ajd amp demain Partagez votre,['#Journ'],124,0,124,fr,0.1,Neutral,environnementca_tweeter,"['unepfr', '#journéemondialedelenvironnement', 'ravis', ""d'être"", 'canada', 'événement', 'direct', 'ajd', 'amp', 'demain', 'partagez', 'plus…']","['#journéemondialedelenvironnement', 'événement']",Social,Social
5,861390787308904448,2017-05-08 01:22:22,[],RT @ForcesCanada: Les #FAC aident les autorités civiles à prendre les mesures d’intervention d’urgence face aux inondations dans la région.…,RT ForcesCanada Les FAC aident les civiles prendre les mesures intervention urgence face aux inondations dans la gion,['#FAC'],101,0,101,fr,0.0,Neutral,environnementca_tweeter,"['forcescanada', 'les', '#fac', 'aident', 'les', 'autorité', 'civil', 'prendre', 'les', 'mesure', ""d'intervention"", ""d'urgence"", 'face', 'inondation', 'région…']","['civil', 'inondation']",Social,Social
6,871708888374095872,2017-06-05 12:42:49,[],"RT @UNEPfr: Aujourd'hui nous célébrons la #JournéeMondialeDelEnvironnement
Prenez l'air et partagez vos photos de vos lieux préférés dans l…",RT UNEPfr Aujourd hui nous brons la eMondialeDelEnvironnement Prenez air et partagez vos photos de vos lieux dans,['#Journ'],100,0,100,fr,0.0,Neutral,environnementca_tweeter,"['unepfr', ""aujourd'hui"", 'célébrons', '#journéemondialedelenvironnement', 'prenez', ""l'air"", 'partagez', 'photo', 'lieu', 'préféré']",['#journéemondialedelenvironnement'],Environmental,Environmental
7,918114472782331909,2017-10-11 14:02:02,['https://t.co/OnpO9Lxadv'],RT @PMcanadien: Chaque fille a la capacité de changer notre monde et le droit d’atteindre son plein potentiel: https://t.co/OnpO9Lxadv #Jou…,RT PMcanadien Chaque fille la de changer notre monde et le droit atteindre son plein potentiel https co OnpO9Lxadv,['#Jou'],86,0,86,fr,0.0,Neutral,environnementca_tweeter,"['pmcanadien', 'chaque', 'fille', 'capacité', 'changer', 'monde', 'droit', ""d'atteindre"", 'plein', 'potentiel', 'httpstcoonpo9lxadv', '#jou…']",['capacité'],Economical,Economical
8,940618033860628482,2017-12-12 16:23:09,[],"RT @CCNUCC: #OnePlanet  ? Le 12 décembre n'est pas une simple date anniversaire. 
C'est un jour pour agir.
? oneplanetsummit.fr 
#OnePlanet…",RT CCNUCC Le 12 cembre est pas une simple date anniversaire est un jour pour agir oneplanetsummit fr,"['#OnePlanet', '#OnePlanet']",81,0,81,fr,0.0,Neutral,environnementca_tweeter,"['ccnucc', '#oneplanet', 'décembre', ""n'est"", 'simple', 'date', 'anniversaire', ""c'est"", 'jour', 'agir', 'oneplanetsummitfr', '#oneplanet…']",[],unknown,unknown
9,866727213630193664,2017-05-22 18:47:25,[],"RT @UNEPfr: Préserver la #Biodiversité c'est préserver préserver l'humanité.
Agir pour la planète et les peuples ??
#Journéedelabiodiversit…",RT UNEPfr server la est server server Agir pour la te et les peuples,"['#Biodiversit', '#Journ']",78,0,78,fr,0.0,Neutral,environnementca_tweeter,"['unepfr', 'préserver', '#biodiversité', ""c'est"", 'préserver', 'préserver', ""l'humanité"", 'agir', 'planète', 'les', 'peuple', '#journéedelabiodiversit…']",[],unknown,unknown
