Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,language,average_sentiment_score,account_name,sentiment,lemmatized_text,matched_keywords,category,category
0,299048997203389_365055377269417,2017-11-17 09:00:00,https://www.facebook.com/GardeCotiereCanadienne/videos/365055377269417/,"Fait amusant vendredi :
Nous sommes fières d’avoir 114 navires, 23 hélicoptères et 4 500 membres travaillant sans relâche à la protection du plus long littoral au monde que forment les 243 000 kilomètres de côtes accidentées du Canada.

Nous sommes la plus haute compétence maritime au pays et elle mène ses activités 24 heures sur 24 dans des conditions parmi les plus difficiles de la planète, afin de fournir des services essentiels pour la sécurité, la sûreté et la croissance économique.","Fait amusant vendredi : Nous sommes fières d’avoir navires, hélicoptères et membres travaillant sans relâche à la protection du plus long littoral au monde que forment les kilomètres de côtes accidentées du Canada. Nous sommes la plus haute compétence maritime au pays et elle mène ses activités heures sur dans des conditions parmi les plus difficiles de la planète, afin de fournir des services essentiels pour la sécurité, la sûreté et la croissance économique.",[],74,5,80,64,10,0,0,0,0,0,159,fr,0.10416666666666667,GardeCotiereCanadienne_facebook,positive,"['fait', 'amusant', 'vendredi', 'fières', ""d'avoir"", '114', 'navire', 'hélicoptère', '500', 'membre', 'travaillant', 'sans', 'relâche', 'protection', 'plus', 'long', 'littoral', 'monde', 'forment', 'les', '243', '000', 'kilomètre', 'côte', 'accidentées', 'canada', 'plus', 'haute', 'compétence', 'maritime', 'pays', 'mène', 'activité', 'heure', 'condition', 'parmi', 'les', 'plus', 'difficiles', 'planète', 'afin', 'fournir', 'service', 'essentiel', 'sécurité', 'sûreté', 'croissance', 'économique']","['côte', 'maritime', 'pays', 'activité', 'croissance', 'économique']",Social,Social
1,299048997203389_351514785290143,2017-10-04 14:04:46,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/351514618623493/?type=3,"Les brise-glaces qui ont passé l’été en Arctique commencent à revenir à leur port d’attache. Demain, surveillez l’arrivée du premier d’entre eux, le NGCC Pierre Radisson, de retour à Québec après un voyage en Islande. C’est dans le cadre de cette expédition que la Garde côtière canadienne a participé au Forum des gardes côtières de l’Arctique. 

L’exercice pratique réalisé en partenariat avec les sept autres États participants a donné à la Garde côtière canadienne l’occasion de démontrer ses capacités de classe mondiale en matière d’opérations de recherche et sauvetage.

Apprenez-en davantage sur le Forum : ow.ly/gziz30fDVeK","Les brise-glaces qui ont passé l’été en Arctique commencent à revenir à leur port d’attache. Demain, surveillez l’arrivée du premier d’entre eux, le NGCC Pierre Radisson, de retour à Québec après un voyage en Islande. C’est dans le cadre de cette eédition que la Garde côtière canadienne a participé au Forum des gardes côtières de l’Arctique. L’exercice pratique réalisé en partenariat avec les sept autres États participants a donné à la Garde côtière canadienne l’occasion de démontrer ses capacités de classe mondiale en matière d’opérations de recherche et sauvetage. Apprenez-en davantage sur le Forum :",[],70,4,26,64,6,0,0,0,0,0,100,fr,0.0,GardeCotiereCanadienne_facebook,neutral,"['les', 'brise-glaces', 'passé', ""l'été"", 'arctique', 'commencent', 'revenir', 'port', ""d'attache"", 'demain', 'surveillez', ""l'arrivée"", 'premier', ""d'entre"", 'ngcc', 'pierre', 'radisson', 'retour', 'québec', 'après', 'voyage', 'islande', ""c'est"", 'cadre', 'cette', 'expédition', 'garde', 'côtière', 'canadien', 'participé', 'forum', 'gardes', 'côtière', ""l'arctique"", ""l'exercice"", 'pratique', 'réalisé', 'partenariat', 'les', 'sept', 'autres', 'états', 'participant', 'donné', 'garde', 'côtière', 'canadien', ""l'occasion"", 'démontrer', 'capacité', 'classe', 'mondiale', 'matière', ""d'opérations"", 'recherche', 'sauvetage', 'apprenez-en', 'davantage', 'forum', 'owlygziz30fdvek']","['partenariat', 'capacité', 'mondiale']",Economical,Economical
2,299048997203389_364986400609648,2017-11-13 13:00:00,https://www.facebook.com/GardeCotiereCanadienne/videos/364986400609648/,"Nous avons fièrement participé avec des partenaires du Danemark, de la Finlande, de l'Islande, de la Norvège, de la Russie, de la Suède et des États-Unis lors du forum Arctique de la Garde côtière qui s`est tenu en septembre 2017 en Islande. Regardez les faits saillants de l'exercice «Arctic Guardian» de trois jours:","Nous avons fièrement participé avec des partenaires du Danemark, de la Finlande, de l'Islande, de la Norvège, de la Russie, de la Suède et des États-Unis lors du forum Arctique de la Garde côtière qui s`est tenu en septembre en Islande. Regardez les faits saillants de l'exercice «Arctic Guardian» de trois jours:",[],46,3,32,41,5,0,0,0,0,0,81,fr,0.3333333333333333,GardeCotiereCanadienne_facebook,positive,"['fièrement', 'participé', 'partenaire', 'danemark', 'finlande', ""l'islande"", 'norvège', 'russie', 'suède', 'états-unis', 'lors', 'forum', 'arctique', 'garde', 'côtière', 'sest', 'tenu', 'septembre', '2017', 'islande', 'regardez', 'les', 'fait', 'saillant', ""l'exercice"", '«arctic', 'guardian»', 'trois', 'jour']",[],unknown,unknown
3,299048997203389_356525411455747,2017-10-18 14:02:52,https://www.facebook.com/GardeCotiereCanadienne/videos/356525411455747/,"En cette Affaire Personne, nous aimerions présenter une femme forte de la Garde côtière canadienne, la Commissaire adjointe Julie Gascon. Elle a débuté son séjour avec nous en tant qu’étudiante au Collège de la Garde côtière canadienne et elle est maintenant à la tête de notre région du Centre et de l’Arctique, qui inclus plus de 1 200 employés. Elle s’exprime fréquemment à des ateliers créés pour aider les femmes à s’accomplir. Prendre sa place! Femmes au Canada","En cette Affaire Personne, nous aimerions présenter une femme forte de la Garde côtière canadienne, la Commissaire adjointe Julie Gascon. Elle a débuté son séjour avec nous en tant qu’étudiante au Collège de la Garde côtière canadienne et elle est maintenant à la tête de notre région du Centre et de l’Arctique, qui inclus plus de employés. Elle s’erime fréquemment à des ateliers créés pour aider les femmes à s’accomplir. Prendre sa place! Femmes au Canada",[],51,1,24,48,3,0,0,0,0,0,76,fr,0.0,GardeCotiereCanadienne_facebook,neutral,"['cette', 'affaire', 'personne', 'aimerions', 'présenter', 'femme', 'forte', 'garde', 'côtière', 'canadien', 'commissaire', 'adjoint', 'julie', 'gascon', 'débuté', 'séjour', 'tant', ""qu'étudiante"", 'collège', 'garde', 'côtière', 'canadien', 'maintet', 'tête', 'région', 'centre', ""l'arctique"", 'inclus', 'plus', '200', 'employé', ""s'exprime"", 'fréquemment', 'atelier', 'créés', 'aider', 'les', 'femme', ""s'accomplir"", 'prendre', 'place', 'femme', 'canada']","['femme', 'aider', 'femme', 'femme']",Social,Social
4,299048997203389_322245298217092,2017-07-21 10:30:10,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/322245298217092/?type=3,La vue et la visite des grands voiliers accostés au port de Québec ont éveillé votre intérêt? Leur présence permet la découverte du caractère unique du secteur maritime et de la vie du personnel navigant. La Garde côtière canadienne recrute actuellement et pourrait vous offrir la chance d’avoir une carrière sans pareille! Consultez l’éventail des possibilités offertes : https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1016490&toggleLanguage=fr et  http://www.ccg-gcc.gc.ca/College-et-carrieres/Carrieres.,La vue et la visite des grands voiliers accostés au port de Québec ont éveillé votre intérêt? Leur présence permet la découverte du caractère unique du secteur maritime et de la vie du personnel navigant. La Garde côtière canadienne recrute actuellement et pourrait vous offrir la chance d’avoir une carrière sans pareille! Consultez l’éventail des possibilités offertes : et .,[],11,4,58,11,0,0,0,0,0,0,73,fr,0.0,GardeCotiereCanadienne_facebook,neutral,"['vue', 'visite', 'grand', 'voilier', 'accostés', 'port', 'québec', 'éveillé', 'intérêt', 'présence', 'permet', 'découverte', 'caractère', 'unique', 'secteur', 'maritime', 'vie', 'personnel', 'navigant', 'garde', 'côtière', 'canadien', 'recrute', 'actuellement', 'pourrait', 'offrir', 'chance', ""d'avoir"", 'carrière', 'sans', 'pareille', 'consultez', ""l'éventail"", 'possibilité', 'offertes', 'httpsemploisfp-psjobscfp-pscgccapsrs-srfpapplicantpage1800poster1016490togglelanguagefr', 'httpwwwccg-gccgccacollege-et-carrierescarrieres']","['visite', 'secteur', 'maritime', 'vie', 'carrière']",Social,Social
5,299048997203389_361351767639778,2017-11-02 12:00:00,https://www.facebook.com/GardeCotiereCanadienne/videos/361351767639778/,"La Garde côtière: d’hier à aujourd’hui! Incorporant un mélange de photos et de vidéos historiques et modernes, nous sommes fiers de servir les Canadiens.","La Garde côtière: d’hier à aujourd’hui! Incorporant un mélange de photos et de vidéos historiques et modernes, nous sommes fiers de servir les Canadiens.",[],27,0,36,21,6,0,0,0,0,0,63,fr,0.0,GardeCotiereCanadienne_facebook,neutral,"['garde', 'côtière', ""d'hier"", ""aujourd'hui"", 'incorporant', 'mélange', 'photo', 'vidéo', 'historique', 'moderne', 'fiers', 'servir', 'les', 'canadien']",['historique'],Social,Social
6,299048997203389_364995907275364,2017-11-15 13:00:00,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/364995657275389/?type=3,"Nous recrutons! Êtes-vous un réserviste à la recherche d'un changement de carrière civil stimulant et enrichissant? 

Découvrez comment vous pouvez rejoindre notre équipe à terre ou à bord d'un navire de la Garde côtière canadienne : ow.ly/j21J30gpXVm",Nous recrutons! Êtes-vous un réserviste à la recherche d'un changement de carrière civil stimulant et enrichissant? Découvrez comment vous pouvez rejoindre notre équipe à terre ou à bord d'un navire de la Garde côtière canadienne :,[],27,1,30,27,0,0,0,0,0,0,58,fr,0.0,GardeCotiereCanadienne_facebook,neutral,"['recrutons', 'êtes-vous', 'réserviste', 'recherche', ""d'un"", 'changement', 'carrière', 'civil', 'stimulant', 'enrichissant', 'découvrez', 'comment', 'pouvez', 'rejoindre', 'équipe', 'terre', 'bord', ""d'un"", 'navire', 'garde', 'côtière', 'canadien', 'owlyj21j30gpxvm']","['changement', 'carrière', 'civil', 'terre']",Social,Social
7,299048997203389_377614182680203,2017-12-16 12:00:00,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/377614099346878/?type=3,"En cette 4e journée de notre décompte de 12 jours de la période des fêtes ??…nous avons QUATRE brise-glaces moyens, NGCC Des Groseilliers, NGCC Henry Larsen, NGCC Pierre Radisson, NGCC Amundsen.","En cette e journée de notre décompte de jours de la période des fêtes ?…nous avons QUATRE brise-glaces moyens, NGCC Des Groseilliers, NGCC Henry Larsen, NGCC Pierre Radisson, NGCC Amundsen.",[],47,2,5,41,6,0,0,0,0,0,54,fr,0.0,GardeCotiereCanadienne_facebook,neutral,"['cette', 'journée', 'décompte', 'jour', 'période', 'fête', '??…nous', 'quatre', 'brise-glaces', 'moyen', 'ngcc', 'groseillier', 'ngcc', 'henry', 'larsen', 'ngcc', 'pierre', 'radisson', 'ngcc', 'amundsen']",[],unknown,unknown
8,299048997203389_375722079536080,2017-12-06 13:00:00,https://www.facebook.com/GardeCotiereCanadienne/videos/375722079536080/,"La nuit tombe alors que le brise-glace phare de la Garde côtière, le NGCC Louis S. St. Laurent, traverse le détroit de Bellot lors de son voyage vers l'est dans l'Arctique en octobre.","La nuit tombe alors que le brise-glace phare de la Garde côtière, le NGCC Louis S. St. Laurent, traverse le détroit de Bellot lors de son voyage vers l'est dans l'Arctique en octobre.",[],43,5,6,38,5,0,0,0,0,0,54,fr,0.07499999999999997,GardeCotiereCanadienne_facebook,positive,"['nuit', 'tombe', 'alors', 'brise-glace', 'phare', 'garde', 'côtière', 'ngcc', 'louis', 'laurent', 'traverse', 'détroit', 'bellot', 'lors', 'voyage', 'ver', ""l'est"", ""l'arctique"", 'octobre']",['brise-glace'],Economical,Economical
9,299048997203389_381986238909664,2017-12-26 09:00:00,https://www.facebook.com/GardeCotiereCanadienne/videos/381986238909664/,Notre collège recrute! Joignez-vous à nous pour une carrière excitante ! Postulez ici ow.ly/8H8d30fbmJfLe,Notre collège recrute! Joignez-vous à nous pour une carrière excitante ! Postulez ici,[],41,2,9,37,4,0,0,0,0,0,52,fr,0.041666666666666664,GardeCotiereCanadienne_facebook,positive,"['collège', 'recrute', 'joignez-vous', 'carrière', 'excitante', 'postulez', 'ici', 'owly8h8d30fbmjfle']",['carrière'],Economical,Economical
