,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_shares,num_likes,Reactions_SUM,category,matched_keywords,language,average_sentiment_score,sentiment,account_name
0,137563459593611_1257381627611783,2016-01-04 19:41:38,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1257381627611783/?type=3,"Happy New Year!!!
We are starting 2016 with great news: as a first step towards celebrating Canada's 150th Anniversary of Confederation at Parks Canada places, our 2016 Discovery Pass will be valid for 24 months!

The Discovery Pass gives you unlimited opportunities to enjoy nearly 200 National Parks, National Historic Sites and National Marine Conservation Areas across Canada. Find out more: http://ow.ly/WgNJc","Happy New Year!!! We are starting with great news: as a first step towards celebrating Canada's th Anniversary of Confederation at Parks Canada places, our Discovery Pass will be valid for months! The Discovery Pass gives you unlimited opportunities to enjoy nearly National Parks, National Historic Sites and National Marine Conservation Areas across Canada. Find out more: c",[],221.0,2140.0,4355,6718,Environmental,"['marine', 'conservation']",en,0.09056122448979592,positive,ParksCanada_facebook
1,137563459593611_1263349230348356,2016-01-15 09:15:01,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1263349230348356/?type=3,"Happy Friday Follower Photo!!!
This amazing photo of Banff National Park comes to us from Shelby (SMV Photography) who captioned it: “It feels good being lost in the right direction!”

NEW! Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. What a great way to see our amazing national parks and historic sites through YOUR eyes!!!

If you would like to submit a photo for consideration, simply send us a message with your photo and caption.","Happy Friday Follower Photo!!! This amazing photo of Banff National Park comes to us from Shelby (SMV Photography) who captioned it: “It feels good being lost in the right direction!” NEW! Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. What a great way to see our amazing national parks and historic sites through YOUR eyes!!! If you would like to submit a photo for consideration, simply send us a message with your photo and caption.",[],83.0,445.0,3503,4039,Social,"['photo', 'park', 'right', 'photo', 'park', 'photo', 'photo']",en,0.2585034013605442,positive,ParksCanada_facebook
2,137563459593611_1259767534039859,2016-01-08 15:59:13,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1259767534039859/?type=3,"Happy Friday Follower Photo!!!
This surreal aurora night shot at the Athabasca Glacier in Jasper National Park comes to us from Paul Zizka Photography.

NEW! Every Friday, we'll randomly pick a photo sent to us by a follower and feature it on our wall. 
What a great way to see our amazing national parks and historic sites through YOUR eyes!

If you would like to submit a photo for consideration, simply message us your photo with a short caption.","Happy Friday Follower Photo!!! This surreal aurora night shot at the Athabasca Glacier in Jasper National Park comes to us from Paul Zizka Photography. NEW! Every Friday, we'll randomly pick a photo sent to us by a follower and feature it on our wall. What a great way to see our amazing national parks and historic sites through YOUR eyes! If you would like to submit a photo for consideration, simply message us your photo with a short caption.",[],60.0,509.0,2505,3086,Social,"['park', 'photo', 'park', 'photo', 'photo']",en,0.2798273601398601,positive,ParksCanada_facebook
3,137563459593611_1263346910348588,2016-01-16 10:01:13,http://ow.ly/WXEN1,"Wow! Many Parks Canada places mentioned in Vacay.ca article ""20 Best Places to Visit in Canada for 2016"": http://ow.ly/WXEN1","Wow! Many Parks Canada places mentioned in Vacay.ca article ""20 Best Places to Visit in Canada for "": 1",[],60.0,637.0,1704,2401,unknown,[],en,0.18939851061636773,positive,ParksCanada_facebook
4,137563459593611_1267372883279324,2016-01-21 09:41:06,https://www.facebook.com/ParksCanada/photos/a.1267366986613247.1073741914.137563459593611/1267367009946578/?type=3,"This coming Monday is the most exciting day of the year at Elk Island National Park - the start of Plains Bison handling.

Over three hundred bison will be weighed, aged, tagged and we’ll sample blood, hair and stool... it’s even more fun than it sounds! 

Here are some pictures from last year’s Wood Bison Handling: http://ow.ly/X6OLt","This coming Monday is the most exciting day of the year at Elk Island National Park - the start of Plains Bison handling. Over three hundred bison will be weighed, aged, tagged and we’ll sample blood, hair and stool... it’s even more fun than it sounds! Here are some pictures from last year’s Wood Bison Handling:",[],77.0,484.0,1711,2273,Environmental,['park'],en,0.18942656475468966,positive,ParksCanada_facebook
5,137563459593611_1258426777507268,2016-01-06 11:33:18,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1258426777507268/?type=3,"Welcome to the winter wonderland that is Banff National Park!

Thank you I Reckon Photography for sharing this pristine mountain landscape photo! Breath taking!",Welcome to the winter wonderland that is Banff National Park! Thank you I Reckon Photography for sharing this pristine mountain landscape photo! Breath taking!,[],25.0,134.0,1686,1846,Environmental,"['winter', 'pristine', 'mountain', 'landscape']",en,0.2956413089225589,positive,ParksCanada_facebook
6,137563459593611_1267420869941192,2016-01-29 09:15:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1267420869941192/?type=3,"Happy Friday Follower Photo!!!
This amazing shot of Fathom Five National Marine Park comes to us from Sibi Sutty, who captioned it: ""Flowerpot Island is my favourite camping destination in Ontario. The sunrise over the calm waters of the Georgian Bay is one of the most beautiful things I've seen.""
 
NEW! Every Friday, we'll randomly pick a photo sent to us by a follower and feature it on our wall. What a great way to see our amazing national parks and historic sites through YOUR eyes!!!

If you would like to submit a photo for consideration, simply send us a message with your photo and caption. 
Bruce Peninsula National Park and Fathom Five National Marine Park","Happy Friday Follower Photo!!! This amazing shot of Fathom Five National Marine Park comes to us from Sibi Sutty, who captioned it: ""Flowerpot Island is my favourite camping destination in Ontario. The sunrise over the calm waters of the Georgian Bay is one of the most beautiful things I've seen."" NEW! Every Friday, we'll randomly pick a photo sent to us by a follower and feature it on our wall. What a great way to see our amazing national parks and historic sites through YOUR eyes!!! If you would like to submit a photo for consideration, simply send us a message with your photo and caption. Bruce Peninsula National Park and Fathom Five National Marine Park",[],31.0,124.0,1174,1329,Environmental,"['marine', 'park', 'camping', 'ontario', 'sunrise', 'water', 'photo', 'park', 'photo', 'photo', 'park', 'marine', 'park']",en,0.20561079545454547,positive,ParksCanada_facebook
7,137563459593611_1258455704171042,2016-01-28 10:45:01,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1258455704171042/?type=3,"Have you ever tried snowshoeing? 

Here are 8 reasons why you should:
1) No or very little coordination is required. It’s simple to learn for all ages!
2) Little preparation time needed before leaving on a hike.
3) There’s low risk of injury and it’s easy on joints.
4) It’s a superior calorie-burner - about 500/hour.
5) It provides a great legs and buttocks workout - and arms too, if you add poles.
6) You can explore out-of-the-way places.
7) Snowshoeing is inexpensive - especially compared with other winter sports.
8) It's so much fun!!!","Have you ever tried snowshoeing? Here are reasons why you should: ) No or very little coordination is required. It’s simple to learn for all ages! ) Little preparation time needed before leaving on a hike. ) There’s low risk of injury and it’s easy on joints. ) It’s a superior calorie-burner - about /hour. ) It provides a great legs and buttocks workout - and arms too, if you add poles. ) You can elore out-of-the-way places. ) Snowshoeing is ineensive - especially compared with other winter sports. ) It's so much fun!!!",[],23.0,181.0,711,915,Environmental,['winter'],en,0.2409820864898989,positive,ParksCanada_facebook
8,137563459593611_1259101157439830,2016-01-26 10:45:01,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1259101157439830/?type=3,"Prince Albert National Park is open year-round and winter is an excellent time to explore the park without the crowds.

The winter park awaits and warmly welcomes you! http://ow.ly/FOPiZ",Prince Albert National Park is open year-round and winter is an excellent time to elore the park without the crowds. The winter park awaits and warmly welcomes you!,[],4.0,82.0,807,894,Environmental,"['park', 'winter', 'park', 'winter', 'park']",en,0.08437499999999999,positive,ParksCanada_facebook
9,137563459593611_1262733350409944,2016-01-27 11:00:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1262733350409944/?type=3,"What are the owls of Point Pelee National Park up to?

Discover who, who, who’s out there on an evening adventure with a park interpreter January 29-30: http://ow.ly/WFAF5","What are the owls of Point Pelee National Park up to? Discover who, who, who’s out there on an evening adventure with a park interpreter January -30:",[],12.0,80.0,657,749,Environmental,"['park', 'adventure', 'park']",en,0.16971153846153844,positive,ParksCanada_facebook
0,137563459593611_1282377541778858,2016-02-15 10:16:02,https://www.facebook.com/ParksCanada/photos/a.1282377168445562.1073741915.137563459593611/1282377541778858/?type=3,We are happy to share with you this photo album to commemorate National Flag Day. Our staff are proud to bear the #CanadianFlag!,We are happy to share with you this photo album to commemorate National Flag Day. Our staff are proud to bear the !,['#CanadianFlag'],85.0,1067.0,5341,6503,Social,['photo'],en,0.2980486379754997,positive,ParksCanada_facebook
1,431918433581020_771428256296701,2016-02-23 11:45:32,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/771428256296701/?type=3,"SCAM ALERT: Beware of scammers impersonating the Canada Revenue Agency (CRA). 

These scammers “spoof” phone numbers to make it look like the call is from the CRA claiming that you owe the government back taxes. These scammers threaten arrest if you don't make an immediate payment through untraceable money transfers and prepaid credit cards.  

Always be vigilant when disclosing personal and financial information. Here are some ways to tell if it's really the CRA: http://ow.ly/YExnK",SCAM ALERT: Beware of scammers impersonating the Canada Revenue Agency (CRA). These scammers “spoof” phone numbers to make it look like the call is from the CRA claiming that you owe the government back taxes. These scammers threaten arrest if you don't make an immediate payment through untraceable money transfers and prepaid credit cards. Always be vigilant when disclosing personal and financial information. Here are some ways to tell if it's really the CRA:,[],89.0,3528.0,251,3878,Economical,"['government', 'government', 'tax', 'money']",en,0.0,neutral,YourMoneyMattersCanada_facebook
2,702550562156445697,2016-02-24 17:48:01,[],"RT @JustinTrudeau: On Pink Shirt Day, we stand up to bullying and vow to spread kindness. Please RT and tag a friend to #PinkItForward:
htt…",RT JustinTrudeau Pink Shirt Day stand bullying vow spread kindness Please RT tag friend PinkItForward,['#PinkItForward'],,3684.0,0,3684,Social,['friend'],en,-0.1,Neutral,DFO_Pacific_tweeter
3,137563459593611_1280015915348354,2016-02-12 09:15:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1280015915348354/?type=3,"Happy Friday Follower Photo!!!
This amazing shot of comes to us from Harry Radford Photography, who captioned it: ""The awesome Athabasca River in the Jasper National Park... crystal clear memories!""

Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.","Happy Friday Follower Photo!!! This amazing shot of comes to us from Harry Radford Photography, who captioned it: ""The awesome Athabasca River in the Jasper National Park... crystal clear memories!"" Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.",[],43.0,236.0,2429,2714,Social,"['river', 'park', 'photo', 'photo', 'photo']",en,0.40638586956521744,positive,ParksCanada_facebook
4,137563459593611_1288096454540300,2016-02-29 07:34:00,http://ow.ly/YIfBP,"You always wanted to visit the Canadian Rockies but just haven't got to it yet?

These breathtaking photos from @TravelChannel will surely get you motivated! http://ow.ly/YIfBP Jasper National Park, Banff National Park, Kootenay National Park, Waterton Lakes National Park and Yoho National Park.","You always wanted to visit the Canadian Rockies but just haven't got to it yet? These breathtaking photos from will surely get you motivated! Jasper National Park, Banff National Park, Kootenay National Park, Waterton Lakes National Park and Yoho National Park.",[],68.0,478.0,1874,2572,Environmental,"['canadian', 'photo', 'park', 'park', 'park', 'park', 'park']",en,0.1746017156862745,positive,ParksCanada_facebook
5,137563459593611_1275025892514023,2016-02-03 13:07:09,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1275025892514023/?type=3,"On this day in 1947, the village of Snag in the Yukon hit -62.8 degrees Celsius, the lowest confirmed temperature ever recorded in North America!

Visit our “This Week in History” section to learn more: ow.ly/XH3Px 
This photo was taken in Kluane National Park and Reserve, south of Snag. Parks Canada Yukon","On this day in , the village of Snag in the Yukon hit degrees Celsius, the lowest confirmed temperature ever recorded in North America! Visit our “This Week in History” section to learn more: This photo was taken in Kluane National Park and Reserve, south of Snag. Parks Canada Yukon",[],30.0,275.0,1531,1838,Social,"['yukon', 'photo', 'park', 'yukon']",en,0.0967650293255132,positive,ParksCanada_facebook
