id,full_text,retweet_count,favorite_count,created_at
947233610612006912,RT @MPO_Science: Argo est un système international de surveillance océanographique. Découvrez comment notre rôle nous en apprend plus sur #…,2,0,2017-12-30 22:31:06
947146784119410689,RT @salledepresseGC: .@Transports_gc Nouvelle amende imposée pour non-respect de la limitation de vitesse dans le golfe du St-Laurent https…,2,0,2017-12-30 16:46:05
946827020801052672,RT @GCC_CCG: En savoir plus sur la façon dont nous augmentons notre capacité de #déglaçage à fournir des services essentiels sur les voies…,2,0,2017-12-29 19:35:27
946779641821396994,RT @MPO_DFO: Nos océans canadiens sont magnifiques en raison de la variété de la vie aquatique. https://t.co/IEz2nL9zBM #Top5 #Meilleurde20…,4,0,2017-12-29 16:27:11
945728271651614720,RT @GCC_CCG: Les navires rouges et blancs de la Garde côtière canadienne constituent un symbole visible de notre identité et leurs silhouet…,2,0,2017-12-26 18:49:25
945414727861194752,RT @MPO_DFO: https://t.co/ij27xJnQCc,1,0,2017-12-25 22:03:30
945364953518759936,"RT @GCC_CCG: Notre personnel travaille 24 heures sur 24, 7 jours sur 7, 365 jours par année, pour assurer la sécurité de nos eaux. Joyeux t…",4,0,2017-12-25 18:45:43
944725406757900288,"2/2 Ces gaillards ont livré vêtements chauds, sacs de couchage, couvertures et livres à la Fondation @gilleskegle. En ce temps des Fêtes, l’initiative d’employés de la région Centre et Arctique, Secteur St-Laurent, a touché le cœur de l’humaniste, mbre Ordre du Canada! #GCCFière",1,0,2017-12-24 00:24:23
944725200687550469,"1/2 À la GCC, on sauve des vies et on tente d’ensoleiller celles des plus démunis. Gerry Lavoie (gauche derrière) et Pierre-Loup Boudreault (droite derrière) ont récemment prêté main-forte à Denise St-Amant dans son élan de générosité envers la Fondation @gilleskegle. #GCCFière https://t.co/9sGYbqDSmF",3,1,2017-12-24 00:23:34
944301274010456065,RT @GCC_CCG: Les stations saisonnières de #SAR de la région Atlantique de la GCC dans le golfe du Saint-Laurent sont fermées pour la saison…,3,0,2017-12-22 20:19:02
943975868401115138,Infocéans : l’édition décembre 2017-janvier 2018 de notre bulletin est en ligne! Venez nous lire! https://t.co/Tth6upumJ6 https://t.co/AdjYUG5hHt,0,0,2017-12-21 22:45:59
943958197118828545,RT @salledepresseGC: Nouvelles condamnations en vertu de la Loi sur les pêches aux Îles-de-la-Madeleine https://t.co/UIzMnaBEVD,1,0,2017-12-21 21:35:46
943958164424314880,RT @salledepresseGC: Nouvelles condamnations en vertu de la Loi sur les pêches sur la Côte-Nord https://t.co/sZXPwWgrNy,1,0,2017-12-21 21:35:38
943628224403329024,RT @salledepresseGC: Les activités des bases saisonnières de recherche et sauvetage au Qc se termineront avec celle de Cap-aux-Meules https…,1,0,2017-12-20 23:44:35
943626548350943232,RT @Transports_gc: Un #BateauAbandonné doit être enlevé d’une voie navigable près de chez vous? Faites une demande de financement #NosCôtes…,2,0,2017-12-20 23:37:55
