id,full_text,retweet_count,favorite_count,created_at
946752722316951552,Argo est un système international de surveillance océanographique. Découvrez comment notre rôle nous en apprend plus sur #NosOcéans. https://t.co/IKf0LjxJAV https://t.co/tR1yk0b4Cu,2,1,2017-12-29 14:40:13
946389092803244032,Notre hydrographe Scott Youngblut dévoile comment la cartographie du fond marin #Arctique améliore la sécurité maritime 🚢: https://t.co/p3PVld7uSM https://t.co/Udd7zBC0HN,0,0,2017-12-28 14:35:17
946017913911365633,"Voici tous nos amis à fourrure repérés par voie aérienne lors d’un relevé de phoques au large du nord de Terre-Neuve-et-Labrador. Combien en comptez-vous? 
https://t.co/zmplSUtAUo https://t.co/P5wuxPNxbR",1,0,2017-12-27 14:00:21
945660560837894145,Les échantillons d’eau de cette rosette à bord du NGCC Louis S. St-Laurent vont nous aider à mieux comprendre notre océan #Arctique #ScienceArctique https://t.co/UHqZzQEeSW @GCC_CCG https://t.co/sQC35R5mOV,0,1,2017-12-26 14:20:21
945328337442033667,La voleuse d’huîtres est peut-être le Grincheux de l’#Atlantique. Découvrez comment cette espèce envahissante vole l’habitat de nos algues https://t.co/hmBVq7lYSA https://t.co/rTJyIEn0B9,0,0,2017-12-25 16:20:13
944267566159187969,"Voici nos jouets privilégiés! Ce sont les outils dont nous avons besoin pour aider nos poissons à être sains 🐟
https://t.co/OAKoLpGHiE https://t.co/yASNsDjue3",0,0,2017-12-22 18:05:06
944254536167907330,RT @environnementca: Suivez nos collègues de @MPO_Science durant le mois de la science dans l’Arctique! #ScienceArctique #FollowFriday #FF…,2,0,2017-12-22 17:13:19
944247767681167366,Merci d’avoir suivi les aventures de Perlan perché répandant l’esprit des Fêtes! Nos meilleurs vœux pour 2018! https://t.co/8WbnXCL11E,0,0,2017-12-22 16:46:25
943922876507475968,Notre Perlan perché des temps des fêtes festoie avec des baleines à bec commune sur le plateau néo-écossais au large des côtes de la Nouvelle Écosse : https://t.co/ob3uZ8B4Ug https://t.co/7pC7nDxleW,2,0,2017-12-21 19:15:25
943592050745921537,"Notre Perlan perché entonne des cantiques avec ses amis les bélugas sur le plateau Banks, dans la mer de Beaufort 🎤 🎶 
https://t.co/YIRDoUvuH3 https://t.co/EeUoLQaR8O",1,2,2017-12-20 21:20:50
943579381544443904,"Nous finançons des chercheurs canadiens pour étudier comment les contaminants du pétrole &amp; du gaz nuisent aux poissons &amp; autres organismes aquatiques
https://t.co/FCaTwWBgMl https://t.co/XmAiGQ6c0x",0,0,2017-12-20 20:30:30
943513893606952960,"Voyez le bassin simulateur de vagues qui nous permet d’étudier le comportement du pétrole dans diverses conditions marines &amp; d’eau douce.
https://t.co/gBoXAVZidx https://t.co/er0fJ655iM",1,0,2017-12-20 16:10:16
943223967594270720,"Notre Perlan perché s’assure que les narvals sur le plateau du Devon au large des côtes du Nunavut se sont bien comportés:  
https://t.co/RocRjfZigb https://t.co/ucjSOx6HxD",1,0,2017-12-19 20:58:12
943182973012205573,"Nous renforçons la capacité des sciences à notre Centre de recherche sur le pétrole, le gaz et autres sources d’énergie extracôtières pour mieux comprendre comment le pétrole se comporte dans diverses conditions hydrologiques. 
https://t.co/JligbhhJhH https://t.co/8DjCh3SPxq",0,0,2017-12-19 18:15:18
