Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,language,account_name,average_sentiment_score,sentiment,matched_keywords,category,FSDS_matched_keywords,FSDS_category
84,566325673547435_758363687676965,2017-08-24 14:45:07,https://youtu.be/sxw4g-kbn-4,"Protection des passagers aériens en tant que consommateurs

Cela signifie que vous pouvez vous adresser à nous si vous croyez qu'une ligne aérienne n'a pas respecté ses conditions de transport ou si vous pensez que celles-ci ne sont pas raisonnables.

https://youtu.be/sxw4g-kbn-4",Protection des passagers aériens en tant que consommateurs Cela signifie que vous pouvez vous adresser à nous si vous croyez qu'une ligne aérienne n'a pas respecté ses conditions de transport ou si vous pensez que celles-ci ne sont pas raisonnables.,[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],"['protection', 'consommateur', 'transport']",Clean growth
85,566325673547435_757523711094296,2017-08-22 14:45:07,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/757523711094296/?type=3,"AVIS D'AUDIENCE PUBLIQUE

L'enquête de l'Office des transports du Canada (OTC) portant sur le retard des vols d'Air Transat no 157 de Bruxelles et no 507 de Rome sur l'aire de trafic le 31 juillet 2017.

http://ow.ly/i9Kv30eBkuU",AVIS D'AUDIENCE PUBLIQUE L'enquête de l'Office des transports du Canada (OTC) portant sur le retard des vols d'Air Transat no de Bruxelles et no de Rome sur l'aire de trafic le juillet . uU,[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],['transport'],Modern and resilient infrastructure
86,566325673547435_677577519088916,2017-03-16 10:02:12,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/677577519088916/?type=3,"Comme le printemps et l'été arrivent à grands pas, le temps est venu de penser à vous procurer vos demandes de licence de cabotage. Dans quel contexte une licence est-elle requise et quel est le processus de dépôt d'une demande? Pour trouver des réponses à toutes vos questions, il suffit de cliquer sur http://ow.ly/yA65309IYbU","Comme le printemps et l'été arrivent à grands pas, le temps est venu de penser à vous procurer vos demandes de licence de cabotage. Dans quel contexte une licence est-elle requise et quel est le processus de dépôt d'une demande? Pour trouver des réponses à toutes vos questions, il suffit de cliquer sur U",[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],[],unknown
87,566325673547435_684370148409653,2017-03-30 11:01:20,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/684370148409653/?type=3,Vous avez du bagage émotionnel? Assurez-vous de connaître les politiques de bagages de votre ligne aérienne > http://ow.ly/8Pk6307gD4B,Vous avez du bagage émotionnel? Assurez-vous de connaître les politiques de bagages de votre ligne aérienne >,[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],[],unknown
88,566325673547435_742072369306097,2017-07-18 17:00:49,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/742072369306097/?type=3,"Les compagnies aériennes doivent se conformer à la Loi sur les transports au Canada, au Règlement sur les transports aériens et au Règlement sur la formation du personnel en matière d’aide aux personnes ayant une déficience.

Notre travail consiste à nous assurer qu’elles s’y conforment pour protéger vos droits comme voyageurs aériens.

Apprenez-en davantage sur le nombre total d’inspections qu'ont effectuées nos agents verbalisateurs et des contraventions qu’ils ont imposées : http://ow.ly/LDSa30dccik","Les compagnies aériennes doivent se conformer à la Loi sur les transports au Canada, au Règlement sur les transports aériens et au Règlement sur la formation du personnel en matière d’aide aux personnes ayant une déficience. Notre travail consiste à nous assurer qu’elles s’y conforment pour protéger vos droits comme voyageurs aériens. Apprenez-en davantage sur le nombre total d’inspections qu'ont effectuées nos agents verbalisateurs et des contraventions qu’ils ont imposées :",[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],"['transport', 'transport', 'formation', 'travail', 'protéger']",Clean growth
89,566325673547435_734985763348091,2017-07-04 17:15:04,http://ow.ly/AnRi30dcgKz,"Nominations par le gouverneur en conseils - Possibilité actuelle > Membre, Office des transports du Canada > http://ow.ly/AnRi30dcgKz","Nominations par le gouverneur en conseils - Possibilité actuelle > Membre, Office des transports du Canada >",[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],['transport'],Modern and resilient infrastructure
90,566325673547435_755923261254341,2017-08-18 16:30:17,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/755923261254341/?type=3,"Les compagnies aériennes doivent se conformer à la Loi sur les transports au Canada, au Règlement sur les transports aériens et au Règlement sur la formation du personnel en matière d’aide aux personnes ayant une déficience.

Notre travail consiste à nous assurer qu’elles s’y conforment pour protéger vos droits comme voyageurs aériens.

Apprenez-en davantage sur le nombre total d’inspections qu'ont effectuées nos agents verbalisateurs et des contraventions qu’ils ont imposées : http://ow.ly/LDSa30dccik","Les compagnies aériennes doivent se conformer à la Loi sur les transports au Canada, au Règlement sur les transports aériens et au Règlement sur la formation du personnel en matière d’aide aux personnes ayant une déficience. Notre travail consiste à nous assurer qu’elles s’y conforment pour protéger vos droits comme voyageurs aériens. Apprenez-en davantage sur le nombre total d’inspections qu'ont effectuées nos agents verbalisateurs et des contraventions qu’ils ont imposées :",[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],"['transport', 'transport', 'formation', 'travail', 'protéger']",Clean growth
91,566325673547435_667616846751650,2017-02-24 12:01:53,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/667616846751650/?type=3,"""#Astucesvoyage > 
Comprenez les règles tarifaires de votre billet
Notez ou imprimez les règles tarifaires de votre billet avant de procéder à l'achat de votre billet et gardez-les sur vous lorsque vous voyagez – elles peuvent servir en cas de différend avec votre transporteur aérien.
  > Prenez l'air averti > Dix conseils clés > http://ow.ly/4nk1SM""",""" > Comprenez les règles tarifaires de votre billet Notez ou imprimez les règles tarifaires de votre billet avant de procéder à l'achat de votre billet et gardez-les sur vous lorsque vous voyagez – elles peuvent servir en cas de différend avec votre transporteur aérien. > Prenez l'air averti > Dix conseils clés > """,['#Astucesvoyage'],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],['#astucesvoyage'],Modern and resilient infrastructure
92,566325673547435_668060806707254,2017-02-25 12:01:15,,"""#Astucesvoyage > 
Connaissez les limites de votre transporteur aérien
Chaque transporteur aérien fixe ses propres limites de responsabilité à l'égard des bagages de cabine et des bagages enregistrés. Les transporteurs prescrivent également des délais pour rapporter la perte, les dommages ou le retard des bagages. Consultez le tarif de votre transporteur aérien pour connaître ses règles et indemnités concernant les bagages.
  > Prenez l'air averti > Dix conseils clés > http://ow.ly/4nk1SM""",""" > Connaissez les limites de votre transporteur aérien Chaque transporteur aérien fixe ses propres limites de responsabilité à l'égard des bagages de cabine et des bagages enregistrés. Les transporteurs prescrivent également des délais pour rapporter la perte, les dommages ou le retard des bagages. Consultez le tarif de votre transporteur aérien pour connaître ses règles et indemnités concernant les bagages. > Prenez l'air averti > Dix conseils clés > """,['#Astucesvoyage'],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],['#astucesvoyage'],Modern and resilient infrastructure
93,566325673547435_681519015361433,2017-03-24 11:02:11,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/681519015361433/?type=3,"Une expérience de voyage récente vous a frustré?

Nous sommes des spécialistes, pour ce qui est de régler les plaintes relatives aux voyages aériens à l'intérieur, à destination et en provenance du Canada. La grande majorité de ces plaintes sont réglées rapidement, facilement et de façon informelle au moyen de la facilitation ou de la médiation. Pour les cas complexes, nous offrons aussi un processus semblable à celui d'une cour, appelé processus décisionnel formel, où une formation de membres prend une décision en se fondant sur les éléments de preuve présentés > http://ow.ly/o7oX302foQL","Une eérience de voyage récente vous a frustré? Nous sommes des spécialistes, pour ce qui est de régler les plaintes relatives aux voyages aériens à l'intérieur, à destination et en provenance du Canada. La grande majorité de ces plaintes sont réglées rapidement, facilement et de façon informelle au moyen de la facilitation ou de la médiation. Pour les cas complexes, nous offrons aussi un processus semblable à celui d'une cour, appelé processus décisionnel formel, où une formation de membres prend une décision en se fondant sur les éléments de preuve présentés >",[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],['formation'],Connecting Canadians with nature
94,566325673547435_752903164889684,2017-08-11 14:19:28,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/752903164889684/?type=3,"Connaissez-vous la procédure complète liée au traitement d'une demande de licence de cabotage? Quels sont les rôles des autres ministères et organismes du gouvernement à cet égard?

Pour obtenir un aperçu visuel du processus, consultez nos lignes directrices : http://ow.ly/vtHk30aF15V","Connaissez-vous la procédure complète liée au traitement d'une demande de licence de cabotage? Quels sont les rôles des autres ministères et organismes du gouvernement à cet égard? Pour obtenir un aperçu visuel du processus, consultez nos lignes directrices :",[],1,0,0,0,1,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],"['traitement', 'traitement']",Healthy coasts and oceans
95,566325673547435_740030942843573,2017-07-14 11:00:26,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/740030942843573/?type=3,"La boxe n’en fait pas partie...

Mais nous avons quatre autres moyens de régler les différends liés au réseau de transport fédéral.

- La médiation
- la facilitation
- l’arbitrage
-le processus décisionnel formel

Apprenez-en davantage, visitez http://ow.ly/sb2I30dcwOg","La boxe n’en fait pas partie... Mais nous avons quatre autres moyens de régler les différends liés au réseau de transport fédéral. - La médiation - la facilitation - l’arbitrage -le processus décisionnel formel Apprenez-en davantage, visitez",[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],"['transport', 'fédéral']",Low-carbon government
96,566325673547435_635343813312287,2016-12-23 15:30:00,https://www.facebook.com/OfficeDesTransportsDuCanada/videos/635343813312287/,Prenez l'air averti cet hiver – Des conseils utiles > http://bit.ly/2aFim46  #VoyageCanada #transports #plaintes,Prenez l'air averti cet hiver – Des conseils utiles >,"['#VoyageCanada', '#transports', '#plaintes']",1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],[],unknown
97,566325673547435_718006591712675,2017-06-02 11:30:54,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/718006591712675/?type=3,"Pour réaliser l'accessibilité des transports, tous les Canadiens collaborent ensemble.

Afin de lire la rétroaction valable fournie pendant notre Consultation nationale sur les transports accessibles, consultez le Rapport sommaire « Ce que nous avons entendu » à http://ow.ly/V0zV30bSIGO

Nous sommes fiers de célébrer la Semaine nationale de l'accessibilité!","Pour réaliser l'accessibilité des transports, tous les Canadiens collaborent ensemble. Afin de lire la rétroaction valable fournie pendant notre Consultation nationale sur les transports accessibles, consultez le Rapport sommaire « Ce que nous avons entendu » à Nous sommes fiers de célébrer la Semaine nationale de l'accessibilité!",[],1,0,0,0,1,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],"['transport', 'transport']",Modern and resilient infrastructure
98,566325673547435_616671181846217,2016-11-25 12:15:00,http://ow.ly/q9I6306gGBB,"LSV? La plupart des plaintes que nous recevons relativement au transport aérien sont réglées par la voie de la facilitation. Il s'agit d'un processus rapide et facile à utiliser. 

Notre travail consiste à s'assurer que le transporteur aérien et le voyageur ont tous deux respecté leur part du marché de service conclu : http://ow.ly/q9I6306gGBB",LSV? La plupart des plaintes que nous recevons relativement au transport aérien sont réglées par la voie de la facilitation. Il s'agit d'un processus rapide et facile à utiliser. Notre travail consiste à s'assurer que le transporteur aérien et le voyageur ont tous deux respecté leur part du marché de service conclu :,[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],"['transport', 'travail']",Clean growth
99,566325673547435_623087961204539,2016-12-03 18:30:00,http://ow.ly/wPJu306GqPh,Liste de contrôle avant la réservation pour les personnes ayant une déficience: Un guide pour vous aider à planifier votre voyage > http://ow.ly/wPJu306GqPh #JIPH,Liste de contrôle avant la réservation pour les personnes ayant une déficience: Un guide pour vous aider à planifier votre voyage >,['#JIPH'],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],[],unknown
100,566325673547435_699233723589962,2017-04-24 17:30:30,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/699233723589962/?type=3,"#Astucesvoyage > Vérifiez à l'avance

Qu'il s'agisse de transport d'équipement sportif ou d'instruments de musique, de restrictions alimentaires, de conditions médicales et de besoins liés à une déficience, la plupart des transporteurs exigent un préavis de 48 à 72 heures pour répondre aux demandes de service spécial.

  > Prenez l'air averti > Dix conseils clés > http://ow.ly/4nk1SM","> Vérifiez à l'avance Qu'il s'agisse de transport d'équipement sportif ou d'instruments de musique, de restrictions alimentaires, de conditions médicales et de besoins liés à une déficience, la plupart des transporteurs exigent un préavis de à heures pour répondre aux demandes de service spécial. > Prenez l'air averti > Dix conseils clés >",['#Astucesvoyage'],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],"['#astucesvoyage', 'transport']",Modern and resilient infrastructure
101,566325673547435_703369383176396,2017-05-03 09:01:53,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/703369383176396/?type=3,"Le saviez-vous? L'Office a la responsabilité de s'assurer que tout le monde bénéficie d'un accès égal aux services de transport. Depuis 1988, l'Office a le mandat de protéger le droit fondamental des personnes ayant une déficience à une expérience de voyage accessible. Si vous avez une plainte relative à l'accessibilité du transport aérien, nous pourrions être en mesure de vous aider. Visionnez notre vidéo afin de comprendre notre processus de plainte relative à l'accessibilité à http://ow.ly/BY15301kioC","Le saviez-vous? L'Office a la responsabilité de s'assurer que tout le monde bénéficie d'un accès égal aux services de transport. Depuis , l'Office a le mandat de protéger le droit fondamental des personnes ayant une déficience à une eérience de voyage accessible. Si vous avez une plainte relative à l'accessibilité du transport aérien, nous pourrions être en mesure de vous aider. Visionnez notre vidéo afin de comprendre notre processus de plainte relative à l'accessibilité à C",[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],"['accès', 'accès', 'transport', 'protéger', 'transport', 'mesure']",Modern and resilient infrastructure
102,566325673547435_765829990263668,2017-09-11 15:30:22,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/765829990263668/?type=3,Avis d'audience : West Vancouver vs. CN > http://ow.ly/F28k30f4pjh,Avis d'audience : West Vancouver vs. CN >,[],1,0,0,1,0,0,0,0,0,0,1,en,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],[],unknown
103,566325673547435_787011498145517,2017-10-31 11:00:21,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/787011498145517/?type=3,"Le saviez-vous? Les agents verbalisateurs de l'OTC ont émis 314 lettres d'avertissement et 84 procès-verbaux de violation, qui donné lieu à des pénalités totalisant 700 000 $ au cours des cinq dernières années.

Pour obtenir de plus amples renseignements sur la portée et les limites de nos activités d'application de la loi, consultez http://ow.ly/Ec6230fiQjo","Le saviez-vous? Les agents verbalisateurs de l'OTC ont émis lettres d'avertissement et procès-verbaux de violation, qui donné lieu à des pénalités totalisant $ au cours des cinq dernières années. Pour obtenir de plus amples renseignements sur la portée et les limites de nos activités d'application de la loi, consultez",[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],"['activité', 'activité']",Connecting Canadians with nature
104,566325673547435_592619207584748,2016-09-30 11:10:55,https://www.otc-cta.gc.ca/fra/publication/initiative-de-modernisation-de-la-reglementation,"Faites-nous savoir de quelle façon nous pourrions améliorer l'accessibilité du réseau de transport fédéral du Canada! 

Notre initiative de modernisation de la réglementation est continue. Pour obtenir de plus amples détails :",Faites-nous savoir de quelle façon nous pourrions améliorer l'accessibilité du réseau de transport fédéral du Canada! Notre initiative de modernisation de la réglementation est continue. Pour obtenir de plus amples détails :,[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],"['transport', 'fédéral']",Low-carbon government
105,566325673547435_789579987888668,2017-11-06 12:00:31,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/789579987888668/?type=3,"Sentez-vous que votre vie a déraillé? 

Toutes crises existentielles mises à part, les plaintes et différends les plus fréquents liés au transport ferroviaire auxquels nous pouvons quelque chose sont :

- le bruit et les vibrations;
- les obstacles liés à une déficience ou à un problème de santé;
- le niveau de service;
- les ententes sur les niveaux de service ferroviaire;
- l’interconnexion;
- les franchissements routiers;
- la cession et l'abandon de ligne ferroviaire.

Pour obtenir plus d’information sur les plaintes et différends en matière de transport ferroviaire, consultez http://ow.ly/XYZM30gkQ9g","Sentez-vous que votre vie a déraillé? Toutes crises existentielles mises à part, les plaintes et différends les plus fréquents liés au transport ferroviaire auxquels nous pouvons quelque chose sont : - le bruit et les vibrations; - les obstacles liés à une déficience ou à un problème de santé; - le niveau de service; - les ententes sur les niveaux de service ferroviaire; - l’interconnexion; - les franchissements routiers; - la cession et l'abandon de ligne ferroviaire. Pour obtenir plus d’information sur les plaintes et différends en matière de transport ferroviaire, consultez",[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],"['transport', 'ferroviaire', 'santé', 'santé', 'ferroviaire', 'ferroviaire', 'transport', 'ferroviaire']",Modern and resilient infrastructure
106,566325673547435_615388168641185,2016-11-26 12:38:00,http://ow.ly/PBnW306abYC,"Votre billet est la preuve d'un contrat entre le vous et le transporteur. Le tarif du transporteur doit inclure les conditions liées aux prix, aux taux et aux frais afin de savoir à quoi s'attendre avant de voyager.

Renseignez-vous ici : http://ow.ly/PBnW306abYC","Votre billet est la preuve d'un contrat entre le vous et le transporteur. Le tarif du transporteur doit inclure les conditions liées aux prix, aux taux et aux frais afin de savoir à quoi s'attendre avant de voyager. Renseignez-vous ici : C",[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],[],unknown
107,566325673547435_615374648642537,2016-11-24 12:30:00,http://ow.ly/qeFa306a4dQ,"Vous avez eu des ennuis lors d'un voyage aérien? On vous a refusé l'embarquement en raison d'une surréservation? Le transporteur a perdu vos bagages? Communiquez avec nous et, pour en apprendre davantage, consultez : http://ow.ly/qeFa306a4dQ","Vous avez eu des ennuis lors d'un voyage aérien? On vous a refusé l'embarquement en raison d'une surréservation? Le transporteur a perdu vos bagages? Communiquez avec nous et, pour en apprendre davantage, consultez :",[],0,0,1,0,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],[],unknown
108,566325673547435_605391782974157,2016-10-26 14:58:25,https://services.otc-cta.gc.ca/fra/m%C3%A9diation,Le service de médiation est efficient et confidentiel. Il fournit l'occasion d'engager une discussion fructueuse en face à face. Vous trouverez de plus amples renseignements à ce sujet à l'adresse :,Le service de médiation est efficient et confidentiel. Il fournit l'occasion d'engager une discussion fructueuse en face à face. Vous trouverez de plus amples renseignements à ce sujet à l'adresse :,[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],[],unknown
109,566325673547435_615373255309343,2016-11-22 12:30:00,http://ow.ly/wCmX306a3gh,"Vous êtes une personne allergique et vous prévoyez voyager en avion? Planifiez à l'avance et connaissez vos droits : 
http://ow.ly/wCmX306a3gh",Vous êtes une personne allergique et vous prévoyez voyager en avion? Planifiez à l'avance et connaissez vos droits :,[],0,0,1,0,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],[],unknown
110,566325673547435_616664458513556,2016-11-19 10:16:02,http://ow.ly/DtyB306gF5o,"LSV? L'Office traite au cas par cas les plaintes individuelles portant sur l'accessibilité du réseau de transport de compétence fédérale. 

Au cours de l'exercice 2015-2016, l'Office a réglé 46 différends liés à l'accessibilité au moyen de la facilitation ou de la médiation, ou dans le cadre de processus décisionnels formels – Rapport annuel : 

http://ow.ly/DtyB306gF5o","LSV? L'Office traite au cas par cas les plaintes individuelles portant sur l'accessibilité du réseau de transport de compétence fédérale. Au cours de l'exercice -2016, l'Office a réglé différends liés à l'accessibilité au moyen de la facilitation ou de la médiation, ou dans le cadre de processus décisionnels formels – Rapport annuel :",[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],"['transport', 'fédéral']",Low-carbon government
111,566325673547435_710636719116329,2017-05-18 09:15:25,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/710636719116329/?type=3,"#Astucesvoyage >  Enregistrez-vous à l'avance

Si cette option est disponible, enregistrez-vous en ligne jusqu’à 24 heures précédant votre départ. Arrivez suffisamment tôt à l'aéroport pour vous enregistrer, enregistrer vos bagages, passer les points de contrôle et vous présenter à la porte d'embarquement à temps.

  > Prenez l'air averti > Dix conseils clés > http://ow.ly/4nk1SM","> Enregistrez-vous à l'avance Si cette option est disponible, enregistrez-vous en ligne jusqu’à heures précédant votre départ. Arrivez suffisamment tôt à l'aéroport pour vous enregistrer, enregistrer vos bagages, passer les points de contrôle et vous présenter à la porte d'embarquement à temps. > Prenez l'air averti > Dix conseils clés >",['#Astucesvoyage'],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],['#astucesvoyage'],Modern and resilient infrastructure
112,566325673547435_602886686558000,2016-10-21 14:59:24,https://www.otc-cta.gc.ca/fra/allergies,Vous avez des allergies et prévoyez faire un voyage? Découvrez nos conseils utiles :,Vous avez des allergies et prévoyez faire un voyage? Découvrez nos conseils utiles :,[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],[],unknown
113,566325673547435_702641413249193,2017-05-01 17:30:32,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/702641413249193/?type=3,"#Astucesvoyage > Assurez-vous d'avoir en main tous vos documents de voyage

C'est à vous que revient la responsabilité d'avoir en main les documents requis pour entrer dans un pays étranger et pour revenir au Canada. Tous les voyageurs canadiens, y compris les enfants, doivent avoir leur propre passeport. Renseignez-vous auprès de la mission diplomatique du pays que vous envisagez de visiter pour connaître ses exigences d'entrée.

  > Prenez l'air averti > Dix conseils clés > http://ow.ly/4nk1SM","> Assurez-vous d'avoir en main tous vos documents de voyage C'est à vous que revient la responsabilité d'avoir en main les documents requis pour entrer dans un pays étranger et pour revenir au Canada. Tous les voyageurs canadiens, y compris les enfants, doivent avoir leur propre passeport. Renseignez-vous auprès de la mission diplomatique du pays que vous envisagez de visiter pour connaître ses exigences d'entrée. > Prenez l'air averti > Dix conseils clés >",['#Astucesvoyage'],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],['#astucesvoyage'],Modern and resilient infrastructure
114,566325673547435_613455872167748,2016-11-15 17:30:00,https://youtu.be/TZTSTvpLz08?list=PLSetKZd14VJQrW1vXMArTDUzeDVOyArtM,Vous avez raté votre vol? Connaissez-vous vos droits? Visionnez notre vidéo > http://ow.ly/oLbh3063L9M > #MardiVoyage,Vous avez raté votre vol? Connaissez-vous vos droits? Visionnez notre vidéo > >,['#MardiVoyage'],0,0,1,0,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],[],unknown
115,566325673547435_612350428944959,2016-11-08 17:45:00,http://ow.ly/DOTA305Z9OX,Notre rapport annuel de 2015-2016 est maintenant disponible. Cliquez ici pour le consulter : http://ow.ly/DOTA305Z9OX,Notre rapport annuel de -2016 est maintenant disponible. Cliquez ici pour le consulter :,[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],[],unknown
116,566325673547435_606265869553415,2016-10-28 09:06:58,https://www.youtube.com/watch?v=0_XfBngtWdM,"Vos bagages ont-ils été perdus, retardés ou endommagés?

Visionnez notre vidéo pour découvrir l'aide que nous offrons :","Vos bagages ont-ils été perdus, retardés ou endommagés? Visionnez notre vidéo pour découvrir l'aide que nous offrons :",[],0,0,1,0,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],['découvrir'],Connecting Canadians with nature
117,566325673547435_697412570438744,2017-04-21 11:02:14,,"Un navire canadien adapté est-il disponible pour exercer l'activité décrite dans une demande de licence de cabotage? Nous faisons cette détermination à la suite du processus d'actes de procédure, processus auquel prennent part le demandeur et les offrants. Apprenez-en davantage sur ce processus et sur les rôles et les responsabilités des parties ici http://ow.ly/aQxC309It0v.","Un navire canadien adapté est-il disponible pour exercer l'activité décrite dans une demande de licence de cabotage? Nous faisons cette détermination à la suite du processus d'actes de procédure, processus auquel prennent part le demandeur et les offrants. Apprenez-en davantage sur ce processus et sur les rôles et les responsabilités des parties ici .",[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],[],unknown
118,566325673547435_623108984535770,2016-12-07 16:02:36,https://www.otc-cta.gc.ca/fra/air-averti,"Pendant la saison en cours, prenez l'air averti!","Pendant la saison en cours, prenez l'air averti!",[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],[],unknown
119,566325673547435_627652717414730,2016-12-08 15:49:46,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/627652717414730/?type=3,@CTA_gc et @STBDOT signent un protocole d'entente sur la coopération et le partage d'info #rail et #westcdnag,et signent un protocole d'entente sur la coopération et le partage d'info et,"['#rail', '#westcdnag']",1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],['coopération'],Clean growth
120,566325673547435_780659635447370,2017-10-16 11:30:32,https://www.facebook.com/OfficeDesTransportsDuCanada/photos/a.568957893284213.1073741828.566325673547435/780659635447370/?type=3,"La boxe n’en fait pas partie...

Mais nous avons quatre autres moyens de régler les différends liés au réseau de transport fédéral.

- La médiation
- la facilitation
- l’arbitrage
-le processus décisionnel formel

Apprenez-en davantage, visitez http://ow.ly/sb2I30dcwOg","La boxe n’en fait pas partie... Mais nous avons quatre autres moyens de régler les différends liés au réseau de transport fédéral. - La médiation - la facilitation - l’arbitrage -le processus décisionnel formel Apprenez-en davantage, visitez",[],1,0,0,1,0,0,0,0,0,0,1,fr,OfficeDesTransportsDuCanada_facebook,0.0,neutral,[],['other'],"['transport', 'fédéral']",Low-carbon government
