Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,language,average_sentiment_score,sentiment,account_name,words_matched_list,matched_keywords,category,FSDS_matched_keywords,FSDS_category
0,863106932059631616,2017-05-12 19:01:43,['https://t.co/\xe2\x80\xa6'],RT @MPO_Science: FLASH INFO: Toute première vidéo de #Narvals utilisant leur défense pour se nourrir dans l’#Arctique #OdySci https://t.co/…,RT FLASH INFO Toute de Narvals utilisant leur fense pour se nourrir dans Arctique OdySci https co,"['#Narvals', '#Arctique', '#OdySci']",32,0,32,fr,0.0,Neutral,MPO_Golfe_tweeter,,"['#narvals', '#odysci']","['Environmental', 'Social']","['#narvals', '#narvals', 'nourrir']",Healthy coasts and oceans
1,712389075806887936,2016-03-22 21:22:45,['https://t.co/v0ejI7jiSq'],RT @FinancesCanada: Le #Budget2016 vise à stimuler la capacité d'innovation et la croissance de notre économie. https://t.co/v0ejI7jiSq,RT FinancesCanada Le Budget2016 vise stimuler la innovation et la croissance de notre conomie https co v0ejI7jiSq,['#Budget2016'],28,0,28,fr,0.0,Neutral,MPO_Golfe_tweeter,"['croissance', 'finance', 'innovation']","['#budget2016', 'capacité', 'croissance', 'économie']",['Economical'],['croissance'],Clean growth
2,740600212276826112,2016-06-08 17:43:44,['https://t.co/TsQBZAsZ\xe2\x80\xa6'],RT @MPO_DFO: Min LeBlanc annonce la nouvelle Alliance de recherche océanique au Canada (AROC)  #JournéeMondialeOcéans https://t.co/TsQBZAsZ…,RT Min LeBlanc annonce la nouvelle Alliance de recherche anique au Canada AROC ans https co,['#Journ'],25,0,25,fr,0.0,Neutral,MPO_Golfe_tweeter,,['#journéemondialeocéans'],['Environmental'],[],unknown
3,712388105316274177,2016-03-22 21:18:54,['https://t.co/HAeJVLaLUf'],RT @FinancesCanada: Le #Budget2016 réinvestit massivement dans l'infrastructure d'un océan à l'autre. https://t.co/HAeJVLaLUf,RT FinancesCanada Le Budget2016 investit massivement dans infrastructure un autre https co HAeJVLaLUf,['#Budget2016'],24,0,24,fr,0.0,Neutral,MPO_Golfe_tweeter,"['invest', 'infrastructure', 'finance']","['#budget2016', 'océan']","['Economical', 'Environmental']",['océan'],Healthy coasts and oceans
4,692439364664713223,2016-01-27 20:09:44,[],"RT @Greffier_GC: Mettons fin à la stigmatisation. Donnons de l’espoir, inspirons la compassion et créons une culture d’aide. #Bellcause",RT Mettons fin la stigmatisation Donnons de espoir inspirons la compassion et ons une culture aide Bellcause,['#Bellcause'],24,0,24,fr,0.0,Neutral,MPO_Golfe_tweeter,['culture'],['culture'],['Social'],[],unknown
5,723517387392311296,2016-04-22 14:22:42,['https://t.co/K5cUhpWUKi'],Des crabbiers ont quitté le quai de #Shippagan avant le lever du jour. Bonne pêche et soyez prudents! https://t.co/K5cUhpWUKi,Des crabbiers ont le quai de Shippagan avant le lever du jour Bonne et soyez prudents https co K5cUhpWUKi,['#Shippagan'],8,14,22,fr,0.0,Neutral,MPO_Golfe_tweeter,,[],['other'],"['pêche', 'pêche', 'pêche']",Healthy coasts and oceans
6,875462753376456706,2017-06-15 21:19:20,[],RT @BaleineMagazine: Le #béluga sera transporté vers un troupeau de bélugas du Saint-Laurent dans les prochaines minutes puis relâché #sauv…,RT BaleineMagazine Le luga sera vers un troupeau de lugas du Saint Laurent dans les prochaines minutes puis,"['#b', '#sauv']",19,0,19,fr,0.0,Neutral,MPO_Golfe_tweeter,"['eau', 'gas', 'gaz']",[],['other'],"['#béluga', '#béluga', 'béluga', 'béluga', 'saint-laurent']",Healthy coasts and oceans
7,842728672377425921,2017-03-17 13:25:47,['https://t.co/fh5MCc9sto'],"RT @MPO_DFO: 3 océans et 4 saisons, #NosCôtes sont exceptionnelles! Partagez vos photos en utilisant #MaRive 🌊 https://t.co/fh5MCc9sto",RT ans et saisons tes sont exceptionnelles Partagez vos photos en utilisant MaRive https co fh5MCc9sto,"['#NosC', '#MaRive']",17,0,17,fr,0.625,Positive,MPO_Golfe_tweeter,,"['océan', '#noscôtes']",['Environmental'],"['océan', '#noscôtes']",Healthy coasts and oceans
8,924982312747585537,2017-10-30 12:52:23,['https://t.co/\xe2\x80\xa6'],RT @MPO_DFO: Le Canada a atteint son objectif de #ConservationMarine visant à protéger 5% de ses #océans avant la fin 2017 🇨🇦 https://t.co/…,RT Le Canada atteint son objectif de ConservationMarine visant ger de ses ans avant la fin 2017 https co,"['#ConservationMarine', '#oc']",16,0,16,fr,0.0,Neutral,MPO_Golfe_tweeter,"['conservation', 'marine']","['protéger', '#océans']",['Environmental'],"['protéger', '#océans']",Clean growth
9,924982407614357511,2017-10-30 12:52:45,['https://t.co/U\xe2\x80\xa6'],RT @MPO_DFO: Aussi ravis d’annoncer 11 nouveaux refuges marins dans le golfe du St-Laurent qui protégeront coraux &amp; éponges  https://t.co/U…,RT Aussi ravis annoncer 11 nouveaux refuges marins dans le golfe du St Laurent qui geront coraux amp ponges https co,[],16,0,16,fr,0.0,Neutral,MPO_Golfe_tweeter,"['eau', 'or']",[],['other'],"['refuge', 'marin', 'golfe', 'st-laurent', 'st-laurent']",Healthy coasts and oceans
10,712397341060370432,2016-03-22 21:55:36,['https://t.co/HoPMqNnkJ'],RT @FinancesCanada: Investir pour faire bénéficier les Autochtones de la prospérité du Canada. #Budget2016 https://t.co/HoPMqNnkJ1,RT FinancesCanada Investir pour faire ficier les Autochtones de la du Canada Budget2016 https co HoPMqNnkJ1,['#Budget2016'],15,0,15,fr,0.0,Neutral,MPO_Golfe_tweeter,"['invest', 'finance']","['autochtone', '#budget2016']","['Economical', 'Social']","['autochtone', 'autochtone', 'autochtone']",Healthy coasts and oceans
11,750369459978825728,2016-07-05 16:43:15,[],"RT @PMcanadien: Selon vous, quels sont les moments les plus marquants de l’histoire du Canada? Partagez-les avec #SemaineHistoire2016.",RT PMcanadien Selon vous quels sont les moments les plus marquants de histoire du Canada Partagez les avec SemaineHistoire2016,['#SemaineHistoire2016'],14,0,14,fr,0.0,Neutral,MPO_Golfe_tweeter,,[],['other'],[],unknown
12,823558962251493376,2017-01-23 15:52:12,['https://\xe2\x80\xa6'],"RT @Transports_gc: #DunOcéanÀLautre Le #PlanDeProtectionDesOcéans, un système de #sécurité parmi les meilleurs au monde. #NosCôtes https://…",RT Lautre Le ans un de parmi les meilleurs au monde tes https,"['#DunOc', '#PlanDeProtectionDesOc', '#s', '#NosC']",13,0,13,fr,0.0,Neutral,MPO_Golfe_tweeter,,"['#plandeprotectiondesocéans', '#noscôtes']",['Environmental'],"['#plandeprotectiondesocéans', '#noscôtes']",Healthy coasts and oceans
13,733736330555973636,2016-05-20 19:09:08,"['https://t.co/hUWKlkVJF5', 'https://t.co/SQMgrBXhtV']",RT @MPO_DFO: Les emplois sont affichés! Répandez la nouvelle! https://t.co/hUWKlkVJF5 #PlusScience https://t.co/SQMgrBXhtV,RT Les emplois sont pandez la nouvelle https co hUWKlkVJF5 PlusScience https co SQMgrBXhtV,['#PlusScience'],13,0,13,fr,0.0,Neutral,MPO_Golfe_tweeter,['emplois'],['emploi'],['Economical'],['emploi'],Clean growth
14,745238965574307841,2016-06-21 12:56:29,[],RT @salledepresseGC: Le gouvernement lance un examen des processus environnementaux/réglementaires pour rétablir la confiance du public htt…,RT salledepresseGC Le gouvernement lance un examen des processus environnementaux glementaires pour tablir la confiance du public,[],13,0,13,fr,0.0,Neutral,MPO_Golfe_tweeter,"['environnement', 'air']",[],['other'],[],unknown
15,712380721982263296,2016-03-22 20:49:34,[],RT @FinancesCanada: Il y a d'excellentes raisons d'envisager l'avenir du Canada avec confiance. #Budget2016,RT FinancesCanada Il excellentes raisons envisager avenir du Canada avec confiance Budget2016,['#Budget2016'],13,0,13,fr,0.0,Neutral,MPO_Golfe_tweeter,['finance'],['#budget2016'],['Economical'],[],unknown
16,725243838705602560,2016-04-27 08:43:00,['https://t.c\xe2\x80\xa6'],RT @MPO_DFO: SVQ l’exportation du #homard constitue la plus importante @AuCanada avec plus de 2 G$ en 2015! #SEG16 #FruitsDeMer https://t.c…,RT SVQ exportation du homard constitue la plus importante AuCanada avec plus de en 2015 SEG16 FruitsDeMer https,"['#homard', '#SEG16', '#FruitsDeMer']",12,0,12,fr,0.0,Neutral,MPO_Golfe_tweeter,"['import', 'export']",[],['other'],[],unknown
17,758000096084647936,2016-07-26 18:04:40,['https://t.co/KsFNHSk\xe2\x80\xa6'],RT @salledepresseGC: Le #GC finance les chercheurs CAN étudiant les effets des contaminants dans la mer et l'eau douce https://t.co/KsFNHSk…,RT salledepresseGC Le GC finance les chercheurs tudiant les effets des contaminants dans la mer et eau douce https co,['#GC'],12,0,12,fr,0.0,Neutral,MPO_Golfe_tweeter,['finance'],"['étudiant', 'mer']","['Environmental', 'Social']",[],unknown
18,685443937411166208,2016-01-08 12:52:24,['https://t.co/o11GVQmNC3'],RT @FinancesCanada: Que devrait contenir le budget fédéral? Nous le demandons aux Canadiens! #CPB16 https://t.co/o11GVQmNC3,RT FinancesCanada Que devrait contenir le budget ral Nous le demandons aux Canadiens CPB16 https co o11GVQmNC3,['#CPB16'],12,0,12,fr,0.0,Neutral,MPO_Golfe_tweeter,['finance'],"['budget', 'fédéral']","['Economical', 'Social']",['fédéral'],Low-carbon government
19,739883909450715136,2016-06-06 18:17:25,['https://t.co/BsPCZ\xe2\x80\xa6'],RT @asc_csa: Journée mondiale de l’environnement : voyez la contribution des données satellitaires canadiennes. #WED2016 https://t.co/BsPCZ…,RT mondiale de environnement voyez la contribution des es satellitaires canadiennes WED2016 https co,['#WED2016'],11,0,11,fr,0.0,Neutral,MPO_Golfe_tweeter,"['environnement', 'air']",['mondiale'],['Economical'],[],unknown
