Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,language,average_sentiment_score,sentiment,account_name,words_matched_list,matched_keywords,category,FSDS_matched_keywords,FSDS_category
1372,690694284668989440,2016-01-23 00:35:24,['https://t.co/n3rm994e5k'],Le ministre Tootoo entend parler des recherches en cours à l’#IED pendant sa visite https://t.co/n3rm994e5k,Le ministre Tootoo entend parler des recherches en cours IED pendant sa visite https co n3rm994e5k,['#IED'],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,['ministre'],"['ministre', 'visite']",Economical,"['ministre', 'visite']",Connecting Canadians with nature
1373,783464648926527492,2016-10-05 00:31:43,[],"Les bénévoles de la CCMTGC de Sarnia se préparent pour un BBQ et collecte de fond, mercredi le 5 octobre, à midi. Venez en grand nombre!",Les voles de la CCMTGC de Sarnia se parent pour un BBQ et collecte de fond mercredi le octobre midi Venez en grand nombre,[],0,0,0,fr,0.625,Positive,MPO_Centre_tweeter,['mer'],[],unknown,[],unknown
1374,779399423168249857,2016-09-23 19:17:57,['https://t.co/wO9TDsgO6R'],"Vous êtes tous invités à assister au Forum public sur la #carpeasiatique qui se tiendra au Toronto, le 3 oct. 2016. https://t.co/wO9TDsgO6R",Vous tous assister au Forum public sur la carpeasiatique qui se tiendra au Toronto le oct 2016 https co wO9TDsgO6R,['#carpeasiatique'],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,['or'],[],unknown,['toronto'],Safe and healthy communities
1375,781149740532690945,2016-09-28 15:13:05,[],Découvrez ce que les principaux experts du Canada et des États-Unis...,couvrez ce que les principaux experts du Canada et des tats Unis,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,,[],unknown,[],unknown
1376,690686792421543936,2016-01-23 00:05:38,['https://t.co/06n4CClABq'],Les employés du MPO rencontrent le ministre Tootoo pendant sa première visite à l’#IED https://t.co/06n4CClABq,Les du MPO rencontrent le ministre Tootoo pendant sa visite IED https co 06n4CClABq,['#IED'],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,['ministre'],"['mpo', 'ministre', 'visite']",Environmental,"['ministre', 'visite']",Connecting Canadians with nature
1377,773501530628562945,2016-09-07 12:41:50,['https://t.co/3mG3zfd0DR'],Le test par @MPO_centre a confirmé que le poisson était un mâle diploïde (fertile). https://t.co/3mG3zfd0DR,Le test par que le poisson tait un le de fertile https co 3mG3zfd0DR,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,,[],unknown,"['poisson', 'poisson']",Pristine lakes and rivers
1378,781149338600890368,2016-09-28 15:11:30,"['https://t.co/stI2cFSap', 'https://t.co/SKAt4wF0az']","...ont à dire sur les efforts en cours, qui sont déployés pour empêcher la #carpeasiatique d’envahir les Grands Lacs https://t.co/stI2cFSap8 https://t.co/SKAt4wF0az",ont dire sur les efforts en cours qui sont pour la carpeasiatique envahir les Grands Lacs https co stI2cFSap8 https co SKAt4wF0az,['#carpeasiatique'],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,"['lacs', 'or']",['lac'],Environmental,['lac'],Pristine lakes and rivers
1379,779399565699063808,2016-09-23 19:18:31,['https://t.co/wO9TDsgO6R'],Cet événement est animé par le MPO et @LampreyControl. https://t.co/wO9TDsgO6R,Cet nement est par le MPO et LampreyControl https co wO9TDsgO6R,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,,['mpo'],Environmental,[],unknown
1380,891016318253760513,2017-07-28 19:23:39,['https://t.co/wwTotwSG6m'],"Les agents des pêches sont sur un avion @Transports_gc patrouillant la mer de Beaufort, dont 2 zones de protection marine #ÉquipeDuPNSA 1/2 https://t.co/wwTotwSG6m",Les agents des sont sur un avion patrouillant la mer de Beaufort dont zones de protection marine quipeDuPNSA https co wwTotwSG6m,['#'],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,"['eau', 'marine', 'or', 'mer']","['mer', 'marine']",Environmental,[],unknown
1381,770333254863970304,2016-08-29 18:52:14,['https://t.co/tF1j8FK8ZB'],#GCC et nos #Partenaires de #SAR ont répondu à l’urgence sur la rivière Ste-Claire dimanche (en anglais seulement) https://t.co/tF1j8FK8ZB,GCC et nos Partenaires de SAR ont pondu urgence sur la Ste Claire dimanche en anglais seulement https co tF1j8FK8ZB,"['#GCC', '#Partenaires', '#SAR']",0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,['air'],[],unknown,[],unknown
1382,773501823315480577,2016-09-07 12:43:00,['https://t.co/ZwWBAxNgJs'],Les membres du MPO &amp; MRNF ont conduit des recherches au l. Érié et à Sturgeon C. et il n’y a pas de #CarpedeRoseau. https://t.co/ZwWBAxNgJs,Les membres du MPO amp MRNF ont conduit des recherches au et Sturgeon et il pas de CarpedeRoseau https co ZwWBAxNgJs,['#CarpedeRoseau'],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,['eau'],['mpo'],Environmental,['amp'],Healthy coasts and oceans
1383,748690227359846400,2016-07-01 01:30:34,"['https://t.co/FSOMqwr1b6', 'https://t.co/DPWEkRp39q']",Nous souhaitons une joyeuse #FêteDuCanada à tous demain – d’un océan à l’autre!  https://t.co/FSOMqwr1b6 #GdC https://t.co/DPWEkRp39q,Nous souhaitons une joyeuse tous demain un autre https co FSOMqwr1b6 GdC https co DPWEkRp39q,"['#F', '#GdC']",0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,,[],unknown,[],unknown
1384,781940869142310913,2016-09-30 19:36:45,"['https://t.co/ezFi9g1BnP', 'https://t.co/YsGTfGOPH3']","Forum public sur la #carpeasiatique qui se tiendra au Toronto, le 3 oct. 2016. https://t.co/ezFi9g1BnP https://t.co/YsGTfGOPH3",Forum public carpeasiatique tiendra Toronto oct 2016 https co ezFi9g1BnP https co YsGTfGOPH3,['#carpeasiatique'],0,0,0,en,0.0,Neutral,MPO_Centre_tweeter,['or'],[],unknown,['toronto'],Safe and healthy communities
1385,782379279732600832,2016-10-02 00:38:50,['https://t.co/Hwsu5RyxZa'],Il s'assure que tout fonctionne bien! Technicien Dennis Carter effectue l’entretien dans la salle de machines du NGCC #HenryLarsen #Arctique https://t.co/Hwsu5RyxZa,Il assure que tout fonctionne bien Technicien Dennis Carter effectue entretien dans la salle de machines du NGCC HenryLarsen Arctique https co Hwsu5RyxZa,"['#HenryLarsen', '#Arctique']",0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,,['#arctique'],Environmental,['#arctique'],Healthy coasts and oceans
1386,746329106208403456,2016-06-24 13:08:19,[],D’autres analyses en labo. sont en cours pour cerner l’origine de la #grasscarp. Les résultats émis dans plusieurs mois.,autres analyses en labo sont en cours pour cerner origine de la grasscarp Les sultats mis dans plusieurs mois,['#grasscarp'],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,['or'],[],unknown,[],unknown
1387,746327603909378048,2016-06-24 13:02:21,[],"10 #grasscarp trouvées dans le lac Gibson, à Thorold, grâce au rapport crédible reçu par la Ligne tél. des espèces envahis.",10 grasscarp es dans le lac Gibson Thorold ce au rapport dible par la Ligne des ces envahis,['#grasscarp'],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,['or'],['lac'],Environmental,['lac'],Pristine lakes and rivers
1388,746328519320440832,2016-06-24 13:05:59,['https://t.co/R0sAZMt5en'],9 poissons sur 10 ne peuvent frayer. Le 10e était un mâle sans option viable de frayer dans le lac Gibson. https://t.co/R0sAZMt5en,poissons sur 10 ne peuvent frayer Le 10e tait un le sans option viable de frayer dans le lac Gibson https co R0sAZMt5en,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,,['lac'],Environmental,"['poisson', 'poisson', 'lac']",Pristine lakes and rivers
1389,746328851874222081,2016-06-24 13:07:19,['https://t.co/GWHgpC0nhr'],Conclusion: Un poisson de cette taille est isolé dans le lac Gibson dû au manque de voies connectées aux plans d’eau https://t.co/GWHgpC0nhr,Conclusion Un poisson de cette taille est dans le lac Gibson au manque de voies es aux plans eau https co GWHgpC0nhr,[],0,0,0,fr,0.1,Neutral,MPO_Centre_tweeter,['eau'],['lac'],Environmental,"['poisson', 'poisson', 'lac']",Pristine lakes and rivers
1390,746328978563149824,2016-06-24 13:07:49,[],"Grâce à une intervention coordonnée, MPO &amp; @MNRFcentral continuent de chercher la #grasscarp dans la zone.",ce une intervention MPO amp MNRFcentral continuent de chercher la grasscarp dans la zone,['#grasscarp'],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,,['mpo'],Environmental,['amp'],Healthy coasts and oceans
1391,825010604297564160,2017-01-27 16:00:30,['https://t.co/bqmveld2EV'],Vous pouvez aussi y contribuer si vous en savez plus sur la #carpeAsiatique et en la signalant au 1-800-563-7711. https://t.co/bqmveld2EV,pouvez aussi contribuer si savez plus carpeAsiatique signalant 800 563 7711 https co bqmveld2EV,['#carpeAsiatique'],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,,[],unknown,[],unknown
1392,740896395943661568,2016-06-09 13:20:40,['https://t.co/PKNRT9rPQF'],En anglais seulement https://t.co/PKNRT9rPQF,anglais seulement https co PKNRT9rPQF,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,,[],unknown,[],unknown
1393,825011686167965697,2017-01-27 16:04:48,['https://t.co/jy2AqpDW6k'],Publication de l’Étude Canada-É.-U. sur le risque posé par la carpe de roseau dans les Grands Lacs. https://t.co/jy2AqpDW6k,Publication de tude Canada sur le risque par la carpe de roseau dans les Grands Lacs https co jy2AqpDW6k,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,"['lacs', 'eau']","['publication', 'lac']",Environmental,['lac'],Pristine lakes and rivers
1394,825009252385308672,2017-01-27 15:55:08,['https://t.co/wAyPvSobZ'],"MAIS, nous sommes en bonne position pour arrêter l’invasion de la carpe de roseau dans les GL grâce à de solides partenariats. https://t.co/wAyPvSobZC",MAIS nous sommes en bonne position pour invasion de la carpe de roseau dans les GL ce de solides partenariats https co wAyPvSobZC,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,['partenariat'],['partenariat'],Economical,"['partenariat', 'partenariat']",Low-carbon government
1395,825007991904677889,2017-01-27 15:50:07,['https://t.co/uJgw7MKt8N'],"Rapport: La carpe de roseau est établie dans les GLs un grave risque écologique, selon les modèles depuis 50 ans https://t.co/uJgw7MKt8N",Rapport La carpe de roseau est tablie dans les GLs un grave risque cologique selon les les depuis 50 ans https co uJgw7MKt8N,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,"['eau', 'or']",[],unknown,[],unknown
1396,891016357462106112,2017-07-28 19:23:48,[],Ceci marque la première patrouille aérienne de la zone de protection marine Anguniaqvia niqiqyuam depuis sa désignation en novembre 2/2,Ceci marque la patrouille rienne de la zone de protection marine Anguniaqvia niqiqyuam depuis sa signation en novembre,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,['marine'],['marine'],Environmental,[],unknown
1397,746406129341607936,2016-06-24 18:14:23,"['https://t.co/BNUuOmRKX', 'https://t.co/qirIJtqL1e']",Identifier une carpe de roseau et la signaler sur la 1-800-563-7711 ou https://t.co/BNUuOmRKX0 https://t.co/qirIJtqL1e,Identifier carpe roseau signaler 800 563 7711 https co BNUuOmRKX0 https co qirIJtqL1e,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,['eau'],[],unknown,[],unknown
1398,771466881609981952,2016-09-01 21:56:52,['https://t.co/dnbzFx64xK'],"En anglais seulement: 

https://t.co/dnbzFx64xK",anglais seulement https co dnbzFx64xK,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,,[],unknown,[],unknown
1399,938079216549138438,2017-12-05 16:14:48,['https://t.co/nt70USIjRg'],"Nous cherchons des biologistes aquatiques enthousiastes afin qu’ils se joignent à notre équipe! Si vous êtes intéressé, ou souhaitez obtenir de plus amples renseignements, cliquez sur https://t.co/nt70USIjRg",Nous cherchons des biologistes aquatiques enthousiastes afin ils se joignent notre quipe Si vous ou souhaitez obtenir de plus amples renseignements cliquez sur https co nt70USIjRg,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,,[],unknown,[],unknown
1400,938517024195731458,2017-12-06 21:14:30,['https://t.co/Ucg9fDFsN'],Nous vous invitons à vous inscrire aux prochains tests d’aptitude à #Sarnia Courriel : go-mcts-go-sctm@dfo-mpo.gc.ca ou tél. : 418-648-3725. https://t.co/Ucg9fDFsN2,Nous vous invitons vous inscrire aux prochains tests aptitude Sarnia Courriel go mcts go sctm dfo mpo gc ca ou 418 648 3725 https co Ucg9fDFsN2,['#Sarnia'],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,,[],unknown,[],unknown
1401,806589574420033536,2016-12-07 20:01:54,"['https://t.co/4LxAporC6', 'https://t.co/7YKFtOlBz']",Une mission océanographique d’ampleur dans l’Arctique canadien https://t.co/4LxAporC6d https://t.co/7YKFtOlBz9,Une mission anographique ampleur dans Arctique canadien https co 4LxAporC6d https co 7YKFtOlBz9,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,['or'],[],unknown,[],unknown
1402,690639448502112257,2016-01-22 20:57:30,['https://t.co/fPDt89RzF'],Le ministre Tootoo rencontre auj. les médias à la législature du MB après avoir vu le Premier Selinger https://t.co/fPDt89RzF2,Le ministre Tootoo rencontre auj les dias la gislature du MB avoir vu le Premier Selinger https co fPDt89RzF2,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,['ministre'],['ministre'],Economical,['ministre'],Clean growth
1403,700433729655803904,2016-02-18 21:36:29,[],"La GCC et #USCG coopèrent pour assurer un trafic maritime sécuritaire sur l’eau couverte de glace des #GrandsLacs, et ses voies navig.",La GCC et USCG rent pour assurer un trafic maritime curitaire sur eau couverte de glace des GrandsLacs et ses voies navig,"['#USCG', '#GrandsLacs']",0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,"['lacs', 'eau', 'vert', 'air']",['maritime'],Environmental,['maritime'],Healthy coasts and oceans
1404,767831188350332929,2016-08-22 21:09:55,['https://t.co/dgxOmo1Zqi'],Une centaine d'Américains dérivent illégalement jusqu'au Canada https://t.co/dgxOmo1Zqi,Une centaine ricains rivent galement jusqu Canada https co dgxOmo1Zqi,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,,[],unknown,[],unknown
1405,744953811303792640,2016-06-20 18:03:23,[],"RT @MPO_DFO: Tuktoyaktuk, faisait partie de la région dont la revendica tion territoriale globale a été la 1re réglée dans les T.N.-O, 1984",RT Tuktoyaktuk faisait partie de la gion dont la revendica tion territoriale globale la 1re dans les 1984,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,['global'],[],unknown,[],unknown
1406,790659325446488065,2016-10-24 21:00:47,['https://t.co/HLump7PWkT'],LSV Les carpes asiatiques ne sont pas établies dans les Grands Lacs? Le MPO travaille avec nos partenaires pour protéger les eaux du Canada. https://t.co/HLump7PWkT,LSV Les carpes asiatiques ne sont pas tablies dans les Grands Lacs Le MPO travaille avec nos partenaires pour ger les eaux du Canada https co HLump7PWkT,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,"['lacs', 'eau', 'air']","['lac', 'mpo', 'eau']",Environmental,"['lac', 'eau', 'eau']",Pristine lakes and rivers
1407,894602810695790593,2017-08-07 16:55:05,"['https://t.co/ZLoN2Ogc2a', 'https://t.co/7ofdsovmmF']",Les agents des pêches patrouillent actuellement dans la zone protégée marine d'Anguniaqvia niqiqyuam https://t.co/ZLoN2Ogc2a https://t.co/7ofdsovmmF,Les agents des patrouillent actuellement dans la zone marine Anguniaqvia niqiqyuam https co ZLoN2Ogc2a https co 7ofdsovmmF,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,['marine'],['marine'],Environmental,[],unknown
1408,777628504011702272,2016-09-18 22:00:57,['https://t.co/Ila6RdgfPl'],NGCC Corporal Teather C.V. @TallShipsBV https://t.co/Ila6RdgfPl,NGCC Corporal Teather TallShipsBV https co Ila6RdgfPl,[],0,0,0,en,0.0,Neutral,MPO_Centre_tweeter,['or'],[],unknown,[],unknown
1409,707319146967666688,2016-03-08 21:36:40,['https://t.co/ftZZZLieUB'],L’autonomisation des femmes d’après Michelle Wheatley du #MPO #Journéedelafemme #JIF2016 https://t.co/ftZZZLieUB,autonomisation des femmes Michelle Wheatley du MPO edelafemme JIF2016 https co ftZZZLieUB,"['#MPO', '#Journ', '#JIF2016']",0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,['femmes'],['femme'],Social,[],unknown
1410,752591644113985536,2016-07-11 19:53:25,[],Soyez toujours prêt pour une situation d'urgence sur l'eau et informez quelqu'un de vos plans de voyage,Soyez toujours pour une situation urgence sur eau et informez quelqu un de vos plans de voyage,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,"['eau', 'or']",[],unknown,['voyage'],Low-carbon government
1411,917810098810052608,2017-10-10 17:52:34,['https://t.co/LUA2Oy4UrQ'],Consultations pour la station de sauvetage CE SOIR à #CambridgeBay (NU) à 18 h 30 à la Station de l'Extrême-Arctique. @CCG_GCC https://t.co/LUA2Oy4UrQ,Consultations pour la station de sauvetage CE SOIR CambridgeBay NU 18 30 la Station de Arctique https co LUA2Oy4UrQ,['#CambridgeBay'],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,,[],unknown,[],unknown
1412,752609862488645632,2016-07-11 21:05:48,['https://t.co/Fltz3ZE3tH'],Franc succès à la Journée communautaire de Lutslk’e (T.-N.-O.) –  avec même les Snowbirds des @ForcesCanada https://t.co/Fltz3ZE3tH,Franc la communautaire de avec les Snowbirds des ForcesCanada https co Fltz3ZE3tH,[],0,0,0,ca,0.0,Neutral,MPO_Centre_tweeter,"['or', 'bird', 'air']",[],unknown,[],unknown
1413,860155831068897280,2017-05-04 15:35:05,"['https://t.co/3pkwhdFZe', 'https://t.co/W0iSB6K7QI']",Le Dolly Varden—une espèce de salmonidé arctique—est maintenant désigné comme espèce préoccupante. https://t.co/3pkwhdFZeC https://t.co/W0iSB6K7QI,Le Dolly une ce de est maintenant comme ce occupante https co 3pkwhdFZeC https co W0iSB6K7QI,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,,[],unknown,[],unknown
1414,898554594900312064,2017-08-18 14:38:04,['https://t.co/PLswoWV3'],Félicitations!  (en anglais seulement) https://t.co/PLswoWV3Cc,licitations en anglais seulement https co PLswoWV3Cc,[],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,,[],unknown,[],unknown
1415,752615598971056129,2016-07-11 21:28:36,['https://t.co/rRZUiLWO9z'],Des agents des pêches ont fait visiter le PP Reliance pendant la journée communautaire à Lutselk’e  #OpNunakput https://t.co/rRZUiLWO9z,Des agents des ont fait visiter le PP Reliance pendant la communautaire OpNunakput https co rRZUiLWO9z,['#OpNunakput'],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,['air'],[],unknown,[],unknown
1416,860148283804717056,2017-05-04 15:05:06,"['https://t.co/vEuiXTPSlb', 'https://t.co/KjooiajKdi']",Le méné long un méné de couleur vive se trouvant en Ont. est maintenant désigné comme espèce en voie de disparition https://t.co/vEuiXTPSlb https://t.co/KjooiajKdi,Le long un de couleur vive se trouvant en Ont est maintenant comme ce en voie de disparition https co vEuiXTPSlb https co KjooiajKdi,[],0,0,0,fr,-0.05,Neutral,MPO_Centre_tweeter,,[],unknown,['voie_de_disparition'],Healthy wildlife populations
1417,788116663195566082,2016-10-17 20:37:09,['https://t.co/FRWYWyB7X'],"Travailler comme agent/conseiller en communications au #GC!  @MPO_Centre embauche, détails :  https://t.co/FRWYWyB7Xd",Travailler comme agent conseiller en communications au GC embauche tails https co FRWYWyB7Xd,['#GC'],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,,[],unknown,[],unknown
1418,758449280952721412,2016-07-27 23:49:34,['https://t.co/YttmUbD2sL'],Retour au navire : hélico approche le pont d’envol du NGCC #HenryLarsen après un vol de reconnaissance. #Arctique https://t.co/YttmUbD2sL,Retour au navire lico approche le pont envol du NGCC HenryLarsen un vol de reconnaissance Arctique https co YttmUbD2sL,"['#HenryLarsen', '#Arctique']",0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,,['#arctique'],Environmental,['#arctique'],Healthy coasts and oceans
1419,758448667623698432,2016-07-27 23:47:08,['https://t.co/3HYlsj3z5F'],Cadets de la marine reçoivent infos sur l'hélico du NGCC #HenryLarsen et une formation en navigation dans l’Arctique https://t.co/3HYlsj3z5F,Cadets de la marine oivent infos sur lico du NGCC HenryLarsen et une formation en navigation dans Arctique https co 3HYlsj3z5F,['#HenryLarsen'],0,0,0,fr,0.0,Neutral,MPO_Centre_tweeter,"['marine', 'or']","['marine', 'formation']",Environmental,['formation'],Connecting Canadians with nature
