Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,language,average_sentiment_score,sentiment,account_name,words_matched_list,matched_keywords,category,FSDS_matched_keywords,FSDS_category
0,714917058065121280,2016-03-29 20:48:03,['https://t.co/DLiM4b8SnR'],Nous ouvrons une enquête complète sur l'accident d'avion près de l'aéroport des #îlesdelamadeleine  https://t.co/DLiM4b8SnR,Nous ouvrons une te sur accident avion de roport des lesdelamadeleine https co DLiM4b8SnR,['#'],25,10,35,fr,0.0,Neutral,BSTCanada_tweeter,['or'],[],['other'],[],unknown
1,714886838775844864,2016-03-29 18:47:58,['https://t.co/OLFSHYFoLH'],Envoie une équipe sur le site d'un accident d'avion survenu près de l'aéroport des Îles-de-la-Madelaine QC https://t.co/OLFSHYFoLH,Envoie une quipe sur le site un accident avion survenu de roport des les de la Madelaine QC https co OLFSHYFoLH,[],21,1,22,fr,0.0,Neutral,BSTCanada_tweeter,['or'],[],['other'],[],unknown
2,842807158702030848,2017-03-17 18:37:39,['https://t.co/FqjfullN8z'],Envoie une équipe à Saint-Bruno-de-Montarville (Québec) suite à une collision en vol https://t.co/FqjfullN8z,Envoie une quipe Saint Bruno de Montarville bec suite une collision en vol https co FqjfullN8z,[],16,3,19,fr,0.0,Neutral,BSTCanada_tweeter,,[],['other'],[],unknown
3,717412046296457216,2016-04-05 18:02:15,"['https://t.co/7EjDV0x', 'https://t.co/QGcZfLBTPw']",#Nouvelles photos: dispositif d'enregistrement de bord retiré de l'avion #îlesdelamadeleine https://t.co/7EjDV0xcu1 https://t.co/QGcZfLBTPw,Nouvelles photos dispositif enregistrement de bord de avion lesdelamadeleine https co 7EjDV0xcu1 https co QGcZfLBTPw,"['#Nouvelles', '#']",8,9,17,fr,0.0,Neutral,BSTCanada_tweeter,['or'],[],['other'],[],unknown
4,775745952560873473,2016-09-13 17:20:22,['https://t.co/IUNB6sumy'],"Le saviez-vs? Au cours des 10 dern. années, ~270 accidents &amp; 730 incidents d’aviation  par an nous ont été signalés https://t.co/IUNB6sumy8",Le saviez vs Au cours des 10 dern es 270 accidents amp 730 incidents aviation par nous ont https co IUNB6sumy8,[],3,13,16,fr,0.0,Neutral,BSTCanada_tweeter,,[],['other'],[],unknown
5,714917364358373376,2016-03-29 20:49:16,[],"En raison de la météo, notre équipe d'enquête n'arrivera sur les lieux de l'accident que demain",En raison de la notre quipe arrivera sur les lieux de accident que demain,[],13,2,15,fr,0.0,Neutral,BSTCanada_tweeter,,[],['other'],[],unknown
6,732560914243805184,2016-05-17 13:18:26,[],RT @Transports_gc: Le faisceau lumineux d’un pointeur laser peut déranger les pilotes pendant les phases critiques de vol. #PasBrillant htt…,RT Le faisceau lumineux un pointeur laser peut ranger les pilotes pendant les phases critiques de vol PasBrillant,['#PasBrillant'],11,0,11,fr,0.0,Neutral,BSTCanada_tweeter,['eau'],['#pasbrillant'],['Social'],['#pasbrillant'],Safe and healthy communities
7,715860093179445248,2016-04-01 11:15:20,"['https://t.co/gwRtTeoiVe', 'https://t.co/NIPTrDin']",Nouvelles photos aériennes du site de l'accident aux #îlesdelamadelaine https://t.co/gwRtTeoiVe https://t.co/NIPTrDinuC,Nouvelles photos riennes du site de accident aux lesdelamadelaine https co gwRtTeoiVe https co NIPTrDinuC,['#'],10,1,11,fr,0.0,Neutral,BSTCanada_tweeter,,[],['other'],[],unknown
8,715255392868179968,2016-03-30 19:12:29,"['https://t.co/P9V7Ka6H6B', 'https://t.co/6RTIpg0jSJ']",#Photos des enquêteurs du BST sur les lieux de l'épave aux #îlesdelamadeleine https://t.co/P9V7Ka6H6B https://t.co/6RTIpg0jSJ,Photos des du BST sur les lieux de pave aux lesdelamadeleine https co P9V7Ka6H6B https co 6RTIpg0jSJ,"['#Photos', '#']",10,0,10,fr,0.0,Neutral,BSTCanada_tweeter,,[],['other'],[],unknown
9,770369804922413057,2016-08-29 21:17:28,['https://t.co/cLXBMiSrL'],Envoie une équipe suite à une collision entre une embarcation à passagers et une baleine près de Les Escoumins QC https://t.co/cLXBMiSrLu,Envoie une quipe suite une collision entre une embarcation passagers et une baleine de Les Escoumins QC https co cLXBMiSrLu,[],9,1,10,fr,0.0,Neutral,BSTCanada_tweeter,,['passager'],['Social'],['baleine'],Healthy coasts and oceans
10,753198417661272064,2016-07-13 12:04:31,['https://t.co/vExNSAyCUJ'],L’équipe du BST poursuit son enquête sur collision avec relief aux Îles-de-la-Madeleine (QC) survenue en mars 2016 https://t.co/vExNSAyCUJ,quipe du BST poursuit son sur collision avec relief aux les de la Madeleine QC survenue en mars 2016 https co vExNSAyCUJ,[],7,0,7,fr,0.0,Neutral,BSTCanada_tweeter,,[],['other'],[],unknown
11,780810823983886336,2016-09-27 16:46:21,['https://t.co/OjeBfddhoe'],Envoie une équipe sur les lieux de l’écrasement d’un Cessna 206 près de Manic 5 (QC) https://t.co/OjeBfddhoe,Envoie une quipe sur les lieux de crasement un Cessna 206 de Manic QC https co OjeBfddhoe,[],7,0,7,fr,0.0,Neutral,BSTCanada_tweeter,,[],['other'],[],unknown
