Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,language,average_sentiment_score,sentiment,account_name,words_matched_list,matched_keywords,category,FSDS_matched_keywords,FSDS_category
0,882296818830331905,2017-07-04 17:55:28,['https://t.co/CsuOPQAmHw'],Le fonds national des corridors commerciaux de 2 G$ renforcera le commerce 🇨🇦et la résilience du réseau de transport 🇨🇦#CorridorsDeCommerce https://t.co/CsuOPQAmHw,Le fonds national des corridors commerciaux de renforcera le commerce et la silience du seau de transport CorridorsDeCommerce https co CsuOPQAmHw,['#CorridorsDeCommerce'],37,115,152,fr,0.0,Neutral,Transports_gc_tweeter,"['eau', 'or', 'mer']","['commercial', 'commerce', 'résilience', 'résilience', 'réseau_de_transport']",Economical,"['commerce', 'transport', 'transport']",Modern and resilient infrastructure
1,811939764693860353,2016-12-22 14:21:39,"['https://t.co/d18rNRrHfV', 'https://t.co/1XOwEyiNdP']",#EnRappel: Le #pèreNoël a renouvelé sa licence de pilote professionnel! Voici ce qui s’est passé en coulisses: https://t.co/d18rNRrHfV https://t.co/1XOwEyiNdP,EnRappel Le sa licence de pilote professionnel Voici ce qui est en coulisses https co d18rNRrHfV https co 1XOwEyiNdP,"['#EnRappel', '#p']",54,66,120,fr,0.0,Neutral,Transports_gc_tweeter,['ice'],[],unknown,[],unknown
2,913408859863224322,2017-09-28 14:23:37,['https://t.co/Rd6Qq1prdh\xe2\x80\xa6'],"RT @IMOHQ: Today is #WorldMaritimeDay and it's all about ""Connecting ships, ports and people"" - find out more here: https://t.co/Rd6Qq1prdh…",RT IMOHQ Today WorldMaritimeDay Connecting ships ports people find https co,['#WorldMaritimeDay'],104,0,104,en,0.5,Positive,Transports_gc_tweeter,['or'],[],unknown,[],unknown
3,850772682480246785,2017-04-08 18:09:48,[],RT @VeteransFR_CA: Des troupes représentant les 4 divisions de l’Armée cdnne qui ont combattu à Vimy marchent vers le Mém. national du Cana…,RT Des troupes sentant les divisions de cdnne qui ont combattu Vimy marchent vers le national du,[],99,0,99,fr,0.0,Neutral,Transports_gc_tweeter,,[],unknown,[],unknown
4,817496430780829696,2017-01-06 22:21:52,[],RT @CanadaPE: Le suspect de #FortLauderdale ne voyageait pas du Canada et n’était pas sur un vol canadien. Aucun lien avec le Canada,RT CanadaPE Le suspect de FortLauderdale ne voyageait pas du Canada et tait pas sur un vol canadien Aucun lien avec le Canada,['#FortLauderdale'],99,0,99,fr,0.0,Neutral,Transports_gc_tweeter,['or'],[],unknown,[],unknown
5,935620657823518727,2017-11-28 21:25:22,[],"RT @Greffier_GC: Au nom de la fonction publique du Canada, je présente des excuses à tous les fonctionnaires LGBTQ2 qui ont souffert à caus…",RT Au nom de la fonction publique du Canada je sente des excuses tous les fonctionnaires LGBTQ2 qui ont souffert,[],93,0,93,fr,0.0,Neutral,Transports_gc_tweeter,['air'],"['publique', 'fonctionnaire', 'lgbtq2', 'souffert']",Social,[],unknown
6,817497395621744640,2017-01-06 22:25:42,[],"RT @VoyageGdC: Canadiens à #FtLauderdale aux #ÉU, pour une aide consulaire d’urgence; (305) 579-1600 ou 1-888-949-9993 2/3",RT VoyageGdC Canadiens FtLauderdale aux pour une aide consulaire urgence 305 579 1600 ou 888 949 9993,"['#FtLauderdale', '#']",87,0,87,fr,0.0,Neutral,Transports_gc_tweeter,['air'],[],unknown,[],unknown
7,935602867725008896,2017-11-28 20:14:40,[],RT @PMcanadien: Le premier ministre Justin Trudeau présente des excuses officielles à la Chambre des communes aux Canadiens LGBTQ2. https:/…,RT PMcanadien Le premier ministre Justin Trudeau sente des excuses officielles la Chambre des communes aux Canadiens LGBTQ2 https,[],77,0,77,fr,0.0,Neutral,Transports_gc_tweeter,['ministre'],"['ministre', 'lgbtq2']",Social,['ministre'],Clean growth
8,708357247143907329,2016-03-11 18:21:43,[],"RT @environmentca: Get ready for #spring, #Canada! This Sunday, set your #clocks and take advantage of the light. #DaylightSavingTime https…",RT environmentca Get ready spring Canada Sunday set clocks take advantage light DaylightSavingTime,"['#spring', '#Canada', '#clocks', '#DaylightSavingTime']",76,0,76,en,0.325,Neutral,Transports_gc_tweeter,,[],unknown,[],unknown
9,745246481565818880,2016-06-21 13:26:21,[],"RT @GCAutochtones: Aujourd'hui, célébrons et reconnaissons les contributions, cultures et l'histoire des Autochtones au pays #JNACanada htt…",RT GCAutochtones Aujourd hui brons et reconnaissons les contributions cultures et histoire des Autochtones au pays JNACanada,['#JNACanada'],76,0,76,fr,0.0,Neutral,Transports_gc_tweeter,"['culture', 'autochtones']","['culture', 'autochtone', 'pays', '#jnacanada']",Social,"['autochtone', 'autochtone', 'autochtone', 'autochtone', 'autochtone', '#jnacanada']",Safe and healthy communities
10,857284823815249920,2017-04-26 17:26:44,"['https://t.co/D4Maa0fEJn', 'https://t.co/6o504n7VWr']","Examen de la pertinence, de la justesse et de l’efficacité de la #LoiSurLaSécuritéFerroviaire. En savoir plus: https://t.co/D4Maa0fEJn https://t.co/6o504n7VWr",Examen de la pertinence de la justesse et de de la Ferroviaire En savoir plus https co D4Maa0fEJn https co 6o504n7VWr,['#LoiSurLaS'],17,58,75,fr,0.0,Neutral,Transports_gc_tweeter,['air'],[],unknown,[],unknown
